subject_id,base_human_state_c1_mean,base_human_state_c2_mean,base_human_state_c3_mean,base_human_state_c4_mean,base_human_state_c5_mean,base_human_state_c6_mean,base_human_state_c7_mean,base_human_state_c8_mean,base_human_state_c9_mean,base_human_state_c10_mean,base_human_state_c11_mean,base_human_state_c12_mean,base_human_state_c13_mean,base_human_state_c14_mean,base_scalar_state_c1_mean,base_scalar_state_c2_mean,base_scalar_state_c3_mean,base_scalar_state_c4_mean,base_scalar_state_c5_mean,base_scalar_state_c6_mean,base_scalar_state_c7_mean,base_scalar_state_c8_mean,base_human_state_c1_std,base_human_state_c2_std,base_human_state_c3_std,base_human_state_c4_std,base_human_state_c5_std,base_human_state_c6_std,base_human_state_c7_std,base_human_state_c8_std,base_human_state_c9_std,base_human_state_c10_std,base_human_state_c11_std,base_human_state_c12_std,base_human_state_c13_std,base_human_state_c14_std,base_scalar_state_c1_std,base_scalar_state_c2_std,base_scalar_state_c3_std,base_scalar_state_c4_std,base_scalar_state_c5_std,base_scalar_state_c6_std,base_scalar_state_c7_std,base_scalar_state_c8_std,row_count,cohort_id
id01,-0.05412100128621871,0.3052638437493663,1.881700206634541,-0.07797051504524799,-1.7188992529900542,-0.02730311833305533,0.10053696243136565,3.1602511023793305,-1.1026288027629194,-0.18430342902529812,0.07016282815597163,-1.3659077437257452,0.8745194308958087,1.392128176694514,0.5545700957951916,-0.6394626844918433,0.5637613943336521,0.5806475606952067,0.8687314123897933,-0.70309435526081,0.2894795303510943,0.8301597265680556,8.929220468427724,5.388157206527444,7.214946947160053,7.874799332670536,3.9777043184161283,5.292091344720626,5.183136767906552,3.918807249422297,4.707779771970594,4.121538852916497,5.398090058921061,4.280424610882367,4.157710864765065,4.566542960563341,4.22560258008293,3.140047034256469,4.203199144196494,3.156723506192085,2.683638615039408,2.3653659307212327,3.0758212174656943,2.602959806654238,68,0
id02,0.10859372945503602,0.16348941360080965,-0.5254621168572801,0.9175887081225694,-0.07485885409620689,-0.3554658987667813,-0.6431547891468654,-0.6302522197663055,0.6527601505373207,-0.4345963409961948,-0.057457369083231825,0.5051680013238027,-0.08972645724558888,-0.44938071125307194,0.13376438886360967,0.14043015812878695,-0.27988254615648744,-0.3426964050486215,-0.15214990283021773,0.44584295485159836,-0.15244007083919858,-0.3603747604086918,6.858759808377965,5.916927155894697,6.181524771487571,5.766469893861733,6.502651362031919,5.013757090721403,4.193799879830622,4.458761626629347,4.374265910061213,3.8919564365291586,3.3321879978806095,3.7354684848291932,3.707413926397229,4.031919986821643,3.619272778839738,3.474872016367221,2.889222561117395,2.594332144069022,2.894339301537517,2.4317538779363685,2.289657442212037,2.4845665573628772,80,1
id03,-0.38777188946151736,0.5529301335266181,-0.0648423734453646,-0.1866867988078811,0.3511988659828099,-0.2458966895203374,0.6076789727473458,-0.19718578686881152,-0.2975222891715666,-0.1189603510439395,0.22206856323889593,0.0654418174017484,-0.028151196233007814,-0.14467672301264317,0.19514092157547538,-0.1568884796722094,0.3196196216788319,0.1128225600499684,0.24780595229014638,0.03430385956020653,0.2686792365239522,0.2560726984025851,7.82560450969807,6.21525514656931,5.587176947079155,5.479358308834837,4.665644165575243,4.541465144055738,4.730070780507668,4.69885470435652,4.739881308614937,3.7398585997519853,3.8972780642054397,3.5538788029126698,3.722194053246367,3.6058993364313725,3.951488645536326,3.922524972130986,3.553476300184678,2.461435356093166,2.2484302522048614,2.113539532737376,2.6477604526148553,2.162903381953453,54,0
id04,0.7053439762226963,-1.2719455484163287,-1.1035389722999074,0.7161295246836336,0.3368584981086709,0.12745747196467716,-1.3466871090799841,-1.1223681280555955,1.345245067213293,0.033302869158751615,-0.5203299341809119,0.4273913890805529,0.11897310385222831,-0.5528782473150118,-0.8798946082073765,0.5413712246411243,-0.6145867571241185,-0.441359923902533,-0.7112558750349629,0.5168997129034066,-0.6378726094786783,-0.62990848948113,6.017444836186572,7.2795907092594705,5.145187430686124,5.311236326133147,5.105936055837481,5.558465464307931,4.842304689850564,4.052257452718752,4.7948472519125565,3.5119331259268267,3.797789557889822,3.0794922505858184,3.3870598031515153,3.3893842194999215,4.429744087127922,3.7678276818390963,2.299254146393946,2.3825867241754435,2.478093787932376,2.332671721189527,2.5303193405792133,2.564015360862263,84,1
id05,0.20263000391120584,-0.2727473106046403,-0.3698561591238056,-0.08381498466761438,0.4109746148270263,-0.24878180926822915,0.03660082657175991,-0.12197217848777604,0.06493113700073368,-0.48588027872296125,0.41042917929709105,-0.3246453346686602,-0.12908193938274726,0.08785578580591519,-0.22411383243935556,0.15182887098821207,-0.34832025013031337,-0.18507835473072864,-0.37917410101536386,0.21784915571181018,-0.3203067721471447,-0.34748283668748947,7.8644666642569225,7.873009545076846,8.344496873419883,5.041106867692257,5.416423841782528,5.537586612567877,4.326012749258153,4.583346478046024,3.7434392561952183,5.532560396664304,4.709091980893181,4.188111746923696,3.9436404024091187,5.4401091278172045,4.901989604097532,3.2692412128772523,2.5417319108330876,2.056999047507445,2.3535912469946565,2.711720356987525,2.4339551657876415,2.5311544739531775,65,1
id06,0.15457033920972563,-0.6417074745298746,-0.18512704028020696,-0.39663873040581404,0.4532628350271753,0.28410621761840454,-0.18068802224724273,-0.6415884310823432,0.20653869336146224,0.09555295090963661,-0.26250429325930996,0.11089673334832031,0.043541290991278486,-0.201093874613725,-0.3875133427335171,0.23271060231493484,-0.3010851182893334,-0.027218956599515058,-0.8306374528205581,-0.001346692620002748,-0.15127191105331222,-0.4211346833227724,7.868992095414366,7.835224805375428,7.73606449112054,7.634608455830296,5.436018500304165,4.9015930439710385,4.9198614608714,4.287889977048587,4.044373640986742,4.215044489589815,3.6261503632772705,4.081783092879811,4.260671149719628,3.199134008214396,5.048413481612162,3.0085082152970286,2.6057764687897307,3.323467396127812,2.9312043186895367,2.796700391283584,2.376725793360395,2.460136791790585,72,1
id07,-0.4665317435835501,1.3590099700395708,0.10077838976765247,0.5710669205779867,-0.16956312123535694,-0.586557495128275,0.0440940923512496,-0.5590342147083832,0.3227485364906325,-0.5191489861802722,-0.25490883703692346,-0.24247725218967697,-0.07163498528710115,-0.16346144821688752,0.9824452700813172,-0.18309629612759293,-0.0704997419729207,-0.2235204545682415,0.18080260552238517,0.3091082033198386,0.05599377720590931,-0.08917056846043167,8.38177913651864,6.795245982785283,5.645641575578556,6.123645698125465,5.693337202438053,5.096708997331764,4.439669065224627,4.162932405373254,4.068145301794074,4.491483565176078,3.921656662282676,3.6502320206750727,3.509853355640966,2.9215432288179146,4.274234754686144,4.597948356808962,2.932235712971437,2.763444334494826,2.5786536614557227,2.955648346680816,2.171335849869257,2.1730455498036534,79,1
id08,0.19216478541900267,-1.4654861647800865,-0.08447976669376796,-1.751162173652581,1.0896663220838987,0.7586520016664517,0.8233138214804054,-0.31260421423537377,-1.468079171988014,1.578800586584387,0.8252432729604535,0.7659702723198406,-0.09442580947673392,-0.15962199799629131,-1.3901381472109635,0.19321593288402092,0.19580234100414265,0.5066214196077229,-0.20047786534818654,-0.9681363434944137,-0.0897610965263356,0.334996347037816,8.2268948425426,4.793861731731502,5.4205621481206805,4.234465560963002,4.002078170649737,3.7078187042695987,3.8463105127805237,4.50112839311715,3.41463923199073,4.370919830687957,3.7377962115729786,4.530580350414167,3.9833161312532224,3.674810842549242,3.1535158506057055,3.059331368053334,2.433725925040195,2.5992785071095623,2.8993597409806897,2.1284187808288038,2.201406885776016,1.8062822734782231,75,0
id09,-0.3800931972011021,0.0028552115870906325,0.110147568379305,-0.11826004201525209,-0.3825770614461217,0.11620345698261458,0.5807433362675288,0.7859368415914744,-0.3139925283200215,-0.2481960052784767,0.02263791150685465,-0.17274099731774897,-0.33058704522526683,-0.05324400972215733,0.07609993072063724,-0.2868013718963864,0.4711257302728864,0.11878844328898834,0.8079989417325502,-0.06412700268450287,0.5060373612186675,0.5226704984748723,8.745455094237537,7.463709250626179,6.229978224229185,5.169433499321029,4.889377529550064,4.21436516161082,4.213930926856188,4.27083698966895,4.115719665598555,3.287797511844361,3.8928897972659096,3.7314380002986747,4.248870289160437,3.237464386430199,4.456648254204051,3.821081313014445,3.767356586975334,3.014960627613168,1.7856686619029531,2.6911719507915364,2.54038832899932,2.4005877063184813,68,0
id10,-0.35139110312187355,1.9897297833895198,0.700624898918054,0.18348413060735846,-0.47362757380466103,0.18397007975086332,0.5605616258626227,0.15887146014772832,0.2307736387140119,0.2747130604600184,-0.3551069745431862,-0.007177201564134471,-0.36884380210930773,0.5966161184896167,1.4345885254899717,-0.21640526066526106,0.3924973829617409,0.08158630674642185,0.5404172265325725,0.09743774725822563,0.5671412561803435,0.19544987994392674,8.004848931072974,6.949655490898218,6.330324003087242,4.880911487511265,4.141655630090807,4.533143512092994,4.73188511981796,3.569323200788358,4.18211461093419,3.827212748587885,2.866123189054491,3.779155731490546,3.347928416924638,3.3011303235358516,3.965820291002488,3.9874047404382646,3.720338656357168,3.238987097710715,2.177379196604898,2.893081549267761,2.1445039412666,2.486387874244873,55,0
