flat_index,row,subject_id,sleep_date,lifelog_date,target,target_index,h057_prob,q061,cell_q061_gain,public_score,invariant_score,private_safe_score,latent_shortcut_energy,bad_pressure_rank,h068_cell_health,outside_h069_cell,outside_h070_cell,is_h050_null,source_count,source_weight,source_family_count,source_consensus,source_mean_move,source_action_delta,source_posterior_delta,hit_h071,hit_h074,hit_h076,hit_h079,h080_bad_same_raw,h080_bad_opp_raw,h080_bad_same_rank,h080_bad_opp_rank,h080_bad_margin_rank,h079_cell,h079_row,h079_role,h080_cell_score,h084_route_route_id,h084_route_row,h084_route_subject_id,h084_route_sleep_date,h084_route_route_name,h084_route_targets,h084_route_n_cells,h084_route_q2_cells,h084_route_s_cells,h084_route_route_score,h084_route_route_score_sum,h084_route_route_score_mean,h084_route_mean_latent_hsjepa_score,h084_route_mean_context_energy,h084_route_mean_shortcut_energy,h084_route_mean_public_score,h084_route_mean_invariant_score,h084_route_mean_cell_gain,h084_route_sum_cell_gain,h084_route_outside_h070_cells,h084_route_outside_h069_cells,h084_route_h068_overlap_cells,h084_route_h069_overlap_cells,h084_route_target_mask,h084_route_target_indices,h084_route_route_rank,h084_route_novelty_rank,h084_route_shortcut_avoid_rank,h084_route_assignment_route_score,h084_route_source_cells,h084_route_h082_cells,h084_route_h082_row,h084_route_outside_h082_cells,h084_route_route_source_action_sum,h084_route_route_source_action_mean,h084_route_route_source_posterior_sum,h084_route_route_source_posterior_mean,h084_route_route_source_count_mean,h084_route_route_family_count_mean,h084_route_route_source_consensus_mean,h084_route_route_bad_same_mean,h084_route_route_bad_opp_mean,h084_route_route_h079_row,h084_route_route_h080_score_mean,h084_route_route_move_abs_mean,h084_route_route_direction_consistency,h084_route_route_h050_null_cells,h084_route_route_action_score,h084_route_dark_cells,h084_route_dark_source_cells,h084_route_dark_q2_cells,h084_route_dark_source_action_sum,h084_route_dark_source_posterior_sum,h084_route_dark_family_count_mean,h084_route_dark_bad_same_mean,h084_route_dark_outside_h069_cells,h084_route_dark_target_indices,h084_route_dark_route_score,h084_has_source,h084_move,candidate_id
147,21,id01,2024-09-10,2024-09-09,Q1,0,0.2288550606198644,0.2166872515869628,0.0004248566785131,0.6104914285714285,0.5158971428571428,0.5522551428571427,0.1872428571428571,0.1785714285714285,0.4645053714285715,0.0,0.0,0,15.0,14.1017354165084,3.0,1.0,-0.0728375549853838,-1.2432760090506489e-06,-0.0004219610479732,1.0,1.0,1.0,0.0,0.0,0.1142276806277128,0.1785714285714285,0.6034285714285714,0.6188571428571429,0.0,0.0,0.0,0.70586,r021_nonq2_full,21,id01,2024-09-10,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,1.8317379022791311,3.1933971428571435,0.5322328571428573,0.5339553987070587,0.5850495238095238,0.3303690476190475,0.5006895238095238,0.5158971428571428,0.0002646829072899,0.0015880974437395,5,4,2,2,1011111,"0,2,3,4,5,6",0.832427536231884,0.8591485507246377,0.6947463768115942,0.7748958333333332,6,6,1,0,-3.556092818833996e-06,-5.926821364723326e-07,-0.0015734914219022308,-0.00026224857031703847,15.666666666666666,3.0,1.0,0.46195238095238095,0.5797142857142857,0.0,0.6161366666666668,0.051169946323625724,0.6666666666666666,0,0.73096240942029,6,6,0,-3.556092818833996e-06,-0.0015734914219022308,3.0,0.46195238095238095,4,"0,2,3,4,5,6",0.9424086021505377,1,-0.0728375549853838,h084_dark_all_amp_c260_3bd71686
149,21,id01,2024-09-10,2024-09-09,Q3,2,0.6870578659259869,0.701254854111291,0.0004726942916399,0.5088685714285714,0.5158971428571428,0.3734433714285715,0.3875714285714286,0.5851428571428572,0.4275054285714285,0.0,1.0,0,15.0,14.1017354165084,3.0,1.0,0.0693073155741636,-4.350413127885301e-07,-0.0004694546031182,1.0,1.0,1.0,0.0,0.0132469929233054,0.1220801886580603,0.5274285714285715,0.6211428571428571,0.6091428571428571,0.0,0.0,0.0,0.5868800000000001,r021_nonq2_full,21,id01,2024-09-10,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,1.8317379022791311,3.1933971428571435,0.5322328571428573,0.5339553987070587,0.5850495238095238,0.3303690476190475,0.5006895238095238,0.5158971428571428,0.0002646829072899,0.0015880974437395,5,4,2,2,1011111,"0,2,3,4,5,6",0.832427536231884,0.8591485507246377,0.6947463768115942,0.7748958333333332,6,6,1,0,-3.556092818833996e-06,-5.926821364723326e-07,-0.0015734914219022308,-0.00026224857031703847,15.666666666666666,3.0,1.0,0.46195238095238095,0.5797142857142857,0.0,0.6161366666666668,0.051169946323625724,0.6666666666666666,0,0.73096240942029,6,6,0,-3.556092818833996e-06,-0.0015734914219022308,3.0,0.46195238095238095,4,"0,2,3,4,5,6",0.9424086021505377,1,0.0693073155741636,h084_dark_all_amp_c260_3bd71686
150,21,id01,2024-09-10,2024-09-09,S1,3,0.2859099096964376,0.2800258570128192,8.514264140246919e-05,0.4236457142857143,0.5158971428571428,0.3479791428571429,0.3369428571428571,0.52,0.3778138285714286,1.0,1.0,0,15.0,14.1017354165084,3.0,1.0,-0.0312544449377206,-2.2059829262918645e-07,-8.204028914523095e-05,1.0,1.0,1.0,0.0,0.0090586312004724,0.1251641164867968,0.4862857142857142,0.628,0.6217142857142857,0.0,0.0,0.0,0.5870914285714285,r021_nonq2_full,21,id01,2024-09-10,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,1.8317379022791311,3.1933971428571435,0.5322328571428573,0.5339553987070587,0.5850495238095238,0.3303690476190475,0.5006895238095238,0.5158971428571428,0.0002646829072899,0.0015880974437395,5,4,2,2,1011111,"0,2,3,4,5,6",0.832427536231884,0.8591485507246377,0.6947463768115942,0.7748958333333332,6,6,1,0,-3.556092818833996e-06,-5.926821364723326e-07,-0.0015734914219022308,-0.00026224857031703847,15.666666666666666,3.0,1.0,0.46195238095238095,0.5797142857142857,0.0,0.6161366666666668,0.051169946323625724,0.6666666666666666,0,0.73096240942029,6,6,0,-3.556092818833996e-06,-0.0015734914219022308,3.0,0.46195238095238095,4,"0,2,3,4,5,6",0.9424086021505377,1,-0.0312544449377206,h084_dark_all_amp_c260_3bd71686
151,21,id01,2024-09-10,2024-09-09,S2,4,0.5668451081622936,0.5543277805235246,0.0003183809846031,0.6238228571428572,0.5158971428571428,0.3875641142857143,0.4175428571428571,0.6794285714285714,0.518346,1.0,1.0,0,17.0,15.930570287203524,3.0,1.0,-0.0517697471615541,-1.2567662581914442e-06,-0.0003158347589958,1.0,1.0,1.0,0.0,0.0389726793223526,0.0775294612329342,0.6857142857142857,0.5171428571428571,0.4634285714285714,0.0,0.0,0.0,0.6342114285714285,r021_nonq2_full,21,id01,2024-09-10,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,1.8317379022791311,3.1933971428571435,0.5322328571428573,0.5339553987070587,0.5850495238095238,0.3303690476190475,0.5006895238095238,0.5158971428571428,0.0002646829072899,0.0015880974437395,5,4,2,2,1011111,"0,2,3,4,5,6",0.832427536231884,0.8591485507246377,0.6947463768115942,0.7748958333333332,6,6,1,0,-3.556092818833996e-06,-5.926821364723326e-07,-0.0015734914219022308,-0.00026224857031703847,15.666666666666666,3.0,1.0,0.46195238095238095,0.5797142857142857,0.0,0.6161366666666668,0.051169946323625724,0.6666666666666666,0,0.73096240942029,6,6,0,-3.556092818833996e-06,-0.0015734914219022308,3.0,0.46195238095238095,4,"0,2,3,4,5,6",0.9424086021505377,1,-0.0517697471615541,h084_dark_all_amp_c260_3bd71686
152,21,id01,2024-09-10,2024-09-09,S3,5,0.8122051519129903,0.8196838117653563,0.0001852564986054,0.4852228571428571,0.5158971428571428,0.3974781142857143,0.2891428571428572,0.456,0.4439170285714285,1.0,1.0,0,17.0,15.930570287203524,3.0,1.0,0.0521654053778628,-3.153154941401525e-07,-0.0001831489077994,1.0,1.0,1.0,0.0,0.0051354857072639,0.1355476740638732,0.44,0.6451428571428571,0.6491428571428571,0.0,0.0,0.0,0.6394228571428572,r021_nonq2_full,21,id01,2024-09-10,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,1.8317379022791311,3.1933971428571435,0.5322328571428573,0.5339553987070587,0.5850495238095238,0.3303690476190475,0.5006895238095238,0.5158971428571428,0.0002646829072899,0.0015880974437395,5,4,2,2,1011111,"0,2,3,4,5,6",0.832427536231884,0.8591485507246377,0.6947463768115942,0.7748958333333332,6,6,1,0,-3.556092818833996e-06,-5.926821364723326e-07,-0.0015734914219022308,-0.00026224857031703847,15.666666666666666,3.0,1.0,0.46195238095238095,0.5797142857142857,0.0,0.6161366666666668,0.051169946323625724,0.6666666666666666,0,0.73096240942029,6,6,0,-3.556092818833996e-06,-0.0015734914219022308,3.0,0.46195238095238095,4,"0,2,3,4,5,6",0.9424086021505377,1,0.0521654053778628,h084_dark_all_amp_c260_3bd71686
153,21,id01,2024-09-10,2024-09-09,S4,6,0.4660459888230039,0.4589316357024249,0.0001017663489756,0.3520857142857143,0.5158971428571428,0.3009932571428572,0.3637714285714285,0.4302857142857142,0.3441130285714285,1.0,1.0,0,15.0,14.1017354165084,3.0,1.0,-0.0296852099050694,-8.509545203403424e-08,-0.0001010518148704,1.0,1.0,1.0,0.0,0.0065890344887434,0.0547481154722546,0.4537142857142857,0.4634285714285714,0.4834285714285714,0.0,0.0,0.0,0.5433542857142858,r021_nonq2_full,21,id01,2024-09-10,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,1.8317379022791311,3.1933971428571435,0.5322328571428573,0.5339553987070587,0.5850495238095238,0.3303690476190475,0.5006895238095238,0.5158971428571428,0.0002646829072899,0.0015880974437395,5,4,2,2,1011111,"0,2,3,4,5,6",0.832427536231884,0.8591485507246377,0.6947463768115942,0.7748958333333332,6,6,1,0,-3.556092818833996e-06,-5.926821364723326e-07,-0.0015734914219022308,-0.00026224857031703847,15.666666666666666,3.0,1.0,0.46195238095238095,0.5797142857142857,0.0,0.6161366666666668,0.051169946323625724,0.6666666666666666,0,0.73096240942029,6,6,0,-3.556092818833996e-06,-0.0015734914219022308,3.0,0.46195238095238095,4,"0,2,3,4,5,6",0.9424086021505377,1,-0.0296852099050694,h084_dark_all_amp_c260_3bd71686
714,102,id04,2024-10-25,2024-10-24,Q1,0,0.8220218208973977,0.8355626219312384,0.0006396029071492,0.5982514285714285,0.2560971428571428,0.2650623428571428,0.4308857142857143,0.5902857142857143,0.5142011428571429,1.0,1.0,0,5.0,4.77206371631432,3.0,1.0,0.0973874715746239,-5.001344422815491e-07,-0.0006383727096758,1.0,1.0,1.0,0.0,0.0139916429067521,0.0520205347432285,0.5365714285714286,0.4571428571428571,0.4605714285714286,0.0,0.0,0.0,0.581777142857143,r102_full_state,102,id04,2024-10-25,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,1.2793589483320682,2.3264657142857144,0.3323522448979591,0.3123813621479033,0.4050073469387754,0.456234693877551,0.4492857142857143,0.2560971428571428,0.0007373587039461,0.0051615109276229,7,6,3,1,1111111,"0,1,2,3,4,5,6",0.5665760869565217,0.9891304347826086,0.4266304347826087,0.6261050724637681,6,5,1,2,-8.551332782696599e-06,-1.2216189689566569e-06,-0.0038847653192951737,-0.0005549664741850248,4.428571428571429,2.0,0.8571428571428571,0.5872244897959183,0.4027755102040816,0.0,0.3016395918367348,0.6220608412688506,0.8333333333333334,0,0.7417617753623186,7,6,1,-8.551332782696599e-06,-0.0038847653192951737,2.0,0.5872244897959183,6,"0,1,2,3,4,5,6",0.913057347670251,1,0.0973874715746239,h084_dark_all_amp_c260_3bd71686
715,102,id04,2024-10-25,2024-10-24,Q2,1,0.4597383530095764,0.4210505872603782,0.0030287790577234,0.8013828571428572,0.2560971428571428,0.2784419999999999,0.3977428571428572,0.4617142857142857,0.4052178285714286,0.0,1.0,0,12.0,11.52103287143304,3.0,1.0,-0.1636911711336404,-7.665345517120556e-06,-0.0029248311159081,1.0,1.0,1.0,0.0,0.0057686931590534,0.0236937577715421,0.4462857142857143,0.3411428571428571,0.4057142857142857,0.0,0.0,0.0,0.5852,r102_full_state,102,id04,2024-10-25,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,1.2793589483320682,2.3264657142857144,0.3323522448979591,0.3123813621479033,0.4050073469387754,0.456234693877551,0.4492857142857143,0.2560971428571428,0.0007373587039461,0.0051615109276229,7,6,3,1,1111111,"0,1,2,3,4,5,6",0.5665760869565217,0.9891304347826086,0.4266304347826087,0.6261050724637681,6,5,1,2,-8.551332782696599e-06,-1.2216189689566569e-06,-0.0038847653192951737,-0.0005549664741850248,4.428571428571429,2.0,0.8571428571428571,0.5872244897959183,0.4027755102040816,0.0,0.3016395918367348,0.6220608412688506,0.8333333333333334,0,0.7417617753623186,7,6,1,-8.551332782696599e-06,-0.0038847653192951737,2.0,0.5872244897959183,6,"0,1,2,3,4,5,6",0.913057347670251,1,-0.1636911711336404,h084_dark_all_amp_c260_3bd71686
716,102,id04,2024-10-25,2024-10-24,Q3,2,0.7426408025922746,0.7212955155560592,0.0011714196687317,0.2379428571428571,0.2560971428571428,-0.0873304857142857,0.8042,0.9262857142857144,0.3640074285714285,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1641451813190286,0.0,0.8868571428571429,0.0777142857142857,0.1788571428571428,0.0,0.0,0.0,-0.8001885714285715,r102_full_state,102,id04,2024-10-25,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,1.2793589483320682,2.3264657142857144,0.3323522448979591,0.3123813621479033,0.4050073469387754,0.456234693877551,0.4492857142857143,0.2560971428571428,0.0007373587039461,0.0051615109276229,7,6,3,1,1111111,"0,1,2,3,4,5,6",0.5665760869565217,0.9891304347826086,0.4266304347826087,0.6261050724637681,6,5,1,2,-8.551332782696599e-06,-1.2216189689566569e-06,-0.0038847653192951737,-0.0005549664741850248,4.428571428571429,2.0,0.8571428571428571,0.5872244897959183,0.4027755102040816,0.0,0.3016395918367348,0.6220608412688506,0.8333333333333334,0,0.7417617753623186,7,6,1,-8.551332782696599e-06,-0.0038847653192951737,2.0,0.5872244897959183,6,"0,1,2,3,4,5,6",0.913057347670251,0,-0.08925111573496901,h084_dark_all_amp_c260_3bd71686
717,102,id04,2024-10-25,2024-10-24,S1,3,0.9999704219951868,0.999999,2.5191382167977616e-05,0.2859885714285714,0.2560971428571428,0.2670284,0.1369285714285714,0.1785714285714285,0.3761177142857143,1.0,1.0,0,6.0,5.73253962416352,3.0,1.0,3.387059582885936,-4.42519640842679e-09,-2.5191382167977613e-05,1.0,1.0,1.0,0.0,0.0,7.945731402367253,0.1785714285714285,0.9891428571428572,0.9891428571428572,0.0,0.0,0.0,0.5663628571428572,r102_full_state,102,id04,2024-10-25,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,1.2793589483320682,2.3264657142857144,0.3323522448979591,0.3123813621479033,0.4050073469387754,0.456234693877551,0.4492857142857143,0.2560971428571428,0.0007373587039461,0.0051615109276229,7,6,3,1,1111111,"0,1,2,3,4,5,6",0.5665760869565217,0.9891304347826086,0.4266304347826087,0.6261050724637681,6,5,1,2,-8.551332782696599e-06,-1.2216189689566569e-06,-0.0038847653192951737,-0.0005549664741850248,4.428571428571429,2.0,0.8571428571428571,0.5872244897959183,0.4027755102040816,0.0,0.3016395918367348,0.6220608412688506,0.8333333333333334,0,0.7417617753623186,7,6,1,-8.551332782696599e-06,-0.0038847653192951737,2.0,0.5872244897959183,6,"0,1,2,3,4,5,6",0.913057347670251,1,3.387059582885936,h084_dark_all_amp_c260_3bd71686
