row,target,h012_prob,h018_prob,q_joint_vector,joint_minus_h018,joint_minus_h012,row_weight,row_score,cell_gain,abs_joint_logit_move,abs_shift_vs_h018,gain_score,shift_score,move_score,row_score_rank,combined_score
235,S2,0.4533883540294493,0.4857854050933033,0.5148985993098328,0.029113194216529525,0.06151024528038351,0.005074291936004864,0.84584,0.007594167033269206,0.24660157165085034,0.029113194216529525,0.9897142857142858,0.9571428571428572,0.9262857142857143,0.9902857142857143,0.9693028571428572
223,S1,0.6338206468401374,0.6240431783973845,0.5856118418329673,-0.03843133656441722,-0.048208805007170064,0.0046132498004767585,0.86856,0.00492439878630635,0.202788704200965,0.03843133656441722,0.9731428571428572,0.996,0.8988571428571429,0.9942857142857143,0.9671542857142857
64,Q1,0.7257377074144317,0.7621029688589085,0.7898823058053546,0.027779336946446076,0.0641445983909229,0.004661422285921559,0.78152,0.010920364046495323,0.35111238781109844,0.027779336946446076,0.9971428571428571,0.9491428571428572,0.9514285714285714,0.9382857142857143,0.9670628571428572
249,S1,0.3773608752980388,0.3517481831738587,0.31672085364752706,-0.03502732952633164,-0.060640021650511744,0.00397384647471555,0.7494399999999999,0.008017967428838757,0.2681175458687869,0.03502732952633164,0.9914285714285714,0.9874285714285714,0.9337142857142857,0.8942857142857142,0.9633828571428571
223,S4,0.7537116300945597,0.7613124539758187,0.7935516797092201,0.03223922573340143,0.03984004961466048,0.0046132498004767585,0.86856,0.0044464958140929545,0.22796179390026916,0.03223922573340143,0.9651428571428572,0.9771428571428571,0.9171428571428571,0.9942857142857143,0.9630857142857143
158,Q1,0.4707032396788568,0.4559949574105822,0.41492472971455574,-0.04107022769602647,-0.05577850996430106,0.0041089669453098525,0.76992,0.006284674259311229,0.22632194941760994,0.04107022769602647,0.9834285714285714,0.9977142857142857,0.916,0.9182857142857143,0.9629485714285715
244,S1,0.6570069758137274,0.6650568827782448,0.7018363558608164,0.03677947308257157,0.04482938004708903,0.004413927474780556,0.83504,0.004562074811046868,0.2060732615573,0.03677947308257157,0.9657142857142857,0.9925714285714285,0.9022857142857142,0.9862857142857143,0.9627657142857144
162,Q3,0.5480080654984324,0.5775592266160715,0.6057396902437007,0.02818046362762916,0.05773162474526827,0.004090607446651152,0.81144,0.006794251915302363,0.23681329467608522,0.02818046362762916,0.9874285714285714,0.9531428571428572,0.9228571428571428,0.9622857142857143,0.9622628571428572
146,S3,0.930421038554071,0.9202260535492588,0.8954980862736336,-0.024727967275625207,-0.0349229522804374,0.004303648722707654,0.76976,0.008246250920103448,0.4450002697123203,0.024727967275625207,0.9925714285714285,0.9194285714285715,0.9571428571428572,0.9142857142857143,0.9554057142857144
26,S2,0.6685569600261898,0.6839788520781489,0.7183938464147008,0.03441499433655193,0.049836886388511026,0.004370083546495856,0.7014400000000001,0.005763162043168624,0.23484284611439288,0.03441499433655193,0.9794285714285714,0.9857142857142858,0.9217142857142857,0.8422857142857143,0.9474514285714286
