cells,rows,extra_cells,mean_transport_score,mean_listener_score,mean_row_s2_score,mean_action_score,same_listener_direction_rate,strict_rate,shadow_rate,route_only_rate,fusion_only_rate,s2_rate,iteration,variant
19.0,11.0,0.0,0.7576057056492115,0.8458585132284115,1.0649780805744669,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,0,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492113,0.8458585132284118,1.064978080574467,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,1,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492114,0.8458585132284115,1.0649780805744669,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,2,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492113,0.8458585132284115,1.064978080574467,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,3,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492113,0.8458585132284115,1.0649780805744669,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,4,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492115,0.8458585132284115,1.0649780805744669,3.329603484155725,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,5,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492114,0.8458585132284115,1.0649780805744669,3.329603484155725,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,6,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492115,0.8458585132284115,1.064978080574467,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,7,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492114,0.8458585132284118,1.064978080574467,3.329603484155726,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,8,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492114,0.8458585132284115,1.0649780805744669,3.329603484155725,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,9,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492114,0.8458585132284115,1.0649780805744673,3.329603484155725,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,10,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492115,0.8458585132284115,1.0649780805744669,3.329603484155726,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,11,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492113,0.8458585132284115,1.0649780805744669,3.329603484155725,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,12,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492113,0.8458585132284115,1.0649780805744669,3.329603484155726,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,13,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492113,0.8458585132284115,1.0649780805744669,3.329603484155725,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,14,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492114,0.8458585132284115,1.0649780805744669,3.329603484155726,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,15,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492114,0.8458585132284115,1.0649780805744669,3.329603484155725,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,16,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492114,0.8458585132284115,1.064978080574467,3.329603484155725,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,17,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492113,0.8458585132284115,1.0649780805744669,3.329603484155725,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,18,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492115,0.8458585132284115,1.064978080574467,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,19,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492114,0.8458585132284115,1.064978080574467,3.329603484155725,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,20,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492113,0.8458585132284115,1.064978080574467,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,21,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492115,0.8458585132284115,1.064978080574467,3.329603484155725,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,22,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492115,0.8458585132284115,1.064978080574467,3.329603484155725,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,23,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492113,0.8458585132284115,1.0649780805744669,3.329603484155725,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,24,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492114,0.8458585132284114,1.0649780805744669,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,25,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492115,0.8458585132284115,1.0649780805744669,3.329603484155725,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,26,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492114,0.8458585132284115,1.0649780805744669,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,27,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492114,0.8458585132284114,1.0649780805744669,3.329603484155725,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,28,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492114,0.8458585132284118,1.0649780805744669,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,29,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492113,0.8458585132284115,1.064978080574467,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,30,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492114,0.8458585132284115,1.0649780805744669,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,31,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492113,0.8458585132284115,1.0649780805744669,3.329603484155725,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,32,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492114,0.8458585132284115,1.064978080574467,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,33,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492113,0.8458585132284115,1.0649780805744669,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,34,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492114,0.8458585132284115,1.064978080574467,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,35,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492114,0.8458585132284115,1.0649780805744669,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,36,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492115,0.8458585132284115,1.0649780805744669,3.329603484155725,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,37,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492113,0.8458585132284115,1.0649780805744669,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,38,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492113,0.8458585132284115,1.064978080574467,3.329603484155725,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,39,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492113,0.8458585132284115,1.064978080574467,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,40,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492113,0.8458585132284115,1.0649780805744669,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,41,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492114,0.8458585132284118,1.0649780805744669,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,42,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492115,0.8458585132284115,1.0649780805744669,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,43,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492114,0.8458585132284115,1.0649780805744669,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,44,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492114,0.8458585132284115,1.0649780805744669,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,45,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492115,0.8458585132284115,1.064978080574467,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,46,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492113,0.8458585132284115,1.0649780805744669,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,47,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492114,0.8458585132284115,1.0649780805744669,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,48,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492113,0.8458585132284115,1.064978080574467,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,49,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492114,0.8458585132284115,1.0649780805744669,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,50,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492113,0.8458585132284115,1.0649780805744669,3.329603484155725,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,51,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492115,0.8458585132284118,1.0649780805744669,3.329603484155725,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,52,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492114,0.8458585132284115,1.0649780805744669,3.329603484155725,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,53,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492113,0.8458585132284115,1.0649780805744669,3.329603484155725,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,54,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492114,0.8458585132284115,1.0649780805744669,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,55,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492115,0.8458585132284118,1.064978080574467,3.329603484155725,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,56,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492115,0.8458585132284115,1.0649780805744669,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,57,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492115,0.8458585132284115,1.0649780805744669,3.329603484155725,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,58,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492113,0.8458585132284115,1.0649780805744669,3.329603484155726,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,59,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492114,0.8458585132284118,1.0649780805744669,3.329603484155725,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,60,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492114,0.8458585132284115,1.0649780805744669,3.329603484155725,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,61,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492114,0.8458585132284115,1.0649780805744669,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,62,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492114,0.8458585132284118,1.064978080574467,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,63,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492113,0.8458585132284115,1.064978080574467,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,64,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492113,0.8458585132284118,1.0649780805744669,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,65,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492115,0.8458585132284114,1.0649780805744669,3.329603484155725,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,66,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492114,0.8458585132284115,1.064978080574467,3.329603484155725,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,67,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492114,0.8458585132284115,1.0649780805744669,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,68,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492113,0.8458585132284115,1.0649780805744669,3.3296034841557254,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,69,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492113,0.8458585132284115,1.0649780805744669,3.329603484155725,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,70,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492115,0.8458585132284115,1.0649780805744669,3.329603484155725,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,71,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492114,0.8458585132284115,1.0649780805744669,3.329603484155725,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,72,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492114,0.8458585132284115,1.064978080574467,3.329603484155725,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,73,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492113,0.8458585132284115,1.0649780805744673,3.329603484155725,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,74,strict_listener_recalibrated
19.0,11.0,0.0,0.7576057056492113,0.8458585132284115,1.064978080574467,3.329603484155725,1.0,1.0,0.0,0.0,0.0,0.47368421052631576,75,strict_listener_recalibrated
