flat_idx,row,target,target_idx,cell_key,direction,source_families,source_family_count,source_records,mean_health,max_health,mean_local_score,max_abs_proposed_step,mean_abs_proposed_step,bad_tangent_value,bad_tangent_abs,bad_tangent_abs_rank,anti_tangent_direction,proposed_is_anti_bad,proposed_is_bad_aligned,action_health,anti_bad_score,orthogonal_score,selection_score,released_direction,released_logit_step,config
766,109,S1,3,109:S1,-1,"listener_dropout,public_loss_tomography,route_frontier,route_toxicity_fusion",4,5,0.6204529620876598,0.7703242323290846,0.48382867813911884,0.7905199475958277,0.22923862143182666,0.003713647373499302,0.003713647373499302,0.8705035971223022,-1,True,False,0.742134437364105,0.8195186794254822,0.600803018541076,0.8195186794254822,-1,-0.3772545042559743,anti_bad_tangent_sparse
123,17,S2,4,17:S2,1,"listener_dropout,route_frontier,route_toxicity_fusion",3,5,0.5984801546379209,0.6442187137891078,0.6070609979596018,0.5484741296147171,0.42518493106982225,-0.004654863081831721,0.004654863081831721,0.9244604316546763,1,True,False,0.6772075528085392,0.7775832599116701,0.5505990982900923,0.7775832599116701,1,0.3768605855605973,anti_bad_tangent_sparse
137,19,S2,4,19:S2,1,"listener_dropout,route_frontier,route_toxicity_fusion",3,7,0.8140724397026187,0.864305619930475,0.9198653760720201,0.5700349982149544,0.4727888450524575,-0.002323975417350538,0.002323975417350538,0.7877697841726619,1,True,False,0.853302218831293,0.7681748073308122,0.7082013942841342,0.7681748073308122,1,0.3762530465203566,anti_bad_tangent_sparse
139,19,S4,6,19:S4,1,"listener_dropout,public_loss_tomography,route_frontier,route_toxicity_fusion",4,8,0.8011127363112125,0.864305619930475,0.8771570187924494,0.8,0.5930574050861404,-0.001705062678039797,0.001705062678039797,0.6384892086330936,1,True,False,0.8789467708668076,0.7654247435727979,0.7749761452544239,0.7654247435727979,1,0.3174809304258598,anti_bad_tangent_sparse
687,98,Q2,1,98:Q2,-1,public_loss_tomography,1,1,0.965159574468085,0.965159574468085,0.925531914893617,0.6380762463889581,0.6380762463889581,0.005463681761078992,0.005463681761078992,0.9460431654676259,-1,True,False,0.7652529347028614,0.7598370583826409,0.5533048322838428,0.7598370583826409,-1,-0.4148278699916076,anti_bad_tangent_sparse
309,44,Q2,1,44:Q2,-1,public_loss_tomography,1,1,0.9800531914893615,0.9800531914893615,0.9680851063829787,0.7869065731646545,0.7869065731646545,0.003915241747203547,0.003915241747203547,0.89568345323741,-1,True,False,0.7789976155539251,0.753306010598711,0.5772401391872561,0.753306010598711,-1,-0.399040813878611,anti_bad_tangent_sparse
1107,158,Q2,1,158:Q2,-1,public_loss_tomography,1,1,0.9127659574468086,0.9127659574468086,0.851063829787234,0.701155550588088,0.701155550588088,0.005087024738327678,0.005087024738327678,0.9388489208633094,-1,True,False,0.725928466617755,0.7496833147363253,0.5256699065223243,0.7496833147363253,-1,-0.39864834073167,anti_bad_tangent_sparse
638,91,Q2,1,91:Q2,-1,public_loss_tomography,1,1,0.9202127659574468,0.9202127659574468,0.8723404255319149,0.6422547847011684,0.6422547847011684,0.0050018024979435445,0.0050018024979435445,0.935251798561151,-1,True,False,0.732800807043287,0.7464326754883693,0.5328893585351823,0.7464326754883693,-1,-0.399568904817452,anti_bad_tangent_sparse
1177,168,Q2,1,168:Q2,-1,public_loss_tomography,1,1,0.8486702127659573,0.8486702127659573,0.7340425531914894,0.6684366948237215,0.6684366948237215,0.005618888736260793,0.005618888736260793,0.9496402877697842,-1,True,False,0.674710381511372,0.7396600380561288,0.4820364441007722,0.7396600380561288,-1,-0.3853182541684921,anti_bad_tangent_sparse
351,50,Q2,1,50:Q2,-1,public_loss_tomography,1,1,0.9164893617021277,0.9164893617021277,0.8617021276595744,0.8,0.8,0.0031086400071981117,0.0031086400071981117,0.8489208633093526,-1,True,False,0.7293646368305209,0.737652388563104,0.5486681217373863,0.737652388563104,-1,-0.36486625735655054,anti_bad_tangent_sparse
771,110,Q2,1,110:Q2,-1,public_loss_tomography,1,1,0.9069148936170212,0.9069148936170212,0.9574468085106383,0.8,0.8,0.003065600585652728,0.003065600585652728,0.8453237410071942,-1,True,False,0.7353008070432867,0.7375878975176424,0.5673905524736483,0.7375878975176424,-1,-0.36527499379806483,anti_bad_tangent_sparse
1044,149,Q2,1,149:Q2,1,public_loss_tomography,1,1,0.9143617021276597,0.9143617021276597,0.7553191489361702,0.7313297859314397,0.7313297859314397,-0.004609369213589489,0.004609369213589489,0.9100719424460432,1,True,False,0.7153646368305211,0.7363607686176811,0.5120336077315698,0.7363607686176811,1,0.3840410472033232,anti_bad_tangent_sparse
190,27,Q2,1,27:Q2,-1,public_loss_tomography,1,1,0.9425531914893617,0.9425531914893617,0.9361702127659575,0.8,0.8,0.0028319807320073376,0.0028319807320073376,0.8237410071942446,-1,True,False,0.7534178283198827,0.7323009512448735,0.5767059879550506,0.7323009512448735,-1,-0.3622149847722702,anti_bad_tangent_sparse
731,104,S1,3,104:S1,-1,public_loss_tomography,1,1,0.8755319148936169,0.8755319148936169,0.7446808510638298,0.8,0.8,0.003267494828569331,0.003267494828569331,0.8561151079136691,-1,True,False,0.6915667644900954,0.7305222217178569,0.5117309198393303,0.7305222217178569,-1,-0.3560123754730624,anti_bad_tangent_sparse
1116,159,S1,3,159:S1,1,public_loss_tomography,1,1,0.7811170212765957,0.7811170212765957,0.6595744680851063,0.7797533759561264,0.7797533759561264,-0.004477272639958102,0.004477272639958102,0.9064748201438849,1,True,False,0.6265933602347762,0.7149506062589399,0.45844646399974665,0.7149506062589399,1,0.3536926246061112,anti_bad_tangent_sparse
167,23,S4,6,23:S4,1,"listener_dropout,public_loss_tomography,route_frontier",3,3,0.47363994654576214,0.7369629179331307,0.34875591016548463,0.8,0.5979750271069766,-0.0018527604913341625,0.0018527604913341625,0.6654676258992805,1,True,False,0.636616768605508,0.6875909487446452,0.5483887564598869,0.6875909487446452,1,0.2713621467234778,anti_bad_tangent_sparse
1725,246,S1,3,246:S1,-1,public_loss_tomography,1,1,0.851063829787234,0.851063829787234,0.7978723404255319,0.8,0.8,0.0022287573128787785,0.0022287573128787785,0.762589928057554,-1,True,False,0.6837582538517974,0.6834437524081981,0.5373813530246968,0.6834437524081981,-1,-0.3188001076761482,anti_bad_tangent_sparse
789,112,S3,5,112:S3,1,"listener_dropout,route_frontier,route_toxicity_fusion",3,3,0.4622262923811535,0.5087491986961834,0.35837071954339406,0.5175749935185845,0.3454399006604978,-0.0024643512943980867,0.0024643512943980867,0.8057553956834532,1,True,False,0.5531026028893422,0.6806830428750044,0.48231758369272154,0.6806830428750044,1,0.29696472624818904,anti_bad_tangent_sparse
1413,201,S4,6,201:S4,-1,public_loss_tomography,1,1,0.6489203647416413,0.6489203647416413,0.5638297872340425,0.8,0.8,0.00289455336690409,0.00289455336690409,0.8345323741007195,-1,True,False,0.538429937742375,0.6772841979982792,0.4201627472964163,0.6772841979982792,-1,-0.3019124762598675,anti_bad_tangent_sparse
769,109,S4,6,109:S4,-1,"listener_dropout,route_frontier,route_toxicity_fusion",3,7,0.7743122515987226,0.8302090816917729,0.7048271197546939,0.285793395908811,0.236810078433334,0.0019929363799890474,0.0019929363799890474,0.6870503597122302,-1,True,False,0.8064756329244239,0.6748214878117437,0.6753498488556345,0.6748214878117437,-1,-0.3210405198556956,anti_bad_tangent_sparse
1151,164,S1,3,164:S1,1,public_loss_tomography,1,1,0.6433510638297872,0.6433510638297872,0.26595744680851063,0.4308222848345899,0.4308222848345899,-0.008584684782060007,0.008584684782060007,0.9568345323741008,1,True,False,0.49945506236243586,0.6604210964493263,0.3284477528410141,0.6604210964493263,1,0.32760365745261455,anti_bad_tangent_sparse
970,138,S2,4,138:S2,1,public_loss_tomography,1,1,0.6374231003039514,0.6374231003039514,0.35106382978723405,0.5624687671757662,0.5624687671757662,-0.004080553762244692,0.004080553762244692,0.8992805755395683,1,True,False,0.5062296094748978,0.6579679324292055,0.3577074453506902,0.6579679324292055,1,0.3121966361609382,anti_bad_tangent_sparse
