candidate_id,step,bundle_id,bundle_targets,bundle_frac,bundle_size,row,target_index,target,subject_id,sleep_date,old_move,new_move,state,h134_base_proposal,h134_companion_score,h135_bundle_score,h135_step_score,delta_route,delta_h098,delta_h088,delta_margin
h135_h132_rowvector_margin_guard_24871171,1,r164_S1S4_f0p25,"S1,S4",0.25,2,164,3,S1,id07,2024-07-26,0.07643484474678175,0.10783959617534994,toward_0.35,0.1661627059712623,0.37839032896914293,0.6166966711260954,0.0031891054234212237,-3.316997522191168e-05,2.757729064355261e-06,0.004217751059134273,-0.009225660384619222
h135_h132_rowvector_margin_guard_24871171,1,r164_S1S4_f0p25,"S1,S4",0.25,2,164,6,S4,id07,2024-07-26,-0.0757476466117527,-0.10687004924136397,toward_0.35,-0.1646687969820706,0.3629669693120001,0.6166966711260954,0.0031891054234212237,-3.316997522191168e-05,2.757729064355261e-06,0.004217751059134273,-0.009225660384619222
h135_h132_rowvector_margin_guard_24871171,2,r131_S1_f0p25,S1,0.25,1,131,3,S1,id06,2024-07-10,0.0,-0.021296474389252626,add_0.25,-0.0851858975570105,0.4547322376189063,0.5479873421530015,0.0002971453379496998,1.2575382339048789e-06,5.112192858247643e-07,0.0006024351100695768,-0.00040526669171425667
h135_h132_rowvector_route_heavy_c86ff9aa,1,r164_S1S4_f0p6,"S1,S4",0.6,2,164,3,S1,id07,2024-07-26,0.07643484474678175,0.13027156148147007,toward_0.6,0.1661627059712623,0.37839032896914293,0.6166966711260954,0.005144566911591957,-5.68624317348334e-05,4.727582695529357e-06,0.007503295352976634,-0.016634791862326637
h135_h132_rowvector_route_heavy_c86ff9aa,1,r164_S1S4_f0p6,"S1,S4",0.6,2,164,6,S4,id07,2024-07-26,-0.0757476466117527,-0.12910033683394345,toward_0.6,-0.1646687969820706,0.3629669693120001,0.6166966711260954,0.005144566911591957,-5.68624317348334e-05,4.727582695529357e-06,0.007503295352976634,-0.016634791862326637
h135_h132_rowvector_route_heavy_c86ff9aa,2,r135_S4Q3_f0p35,"S4,Q3",0.35,2,135,6,S4,id06,2024-07-14,0.0,-0.04593776053864675,add_0.25,-0.183751042154587,0.3140005433618057,0.5522151291348857,0.0006505903800237267,7.44683797397833e-07,-1.563759504688957e-06,0.0012598422223241146,-0.001562360252384487
h135_h132_rowvector_route_heavy_c86ff9aa,2,r135_S4Q3_f0p35,"S4,Q3",0.35,2,135,2,Q3,id06,2024-07-14,0.05442561738969953,0.07678744714329327,toward_0.35,0.1183165595428245,0.3017483349871884,0.5522151291348857,0.0006505903800237267,7.44683797397833e-07,-1.563759504688957e-06,0.0012598422223241146,-0.001562360252384487
h135_h132_rowvector_route_heavy_c86ff9aa,3,r207_Q3_f0p35,Q3,0.35,1,207,2,Q3,id09,2024-08-12,0.0,0.03140261316867965,add_0.25,0.1256104526747186,0.46939117705357036,0.5644921137415705,0.00043510644024490535,1.289156438923902e-06,-7.116739315056811e-07,0.001110870199313635,-0.0007116014747135524
h135_h134_rowvector_completion_9de9d8e6,1,r164_S1_f0p25,S1,0.25,1,164,3,S1,id07,2024-07-26,0.07643484474678175,0.10783959617534994,toward_0.35,0.1661627059712623,0.37839032896914293,0.4639218366689525,0.0016295375085725637,-1.53913746657739e-05,1.0386709921796512e-06,0.0019711306639564746,-0.004399455376154687
h135_h134_rowvector_completion_9de9d8e6,2,r207_S2_f0p25,S2,0.25,1,207,4,S2,id09,2024-08-12,0.0,0.05,add_0.25,0.2691620020681672,0.5643384192401271,0.6545344073566985,0.0004491599352505995,1.3474258754170299e-06,-7.041409134142095e-08,0.004712293635305918,-0.002114948535589245
h135_h134_rowvector_completion_9de9d8e6,3,r131_S1_f0p25,S1,0.25,1,131,3,S1,id06,2024-07-10,0.0,-0.021296474389252626,add_0.25,-0.0851858975570105,0.4547322376189063,0.5479873421530015,0.00029740929522318536,1.257538233904662e-06,5.112192858247643e-07,0.0005658907860843221,-0.00037507420352622667
