subject_id,n_days,Q1_rate,Q2_rate,Q3_rate,S1_rate,S2_rate,S3_rate,S4_rate,steps_sum,app_total_time,screen_use_sum,screen_use_00_06,longest_screenoff_run_h,gps_radius_proxy,gps_unique_grid4,state_entropy,hr_mean,q2_top_deviation_family,q2_top_deviation_delta,top_app_category_1,top_app_category_2
id01,41,0.43902439024390244,0.5609756097560976,0.5853658536585366,0.6341463414634146,0.5853658536585366,0.8536585365853658,0.4878048780487805,3384.3,44634255.63414634,370.0,4.390243902439025,5.7317073170731705,0.0569407705967126,649.0975609756098,1.262986017317632,83.21203424869097,rest_quiet,0.3575439636047907,religion_health,utility_home
id02,48,0.5416666666666666,0.6666666666666666,0.7291666666666666,0.875,0.9166666666666666,0.8958333333333334,0.75,4896.36170212766,28134772.854166668,153.04166666666666,5.875,5.5,0.40906928676922916,1505.0208333333333,1.1427398376099955,84.85230321481548,activity,-0.541177244785756,utility_home,other
id03,33,0.8484848484848485,0.8181818181818182,0.7272727272727273,0.8181818181818182,0.5151515151515151,0.48484848484848486,0.15151515151515152,6660.212121212121,35869095.72727273,246.9090909090909,33.515151515151516,3.878787878787879,0.04344170127763223,760.6969696969697,1.2727875103745774,91.72055123098546,rest_quiet,0.4547781005235041,utility_home,messaging_social
id04,57,0.5614035087719298,0.49122807017543857,0.7719298245614035,0.7543859649122807,0.7017543859649122,0.543859649122807,0.5087719298245614,3784.195652173913,29837174.40350877,258.3859649122807,6.824561403508772,4.421052631578948,0.05722731791242288,855.1754385964912,1.041906635293736,88.81268742371164,media_social,0.3994481625430175,utility_home,other
id05,44,0.6136363636363636,0.4318181818181818,0.6818181818181818,0.4772727272727273,0.25,0.13636363636363635,0.4090909090909091,4845.085714285714,31145952.09090909,287.6818181818182,18.272727272727273,5.627906976744186,0.09156827882167894,1063.5681818181818,1.0912069349474876,97.84884187644144,activity,-0.5416220165932728,utility_home,other
id06,48,0.14583333333333334,0.3958333333333333,0.5,0.9375,0.9166666666666666,0.9583333333333334,0.8541666666666666,2976.5555555555557,25162105.07894737,185.64583333333334,19.0,4.3125,0.03692688421855168,845.25,1.141230989615891,84.46936750301647,media_social,0.39866617127833576,utility_home,video_music_media
id07,49,0.5102040816326531,0.5102040816326531,0.5102040816326531,0.7959183673469388,0.7142857142857143,0.7959183673469388,0.46938775510204084,4230.897959183673,24612188.51020408,419.40816326530614,25.959183673469386,5.0,0.039948448338818957,471.9183673469388,1.3326907816815798,88.07506266417522,phone_screen,-0.23357562678151064,other,utility_home
id08,56,0.4107142857142857,0.7857142857142857,0.44642857142857145,0.44642857142857145,0.6071428571428571,0.6607142857142857,0.6071428571428571,2303.9142857142856,29217721.5,324.7142857142857,55.589285714285715,3.25,0.03457792523594092,366.6774193548387,0.8619928404006482,91.96113841468194,phone_screen,0.4800079221463068,utility_home,other
id09,41,0.5121951219512195,0.43902439024390244,0.43902439024390244,0.5609756097560976,0.7804878048780488,0.7073170731707317,0.5853658536585366,4117.609756097561,22316973.585365854,346.0243902439024,63.34146341463415,2.951219512195122,0.01939894041028649,562.0,1.2662001502271394,79.97388670706127,activity,-0.6143159957023074,other,messaging_social
id10,33,0.48484848484848486,0.5454545454545454,0.6363636363636364,0.48484848484848486,0.36363636363636365,0.48484848484848486,0.6666666666666666,3383.5151515151515,34797872.0,493.2121212121212,103.15151515151516,2.272727272727273,0.02797443053813952,420.0,1.2718523198861644,93.95548027690892,activity,0.2600297888098998,messaging_social,utility_home
