subject_id,screen_use_sum,steps_sum,distance_sum,gps_unique_grid4,gps_radius_proxy,wifi_unique_bssid,ble_unique_addr,app_total_time,app_unique_count,longest_quiet_run_h,longest_screenoff_run_h,s4x_sleep_block_len_h,state_entropy,night_state_entropy
id01,362.02941176470586,3560.1641791044776,2745.603338227343,691.0882352941177,0.04552606791110802,412.6470588235294,735.0735294117648,45109941.676470585,42.6764705882353,0.0,5.8088235294117645,17.58823529411765,1.263503985695646,0.8127951210691499
id02,145.2875,5265.835443037975,4024.4045348589934,1569.9375,0.3802247856355657,526.825,295.6125,27221736.9375,26.2,0.1,5.6875,16.2875,1.16626692544049,0.5975114887812308
id03,239.27777777777777,5652.925925925926,3989.4208858631278,711.3703703703703,0.04233014493904847,338.5925925925926,192.38888888888889,33959713.277777776,29.22222222222222,0.18518518518518517,3.6296296296296298,14.648148148148149,1.2639911375476747,0.8795451024920505
id04,276.25,3556.4246575342468,2528.0689692170654,789.8690476190476,0.05022343629557872,334.57142857142856,142.03571428571428,30360580.19047619,23.488095238095237,0.011904761904761904,4.392857142857143,17.654761904761905,1.104678981348562,0.6358721610015463
id05,306.61538461538464,4945.8,3809.120312950828,1154.8615384615384,0.1098465491417772,528.723076923077,288.9076923076923,32163062.10769231,43.0,0.328125,5.4375,15.276923076923078,1.1733004722298337,0.6472626543093298
id06,181.22222222222223,2813.623188405797,2131.520790003348,818.9027777777778,0.038054044554965534,372.3611111111111,413.5138888888889,23893399.032258064,27.64516129032258,0.16666666666666666,4.375,17.444444444444443,1.128730717226743,0.7287602073487816
id07,426.27848101265823,4182.721518987341,3095.0064247590076,452.43037974683546,0.03668755076935103,423.27848101265823,1537.253164556962,24787907.2278481,29.17721518987342,0.4430379746835443,4.974683544303797,16.126582278481013,1.3567099642350213,0.8797319535952836
id08,318.37333333333333,2074.9444444444443,1545.034497720224,348.77142857142854,0.032703439670512736,135.78333333333333,956.258064516129,29512438.0,29.08,0.18666666666666668,3.28,13.986666666666666,0.9520397742570276,0.48080803373279074
id09,332.6470588235294,3962.764705882353,2989.076333894449,571.1764705882352,0.030131377538455094,584.7941176470588,508.7142857142857,21508829.779411763,27.83823529411765,0.5735294117647058,3.2205882352941178,16.205882352941178,1.3154073034834857,0.836971494840025
id10,528.8545454545455,3356.418181818182,2539.6883220065724,407.3272727272727,0.026061478417190052,422.8,696.5636363636364,37432275.63636363,31.90909090909091,0.0,1.9454545454545455,17.036363636363635,1.2621619033596898,0.912328072248658
