subject_id,label,n,prevalence,entropy_bits,persistence,transition_rate
id01,Q1,41,0.43902439024390244,0.9892452969285004,0.625,0.375
id01,Q2,41,0.5609756097560976,0.9892452969285003,0.525,0.475
id01,Q3,41,0.5853658536585366,0.9788698505067783,0.525,0.475
id01,S1,41,0.6341463414634146,0.9474351361840307,0.575,0.42500000000000004
id01,S2,41,0.5853658536585366,0.9788698505067783,0.375,0.625
id01,S3,41,0.8536585365853658,0.600608575413187,0.75,0.25
id01,S4,41,0.4878048780487805,0.9995708393473224,0.475,0.525
id02,Q1,48,0.5416666666666666,0.9949848281859699,0.5106382978723404,0.4893617021276596
id02,Q2,48,0.6666666666666666,0.9182958340544896,0.7021276595744681,0.2978723404255319
id02,Q3,48,0.7291666666666666,0.8426578772022391,0.7446808510638298,0.25531914893617025
id02,S1,48,0.875,0.5435644431995964,0.7659574468085106,0.23404255319148937
id02,S2,48,0.9166666666666666,0.41381685030363385,0.851063829787234,0.14893617021276595
id02,S3,48,0.8958333333333334,0.4820661480830931,0.8297872340425532,0.17021276595744683
id02,S4,48,0.75,0.8112781244591328,0.6170212765957447,0.3829787234042553
id03,Q1,33,0.8484848484848485,0.6136190195993707,0.8125,0.1875
id03,Q2,33,0.8181818181818182,0.6840384356390417,0.71875,0.28125
id03,Q3,33,0.7272727272727273,0.8453509366224364,0.65625,0.34375
id03,S1,33,0.8181818181818182,0.6840384356390417,0.71875,0.28125
id03,S2,33,0.5151515151515151,0.9993375041688847,0.4375,0.5625
id03,S3,33,0.48484848484848486,0.9993375041688847,0.375,0.625
id03,S4,33,0.15151515151515152,0.6136190195993708,0.71875,0.28125
id04,Q1,57,0.5614035087719298,0.9890934397021431,0.6607142857142857,0.3392857142857143
id04,Q2,57,0.49122807017543857,0.9997779672118906,0.6428571428571429,0.3571428571428571
id04,Q3,57,0.7719298245614035,0.7746319868686842,0.6785714285714286,0.3214285714285714
id04,S1,57,0.7543859649122807,0.8042522359016422,0.7321428571428571,0.2678571428571429
id04,S2,57,0.7017543859649122,0.8791357668533336,0.5535714285714286,0.4464285714285714
id04,S3,57,0.543859649122807,0.9944423248022587,0.5892857142857143,0.4107142857142857
id04,S4,57,0.5087719298245614,0.9997779672118906,0.5892857142857143,0.4107142857142857
id05,Q1,44,0.6136363636363636,0.9624127354629923,0.6046511627906976,0.39534883720930236
