subject_id,prev_Q1,prev_Q2,prev_Q3,prev_S1,prev_S2,prev_S3,prev_S4,entropy_Q1,entropy_Q2,entropy_Q3,entropy_S1,entropy_S2,entropy_S3,entropy_S4,q_prevalence_spread,s_prevalence_spread
id01,0.43902439024390244,0.5609756097560976,0.5853658536585366,0.6341463414634146,0.5853658536585366,0.8536585365853658,0.4878048780487805,0.9892452969285004,0.9892452969285003,0.9788698505067783,0.9474351361840307,0.9788698505067783,0.600608575413187,0.9995708393473224,0.07840366472351996,0.15473875049328684
id02,0.5416666666666666,0.6666666666666666,0.7291666666666666,0.875,0.9166666666666666,0.8958333333333334,0.75,0.9949848281859699,0.9182958340544896,0.8426578772022391,0.5435644431995964,0.41381685030363385,0.4820661480830931,0.8112781244591328,0.09547032697824666,0.07487450921127717
id03,0.8484848484848485,0.8181818181818182,0.7272727272727273,0.8181818181818182,0.5151515151515151,0.48484848484848486,0.15151515151515152,0.6136190195993707,0.6840384356390417,0.8453509366224364,0.6840384356390417,0.9993375041688847,0.9993375041688847,0.6136190195993708,0.0630807878626101,0.2725869448184573
id04,0.5614035087719298,0.49122807017543857,0.7719298245614035,0.7543859649122807,0.7017543859649122,0.543859649122807,0.5087719298245614,0.9890934397021431,0.9997779672118906,0.7746319868686842,0.8042522359016422,0.8791357668533336,0.9944423248022587,0.9997779672118906,0.1460818245239391,0.11931114481346879
id05,0.6136363636363636,0.4318181818181818,0.6818181818181818,0.4772727272727273,0.25,0.13636363636363635,0.4090909090909091,0.9624127354629923,0.9865446300055645,0.9023932827949788,0.9985090989176322,0.8112781244591328,0.5746356978376794,0.9760206482366149,0.1292327432517574,0.154143863252847
id06,0.14583333333333334,0.3958333333333333,0.5,0.9375,0.9166666666666666,0.9583333333333334,0.8541666666666666,0.5993142373098092,0.9684610087601621,1.0,0.3372900666170139,0.41381685030363385,0.24988229283318536,0.5993142373098092,0.18201864475112717,0.0450051437389435
id07,0.5102040816326531,0.5102040816326531,0.5102040816326531,0.7959183673469388,0.7142857142857143,0.7959183673469388,0.46938775510204084,0.9996995428565171,0.9996995428565171,0.9996995428565171,0.7300166301457938,0.863120568566631,0.7300166301457938,0.997294381646235,0.0,0.15452811825306867
id08,0.4107142857142857,0.7857142857142857,0.44642857142857145,0.44642857142857145,0.6071428571428571,0.6607142857142857,0.6071428571428571,0.9768740126265281,0.74959525725948,0.9917033083725818,0.9917033083725818,0.9666186325481028,0.9241335419915457,0.9666186325481028,0.2069683172704013,0.09278843611976126
id09,0.5121951219512195,0.43902439024390244,0.43902439024390244,0.5609756097560976,0.7804878048780488,0.7073170731707317,0.5853658536585366,0.9995708393473224,0.9892452969285004,0.9892452969285004,0.9892452969285003,0.7592757847892834,0.8721617883411699,0.9788698505067783,0.0422451416480214,0.10347904114925086
id10,0.48484848484848486,0.5454545454545454,0.6363636363636364,0.48484848484848486,0.36363636363636365,0.48484848484848486,0.6666666666666666,0.9993375041688847,0.9940302114769565,0.9456603046006401,0.9993375041688847,0.9456603046006401,0.9993375041688847,0.9182958340544896,0.07626095389162373,0.12494259471568667
