subject_id,event_class,Q1,Q2,Q3,S1,S2,S3,S4,long_rest_proxy_h
id01,long_rest,0.42857142857142855,0.7142857142857143,0.42857142857142855,0.7142857142857143,0.8571428571428571,0.8571428571428571,0.7142857142857143,13.571428571428571
id01,normal,0.4090909090909091,0.5454545454545454,0.6363636363636364,0.5909090909090909,0.5,0.8181818181818182,0.4090909090909091,6.363636363636363
id01,post_long_rest,0.5,0.5,0.5,0.8333333333333334,0.5,0.8333333333333334,0.5,6.666666666666667
id01,pre_long_rest,0.5,0.5,0.6666666666666666,0.5,0.6666666666666666,1.0,0.5,6.5
id02,long_rest,0.875,0.75,0.875,1.0,1.0,1.0,0.75,13.25
id02,normal,0.48148148148148145,0.7037037037037037,0.6666666666666666,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.7037037037037037,6.962962962962963
id02,post_long_rest,0.5,0.6666666666666666,0.8333333333333334,1.0,1.0,0.6666666666666666,1.0,7.333333333333333
id02,pre_long_rest,0.42857142857142855,0.42857142857142855,0.7142857142857143,0.5714285714285714,0.8571428571428571,1.0,0.7142857142857143,6.428571428571429
id03,long_rest,0.9090909090909091,1.0,0.9090909090909091,0.7272727272727273,0.2727272727272727,0.45454545454545453,0.09090909090909091,13.272727272727273
id03,normal,0.6666666666666666,0.7777777777777778,0.6666666666666666,0.8888888888888888,0.5555555555555556,0.6666666666666666,0.2222222222222222,6.111111111111111
id03,post_long_rest,0.8,0.8,0.8,1.0,0.8,0.4,0.2,7.2
id03,pre_long_rest,1.0,0.625,0.5,0.75,0.625,0.375,0.125,6.5
id04,long_rest,0.5,0.0,0.5,1.0,1.0,1.0,1.0,13.0
id04,normal,0.5471698113207547,0.5094339622641509,0.7735849056603774,0.7358490566037735,0.6792452830188679,0.5283018867924528,0.4716981132075472,5.452830188679245
id04,post_long_rest,1.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0
id04,pre_long_rest,1.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0
id05,long_rest,0.4444444444444444,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.2222222222222222,0.0,0.6666666666666666,14.777777777777779
id05,normal,0.7142857142857143,0.42857142857142855,0.7619047619047619,0.6190476190476191,0.42857142857142855,0.19047619047619047,0.3333333333333333,7.666666666666667
id05,post_long_rest,0.5714285714285714,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.0,0.14285714285714285,0.2857142857142857,8.0
id05,pre_long_rest,0.5714285714285714,0.7142857142857143,0.5714285714285714,0.14285714285714285,0.0,0.14285714285714285,0.42857142857142855,5.714285714285714
id06,long_rest,0.16666666666666666,0.5,0.5,0.8333333333333334,1.0,1.0,0.6666666666666666,13.0
id06,normal,0.15151515151515152,0.3939393939393939,0.48484848484848486,0.9696969696969697,0.9090909090909091,0.9393939393939394,0.8787878787878788,6.666666666666667
id06,post_long_rest,0.0,0.5,0.5,0.75,0.75,1.0,0.75,5.75
id06,pre_long_rest,0.2,0.2,0.6,1.0,1.0,1.0,1.0,6.8
id07,long_rest,0.4,0.4,0.8,0.4,0.2,0.6,0.2,13.0
id07,normal,0.6111111111111112,0.5833333333333334,0.4722222222222222,0.8333333333333334,0.7777777777777778,0.8333333333333334,0.5277777777777778,6.444444444444445
id07,post_long_rest,0.0,0.3333333333333333,0.6666666666666666,1.0,0.6666666666666666,1.0,0.3333333333333333,6.333333333333333
id07,pre_long_rest,0.2,0.2,0.4,0.8,0.8,0.6,0.4,6.6
id08,long_rest,0.3333333333333333,1.0,0.5,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666666,14.5
id08,normal,0.42105263157894735,0.7631578947368421,0.47368421052631576,0.47368421052631576,0.6052631578947368,0.6052631578947368,0.631578947368421,5.2368421052631575
id08,post_long_rest,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.5,0.8333333333333334,0.3333333333333333,5.0
id08,pre_long_rest,0.5,0.8333333333333334,0.3333333333333333,0.5,0.8333333333333334,0.8333333333333334,0.6666666666666666,5.5
id09,long_rest,0.5555555555555556,0.4444444444444444,0.2222222222222222,0.6666666666666666,1.0,0.6666666666666666,0.7777777777777778,13.777777777777779
id09,normal,0.5263157894736842,0.42105263157894735,0.5263157894736842,0.47368421052631576,0.631578947368421,0.7368421052631579,0.47368421052631576,4.7894736842105265
id09,post_long_rest,0.5,0.5,0.6666666666666666,0.5,0.8333333333333334,0.6666666666666666,0.6666666666666666,4.666666666666667
id09,pre_long_rest,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.5714285714285714,4.285714285714286
id10,long_rest,0.36363636363636365,0.5454545454545454,0.5454545454545454,0.5454545454545454,0.2727272727272727,0.5454545454545454,0.5454545454545454,13.090909090909092
id10,normal,0.6666666666666666,0.7777777777777778,0.8888888888888888,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.5555555555555556,4.777777777777778
id10,post_long_rest,0.5,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,0.3333333333333333,0.8333333333333334,4.833333333333333
id10,pre_long_rest,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.2857142857142857,0.42857142857142855,0.8571428571428571,4.571428571428571
