cells,rows,extra_cells,mean_health,mean_responsibility,mean_release_score,mean_invariant_margin,strict_rate,shadow_rate,route_only_rate,fusion_only_rate,mean_calibrated_score,mean_no_action_pressure,mean_action_health_risk,mean_health_risk_margin,full_overlap_rate,high_pressure_rate,high_risk_rate,q_rate,s_rate,iteration,variant
31.0,14.0,13.0,0.11648353400114747,0.43030421526885804,0.28223565308266785,0.3740014902069001,0.5806451612903226,0.41935483870967744,0.0,0.0,0.5192789466592534,1.225203381179924,0.09768974305264629,0.9023102569473537,0.9032258064516129,1.0,0.0,0.0,1.0,0,benchmark_guarded_full_plus
31.0,14.0,13.0,0.11671747145948713,0.4300629478142945,0.28267445766135674,0.3751032768247586,0.5806451612903226,0.41935483870967744,0.0,0.0,0.5203170477747389,1.2249298445939139,0.09795070520876974,0.9020492947912303,0.9032258064516129,1.0,0.0,0.0,1.0,1,benchmark_guarded_full_plus
31.0,14.0,13.0,0.11666728331253484,0.43011690320093415,0.28258067459760633,0.37486747606514653,0.5806451612903226,0.41935483870967744,0.0,0.0,0.5199417921512901,1.2249882575437223,0.09779884094400224,0.9022011590559977,0.9032258064516129,1.0,0.0,0.0,1.0,2,benchmark_guarded_full_plus
31.0,14.0,13.0,0.11671747145948715,0.43006294781429455,0.2826744576613568,0.3751032768247585,0.5806451612903226,0.41935483870967744,0.0,0.0,0.5203170477747389,1.2249298445939134,0.09795070520876972,0.9020492947912303,0.9032258064516129,1.0,0.0,0.0,1.0,3,benchmark_guarded_full_plus
31.0,14.0,13.0,0.11742624936050222,0.4302568857936835,0.284620488340174,0.37761616340159754,0.5806451612903226,0.41935483870967744,0.0,0.0,0.523748763132704,1.2161697253825037,0.09878814062281806,0.901211859377182,0.9032258064516129,1.0,0.0,0.0,1.0,4,benchmark_guarded_full_plus
31.0,14.0,13.0,0.11666728331253484,0.4301169032009342,0.28258067459760633,0.3748674760651466,0.5806451612903226,0.41935483870967744,0.0,0.0,0.5199417921512901,1.2249882575437223,0.09779884094400225,0.9022011590559977,0.9032258064516129,1.0,0.0,0.0,1.0,5,benchmark_guarded_full_plus
31.0,14.0,13.0,0.11887613556268516,0.4278590725380471,0.28657153717378975,0.3771531345452748,0.5806451612903226,0.41935483870967744,0.0,0.0,0.5223692469384972,1.2566145607236034,0.09928213587487782,0.9007178641251221,0.9354838709677419,1.0,0.0,0.0,1.0,6,benchmark_guarded_full_plus
31.0,14.0,13.0,0.11674344956787643,0.43003443313486633,0.2827237489285164,0.375227107251536,0.5806451612903226,0.41935483870967744,0.0,0.0,0.520499285732305,1.2248991278907708,0.09803580156402739,0.9019641984359726,0.9032258064516129,1.0,0.0,0.0,1.0,7,benchmark_guarded_full_plus
31.0,14.0,13.0,0.11742624936050222,0.4302568857936835,0.284620488340174,0.37761616340159754,0.5806451612903226,0.41935483870967744,0.0,0.0,0.523748763132704,1.2161697253825035,0.09878814062281806,0.901211859377182,0.9032258064516129,1.0,0.0,0.0,1.0,8,benchmark_guarded_full_plus
31.0,14.0,13.0,0.11551843086616595,0.4323498428588309,0.2812198332697445,0.3730354906777548,0.5806451612903226,0.41935483870967744,0.0,0.0,0.5209769124529031,1.1880174470184133,0.09730702764976959,0.9026929723502304,0.9032258064516129,1.0,0.0,0.0,1.0,9,benchmark_guarded_full_plus
31.0,14.0,13.0,0.11742624936050222,0.43025688579368354,0.284620488340174,0.3776161634015975,0.5806451612903226,0.41935483870967744,0.0,0.0,0.523748763132704,1.216169725382504,0.09878814062281806,0.9012118593771818,0.9032258064516129,1.0,0.0,0.0,1.0,10,benchmark_guarded_full_plus
31.0,14.0,13.0,0.11671747145948712,0.4300629478142945,0.2826744576613568,0.3751032768247586,0.5806451612903226,0.41935483870967744,0.0,0.0,0.520317047774739,1.2249298445939136,0.09795070520876972,0.9020492947912302,0.9032258064516129,1.0,0.0,0.0,1.0,11,benchmark_guarded_full_plus
31.0,14.0,13.0,0.11671747145948713,0.4300629478142945,0.2826744576613568,0.3751032768247585,0.5806451612903226,0.41935483870967744,0.0,0.0,0.520317047774739,1.2249298445939136,0.09795070520876974,0.9020492947912303,0.9032258064516129,1.0,0.0,0.0,1.0,12,benchmark_guarded_full_plus
31.0,14.0,13.0,0.11666728331253483,0.43011690320093415,0.28258067459760633,0.3748674760651466,0.5806451612903226,0.41935483870967744,0.0,0.0,0.5199417921512901,1.2249882575437223,0.09779884094400224,0.9022011590559978,0.9032258064516129,1.0,0.0,0.0,1.0,13,benchmark_guarded_full_plus
31.0,14.0,13.0,0.11674344956787641,0.43003443313486633,0.2827237489285164,0.375227107251536,0.5806451612903226,0.41935483870967744,0.0,0.0,0.520499285732305,1.2248991278907708,0.09803580156402739,0.9019641984359725,0.9032258064516129,1.0,0.0,0.0,1.0,14,benchmark_guarded_full_plus
31.0,14.0,13.0,0.11742624936050221,0.43025688579368354,0.284620488340174,0.37761616340159754,0.5806451612903226,0.41935483870967744,0.0,0.0,0.523748763132704,1.2161697253825037,0.09878814062281806,0.9012118593771818,0.9032258064516129,1.0,0.0,0.0,1.0,15,benchmark_guarded_full_plus
31.0,14.0,13.0,0.11666728331253484,0.43011690320093415,0.28258067459760633,0.37486747606514653,0.5806451612903226,0.41935483870967744,0.0,0.0,0.5199417921512901,1.2249882575437223,0.09779884094400225,0.9022011590559977,0.9032258064516129,1.0,0.0,0.0,1.0,16,benchmark_guarded_full_plus
31.0,14.0,13.0,0.11742624936050222,0.43025688579368354,0.284620488340174,0.37761616340159754,0.5806451612903226,0.41935483870967744,0.0,0.0,0.523748763132704,1.2161697253825037,0.09878814062281807,0.901211859377182,0.9032258064516129,1.0,0.0,0.0,1.0,17,benchmark_guarded_full_plus
31.0,14.0,13.0,0.11887613556268516,0.4278590725380471,0.28657153717378975,0.3771531345452748,0.5806451612903226,0.41935483870967744,0.0,0.0,0.5223692469384972,1.2566145607236037,0.09928213587487783,0.9007178641251221,0.9354838709677419,1.0,0.0,0.0,1.0,18,benchmark_guarded_full_plus
31.0,14.0,13.0,0.11742624936050222,0.43025688579368354,0.28462048834017395,0.37761616340159754,0.5806451612903226,0.41935483870967744,0.0,0.0,0.523748763132704,1.2161697253825037,0.09878814062281806,0.9012118593771818,0.9032258064516129,1.0,0.0,0.0,1.0,19,benchmark_guarded_full_plus
31.0,14.0,13.0,0.11628400327895465,0.43150394425130256,0.2827295993437745,0.37660670736064045,0.5806451612903226,0.41935483870967744,0.0,0.0,0.5223191696245453,1.187043363446816,0.09774560117302053,0.9022543988269794,0.9032258064516129,1.0,0.0,0.0,1.0,20,benchmark_guarded_full_plus
31.0,14.0,13.0,0.11648353400114746,0.43030421526885804,0.28223565308266785,0.3740014902069001,0.5806451612903226,0.41935483870967744,0.0,0.0,0.5192789466592534,1.2252033811799237,0.09768974305264629,0.9023102569473537,0.9032258064516129,1.0,0.0,0.0,1.0,21,benchmark_guarded_full_plus
31.0,14.0,13.0,0.11887613556268514,0.4278590725380471,0.28657153717378975,0.3771531345452748,0.5806451612903226,0.41935483870967744,0.0,0.0,0.5223692469384973,1.2566145607236037,0.09928213587487782,0.9007178641251223,0.9354838709677419,1.0,0.0,0.0,1.0,22,benchmark_guarded_full_plus
31.0,14.0,13.0,0.11551843086616594,0.43234984285883094,0.2812198332697444,0.3730354906777548,0.5806451612903226,0.41935483870967744,0.0,0.0,0.5209769124529031,1.1880174470184133,0.09730702764976959,0.9026929723502305,0.9032258064516129,1.0,0.0,0.0,1.0,23,benchmark_guarded_full_plus
31.0,14.0,13.0,0.11648353400114747,0.43030421526885804,0.2822356530826678,0.3740014902069001,0.5806451612903226,0.41935483870967744,0.0,0.0,0.5192789466592534,1.225203381179924,0.0976897430526463,0.9023102569473536,0.9032258064516129,1.0,0.0,0.0,1.0,24,benchmark_guarded_full_plus
31.0,14.0,13.0,0.11666728331253484,0.4301169032009342,0.28258067459760633,0.3748674760651466,0.5806451612903226,0.41935483870967744,0.0,0.0,0.5199417921512901,1.2249882575437223,0.09779884094400224,0.9022011590559978,0.9032258064516129,1.0,0.0,0.0,1.0,25,benchmark_guarded_full_plus
31.0,14.0,13.0,0.11666728331253484,0.4301169032009342,0.2825806745976064,0.3748674760651466,0.5806451612903226,0.41935483870967744,0.0,0.0,0.5199417921512901,1.2249882575437223,0.09779884094400224,0.9022011590559978,0.9032258064516129,1.0,0.0,0.0,1.0,26,benchmark_guarded_full_plus
31.0,14.0,13.0,0.11661783857607978,0.43016971479139693,0.282489828654461,0.37463672174701795,0.5806451612903226,0.41935483870967744,0.0,0.0,0.5196842446301528,1.2250444903391484,0.09775345622119817,0.9022465437788018,0.9032258064516129,1.0,0.0,0.0,1.0,27,benchmark_guarded_full_plus
31.0,14.0,13.0,0.11671747145948715,0.4300629478142945,0.28267445766135674,0.3751032768247585,0.5806451612903226,0.41935483870967744,0.0,0.0,0.520317047774739,1.2249298445939136,0.09795070520876974,0.9020492947912303,0.9032258064516129,1.0,0.0,0.0,1.0,28,benchmark_guarded_full_plus
31.0,14.0,13.0,0.11628400327895465,0.43150394425130256,0.28272959934377456,0.37660670736064045,0.5806451612903226,0.41935483870967744,0.0,0.0,0.5223191696245453,1.187043363446816,0.09774560117302052,0.9022543988269794,0.9032258064516129,1.0,0.0,0.0,1.0,29,benchmark_guarded_full_plus
31.0,14.0,13.0,0.11671747145948712,0.43006294781429455,0.28267445766135674,0.3751032768247586,0.5806451612903226,0.41935483870967744,0.0,0.0,0.520317047774739,1.2249298445939136,0.09795070520876972,0.9020492947912303,0.9032258064516129,1.0,0.0,0.0,1.0,30,benchmark_guarded_full_plus
31.0,14.0,13.0,0.11671747145948713,0.43006294781429455,0.2826744576613568,0.37510327682475847,0.5806451612903226,0.41935483870967744,0.0,0.0,0.520317047774739,1.2249298445939139,0.09795070520876974,0.9020492947912302,0.9032258064516129,1.0,0.0,0.0,1.0,31,benchmark_guarded_full_plus
