flat_idx,direction,row,target,target_idx,tomography_score,public_inclusion_score,label_direction_confidence,private_safety_score,prototype_predicted_loss_delta,sector_selection_score,sector_joint_safety,sector_hardworld_toxic,sector_broad_toxic,sector_listener_benefit,sector_human_state_responsibility,cross_listener_transport_score,cross_listener_score,cross_row_s2_score,teacher_has_action,lrj_has_cell,sources,cell_key,public_loss_gradient,sign_stability,feature_std,public_release_agrees,public_gradient_strength,base_probability,cross_listener_transport_same,cross_listener_transport_inverse,cross_listener_transport_move,target_listener_lift_same,target_listener_lift_inverse,target_listener_lift_move,h088_hardworld_same,h088_hardworld_inverse,h088_hardworld_move,h010_objective_tail_same,h010_objective_tail_inverse,h010_objective_tail_move,e216_maskfam_jepa_same,e216_maskfam_jepa_inverse,e216_maskfam_jepa_move,listener_toxic_same_weight,listener_inverse_weight,hardworld_toxic_same_weight,broad_toxic_same_weight,toxic_anchor_same_count,listener_toxicity_rank,listener_inverse_rank,listener_safety_rank,hardworld_toxicity_rank_from_anchor,broad_toxicity_rank_from_anchor,broad_safety_rank_from_anchor,merged_private_safety,public_gain_rank,listener_transport_rank,anti_listener_equation_score,preview_step,preview_predicted_public_delta,old_global_energy,new_global_energy,global_energy_delta,old_subject_energy,new_subject_energy,subject_energy_delta,target_cap,released_step,released_abs_step,released_predicted_public_delta,variant,submission_file
662,-1,94,S2,4,,,,,,0.8600231749710313,0.5955967555040556,0.4044032444959444,0.2004634994206257,0.7865247410817031,0.3762870159453303,,,,False,True,hardworld_sector,94:S2,0.0014204509288250188,1.0,0.06865604362121505,True,0.07211743382420141,0.6523945331552778,False,False,0.0,False,True,0.6385999999999994,True,False,-0.05181584645218629,False,True,0.12025079055773402,False,True,0.1757309723268099,0.0,0.3366506354719975,0.04477224964322171,0.0,1.0,0.4728144989339019,0.9658848614072495,0.5271855010660981,0.4520255863539446,0.3656716417910448,0.6343283582089552,0.5955967555040556,0.48933901918976547,0.47707889125799574,0.5713313315492627,-0.028478730552252633,-0.0005892072588378021,0.26050418724237157,0.2597011027707285,-0.0008030844716430674,0.017595701813681808,0.018024819102020664,0.00042911728833885596,12,-0.16295469750476096,0.16295469750476096,-0.0033714315480234368,listener_inverse_jackpot,submission_hsjepa_anti_listener_toxicity_listener_inverse_jackpot_e1f39e61_uploadsafe.csv
1130,-1,161,S1,3,0.3500833362066877,0.4996521739130435,0.7599732441471571,0.4709950845847535,-0.0491584583598079,,,0.10181236673773987,0.3656716417910448,,,0.301969696969697,0.5212205845598142,0.9891813104414248,,,"inverse_cross_listener,subset_tomography",161:S1,0.004784623693356983,0.9615384615384616,0.061484633471705796,True,0.2429191854341662,0.6759591193035365,False,False,0.0,False,True,0.41618687787732944,False,True,0.004056936104407272,False,True,0.009267500216784241,False,False,0.0,0.0,0.21940115395006216,0.0,0.0,0.0,0.4728144989339019,0.9541577825159915,0.5271855010660981,0.10181236673773987,0.3656716417910448,0.6343283582089552,0.4709950845847535,0.7846481876332623,0.964818763326226,0.6377190229908132,-0.060801541503301776,-0.00473146670384233,0.5147255922554018,0.5123001159015321,-0.0024254763538696933,0.05940568356403295,0.06165261271826351,0.0022469291542305536,8,-0.2214586830809871,0.2214586830809871,-0.01723351677222789,listener_inverse_jackpot,submission_hsjepa_anti_listener_toxicity_listener_inverse_jackpot_e1f39e61_uploadsafe.csv
788,-1,112,S2,4,,,,,,0.4847972190034763,0.3835457705677868,0.6164542294322132,0.2004634994206257,0.5917433831990794,0.4840546697038725,,,,False,True,hardworld_sector,112:S2,0.0022601545961788813,1.0,0.149391202815009,True,0.11474986302921712,0.1662790386468272,False,False,0.0,False,True,0.15964999999999918,True,False,-0.08777312352237399,False,True,0.28087091723609325,False,True,0.44601456544798745,0.0,0.08416265886799902,0.07584166750870963,0.0,1.0,0.4728144989339019,0.9466950959488273,0.5271855010660981,0.6471215351812367,0.3656716417910448,0.6343283582089552,0.3835457705677868,0.5639658848614072,0.47707889125799574,0.5356065653949702,-0.03402546884584215,-0.0005147747548046733,2.2701151337105965,2.2811099589757076,0.010994825265111086,0.03245572569474915,0.032960470315181255,0.0005047446204321029,12,-0.15522298074298357,0.15522298074298357,-0.0023483841534716753,listener_inverse_jackpot,submission_hsjepa_anti_listener_toxicity_listener_inverse_jackpot_e1f39e61_uploadsafe.csv
1397,-1,199,S2,4,,,,,,0.5472769409038238,0.3673232908458864,0.6095017381228274,0.6685979142526072,0.4532278481012657,0.7978018223234623,,,,False,True,hardworld_sector,199:S2,0.014391569905741433,1.0,0.03851688617453201,True,0.7306715559418879,0.5088591102595905,False,False,0.0,False,True,0.0445598668398872,True,False,-0.0858989312473952,False,True,1.6168853755882395e-10,False,True,0.04320459206588103,0.0,0.023490616173184507,0.07422224391225872,0.0,1.0,0.4728144989339019,0.9424307036247335,0.5271855010660981,0.6407249466950959,0.3656716417910448,0.6343283582089552,0.3673232908458864,0.9552238805970149,0.47707889125799574,0.6041314664489107,-0.14998858169264132,-0.05604220311869187,0.9858712589087879,1.0119838851338159,0.02611262622502797,0.05741859823864103,0.06293252365445465,0.0055139254158136156,12,-0.24617578240971538,0.24617578240971538,-0.09198188985465303,listener_inverse_jackpot,submission_hsjepa_anti_listener_toxicity_listener_inverse_jackpot_e1f39e61_uploadsafe.csv
1148,-1,164,Q1,0,,,,,,0.4494553881807647,0.9264194669756662,0.0735805330243337,0.2004634994206257,0.3043325661680092,0.3937927107061504,,,,False,True,hardworld_sector,164:Q1,0.29755810293323637,1.0,0.14332077847773164,True,1.0,0.5726236359257583,False,False,0.0,False,False,0.0,False,True,0.08220132641217204,False,True,0.1970064082614047,False,True,0.19700640822711052,0.0,0.0,0.0,0.0,0.0,0.4728144989339019,0.4701492537313433,0.5271855010660981,0.10181236673773987,0.3656716417910448,0.6343283582089552,0.9264194669756662,0.997867803837953,0.47707889125799574,0.6662953649979145,-0.20834576105567185,-0.43256093130654805,0.7905543891928581,0.779076772092478,-0.011477617100380089,0.043374705252440526,0.04121525486121004,-0.0021594503912304858,5,-0.17658251360929395,0.17658251360929395,-0.3666150736749439,private_safe_anti_listener_bridge,submission_hsjepa_anti_listener_toxicity_private_safe_anti_listener_bridge_0b72cf91_uploadsafe.csv
1318,1,188,Q3,2,,,,,,0.740324449594438,0.9264194669756662,0.0735805330243337,0.2004634994206257,0.3721806674338319,0.4671412300683372,,,,False,True,hardworld_sector,188:Q3,-0.16895066028244587,1.0,0.6419171731663217,True,1.0,0.6598227977319086,False,False,0.0,False,False,0.0,False,False,0.0,False,True,-1.2131593811766366,False,True,-1.3612764240016988,0.0,0.0,0.0,0.0,0.0,0.4728144989339019,0.4701492537313433,0.5271855010660981,0.10181236673773987,0.3656716417910448,0.6343283582089552,0.9264194669756662,0.990405117270789,0.47707889125799574,0.6689798582491981,0.20834576105567185,-0.054835974746985074,0.24358175885376668,0.2589980230448007,0.015416264191034007,0.15640127684279886,0.16906917974905708,0.012667902906258216,5,0.1753666187425578,0.1753666187425578,-0.046155964143957166,private_safe_anti_listener_bridge,submission_hsjepa_anti_listener_toxicity_private_safe_anti_listener_bridge_0b72cf91_uploadsafe.csv
413,1,59,Q1,0,,,,,,0.7719582850521437,0.9264194669756662,0.0735805330243337,0.2004634994206257,0.665512082853855,0.4338382687927107,,,,True,True,hardworld_sector,59:Q1,-0.00586542562965352,1.0,3.730148436044641,True,0.2977923672781946,0.9999686570433794,False,False,0.0,False,False,0.0,False,False,0.0,False,True,-8.03837980442232,False,True,-8.038379804118703,0.0,0.0,0.0,0.0,0.0,0.4728144989339019,0.4701492537313433,0.5271855010660981,0.10181236673773987,0.3656716417910448,0.6343283582089552,0.9264194669756662,0.8464818763326226,0.47707889125799574,0.6338793351568823,0.07047026898980727,-0.00011081010017383837,1.7544164282614525,1.7544230852474185,6.65698596602482e-06,0.04917171340847781,0.04917208265479801,3.692463202004115e-07,5,0.15191721774121733,0.15191721774121733,-0.0002388803442551064,private_safe_anti_listener_bridge,submission_hsjepa_anti_listener_toxicity_private_safe_anti_listener_bridge_0b72cf91_uploadsafe.csv
553,1,79,Q1,0,,,,,,0.7962920046349942,0.9264194669756662,0.0735805330243337,0.2004634994206257,0.6702991944764096,0.515375854214123,,,,True,True,hardworld_sector,79:Q1,-0.0045072987446333306,1.0,3.829078487209452,True,0.22883917518423677,0.999965092483008,False,False,0.0,False,False,0.0,False,False,0.0,False,True,-8.289717567946024,False,True,-8.289717568315384,0.0,0.0,0.0,0.0,0.0,0.4728144989339019,0.4701492537313433,0.5271855010660981,0.10181236673773987,0.3656716417910448,0.6343283582089552,0.9264194669756662,0.7750533049040512,0.47707889125799574,0.6223430188535956,0.05693160201090118,-6.70155336671381e-05,1.7530360680044355,1.7530426032680193,6.5352635838511475e-06,0.014291028129787381,0.014291362585932004,3.3445614462321305e-07,5,0.1402793668738854,0.1402793668738854,-0.00016512615667729877,private_safe_anti_listener_bridge,submission_hsjepa_anti_listener_toxicity_private_safe_anti_listener_bridge_0b72cf91_uploadsafe.csv
613,1,87,S2,4,,,,,,0.5454229432213209,0.9264194669756662,0.0735805330243337,0.4275782155272306,0.239994246260069,0.4761845102505695,,,,False,True,hardworld_sector,87:S2,-0.0034290401402783627,1.0,0.02191653017516882,True,0.17409512034436392,0.6773982515353408,False,False,0.0,False,False,0.0,False,False,0.0,False,True,-1.6172096994893082e-10,False,True,-0.08987359235767034,0.0,0.0,0.0,0.0,0.0,0.4728144989339019,0.4701492537313433,0.5271855010660981,0.10181236673773987,0.3656716417910448,0.6343283582089552,0.9264194669756662,0.6823027718550106,0.47707889125799574,0.5804897383259746,0.04618283890009291,-0.0072257244698273855,0.6202839821383981,0.625959415922952,0.005675433784553929,0.08061546115705633,0.0803718575767853,-0.0002436035802710207,8,0.1251675306730215,0.1251675306730215,-0.01958359665087851,private_safe_anti_listener_bridge,submission_hsjepa_anti_listener_toxicity_private_safe_anti_listener_bridge_0b72cf91_uploadsafe.csv
1128,-1,161,Q2,1,,,,,,0.3520046349942063,0.9264194669756662,0.0735805330243337,0.4241019698725377,0.2361795166858458,0.47374715261959,,,,False,True,hardworld_sector,161:Q2,0.002070657762715664,0.9615384615384616,0.22901434869183743,True,0.10512895668894413,0.3265602941958641,False,False,0.0,False,False,0.0,False,False,0.0,False,True,1.8806511903335377e-11,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.4728144989339019,0.4701492537313433,0.5271855010660981,0.10181236673773987,0.3656716417910448,0.6343283582089552,0.9264194669756662,0.5447761194029851,0.47707889125799574,0.5455289279949869,-0.03204619351940413,-0.0002897490910743431,0.5147255922554018,0.5256184637117851,0.01089287145638329,0.05940568356403295,0.06092815574945624,0.0015224721854232848,9,-0.10088270300637686,0.10088270300637686,-0.0009121417644663875,private_safe_anti_listener_bridge,submission_hsjepa_anti_listener_toxicity_private_safe_anti_listener_bridge_0b72cf91_uploadsafe.csv
