flat_idx,direction,row,target,target_idx,tomography_score,public_inclusion_score,label_direction_confidence,private_safety_score,prototype_predicted_loss_delta,sector_selection_score,sector_joint_safety,sector_hardworld_toxic,sector_broad_toxic,sector_listener_benefit,sector_human_state_responsibility,cross_listener_transport_score,cross_listener_score,cross_row_s2_score,teacher_has_action,lrj_has_cell,sources,cell_key,public_loss_gradient,sign_stability,feature_std,public_release_agrees,public_gradient_strength,base_probability,cross_listener_transport_same,cross_listener_transport_inverse,cross_listener_transport_move,target_listener_lift_same,target_listener_lift_inverse,target_listener_lift_move,h088_hardworld_same,h088_hardworld_inverse,h088_hardworld_move,h010_objective_tail_same,h010_objective_tail_inverse,h010_objective_tail_move,e216_maskfam_jepa_same,e216_maskfam_jepa_inverse,e216_maskfam_jepa_move,listener_toxic_same_weight,listener_inverse_weight,hardworld_toxic_same_weight,broad_toxic_same_weight,toxic_anchor_same_count,listener_toxicity_rank,listener_inverse_rank,listener_safety_rank,hardworld_toxicity_rank_from_anchor,broad_toxicity_rank_from_anchor,broad_safety_rank_from_anchor,merged_private_safety,public_gain_rank,listener_transport_rank,anti_listener_equation_score,preview_step,preview_predicted_public_delta,old_global_energy,new_global_energy,global_energy_delta,old_subject_energy,new_subject_energy,subject_energy_delta
947,1,135,Q3,2,,,,,,0.2471378910776361,0.9264194669756662,0.0735805330243337,0.2004634994206257,0.1624683544303797,0.6291685649202733,,,,False,True,hardworld_sector,135:Q3,-0.10175857125497079,1.0,0.13251807634315113,True,1.0,0.8233562803446187,False,False,0.0,False,False,0.0,False,True,-0.02804332284361899,False,True,-0.1901695895508022,False,True,-0.14634069729859878,0.0,0.0,0.0,0.0,0.0,0.4728144989339019,0.4701492537313433,0.5271855010660981,0.10181236673773987,0.3656716417910448,0.6343283582089552,0.9264194669756662,0.9850746268656716,0.47707889125799574,0.6774754855471373,0.20834576105567185,-0.15998547184729356,1.3731793780802093,1.4217063410351867,0.04852696295497738,0.1264461335226239,0.13781418047502766,0.01136804695240376
1318,1,188,Q3,2,,,,,,0.740324449594438,0.9264194669756662,0.0735805330243337,0.2004634994206257,0.3721806674338319,0.4671412300683372,,,,False,True,hardworld_sector,188:Q3,-0.16895066028244587,1.0,0.6419171731663217,True,1.0,0.6598227977319086,False,False,0.0,False,False,0.0,False,False,0.0,False,True,-1.2131593811766366,False,True,-1.3612764240016988,0.0,0.0,0.0,0.0,0.0,0.4728144989339019,0.4701492537313433,0.5271855010660981,0.10181236673773987,0.3656716417910448,0.6343283582089552,0.9264194669756662,0.990405117270789,0.47707889125799574,0.6689798582491981,0.20834576105567185,-0.054835974746985074,0.24358175885376668,0.2589980230448007,0.015416264191034007,0.15640127684279886,0.16906917974905708,0.012667902906258216
1148,-1,164,Q1,0,,,,,,0.4494553881807647,0.9264194669756662,0.0735805330243337,0.2004634994206257,0.3043325661680092,0.3937927107061504,,,,False,True,hardworld_sector,164:Q1,0.29755810293323637,1.0,0.14332077847773164,True,1.0,0.5726236359257583,False,False,0.0,False,False,0.0,False,True,0.08220132641217204,False,True,0.1970064082614047,False,True,0.19700640822711052,0.0,0.0,0.0,0.0,0.0,0.4728144989339019,0.4701492537313433,0.5271855010660981,0.10181236673773987,0.3656716417910448,0.6343283582089552,0.9264194669756662,0.997867803837953,0.47707889125799574,0.6662953649979145,-0.20834576105567185,-0.43256093130654805,0.7905543891928581,0.779076772092478,-0.011477617100380089,0.043374705252440526,0.04121525486121004,-0.0021594503912304858
1154,-1,164,S4,6,,,,,,0.5976361529548088,0.9264194669756662,0.0735805330243337,0.2004634994206257,0.4595972382048331,0.3055239179954442,,,,False,True,hardworld_sector,164:S4,0.47703770387540806,1.0,0.1425161374420056,True,1.0,0.3773264958983826,False,False,0.0,False,False,0.0,False,True,0.019853055094512184,False,True,0.32297075586908164,False,True,0.2430068648280403,0.0,0.0,0.0,0.0,0.0,0.4728144989339019,0.4701492537313433,0.5271855010660981,0.10181236673773987,0.3656716417910448,0.6343283582089552,0.9264194669756662,1.0,0.47707889125799574,0.6614896425525432,-0.20834576105567185,-0.6973861714896433,0.7905543891928581,0.8806718672040953,0.09011747801123715,0.043374705252440526,0.049763736005754663,0.006389030753314137
1448,-1,206,S4,6,0.441093030931338,0.5812173913043479,0.7798260869565217,0.5757276044024189,-0.0802464711569188,0.7061413673232907,0.8169177288528389,0.183082271147161,0.4171494785631518,0.6108515535097814,0.5904214123006833,,,,True,True,"hardworld_sector,subset_tomography",206:S4,0.008976187880884879,1.0,0.051455982626558934,True,0.4557282637203005,0.607805760468041,False,False,0.0,False,False,0.0,True,False,-0.011441734432461048,False,True,0.1274729329270649,False,True,0.10230663403283019,0.0,0.0,0.009886400115730951,0.0,1.0,0.4728144989339019,0.4701492537313433,0.5271855010660981,0.24520255863539445,0.3656716417910448,0.6343283582089552,0.8169177288528389,0.9243070362473348,0.47707889125799574,0.6502418237826679,-0.09586398664912901,-0.016722898120870387,0.36834400416447777,0.37193124333782435,0.003587239173346579,0.08653478251485679,0.08624306807415671,-0.00029171444070007213
1059,1,151,Q3,2,,,,,,0.2148088064889918,0.8922363847045192,0.0735805330243337,0.4913093858632676,0.0390563866513233,0.5729498861047837,,,,False,True,hardworld_sector,151:Q3,-0.3480404186221234,1.0,0.14376330146561037,True,1.0,0.8051517532471274,False,False,0.0,False,False,0.0,False,True,-0.005091876898910552,False,True,-0.16723030814116568,False,True,-0.14108145214311518,0.0,0.0,0.0,0.0,0.0,0.4728144989339019,0.4701492537313433,0.5271855010660981,0.10181236673773987,0.3656716417910448,0.6343283582089552,0.8922363847045192,0.9989339019189766,0.47707889125799574,0.6485530340016732,0.20449863371439445,-0.49507620762754684,1.4702842370874012,1.5135221988617673,0.04323796177436612,0.1730170559147817,0.18449060739853987,0.011473551483758171
1054,-1,150,S2,4,0.5309116283773008,0.8678695652173913,0.984695652173913,0.3464562394334747,-0.0668026222272808,,,0.10181236673773987,0.9973347547974414,,,,,,,,subset_tomography,150:S2,0.16998761560496495,1.0,1.2879562604904027,True,1.0,0.997425887183088,False,False,0.0,False,True,0.19582838490503907,False,False,0.0,True,False,-3.4393193236399724,True,False,-3.5275056146944928,0.0,0.10323481087024175,0.0,6.317170004918776,2.0,0.4728144989339019,0.9509594882729211,0.5271855010660981,0.10181236673773987,0.9973347547974414,0.0026652452025586193,0.3464562394334747,0.9914712153518124,0.47707889125799574,0.6396800123076873,-0.19851094932061714,-0.026199960341542355,1.7971829663045822,1.7964537283563513,-0.0007292379482308764,0.17849888192038538,0.1784418483774496,-5.703354293576379e-05
654,-1,93,S1,3,0.5322015010877541,0.864304347826087,0.987304347826087,0.3501322523844461,-0.0519244930170518,,,0.10181236673773987,0.9973347547974414,,,,,,,,subset_tomography,93:S1,0.1516074461458771,1.0,1.5161423189844925,True,1.0,0.998429958276754,False,False,0.0,False,True,0.15599400505907202,False,False,0.0,True,False,-4.039195293290569,True,False,-3.9098247649746822,0.0,0.08223532873936522,0.0,6.317170004918776,2.0,0.4728144989339019,0.9456289978678039,0.5271855010660981,0.10181236673773987,0.9973347547974414,0.0026652452025586193,0.3501322523844461,0.9893390191897654,0.47707889125799574,0.6383911483299679,-0.19848310336807212,-0.019847421991951757,0.9121993964286478,0.9113163419122926,-0.0008830545163551751,0.07680579411477254,0.07669521838093289,-0.00011057573383964348
1130,-1,161,S1,3,0.3500833362066877,0.4996521739130435,0.7599732441471571,0.4709950845847535,-0.0491584583598079,,,0.10181236673773987,0.3656716417910448,,,0.301969696969697,0.5212205845598142,0.9891813104414248,,,"inverse_cross_listener,subset_tomography",161:S1,0.004784623693356983,0.9615384615384616,0.061484633471705796,True,0.2429191854341662,0.6759591193035365,False,False,0.0,False,True,0.41618687787732944,False,True,0.004056936104407272,False,True,0.009267500216784241,False,False,0.0,0.0,0.21940115395006216,0.0,0.0,0.0,0.4728144989339019,0.9541577825159915,0.5271855010660981,0.10181236673773987,0.3656716417910448,0.6343283582089552,0.4709950845847535,0.7846481876332623,0.964818763326226,0.6377190229908132,-0.060801541503301776,-0.00473146670384233,0.5147255922554018,0.5123001159015321,-0.0024254763538696933,0.05940568356403295,0.06165261271826351,0.0022469291542305536
413,1,59,Q1,0,,,,,,0.7719582850521437,0.9264194669756662,0.0735805330243337,0.2004634994206257,0.665512082853855,0.4338382687927107,,,,True,True,hardworld_sector,59:Q1,-0.00586542562965352,1.0,3.730148436044641,True,0.2977923672781946,0.9999686570433794,False,False,0.0,False,False,0.0,False,False,0.0,False,True,-8.03837980442232,False,True,-8.038379804118703,0.0,0.0,0.0,0.0,0.0,0.4728144989339019,0.4701492537313433,0.5271855010660981,0.10181236673773987,0.3656716417910448,0.6343283582089552,0.9264194669756662,0.8464818763326226,0.47707889125799574,0.6338793351568823,0.07047026898980727,-0.00011081010017383837,1.7544164282614525,1.7544230852474185,6.65698596602482e-06,0.04917171340847781,0.04917208265479801,3.692463202004115e-07
