row,cluster_k8,cluster_k12,cluster_k16,gemini2_pc0,gemini2_pc1,gemini2_pc2,gemini2_pc3,gemini2_pc4,gemini2_pc5,gemini2_pc6,gemini2_pc7
0,6,8,2,0.4776908482276834,0.23797371840642698,-0.28053698630778945,-0.15645266279106818,0.07127447604909316,0.13439998528699465,-0.20885962547310896,0.1389538452907295
1,6,8,2,0.49069487585357857,0.24650449849316636,-0.25260746530208633,-0.08364734615466078,0.1101388136126429,0.10766563091771704,-0.2234940798391165,0.1102672589732178
2,1,0,5,-0.24462391607153902,0.26388319100459806,-0.326328975676605,0.007336277840048553,-0.11391765831351461,0.07866837994075847,-0.17101891687173368,0.1541929699927327
3,4,5,4,0.051835142845205774,-0.1416424155086751,-0.3543820738226655,0.2280259423644639,-0.03838499745044803,-0.04023154383975604,-0.07084722367097306,0.3535192628351194
4,3,1,3,-0.3506409379461914,-0.3995434772503933,-0.19932753347232066,-0.1900131285410233,0.00787714328214959,0.023849304115521074,-0.2101558602025773,0.11801883275917514
5,2,7,12,-0.324846370309272,0.2948892003943952,-0.10754475994512182,-0.20601217219509416,0.12068298392938484,0.11749081531174924,0.37757145633701444,0.257976006730977
6,1,4,14,-0.26788145981160183,0.3696234860205152,-0.4417220737454022,-0.05985450583266576,0.10668316949467219,-0.010423135152537063,-0.038532123330988974,0.09164140448578792
7,6,8,2,0.5261124610661221,0.192212681556777,-0.34829278966528643,0.00805692206407184,0.1532957927536116,0.20561211983155128,-0.1411491881483941,0.1424904696933865
8,4,5,4,-0.25862386932280895,-0.11724499402188811,-0.3513310525860764,0.43456465122809645,-0.08110968838574599,0.019755224450814204,0.0051240280298061654,0.21796979052692061
9,0,2,7,0.2504622123592139,-0.5086595918315427,-0.07440729621387282,-0.20339306361223775,-0.02587322960893693,0.2261499182967901,-0.07248743144222697,-0.08122473434841632
10,2,7,12,-0.2769430601662163,0.26116433237794007,0.03751692904365744,-0.23017096993263597,0.11280997810843851,0.13465752798393218,0.2808924409037931,0.1264820591231777
11,6,8,2,0.47832238525232357,0.2450987252487945,-0.2487444846157913,-0.1522945425787601,0.08405602795384656,0.08132980224118252,0.11435287306115145,-0.11893758975172303
12,1,4,14,-0.22514130548357306,0.4148916371114144,-0.3241152094267781,0.0963357146696215,0.07553908331295625,-0.11786460911299983,-0.06510277149642572,-0.1000701780317417
13,0,9,1,0.46715308053978083,-0.2842568367920672,-0.37481009951403604,0.3106406615724153,0.11854752580769272,-0.01744708427741495,0.22920497587847433,0.12775159729957228
14,3,1,3,-0.42690903307493544,-0.27217718942536623,0.007928971126556016,-0.19681664316035388,-0.15191241125644733,0.12599735393132636,-0.05118017583365302,0.17099945160894475
15,5,3,9,0.4644919423931914,0.05474262222082376,0.23751034354897643,-0.19631679872241772,0.14515735190651388,0.2549553322289112,0.16585902800351887,0.34097629226593384
16,7,11,13,-0.30539487933053183,0.36827038577950905,0.22907248538220717,-0.013883456376601022,-0.06670994972231577,0.03824177080516894,-0.02375221123452985,0.17328582264007344
17,7,0,5,-0.16658338668741338,0.4462787392100781,-0.10869477722243512,0.07663244084664239,-0.09333518328309176,-0.03980646253605113,-0.049463605163490874,0.02226488050184456
18,0,9,1,0.5243309149671325,-0.3082125786609625,-0.32588567508820115,0.33044945555793215,-0.08760219480966802,0.030721921205706042,0.1459404289299149,0.20483764816321565
19,3,1,8,-0.3369574254857026,-0.380533697049646,0.05915524121115485,-0.0535885446809398,0.13474659778623632,0.09387470912625381,-0.1482966975618382,0.23924813040691212
20,3,10,8,-0.3927838613666796,-0.36696940760810365,0.2067385197515429,-0.09145659991501728,-0.006576029246294129,0.2323338338560576,0.02675325523847735,0.10269585114207622
21,2,7,0,-0.22962034234836234,0.2237508804997917,0.4672852308081284,-0.13700653993627665,0.0833250391016602,0.28973119194406965,0.18194666635854997,0.3756853676873662
22,7,11,13,-0.04768856159051767,0.30915036958354103,0.24905291280146155,-0.005626946045376696,-0.14143675720821713,0.06044537942296897,-0.19205597620714232,0.10369118462840604
23,7,0,6,-0.2396597033569659,0.3102895479866295,0.1276500257929237,0.18789438145837367,-0.2452386391021351,0.1259971110921872,-0.1443236422862258,0.025795732809818634
24,7,11,13,-0.19164609545888542,0.29999376537169975,0.2930874445860905,0.22707870115758697,-0.1111084925280253,0.11113218780326901,-0.01869761851998718,0.04595211357121302
25,4,5,4,-0.20267773725771185,-0.1829413811827927,0.06811534165676833,0.5164714189416914,-0.10093688994214045,-0.09000311976600667,0.17376008065108725,0.4007777647450953
26,3,10,8,-0.3767604197817164,-0.478344707493322,0.1800713062274186,-0.014693742810725123,-0.07778428863784861,0.06429646989899923,-0.11806503387877954,0.018527348396057904
27,3,1,3,-0.1889742574647936,-0.3633122596096224,-0.142919643676866,-0.29763914945242237,-0.28409891971577994,0.10662268623245419,-0.2492000781229674,-0.0854653920896699
28,2,0,5,-0.14638335606339606,0.24258699944335463,-0.14305578195801488,-0.38769480442756427,-0.40663637379923884,0.22816006161772479,0.028041529832340383,0.12166591571851305
29,6,3,11,0.5890046076247984,0.20500796219520848,-0.23736388881768397,-0.13812846173253515,-0.3753324952627998,0.2040218375377038,-0.039203620531055444,-0.11005478800601108
30,7,0,5,-0.2126844925007225,0.34620445681106465,-0.16007473701258193,0.006223811825356233,-0.3908877434136245,-0.001970515148060391,-0.3333854026171216,-0.02407684034672977
31,7,0,5,-0.14948280782707232,0.3197967279958537,-0.17672710733805955,-0.002115877819113283,-0.46290956083914886,-0.04238929033728306,-0.29817088694210875,0.022544046498784717
32,4,5,4,-0.12610953744858316,-0.03638813421661092,-0.2885459173206672,0.26741632951319133,-0.44329869417855,-0.03617408465941381,-0.03423296640879722,0.25115815880447756
33,0,2,11,0.43714502058186255,-0.4045720301965279,-0.1388746916720614,-0.17445626177992699,-0.2904069808813486,0.19966475285502053,-0.14185886083570304,0.03963513353106336
34,3,1,3,-0.31293626166508176,-0.3455211531113901,-0.045788290186835355,-0.29363503295431814,-0.443460423518238,0.1332126274382305,-0.14864004132638473,0.12520303312198355
35,5,3,11,0.49314400475409614,0.07465643476627892,-0.09874308108001079,-0.37957609726345837,-0.4044253066340831,0.24322390417318618,0.1463436007525724,0.2411361563038672
36,7,0,5,-0.12286164434813719,0.3728939697730712,-0.06146786854302907,-0.2665687965848567,-0.5737556776314124,-0.005278192047105326,-0.08638892942438277,0.011347580105336869
37,7,0,5,0.03912931951826618,0.4349016434445561,-0.11142572509113782,-0.06095632652299806,-0.340921328022386,-0.050686170777340236,-0.16631839180684108,-0.034600755495204076
38,7,0,5,-0.1584567138238256,0.3067364892234723,-0.2222659992543646,0.022457747311761624,-0.5059907434605315,-0.11821042155055551,-0.02048578147125621,-0.02120551896621613
39,0,9,1,0.5442180235707912,-0.326850593306844,-0.3335445082623994,0.17475083291950283,-0.40094137661122703,0.036478788139545484,0.1264856575483081,0.16333434012237696
40,3,1,3,-0.33749149267732415,-0.37795845898354474,-0.2099491169122309,-0.2668936234823552,-0.3869132896693074,0.11034226159702362,-0.12253053712919716,0.03903467760780947
41,0,2,11,0.44886882321554683,-0.47328220078150324,-0.11062812217651162,-0.31742274552323396,-0.31013517926721007,0.24746223270290418,0.029162081173865685,-0.10116417366560453
42,5,3,11,0.4953691209678055,0.08989408499061058,-0.03588617866002716,-0.3799135424937503,-0.4095112895598121,0.21883060902711501,0.125574652148933,0.1258845817534615
43,0,2,11,0.4447116835719873,-0.48980720948864787,0.013333235369148466,-0.23205806004506782,-0.3936582304182571,0.04610023360790074,-0.16462477676543627,-0.060781366909097245
44,3,1,3,-0.17432829693034235,-0.3408242823588281,0.04225539670018461,-0.36407510582114194,-0.5114374824115047,-0.06351980118468473,-0.07026410775460698,-0.10533682392201546
45,5,3,11,0.5403243232772346,0.1094659377865524,0.030114654391914873,-0.3845072795178172,-0.44870992203345367,0.01100100867700612,0.11273387992297446,0.058662749431112333
46,5,3,11,0.6132055502341499,0.07067023496205795,0.012235351835353002,-0.24971278331737556,-0.4832863198445478,-0.08959228489732433,-0.05161041256962736,-0.11133896976617265
47,5,3,11,0.6389890887543568,0.05012637618560114,0.023590783963351705,-0.23390785038879439,-0.4634708958752316,-0.11599468624479402,-0.10697181992850144,-0.011482733495002742
48,0,9,1,0.5712297605878118,-0.33018554236376185,-0.2013916866225418,0.08099132709548272,-0.4065243117424629,-0.13290668767321545,0.27665028966169175,0.016056131600866025
49,0,2,11,0.4908634479053154,-0.5066577912710316,-0.07347522800876632,-0.2668943734934116,-0.3166619236183216,-0.08603944143605609,0.08223947277499229,-0.1644081812939783
50,3,1,3,-0.14610270214741417,-0.46802322247556616,-0.015355340397618692,-0.3568634579645741,-0.07675751561939535,-0.19420771006020762,0.04706942497131896,-0.09455224444780527
51,5,3,11,0.5564782856492712,0.12213042834464036,-0.016163392882826286,-0.4623691740314989,-0.23205964257385353,0.06945087267875749,0.28450354696038666,0.10620235979595191
52,5,3,11,0.6152355189680032,0.14805506189267478,-0.00267471180174218,-0.24144918064860105,-0.34308546073969737,-0.024500847549502654,0.09756416841217931,-0.14117525195616681
53,7,0,5,-0.18930827754061352,0.24191146100733846,0.09942969849039149,-0.1330365576573936,-0.4931908875650089,-0.3055238382529809,-0.128765984865042,-0.15882527689216874
54,4,5,4,-0.12318759021002174,-0.20922039429749845,-0.10396701543489806,0.18953993042941497,-0.5148692457304459,-0.38734576630231793,0.2400068743028924,-0.013136329352349525
55,3,1,3,-0.2713692794817798,-0.433435429993089,0.0025621195423516647,-0.2912944906238644,-0.30200220774242276,-0.3122996203766163,0.10919405866023149,-0.18455292107373517
56,3,1,3,-0.22600393030296895,-0.27735143383245475,-0.08176906233521593,-0.34200671708709396,-0.24937690665062645,-0.26983211994853834,0.17699629259828586,-0.21851591439584556
57,2,7,12,-0.13940805136475337,0.25797045538426083,-0.03268718729100752,-0.4300042798249302,-0.2557164514436009,-0.16329610382043333,0.3877197316993611,0.18183218183416025
58,5,3,11,0.628067631750264,0.18354283979901162,-0.06841461856683403,-0.18692206854940882,-0.25743212041753816,-0.1332274312386048,0.13300300452153405,-0.19913057986508684
59,4,5,4,0.0163275448526305,-0.25521561093284756,-0.21727493914090276,0.42878072086474445,-0.06681966367891716,-0.2534083692763468,-0.009960703136443172,0.2941697420119273
60,3,1,3,-0.35473070884449875,-0.3884241434448412,-0.13611216958434044,-0.07321112295268295,0.041002646422525886,-0.12062324407946877,-0.2912232942460433,0.11325776265123029
61,0,2,7,0.4083300811252386,-0.4945041159845483,-0.07443449163750096,-0.1913244104646558,0.202743528977513,0.05276121323111086,-0.19550388550752704,0.1183402334870256
62,2,7,12,-0.2560074259110381,0.22632992392251056,-0.020564667158083774,-0.2728006826550946,0.009698528331144575,0.055210951469982596,0.127521099885855,0.4787598632601994
63,7,0,5,-0.20886346881345205,0.3594319252905871,-0.027665677095507563,0.0537358586411315,-0.16995608528734885,-0.13672535375753517,-0.19103316694266978,0.09559522770436565
64,6,8,2,0.6090751172449823,0.12253354032741598,-0.06255863437409426,0.0816632444848591,0.046219305716871946,-0.031508967728457474,-0.25809530023268584,0.12974909232124548
65,0,9,1,0.47553256281761364,-0.3391006847378654,-0.1373818009193547,0.3958437319626594,-0.0710444192496318,-0.07318816479706387,-0.022516323969656717,0.28123246775979205
66,3,1,3,-0.32407250187839987,-0.410147554416373,-0.018285010212144202,-0.0467970387353846,-0.10544071538572306,-0.08922599845156971,-0.31554649214627006,0.12148551653370165
67,6,3,2,0.44819449439245296,0.004899164960699009,-0.08134259432376113,-0.23650619226499478,-0.027196063912967347,0.1366667399143105,-0.15211116355034734,0.3640145405490861
68,7,0,5,-0.27324634241071377,0.4328657644809054,-0.11412266736864127,-0.02878449447155741,-0.1502942351867114,-0.10534093942629809,-0.28178939527205854,0.103078075456863
69,7,0,5,-0.08027450326217518,0.3079805667582543,-0.0923236905744556,0.10259419139975424,-0.19277834925249002,-0.05353329347381942,-0.5001938996201082,0.1493071034172498
70,3,1,3,-0.17706875714486567,-0.43915802076768723,0.00021297674939030673,-0.22709848941388255,-0.012341370906051745,-0.16093924669212128,-0.23963721941736446,0.21955145225687342
71,2,7,12,-0.25693708972526874,0.21116575695859244,0.0666227140405241,-0.2610208797607892,0.018854633550095645,-0.03240421105941062,0.09065368405231725,0.5638930424881677
72,7,11,13,-0.032127383357677945,0.37221807129890033,0.10914529169041409,-0.029787996342899577,0.02249989163951242,-0.22304737768174274,-0.2632168627582471,0.22695008475507053
73,7,11,13,-0.07553182290235642,0.41612458232393174,0.11596664391792634,0.10769808866353048,-0.08574924473053779,-0.19581500379198596,-0.2645231311453059,0.25808066625446735
74,4,5,4,-0.20922477283648708,-0.2514403536156295,0.03390800601084911,0.5021202115819937,-0.14992760238371633,-0.19963637652458383,0.01700965229911183,0.43419728415972564
75,3,1,3,-0.28785617784810286,-0.4841324004076625,0.08922510217849058,-0.04691845623015984,-0.15181278784524826,-0.12165537831207938,-0.26531304795895555,0.29450649446242755
76,5,3,9,0.5676685004184462,0.027270764077327144,0.10189678133138942,-0.10485422526674969,-0.09113056827283557,-0.25751794950148305,-0.3353798949789528,0.2722153127764956
77,0,9,1,0.5262091270981089,-0.340154927042828,-0.005335581851892283,0.2989934392963787,-0.03605480806990245,-0.24909108525679638,0.029392845810706662,0.3439050902035465
78,3,1,3,-0.2626541448707668,-0.4333093234775955,0.019993949236694307,-0.09434063890900601,-0.09370578763371444,-0.36629733713708346,-0.22960776323031296,0.10374315998277825
79,7,11,13,0.041063122221186556,0.2057713411438097,0.14318836697898746,0.015561577824349155,-0.15173452964412198,-0.3475011995883678,-0.3730604548265288,0.1277971632030192
80,2,11,0,-0.04278340113577421,0.22062224558649085,0.5035904662600508,-0.18769065345675368,0.08360490514310544,0.14047798170580006,0.0739849596750658,0.3451899102693585
81,5,6,9,0.5504465745864328,0.21304782222450167,0.1411415278376011,-0.0066544900636742775,-0.033693088637870384,0.009080736945947365,-0.21538908726045394,0.015845502350444057
82,7,11,13,-0.06273186375990379,0.3436098914031247,0.3282411817253214,0.18133775538542263,-0.008543297729322708,-0.2081000519927314,-0.13143896406572103,0.09207053975970306
83,4,5,4,-0.16821978230812726,-0.19116742889440358,0.15597278226325473,0.5973885847831625,-0.019528094895060848,-0.18049962743497858,0.12086559309502035,0.3037433042165584
84,3,10,15,-0.3484460705679258,-0.36568013139825245,0.37726748554797257,-0.0191576957874448,0.12044740566130503,-0.05555614012858709,-0.13253286423053917,-0.007907713800795866
85,3,10,15,-0.3054348015817352,-0.3480767457333044,0.45598867174607044,-0.1321600655603592,0.1443419264865848,0.004408274755680229,-0.08459330865584415,0.03637064415547045
86,7,11,13,0.025899345427419937,0.3330152795283935,0.3690404521954818,0.16159055432257668,0.03401856180362706,-0.08438599363064103,-0.1062989933746902,0.03580420653368683
87,7,11,13,-0.14559417627771312,0.37409649115794263,0.268870640260795,0.17322810460510424,-0.14116205206159826,-0.0686891635568928,-0.1804798689799789,0.024595384215588746
88,0,9,1,0.4958330413043907,-0.3331356429523684,0.2639877300405134,0.3792996760800996,-0.0410401778420185,0.023500301800200064,0.055250406239120475,0.2184596718205383
89,3,10,8,-0.36199390190648234,-0.34874504818155344,0.3104903106739754,-0.14970137150679086,-0.1938854770086171,0.047038103604812816,-0.16664725744675765,0.0395387276378071
90,5,3,9,0.48085836329421167,0.09915198610404106,0.44650772781410764,-0.30559345211856404,-0.10007338826596704,0.1634379949994554,0.0806548273743321,0.2182991955523911
91,7,11,13,-0.05146754321570811,0.26504827555857136,0.4013060036328164,-0.020288424228653686,-0.18677652730116856,-0.13277601443170595,-0.22936949594222628,0.06690780059381692
92,7,11,13,-0.16443600367293865,0.2615342360414784,0.5149920698573258,0.05890331029503832,-0.1893864430411004,-0.18484449854738885,-0.23705753356953385,-0.02028535038114493
93,7,11,13,0.0501379918100664,0.1875032303395511,0.2566669422161698,0.0006673183380020159,-0.3151283936556115,-0.22490725299473194,-0.3374600392087685,0.08475766366616719
94,2,11,0,-0.23377089648003568,0.26016578228124304,0.5056825968690876,-0.26151061516401125,0.06989200272150735,-0.1298750577017217,0.23220936232050682,0.2011417681709573
95,7,11,13,-0.18884795191503428,0.3805007690439677,0.4008419426244103,-0.04875687808054015,-0.007572959756277171,-0.324055780575078,-0.035522117688501484,-0.10197525116700795
96,5,6,9,0.5955424292087028,0.123545247921075,0.4313258352821942,-0.0515720307448506,0.06704314952025384,-0.18531873001769214,-0.07204423725517062,-0.11982491457286137
97,7,11,13,0.1783202223449794,0.2741487357397018,0.18666029501939863,-0.0285785898888068,-0.08173507710005434,-0.3723331647473645,-0.2582350287718084,0.01471725548731455
98,4,5,4,-0.06874662623422607,-0.19855560666990044,0.35518919518274805,0.3713602254658561,-0.005300472449798117,-0.33019337133062393,0.17271915469455015,0.11480737358241105
99,3,10,15,-0.32172930179684955,-0.3981881588761195,0.40577487002429957,-0.12095725297613036,-0.02136663096002623,-0.17467715033952605,-0.06164890423066584,-0.07291625936087581
100,2,11,0,-0.1523827265842665,0.2622945513727601,0.47773286712716406,-0.2860865114102752,0.09387501251122739,-0.10699383727189621,0.18830287136207333,0.30656343955917537
101,5,6,9,0.4449598684164959,0.23404520275484905,0.3398117172661124,-0.036740622181168525,-0.009322619439236266,-0.24888534142118685,-0.1694817092343833,-0.1012191995635016
102,7,11,13,-0.04337366873552662,0.1499243348989857,0.3976574770191473,0.07732772517577349,-0.14000616183948678,-0.436396631796072,-0.22037643409080354,-0.042169897203292554
103,4,9,1,0.19987913279911523,-0.26119521772918136,0.1603934501346339,0.2541985583470295,-0.13564123130473554,-0.41115099690012447,-0.05136758691005302,0.1492601682737216
104,3,10,15,-0.30159201749367903,-0.38661961223893904,0.3568418767429668,-0.27839591571852484,0.08109310978516697,-0.27521770553742575,-0.09445052448440663,-0.12095142382728644
105,5,6,9,0.5764286702227998,0.10724595698193609,0.35519121710216633,-0.30722208156009007,0.07063247332146169,-0.17250784849985115,0.047974307621020784,0.09005024665437089
106,5,6,9,0.5685816239033895,0.14930376903540665,0.33332513084172893,-0.10190701853156511,0.06375614849935567,-0.28525926674284147,-0.19545418851257612,-0.1266862360588947
107,3,10,15,-0.2969098627314581,-0.39174196759867896,0.22218507325045636,-0.0652216391649248,-0.03976983851679013,-0.2785564131174383,-0.179023847903874,-0.006250604597545935
108,0,2,7,0.4200296271520791,-0.4488148151995745,0.3703476453155931,-0.18024344327568312,0.04744032799474129,-0.09390233849662274,-0.002968340100009727,-0.11854106842375237
109,2,11,0,-0.16422773658290815,0.254055770217929,0.37352905959735655,-0.17826211761526517,-0.0849267648381671,-0.12355077558107044,0.22700953804201257,0.17367476590433464
110,7,11,13,0.028517725875582493,0.2093188660702829,0.4613440827829571,-0.09000907374422965,-0.03233020107102256,-0.2814906674630376,0.10402940401812613,-0.1051770455502818
111,0,9,1,0.5444160865246116,-0.3564130963535914,0.1341270940166882,0.3264542594209179,0.043468217186631006,-0.3243380078365202,0.3451451176128121,0.08534656022847145
112,3,10,15,-0.22169288711622961,-0.40899409717330965,0.3251972859294505,-0.05165633438604358,0.17755403703683761,-0.3403656128403328,0.15740866209867319,-0.1411501401525567
113,3,10,15,-0.2929099932862804,-0.3805520557181313,0.3399020829126783,-0.19491011571845374,0.24780561516856286,-0.2933829036441651,0.18632368041235375,-0.18353201139386885
114,5,6,9,0.5246529144993478,0.0927736451963342,0.34623072043582775,0.028909350316901554,0.13752468412373448,-0.309118638358225,0.1678078391010243,-0.2434444427095811
115,0,2,7,0.39720435691057765,-0.48039457511219286,0.21519245074801188,-0.2457508843436547,0.2709266660142181,-0.2878564546616338,0.2208674182865864,-0.18892219553285894
116,5,6,9,0.5731421512808798,0.174791435308687,0.2539617183101153,-0.05127797530717538,0.2265396107560367,-0.30193218291864293,0.25340458305682906,-0.16326347188461635
117,5,6,9,0.601739157811758,0.12631659857141883,0.14775360006957736,-0.03715491806887854,0.14873624301016927,-0.3475906962350364,0.06923077412190076,-0.1441164892478613
118,5,6,9,0.5992521218057831,0.1584047205755361,0.2849624143132955,0.04584365316581765,0.2500521739853781,-0.318807213468538,0.1429135053623038,-0.1791494730524384
119,1,11,10,-0.10061785648538746,0.29953919779723903,0.14287814540285765,0.16199212596706689,0.22183129066656668,-0.4007111551462176,0.10793177320675428,-0.17537640117447578
120,5,6,9,0.5673333326909948,0.15131602524316154,0.24269679454519746,0.053640390481038545,0.2840463365516341,-0.18692336445309987,0.21309643489085267,-0.21545737074632088
121,1,11,10,0.05781136339421114,0.309240475441417,0.15549661857704625,-0.06086730174694716,0.24129579192170664,-0.36650519746528787,0.20622375541575508,-0.17311890192837143
122,1,11,10,-0.1381957843982042,0.315936273488752,0.2660254220986822,0.11606210915839339,0.18241333853744007,-0.3941301254692253,0.2868153303421524,-0.2585222054163929
123,0,9,1,0.49182239061537625,-0.3554931051771882,0.029885459481014637,0.3771994921994347,0.15138509782830514,-0.334105056017924,0.3425572838597264,0.03461918064624819
124,3,10,15,-0.24167479526974858,-0.4076919234746642,0.17553446349083426,-0.0491582429515363,0.26419959258413495,-0.3824773823695912,0.15263488718124277,-0.1512697159285694
125,3,10,15,-0.258581312023025,-0.3522648456990347,0.17406067805011513,-0.14482432697288725,0.27704212784144727,-0.3426752208468031,0.2389214564622672,-0.14070268502591832
126,2,7,0,-0.18828673280542624,0.1975649129007746,0.3104836119247301,-0.22469521549156268,0.2688061914054244,-0.1446637592112489,0.5332559246061881,0.12650256600230037
127,5,6,9,0.5036735636278583,0.17256991839920838,0.29805923349220853,-0.11724415903572653,0.2942949508719683,-0.16506947714516768,0.3268029703679401,-0.15380472277384355
128,3,1,3,-0.3559950629615382,-0.4716533509926289,-0.32113452014448696,-0.16770299804155578,0.09301922133095826,-0.20433794347342335,-0.028299497041585336,-0.17370979181897306
129,3,1,3,-0.43591015888099555,-0.38101935441534934,-0.29636751228793196,-0.3087208418533393,0.050940150397909154,-0.1621769863379597,0.09663934947513009,-0.20573828269217292
130,2,7,12,-0.30669251850398443,0.26425565734106726,-0.22257661067497223,-0.3968016723396049,-0.11564695665787297,-0.02559349242335165,0.33662296645304746,0.07249343182724538
131,1,4,14,-0.26652402887265697,0.28724550994664183,-0.12002770907922074,-0.15754230150391463,0.07942138470176921,-0.19155657998054199,0.0363095393710265,-0.16961150866516755
132,1,4,14,-0.21535238333211096,0.28962450237515097,-0.2551453775808359,-0.07958751652989343,-0.09626884280098502,-0.276595795281404,-0.024733699587658527,-0.3340392864473544
