source_file,flat_idx,row,target,target_idx,subject_id,sleep_date,lifelog_date,source_move,sign,sem_mean_benefit,base_mean_benefit,sem_min_benefit,base_min_benefit,sem_pos,base_pos,h088_alignment,source_support,support_sem_mean,support_base_mean,sem_mean_benefit_rank,base_mean_benefit_rank,sem_min_benefit_rank,base_min_benefit_rank,source_support_rank,support_sem_mean_rank,support_base_mean_rank,score
submission_h073_humanaction_bridge_7a2cbf07_uploadsafe.csv,715,102,Q2,1,id04,2024-10-25,2024-10-24,-0.15706609365283022,-1,9.07732522944685e-05,3.713626054476229e-05,2.8755810171873456e-06,1.4154599968729548e-05,10,10,0.0,8,6.398216992939645e-05,2.617575632312243e-05,0.9958920187793427,0.9564553990610328,0.9928403755868545,0.9947183098591549,0.759037558685446,0.9876760563380281,0.9240610328638498,5.188948356807512
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,715,102,Q2,1,id04,2024-10-25,2024-10-24,-0.15706609365283022,-1,9.07732522944685e-05,3.713626054476229e-05,2.8755810171873456e-06,1.4154599968729548e-05,10,10,0.0,8,6.398216992939645e-05,2.617575632312243e-05,0.9958920187793427,0.9564553990610328,0.9928403755868545,0.9947183098591549,0.759037558685446,0.9876760563380281,0.9240610328638498,5.188948356807512
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,57,8,Q2,1,id01,2024-08-10,2024-08-09,-0.04821177251413944,-1,2.7342122617025464e-05,3.915216376959201e-05,1.618158789109985e-06,5.285506156255955e-06,10,10,0.0,6,1.5433643900896567e-05,2.209998697003885e-05,0.9436619718309859,0.9610328638497653,0.9859154929577465,0.9889671361502348,0.4710093896713615,0.8653755868544601,0.9050469483568075,5.013927230046948
submission_h149_bundle_listener_route_d8e1d789_uploadsafe.csv,57,8,Q2,1,id01,2024-08-10,2024-08-09,-0.03278400530961442,-1,1.8592643379577093e-05,2.6623471363322247e-05,1.1003479765947764e-06,3.594144186254006e-06,10,10,0.0,6,1.5433643900896567e-05,2.209998697003885e-05,0.8981220657276995,0.9269953051643193,0.9814553990610329,0.9854460093896713,0.4710093896713615,0.8653755868544601,0.9050469483568075,4.904584507042254
submission_h074_antishortcut_inversion_816703df_uploadsafe.csv,638,91,Q2,1,id04,2024-09-25,2024-09-24,-0.2854666704648636,-1,7.298005056937022e-05,0.00010524086164158996,-6.789281790178095e-06,5.153667040439042e-05,9,10,0.0,8,4.7371164414884476e-05,6.831157447950902e-05,0.9915492957746479,0.994131455399061,0.3908450704225352,0.9990610328638497,0.759037558685446,0.9789906103286385,0.9857981220657277,4.900063380281691
submission_h075_antibad_transport_f6863945_uploadsafe.csv,638,91,Q2,1,id04,2024-09-25,2024-09-24,-0.2950632605530781,-1,7.54334355084628e-05,0.00010877876471118541,-7.017518432401928e-06,5.3269188948768864e-05,9,10,0.0,8,4.7371164414884476e-05,6.831157447950902e-05,0.992018779342723,0.9943661971830986,0.3854460093896714,0.9992957746478873,0.759037558685446,0.9789906103286385,0.9857981220657277,4.8992183098591555
submission_h073_humanaction_bridge_7a2cbf07_uploadsafe.csv,896,128,Q1,0,id06,2024-07-07,2024-07-06,0.041860553873283496,1,4.5621835888821365e-05,6.987890206418126e-05,-1.7702986960594943e-06,1.5501898262508938e-06,9,10,0.0,7,2.859044853252957e-05,4.37919499303881e-05,0.9752347417840376,0.9836854460093897,0.6012910798122065,0.9721830985915493,0.5828638497652582,0.9469483568075118,0.9631455399061033,4.874075117370892
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,896,128,Q1,0,id06,2024-07-07,2024-07-06,0.041860553873283496,1,4.5621835888821365e-05,6.987890206418126e-05,-1.7702986960594943e-06,1.5501898262508938e-06,9,10,0.0,7,2.859044853252957e-05,4.37919499303881e-05,0.9752347417840376,0.9836854460093897,0.6012910798122065,0.9721830985915493,0.5828638497652582,0.9469483568075118,0.9631455399061033,4.874075117370892
submission_h071_rowtarget_assignment_a52b6b57_uploadsafe.csv,1278,182,S2,4,id08,2024-08-01,2024-07-31,0.1982235002540357,1,1.5400772160631782e-05,2.110078273965531e-05,1.2368835996753577e-06,1.2231840445935072e-06,10,10,0.0,7,1.0755899276985234e-05,1.4736786665375262e-05,0.8651408450704225,0.9019953051643192,0.9827464788732394,0.9674882629107981,0.5828638497652582,0.8014084507042254,0.8453051643192488,4.8585704225352115
submission_h073_humanaction_bridge_7a2cbf07_uploadsafe.csv,1278,182,S2,4,id08,2024-08-01,2024-07-31,0.1982235002540357,1,1.5400772160631782e-05,2.110078273965531e-05,1.2368835996753577e-06,1.2231840445935072e-06,10,10,0.0,7,1.0755899276985234e-05,1.4736786665375262e-05,0.8651408450704225,0.9019953051643192,0.9827464788732394,0.9674882629107981,0.5828638497652582,0.8014084507042254,0.8453051643192488,4.8585704225352115
