a154,b155,bad_remove,keep,cap,base_mean,base_max,base_pos,sem_mean,sem_max,sem_pos,h088_cos,changed,rows,cos_submission_h,cos_submission_e,decision
1.8,1.8,1.0,220,2.2,-0.009060216417584466,-0.0030382204979841855,10,-0.007628233177165061,-0.00432508730213745,10,6.644441689230201e-05,160,117,-0.00317950784292277,-0.1166858438582345,9.140216417584467
1.8,1.8,1.0,160,2.2,-0.009060216417584466,-0.0030382204979841855,10,-0.007628233177165061,-0.00432508730213745,10,6.644441689230201e-05,160,117,-0.00317950784292277,-0.1166858438582345,9.140216417584467
1.8,1.8,1.3,220,2.2,-0.009050081259694085,-0.003102890033236035,10,-0.0076188307844178,-0.004351230021635522,10,-0.0007387543982075353,160,117,-0.034295452122884595,-0.10991200988406592,9.130081259694085
1.8,1.8,1.3,160,2.2,-0.009050081259694085,-0.003102890033236035,10,-0.0076188307844178,-0.004351230021635522,10,-0.0007387543982075353,160,117,-0.034295452122884595,-0.10991200988406592,9.130081259694085
1.8,1.8,1.8,160,2.2,-0.009038773342468569,-0.0031479347285943847,10,-0.007606648346562624,-0.004368755784325521,10,-0.002094215876290074,160,117,-0.06155008871112071,-0.10020947012678681,9.11877334246857
1.8,1.8,1.8,220,2.2,-0.009038773342468569,-0.0031479347285943847,10,-0.007606648346562624,-0.004368755784325521,10,-0.002094215876290074,160,117,-0.06155008871112071,-0.10020947012678681,9.11877334246857
1.8,1.8,1.0,140,2.2,-0.008990359416919929,-0.0030333855393305876,10,-0.007565713712677435,-0.004330489672388463,10,-5.1091716512156345e-05,140,103,-0.0031800244737246555,-0.11671438646613344,9.06035941691993
1.8,1.8,1.3,140,2.2,-0.008980661501102253,-0.0030980953661578787,10,-0.007556730135584458,-0.004356609165882645,10,-0.0008543681337488321,140,103,-0.034300901396438904,-0.10993977388425177,9.050661501102253
1.8,1.8,0.75,160,2.2,-0.009068662382493112,-0.0029843292186076445,10,-0.007636068504454444,-0.004303301702555718,10,0.000742722003490582,160,117,0.022975131612413706,-0.1219568151077897,9.04527429023725
1.8,1.8,0.75,220,2.2,-0.009068662382493112,-0.0029843292186076445,10,-0.007636068504454444,-0.004303301702555718,10,0.000742722003490582,160,117,0.022975131612413706,-0.1219568151077897,9.04527429023725
1.8,1.8,1.8,140,2.2,-0.008970082320664579,-0.003143207214141964,10,-0.007545245723819753,-0.004374096218566158,10,-0.002207593387282766,140,103,-0.06155966699739825,-0.10023663325386421,9.04008232066458
1.8,1.8,1.0,110,2.2,-0.008920848297617173,-0.002997696170770294,10,-0.007515142418414252,-0.0042572623426206406,10,0.0023105929251147662,110,85,-0.003183405728024326,-0.11837642436164572,8.975848297617173
1.8,1.8,0.75,140,2.2,-0.00900004482548122,-0.0029788717289239114,10,-0.007574398275922251,-0.0043066039328735215,10,0.0006460911830688606,140,104,0.022978902871072012,-0.12198235149548653,8.966639762561396
1.8,1.8,1.3,110,2.2,-0.008911481835906059,-0.0030623988214455258,10,-0.007506607542132086,-0.0042834083214854865,10,0.002312496798685568,110,85,-0.03433814902689322,-0.11207230576930295,8.966481835906059
1.8,1.8,1.0,160,1.8,-0.008874016211979543,-0.002941179151283042,10,-0.0075231457250313286,-0.004775685896573339,10,7.0423957245734e-05,160,117,-0.00946022343758892,-0.11304221827016246,8.954016211979544
1.8,1.8,1.0,220,1.8,-0.008874016211979543,-0.002941179151283042,10,-0.0075231457250313286,-0.004775685896573339,10,7.0423957245734e-05,160,117,-0.00946022343758892,-0.11304221827016246,8.954016211979544
1.8,1.8,1.8,110,2.2,-0.008897887499289476,-0.003104609275428963,10,-0.007493895504224797,-0.0043011915362534394,10,-0.00265722329403911,110,85,-0.06162658021813737,-0.10023870479511544,8.952887499289476
1.8,1.8,1.3,220,1.8,-0.008866453697765684,-0.0029959841388639114,10,-0.007515957372779271,-0.004798099162749742,10,-0.0007846625010786789,160,117,-0.038054359293223546,-0.10765476284323103,8.946453697765683
1.8,1.8,1.3,160,1.8,-0.008866453697765684,-0.0029959841388639114,10,-0.007515957372779271,-0.004798099162749742,10,-0.0007846625010786789,160,117,-0.038054359293223546,-0.10765476284323103,8.946453697765683
1.8,1.8,1.8,160,1.8,-0.008861032675966862,-0.0029960254154403833,10,-0.007508139388728815,-0.004797362138073065,10,-0.0022522727838113488,160,117,-0.04857835158979032,-0.10073021468615584,8.941032675966863
1.8,1.8,1.8,220,1.8,-0.008861032675966862,-0.0029960254154403833,10,-0.007508139388728815,-0.004797362138073065,10,-0.0022522727838113488,160,117,-0.04857835158979032,-0.10073021468615584,8.941032675966863
1.8,1.8,0.5,220,2.2,-0.00907710834740176,-0.0029304379392311028,10,-0.007643903831743829,-0.004281516102973992,10,0.0014167259167678157,160,117,0.04906075221410677,-0.12682788787274177,8.936334962438279
1.8,1.8,0.5,160,2.2,-0.00907710834740176,-0.0029304379392311028,10,-0.007643903831743829,-0.004281516102973992,10,0.0014167259167678157,160,117,0.04906075221410677,-0.12682788787274177,8.936334962438279
1.8,1.8,0.75,160,1.8,-0.008880991448770265,-0.0028879454036392286,10,-0.007529556516163406,-0.004753868449191712,10,0.0007895392427185466,160,117,0.01785863700162269,-0.11743401356768932,8.880627582262964
1.8,1.8,0.75,220,1.8,-0.008880991448770265,-0.0028879454036392286,10,-0.007529556516163406,-0.004753868449191712,10,0.0007895392427185466,160,117,0.01785863700162269,-0.11743401356768932,8.880627582262964
1.8,1.8,0.75,110,2.2,-0.008928653682376431,-0.002943777295207601,10,-0.007522254815316054,-0.004235474026899936,10,0.0023006690932461478,110,85,0.023002915388524062,-0.12324639901302893,8.880140563128073
1.8,1.8,1.0,140,1.8,-0.008804159211315004,-0.0029363441926294432,10,-0.007460626260543703,-0.004781088266824353,10,-5.415282674836379e-05,140,103,-0.00946195030387376,-0.11307300969170259,8.874159211315005
1.8,1.8,1.3,140,1.8,-0.008797033939173853,-0.002991189471785754,10,-0.007453856723945928,-0.004803478306996864,10,-0.0009070143924743053,140,103,-0.03806112940156098,-0.10768481407913329,8.867033939173853
1.8,1.8,1.8,140,1.8,-0.008792341654162872,-0.002991297900987962,10,-0.0074467367659859455,-0.0048027025723137015,10,-0.002373314019668097,140,103,-0.04858696036693613,-0.10076041101940748,8.862341654162872
1.8,1.8,0.5,140,2.2,-0.009005045936401708,-0.002925465613435404,10,-0.007580747640730278,-0.00428333496700491,10,0.0026870418707385948,140,104,0.04945695324462138,-0.12786736362551646,8.852489646800912
1.8,1.8,0.3,160,2.2,-0.00908386511932868,-0.0028873249157298697,10,-0.007650172093575334,-0.004264087623308609,10,0.0019498605563216134,160,117,0.069707950432567,-0.13040674758783655,8.85017934238213
1.8,1.8,0.3,220,2.2,-0.00908386511932868,-0.0028873249157298697,10,-0.007650172093575334,-0.004264087623308609,10,0.0019498605563216134,160,117,0.069707950432567,-0.13040674758783655,8.85017934238213
1.8,1.8,1.0,80,2.2,-0.008794587074480142,-0.002926785846967021,10,-0.007240716856709647,-0.004255753480026914,10,0.0019688770391772955,80,66,-0.0031939543434352053,-0.1187680251818505,8.834587074480142
1.8,1.8,1.3,80,2.2,-0.008785428226446582,-0.002991593956380216,10,-0.007232514555286326,-0.0042818798083639744,10,0.0019740979216620507,80,66,-0.03445032154872042,-0.11243812897164461,8.825428226446581
1.8,1.8,1.8,80,2.2,-0.008775747492315758,-0.0030368696086741417,10,-0.007222332269637713,-0.004299378252452286,10,0.001979607988149298,80,66,-0.06183124450295474,-0.10350302802875161,8.815747492315758
1.8,1.8,0.75,140,1.8,-0.00881237389175837,-0.0028824879139554955,10,-0.007467886287631213,-0.004757170679509515,10,0.0006868319924534317,140,104,0.017861949726657386,-0.11746166292572739,8.801995117988413
1.8,1.8,1.0,110,1.8,-0.008734648092012251,-0.0029006548240691496,10,-0.007410054966280518,-0.00470786093705653,10,0.002449351455199034,110,85,-0.009473254894385507,-0.11483839879275683,8.789648092012252
1.8,1.8,0.15,160,2.2,-0.009088932698273867,-0.0028549901481039453,10,-0.0076548732899489646,-0.0042510162635595716,10,0.0023440503886839833,160,117,0.08498195815563551,-0.1328942018005014,8.786513886573507
1.8,1.8,0.15,220,2.2,-0.009088932698273867,-0.0028549901481039453,10,-0.0076548732899489646,-0.0042510162635595716,10,0.0023440503886839833,160,117,0.08498195815563551,-0.1328942018005014,8.786513886573507
1.8,1.8,1.3,110,1.8,-0.00872785427397766,-0.0029554929270734012,10,-0.007403734130493557,-0.004730277462599704,10,0.0024443136737649987,110,85,-0.038107415731307936,-0.10994625608212638,8.78285427397766
1.8,1.8,1.8,110,1.8,-0.00872014683278777,-0.002952699962274961,10,-0.007395386546390989,-0.004729797890000983,10,-0.0028535826642447403,110,85,-0.048647116232525815,-0.10077108752913817,8.77514683278777
1.8,1.8,0.3,140,2.2,-0.009011972357138232,-0.0028822566011954135,10,-0.00758700289540466,-0.004266066383721436,10,0.0026650025352982667,140,104,0.06971757196289413,-0.1308801288540572,8.768243283305209
1.8,1.8,0.5,220,1.8,-0.008887966685560987,-0.0028347116559954153,10,-0.0075359673072954835,-0.004732051001810091,10,0.0015099629776620276,160,117,0.04527160905535295,-0.1214217514663645,8.764244444811897
1.8,1.8,0.5,160,1.8,-0.008887966685560987,-0.0028347116559954153,10,-0.0075359673072954835,-0.004732051001810091,10,0.0015099629776620276,160,117,0.04527160905535295,-0.1214217514663645,8.764244444811897
1.8,1.8,0.5,110,2.2,-0.008928416385342898,-0.002892817784699223,10,-0.007527985493765948,-0.00422034452562427,10,0.002270432151554874,110,85,0.049506499402117335,-0.127932546005618,8.760637138033369
1.8,1.8,0.75,80,2.2,-0.008816964107807725,-0.0028674928197615353,10,-0.007247509684184023,-0.004237670969843031,10,0.001953496898645969,80,66,0.024675136996057518,-0.12467251287958836,8.745925991325464
