score,flat_idx,logit_delta,target,row,source_support,sem_mean,base_mean
11.874842438836147,1037,1.0,Q2,148,9.0,3.900500428333812e-05,2.288334641939137e-05
9.3171763881271,1359,-0.34773657919127965,Q2,194,7.0,8.641206797917684e-05,0.0001580683403515277
8.620670110024834,687,-0.4246079449397575,Q2,98,9.0,4.04517529624795e-05,0.00011853028693807849
5.776440638743102,553,1.0,Q1,79,6.0,9.526859433566816e-08,9.524847963291814e-08
5.697899110586473,309,-0.28675983896991464,Q2,44,9.0,6.805381711503927e-05,6.516111522687022e-05
5.6331695707399625,413,1.0,Q1,59,6.0,2.0417438696971197e-07,2.139042295219813e-07
4.652754473259102,638,-0.2854666704648636,Q2,91,8.0,4.7371164414884476e-05,6.83115744794871e-05
4.278849567050144,71,-0.2311014127587892,Q2,10,9.0,5.744711158601174e-05,6.558048724403659e-05
3.7335220270265337,771,-0.21928748429101802,Q2,110,6.0,6.438763474748074e-05,0.00010167906481186749
3.2419553639857117,1177,-0.3313140661039497,Q2,168,7.0,4.291116888236128e-05,8.249318356045778e-06
3.1304777575144365,1042,0.39465321560672706,S4,148,9.0,3.075415128902781e-06,2.632240818195468e-06
3.0909402842569342,654,0.5233809985397562,S1,93,6.0,1.278437814591155e-07,1.6180437783417827e-07
2.619874915184958,1107,-0.21001921599132056,Q2,158,8.0,3.933273425588238e-05,5.022862067583553e-05
2.413507937972156,190,-0.18235967649552037,Q2,27,8.0,3.2855873743699133e-05,5.430007133012095e-05
2.372021495870247,715,-0.15706609365283022,Q2,102,8.0,6.398216992939644e-05,2.617575632312243e-05
2.3627403628013948,1044,0.2477522366459819,Q2,149,10.0,1.4900610587902328e-05,6.462378540824595e-06
1.8140172272436312,351,-0.1908177934308828,Q2,50,8.0,1.9402537652154624e-05,1.730466889827969e-05
1.618402474522669,1278,0.1982235002540357,S2,182,7.0,1.0755899276985234e-05,1.4736786665375264e-05
1.542830781874933,1061,0.22168345774553444,S2,151,8.0,9.66721687010888e-07,3.741621986362862e-08
1.2293508027128024,1065,0.34538333000340804,Q2,152,2.0,2.9234055243730534e-05,-1.9925454567365e-06
1.219025718438641,1209,0.1677358737189476,S3,172,8.0,2.4169339440566233e-06,3.836053976052896e-06
1.1897120445790441,946,0.2973092548689925,Q2,135,5.0,5.828826814783045e-06,-2.3621162399185373e-06
1.159851952123583,1279,0.16436611464258122,S3,182,6.0,9.762675442548168e-06,1.796270670713444e-05
1.1273878574622855,393,-0.1520375876083478,Q2,56,6.0,1.7408365475608226e-05,1.3311399990255248e-05
1.0517285249639925,722,-0.17268151221510597,Q2,103,1.0,5.459582027513538e-05,6.762582347244033e-05
0.6315666580021493,953,0.17397917680682373,Q2,136,3.0,1.3590309523807435e-05,1.1825211866562954e-06
0.5443857766198623,734,0.06446853363659083,S4,104,8.0,8.710851543050608e-06,1.249884986399111e-05
0.5258242851067753,1548,0.0773809876979758,Q2,221,6.0,5.675672372630536e-06,1.56174750282873e-05
0.5231555257746723,898,-0.08066165291525129,Q3,128,6.0,6.103992106554525e-06,1.4479779169309303e-05
0.5100489520171364,974,0.16169220512964994,Q2,139,3.0,4.767432959100084e-07,-1.6219224941458697e-05
0.5037057476637979,1549,-0.15577955491957007,Q3,221,1.0,5.527487225060007e-05,-1.3479570328879271e-05
0.4970601439069227,615,0.05412892870191072,S4,87,9.0,7.427120833034747e-06,9.90011904828649e-06
0.4933785250617869,441,-0.18656779166639703,Q1,63,3.0,-6.9484582259817e-07,-1.926498205614513e-06
0.46883857758020003,896,0.041860553873283496,Q1,128,7.0,2.859044853252957e-05,4.37919499303881e-05
0.465900106050924,90,0.07893012571179092,S4,12,6.0,3.050111737648961e-06,6.238807248663639e-06
0.45331951059385417,1137,-0.07365090410298958,S1,162,7.0,2.803909129316362e-06,4.788458180173558e-06
0.4452597794551669,390,0.2103426659734431,S3,55,6.0,3.203018149438107e-06,3.0858586107409907e-06
0.4075273213377534,647,-0.07946768384392458,S1,92,7.0,-4.493188956289252e-08,6.215211514043235e-07
0.399909470906121,612,-0.06029178350686104,S1,87,9.0,3.6142003012817707e-07,1.0296242476724366e-06
0.3886248195637433,57,-0.04821177251413944,Q2,8,6.0,1.5433643900896567e-05,2.209998697003885e-05
0.3847739361990947,1430,0.07683838315528171,Q3,204,6.0,-4.3395312103401566e-07,5.068374254965973e-06
0.380752928176594,1309,-0.04839150193602082,Q1,187,8.0,1.3313455307861113e-05,2.0571333091742565e-06
0.36444339283734717,1116,0.09744475744314096,S1,159,5.0,-1.0402024126542394e-06,-1.9089847554824553e-06
0.3563763134320833,936,0.046918139234888745,S3,133,9.0,5.769544817372452e-07,6.081610995101088e-07
0.34604932257864984,1487,-0.07784388552660781,S1,212,6.0,-8.825372292102002e-08,4.004754955433396e-07
0.3220111915987405,1458,0.11665927556697883,Q3,208,8.0,4.522539365661494e-06,4.544631875191477e-05
0.3143214075845566,1513,-0.15010161545868156,Q2,216,1.0,8.342415718200384e-06,-4.752649518883936e-06
0.2910930286975199,37,0.05715220982791122,Q3,5,5.0,9.557253479510507e-06,1.64476428387922e-05
0.27747897159433416,589,-0.04765001526208009,Q2,84,6.0,3.3819177571816946e-06,2.842101681909342e-06
0.26980534647639765,731,-0.04364592585521343,S1,104,8.0,9.04546844606782e-08,4.404970579536044e-07
0.2695763964350103,645,-0.036052045876491995,Q2,92,7.0,7.247140789007683e-06,7.064860491445433e-06
0.23408706333767731,1749,-0.0967784176060229,S4,249,1.0,1.2514571432676604e-05,7.15442252044466e-07
0.19324115668496694,1054,0.03341241154054675,S2,150,6.0,1.833782913526222e-07,1.1930269882306613e-07
0.1818839572532851,1411,0.03337695301382049,S2,201,6.0,1.0081865893905327e-06,1.399844179829248e-06
0.18160147003313118,1521,0.08162607764523688,Q3,217,7.0,2.1715795578126527e-06,3.4400028393164307e-06
0.17667291018106485,1525,-0.06463250058136605,S4,217,8.0,1.451402294785068e-06,1.2217915641685354e-06
0.1728978489512763,926,-0.08803866368426749,Q3,132,4.0,1.3513853103339994e-05,1.416040030050161e-05
0.16515891082596237,1488,0.07324732935213474,S2,212,8.0,1.9918544291283564e-07,1.2134848364947942e-06
0.16470931710343326,1708,-0.03413706886755652,Q1,244,5.0,4.5131700121453774e-06,7.629651833783245e-06
0.16029865933025433,1312,0.06382258326447361,S1,187,7.0,4.931041718276542e-06,5.574285859684321e-06
0.15728092595390644,625,-0.04716925849968967,Q3,89,1.0,4.804970907862289e-05,6.059008825400906e-07
0.15629804032344036,1355,0.045379620230028284,S2,193,9.0,1.643255834594929e-05,6.940000500101108e-06
0.1531898941428868,1406,-0.06909047473548804,S4,200,7.0,4.193383266098291e-06,2.4463023426338174e-06
0.15120649289900434,164,0.05571828061336963,S1,23,8.0,3.376494502286465e-06,7.876708013964025e-06
0.15071118374227607,1139,-0.057611308769983216,S3,162,4.0,-1.0434290564035453e-06,-1.6855700043784501e-06
