row,cluster_k8,cluster_k12,cluster_k16,gemini2_pc0,gemini2_pc1,gemini2_pc2,gemini2_pc3,gemini2_pc4,gemini2_pc5,gemini2_pc6,gemini2_pc7
0,1,5,3,-0.1381589916413845,0.038209570339792796,0.019531049227898452,-0.038043296028051676,0.0005947666692268215,-0.0014756187401497626,0.07015756673602969,0.04433799442233288
1,1,5,3,-0.14431798936670198,0.07158845909206708,0.019273488620854883,-0.021243959286828693,-0.0194795023301335,0.008578334452547964,-0.03524277615995771,0.029123448256984947
2,0,2,10,0.025600448265833735,0.026555890563669884,-0.05767879596062623,-0.027095273669220786,0.042559028906547156,-0.029949113386475698,0.0121944213821517,0.007576626112193465
3,1,5,3,-0.11493540000293216,0.021641289826216378,0.015808088139111335,-0.02125841627441766,-0.027019470840412188,0.009402491583068013,-0.008047909501549086,-0.00559472142700149
4,0,0,14,0.2620402753633608,-0.015980077815625573,-0.013984028521143717,0.17382508682450312,-0.3468418640362623,-0.055127083218774506,-0.04434182026252151,0.021372030613316554
5,0,2,10,0.05998258564959962,0.007943709118690244,-0.01685505116943265,0.008859540870371434,0.03044363580390951,0.030993361436727786,0.07711977309924352,-0.02697857430631379
6,0,1,7,0.1857540616605742,-0.016760638184934045,-0.05887825879032887,0.003760182302326487,-0.03921490640239702,0.038932139962672564,-0.10823890308642624,-0.009664716422635663
7,1,5,3,-0.11677993668364209,0.01962093653749219,0.022616214303414643,0.01700378431760655,-0.01275030972255534,0.025343977459264158,0.030051115757966963,-0.05201357378077125
8,0,2,10,0.05501311925299731,-0.008686592914154771,-0.039961362456742006,-6.924436987537916e-05,0.023135677616895167,0.09016824735581948,0.07662531549527267,0.03733553582549085
9,1,5,3,-0.1001198223953107,0.029753562693143817,-0.006942694184329739,-0.026742012331114454,0.012568836292971614,0.006197020942829294,0.03727494255939574,0.013247722927334511
10,1,5,10,-0.07830735072369367,-0.02336939037484825,-0.0064931282184936484,-0.1701475802537413,0.009339375248386447,0.1413106296929844,0.03467465521015129,-0.12491025658735552
11,1,5,3,-0.1328777536680217,0.027749288314933566,0.10771246962010972,0.016190559489867664,0.014507517722817059,-0.02830030397114717,-0.00164073014805193,-0.014757445633905063
12,0,2,1,0.08694992138683716,-0.03387670476125446,0.029598419198583147,-0.02154982124171064,-0.010111283128208802,-0.06173529285384459,-0.07622783296107451,0.051540791166700066
13,1,5,3,-0.12969723939248523,0.052503823776852136,-0.00642530600366077,0.016204157471848026,-0.0027891593716866505,-0.008180419300713988,-0.0019334672047941987,-0.022028563596343836
14,0,0,7,0.10735325683285146,0.06095341895686113,0.0345022270532274,-0.0473818497756136,-0.1296034407834388,-0.010020505372790724,-0.1333178376151775,-0.09512314287224537
15,1,5,3,-0.13279255412993007,0.04493430307485562,-0.005528194342658599,0.02106404494346591,0.025119484448583276,-0.016094362861950193,0.01874340623482837,0.004586724891789753
16,0,0,14,0.12876085648847718,0.05753161019017384,-0.07334351680800374,0.12197921558029538,-0.23539257487127022,0.13778042751627323,-0.07034583951652808,-0.02279977194820418
17,0,0,14,0.08353155891706665,0.022035038186777517,0.015928117431454707,0.14542777644145943,-0.11480951328670905,0.020816699337777043,-0.08460751929537719,-0.022059375373509355
18,1,5,3,-0.12639590260264563,0.026675832185300636,0.022501663723082783,-0.02394976331931008,0.03907805385482653,-0.023855996932942124,0.01823171779971304,0.04782633643082239
19,0,0,15,0.23155453109749582,0.09692629190084853,0.08949002568229328,0.13250908334251651,-0.26617983977846343,-0.36336934037484564,-0.43236078256152977,0.032629987925109974
20,0,4,12,0.1346407738698875,-0.014990166942428338,-0.07117425336875591,0.16279243436975327,-0.21858834425245346,0.16911154157126035,0.04310004700354576,-0.025983855069253478
