variant,null_type,iteration,mean_route_gain,mean_route_quality_rank,mean_row_support_rank,mean_bundle_joint_safety,mean_route_frontier_score
seed_route_frontier,broad,0,0.02362467487434003,0.6765027322404371,0.7796000000000001,0.5191263035921205,0.5902181318317816
seed_route_frontier,broad,1,0.017362200483438908,0.5519125683060109,0.8168,0.5350034762456548,0.5633397967307803
seed_route_frontier,broad,2,0.02185055734867412,0.6442622950819671,0.8019999999999999,0.5934020857473927,0.621110168079143
seed_route_frontier,broad,3,0.025329420639560514,0.7092896174863388,0.8016,0.47104055619930485,0.5880012796590328
seed_route_frontier,broad,4,0.022075919434128868,0.6612021857923498,0.808,0.5164634994206257,0.5840553631142567
seed_route_frontier,broad,5,0.020641622400210898,0.6333333333333332,0.8295999999999999,0.5207485515643105,0.5805844525164592
seed_route_frontier,broad,6,0.014320265507730611,0.5076502732240437,0.8475999999999999,0.5449640787949016,0.550006247961074
seed_route_frontier,broad,7,0.016132553309637053,0.548087431693989,0.8788,0.5476315179606026,0.5830815703986403
seed_route_frontier,broad,8,0.02238937200083444,0.6508196721311477,0.7944,0.5230706836616454,0.5721894944019532
seed_route_frontier,broad,9,0.025743826740663677,0.7098360655737704,0.7884,0.46373580533024333,0.5847546103056794
seed_route_frontier,broad,10,0.01890775015127563,0.5950819672131147,0.7924,0.5201714947856315,0.5634924011465667
seed_route_frontier,broad,11,0.02109337751990401,0.6322404371584699,0.8076000000000001,0.5388273464658169,0.5891892115678828
seed_route_frontier,broad,12,0.01679906271917149,0.5562841530054644,0.8356,0.5211008111239861,0.5557864220094909
seed_route_frontier,broad,13,0.01834674301317496,0.5704918032786885,0.8376000000000001,0.5833186558516802,0.6067089953628011
seed_route_frontier,broad,14,0.026731974168910898,0.7453551912568306,0.8204,0.5061436848203941,0.6177589658741092
seed_route_frontier,broad,15,0.01992884794373397,0.6071038251366121,0.8176,0.5505260718424102,0.6134859503010486
seed_route_frontier,broad,16,0.024212657930614237,0.6961748633879781,0.8036000000000001,0.48517497103128615,0.6128502897268894
seed_route_frontier,broad,17,0.02521923889578382,0.7103825136612022,0.8283999999999999,0.45898725376593275,0.6006791732761453
seed_route_frontier,broad,18,0.024650818081210456,0.6956284153005464,0.8412000000000001,0.5613047508690614,0.6398183832452593
seed_route_frontier,broad,19,0.018031344044170013,0.5639344262295081,0.79,0.4949107763615295,0.5326994079972985
seed_route_frontier,broad,20,0.02220269999296709,0.6415300546448088,0.8447999999999999,0.4819304750869061,0.5662999627713573
seed_route_frontier,broad,21,0.02528506389173161,0.7136612021857924,0.8036,0.5631587485515643,0.6316308793978818
seed_route_frontier,broad,22,0.0194968618377051,0.6196721311475409,0.8400000000000001,0.5629246813441483,0.5890172737035118
seed_route_frontier,broad,23,0.020504231049510817,0.6114754098360655,0.7716000000000001,0.4900463499420626,0.5352000218286456
seed_route_frontier,broad,24,0.023121301880993223,0.6661202185792351,0.8844,0.514954808806489,0.5898574468208704
seed_route_frontier,broad,25,0.02170402219571187,0.6322404371584699,0.834,0.5156477404403245,0.5959596622445971
seed_route_frontier,broad,26,0.025720334637813418,0.719672131147541,0.8524,0.5220208574739281,0.626246702925161
seed_route_frontier,broad,27,0.017588050384711888,0.5540983606557377,0.8092,0.5208667439165702,0.5621764207362794
seed_route_frontier,broad,28,0.024336034445392847,0.6939890710382514,0.7832000000000001,0.5413789107763616,0.6130542826455615
seed_route_frontier,broad,29,0.02301225013869915,0.6901639344262296,0.86,0.5127578215527231,0.592013730818865
seed_route_frontier,broad,30,0.020159317105879048,0.615846994535519,0.7064,0.4943360370799537,0.5425007614324754
seed_route_frontier,broad,31,0.020992954150284817,0.6377049180327867,0.8732,0.5810034762456547,0.6331111553579826
seed_route_frontier,broad,32,0.019956999176330113,0.6043715846994535,0.8344000000000001,0.4898122827346466,0.5634637860643098
seed_route_frontier,broad,33,0.024620384569740143,0.7087431693989071,0.8792,0.48077172653534184,0.6210179746661064
seed_route_frontier,broad,34,0.02343367295417054,0.6557377049180327,0.7831999999999999,0.5034831981460022,0.574982923842047
seed_route_frontier,broad,35,0.023339448236240252,0.6967213114754098,0.9048000000000002,0.5149524913093859,0.6270605901633545
seed_route_frontier,broad,36,0.025551874440717,0.7191256830601092,0.8252,0.5390590961761298,0.632419467712347
seed_route_frontier,broad,37,0.02506661896032712,0.7081967213114754,0.7988,0.5528482039397451,0.6212744098969741
seed_route_frontier,broad,38,0.01347027000453476,0.4890710382513661,0.7824,0.556901506373117,0.5489517378714053
seed_route_frontier,broad,39,0.02911940870532421,0.7666666666666666,0.7679999999999999,0.499082271147161,0.6211263516400084
seed_route_frontier,broad,40,0.02820507007018257,0.759016393442623,0.8480000000000001,0.46767323290845886,0.6286390524155884
seed_route_frontier,broad,41,0.022663989596727822,0.6557377049180328,0.7736,0.5366257242178448,0.6170930553360051
seed_route_frontier,broad,42,0.02280890211185662,0.6595628415300545,0.8119999999999999,0.503835457705678,0.6066129763772726
seed_route_frontier,broad,43,0.021373747737515623,0.6404371584699453,0.8051999999999999,0.5171610660486674,0.5759156570124939
seed_route_frontier,broad,44,0.022669433474038637,0.6666666666666666,0.8588000000000001,0.5518030127462341,0.628585340010703
seed_route_frontier,broad,45,0.021676297991385637,0.6497267759562841,0.8676,0.5260811123986096,0.6084602288056883
seed_route_frontier,broad,46,0.023060284229579113,0.6759562841530055,0.836,0.456901506373117,0.5751234234459557
seed_route_frontier,broad,47,0.02245543996187241,0.6513661202185792,0.746,0.5034831981460023,0.5678531172039005
seed_route_frontier,broad,48,0.02177000871292904,0.6502732240437158,0.8295999999999999,0.5222572421784473,0.589730072468839
seed_route_frontier,broad,49,0.01879659879459584,0.585792349726776,0.8699999999999999,0.5278169177288529,0.5788980215832582
seed_route_frontier,broad,50,0.02218782788522118,0.6469945355191256,0.7952,0.45887369640787945,0.5552427866456731
seed_route_frontier,broad,51,0.01655590976725254,0.5377049180327869,0.784,0.5205191193511008,0.543456091143019
seed_route_frontier,broad,52,0.01678917723811454,0.5595628415300548,0.7936,0.5068482039397451,0.5237201212184319
seed_route_frontier,broad,53,0.02832201540990924,0.7775956284153005,0.8548,0.5052213209733488,0.630585042494187
seed_route_frontier,broad,54,0.025255031303848447,0.7071038251366119,0.7132,0.48900579374275777,0.5484024666435382
seed_route_frontier,broad,55,0.02332453156424131,0.6770491803278689,0.8144,0.45968482039397457,0.5826470193851158
seed_route_frontier,broad,56,0.02237670361082205,0.6442622950819672,0.8039999999999999,0.5380185399768249,0.5774620415072944
seed_route_frontier,broad,57,0.028427121286067718,0.7770491803278688,0.8308,0.49201390498261877,0.6159906555556419
seed_route_frontier,broad,58,0.026038613702090742,0.7218579234972677,0.7612,0.516808806488992,0.6094396381693608
seed_route_frontier,broad,59,0.025465671106243832,0.7049180327868853,0.8615999999999999,0.4639629200463499,0.6349582972953234
seed_route_frontier,broad,60,0.017876515849688402,0.5743169398907103,0.7852,0.48355504055619936,0.5327817582988402
seed_route_frontier,broad,61,0.02185948903593534,0.6480874316939891,0.8039999999999999,0.5093928157589803,0.5897369409799431
seed_route_frontier,broad,62,0.025631822684340368,0.705464480874317,0.8072000000000001,0.5401042873696408,0.6105561259548257
seed_route_frontier,broad,63,0.02046769024642281,0.6245901639344262,0.8203999999999999,0.5712769409038239,0.5910342836810879
seed_route_frontier,broad,64,0.021976337586412032,0.659016393442623,0.7888,0.47115643105446114,0.5529066603328634
seed_route_frontier,broad,65,0.0261833964519484,0.7218579234972677,0.8656,0.45631981460023174,0.6144538368194177
seed_route_frontier,broad,66,0.02460917925269574,0.7060109289617487,0.8331999999999999,0.49572653534183087,0.6005138379240458
seed_route_frontier,broad,67,0.025809356438852384,0.7202185792349727,0.8343999999999999,0.5513371958285053,0.6348164204021092
seed_route_frontier,broad,68,0.02071403441423634,0.6213114754098361,0.8119999999999999,0.5214507531865585,0.5771507417808064
