row,subject_id,sleep_date,lifelog_date,target,h042_prob,h057_prob,q061,q055,gain061_h057_vs_h042,gain055_h057_vs_h042,feedback_lift,direction_agreement,abs_h057_move,abs_q061_move,support_score
91,id04,2024-09-25,2024-09-24,Q1,0.5720436609347357,0.6484013708191465,0.6397880020362425,0.6387729582695291,0.009369179940528438,0.009042512975735884,0.00032666696479255464,1.0,0.07635770988441082,0.06774434110150684,0.9912962962962962
235,id10,2024-08-18,2024-08-17,S2,0.4533883540294493,0.5303664385931507,0.5208328860179604,0.5203294381263719,0.008945763796598838,0.008790397282784745,0.0001553665138140925,1.0,0.07697808456370137,0.06744453198851108,0.9833333333333333
35,id02,2024-09-03,2024-09-02,S3,0.9269030803105992,0.9675101967434528,0.9639374796752495,0.9638215555345908,0.012089052076342754,0.011990083361090087,9.896871525266748e-05,1.0,0.04060711643285364,0.03703439936465025,0.9764814814814815
158,id07,2024-07-20,2024-07-19,S1,0.9254876792440376,0.9574004616886478,0.9545082317406534,0.9541317078999106,0.006923319710882697,0.006700032784023036,0.00022328692685966156,1.0,0.031912782444610155,0.029020552496615726,0.9564814814814814
226,id09,2024-09-21,2024-09-20,S1,0.9085811386893252,0.9408724383441954,0.9376023876138744,0.937363185376768,0.005554191515141221,0.005441604279434659,0.0001125872357065627,1.0,0.03229129965487021,0.02902124892454916,0.9474074074074075
226,id09,2024-09-21,2024-09-20,S2,0.6840535280799244,0.6307974550557078,0.637700625143191,0.6379619912978429,0.00474981422900278,0.0046879164663360395,6.189776266674052e-05,1.0,0.05325607302421653,0.04635290293673333,0.9448148148148148
164,id07,2024-07-26,2024-07-25,Q1,0.6200051391919204,0.5726236359257583,0.5785182382955152,0.5789001712444016,0.0035355110443818782,0.003460267805938222,7.524323844365632e-05,1.0,0.047381503266162084,0.041486900896405166,0.9385185185185186
146,id06,2024-08-20,2024-08-19,Q1,0.1561265736610134,0.1938202741130273,0.18888209101206294,0.1885370638271153,0.0037837541527470098,0.0036933708066678173,9.038334607919252e-05,1.0,0.037693700452013895,0.032755517351049535,0.937037037037037
110,id05,2024-10-02,2024-10-01,S1,0.351389538384049,0.3056001244245433,0.3110822546809208,0.3113829535569563,0.0035623158411594025,0.0034998205110841063,6.249533007529617e-05,1.0,0.0457894139595057,0.040307283703128194,0.9314814814814815
203,id09,2024-08-08,2024-08-07,S2,0.8480366680189729,0.8825848674575779,0.8787130694521731,0.8784986037165574,0.0038052136232286093,0.0037413340314397803,6.387959178882907e-05,1.0,0.03454819943860499,0.030676401433200162,0.923888888888889
149,id06,2024-08-23,2024-08-22,Q1,0.2288449725649268,0.267064237593457,0.26241677096108235,0.2618560480974333,0.0030364439036070223,0.0029213410769580728,0.00011510282664894955,1.0,0.03821926502853018,0.03357179839615554,0.9224074074074075
216,id09,2024-09-07,2024-09-06,S2,0.8362439853354363,0.8679487087346899,0.8650089421471518,0.8641295151602255,0.0031405419563119152,0.002918575121337086,0.00022196683497482939,1.0,0.031704723399253565,0.028764956811715536,0.9207407407407407
225,id09,2024-09-20,2024-09-19,S2,0.826640860517286,0.8592049652935004,0.8558449124278306,0.8552671695223393,0.0030744866781217683,0.002931959014107921,0.0001425276640138473,1.0,0.03256410477621441,0.029204051910544537,0.9183333333333333
91,id04,2024-09-25,2024-09-24,S1,0.6384352318049589,0.5922871243242304,0.5981741365786717,0.5984192050256617,0.0033878938963852745,0.003340068615554248,4.782528083102644e-05,1.0,0.046148107480728506,0.04026109522628718,0.9157407407407406
0,id01,2024-07-31,2024-07-30,Q3,0.5541805485467693,0.5074404548458739,0.5133172079218004,0.5135619962451818,0.0032939346628504396,0.0032479603645900745,4.597429826036503e-05,1.0,0.04674009370089549,0.04086334062496899,0.9153703703703704
151,id06,2024-08-25,2024-08-24,S1,0.8569101778443341,0.8195722065113116,0.8247098443327356,0.8248422488881015,0.003901125678988815,0.0038645279079657646,3.6597771023050285e-05,1.0,0.037337971333022524,0.032200333511598456,0.9137037037037037
103,id04,2024-10-26,2024-10-25,S4,0.4837435500140968,0.525862009148877,0.5207592701744552,0.5203763454721886,0.0026891322990129085,0.0026245753427411866,6.455695627172187e-05,1.0,0.04211845913478024,0.03701572016035842,0.9046296296296296
146,id06,2024-08-20,2024-08-19,S3,0.930421038554071,0.8899980186974846,0.8962239967291018,0.8962521497189285,0.007724702650824089,0.007710557065357615,1.4145585466474042e-05,1.0,0.04042301985658636,0.03419704182496919,0.9009259259259259
167,id07,2024-08-15,2024-08-14,S2,0.5500433888154698,0.5887897802641952,0.5843132682887072,0.5837873477382913,0.0023442267539984796,0.0022610689129989314,8.315784099954815e-05,1.0,0.03874639144872538,0.03426987947323745,0.9007407407407406
150,id06,2024-08-24,2024-08-23,S2,0.9842447698924992,0.997425887183088,0.997510262916376,0.9967363277687596,0.00875953426628934,0.00734712531810346,0.001412408948185881,1.0,0.013181117290588795,0.013265493023876807,0.8968518518518518
235,id10,2024-08-18,2024-08-17,Q3,0.7753091320952864,0.8087279120522933,0.8048650389711187,0.8045938508497341,0.0025435661018208267,0.0024884527344102847,5.511336741054196e-05,1.0,0.03341877995700693,0.029555906875832316,0.8818518518518518
151,id06,2024-08-25,2024-08-24,S2,0.9877504764359628,0.9981439428441186,0.9985124357046241,0.9978830652823736,0.0076447323313164565,0.006450501955096111,0.0011942303762203458,1.0,0.01039346640815575,0.010761959268661303,0.8792592592592593
146,id06,2024-08-20,2024-08-19,S2,0.9801156599750932,0.9928343115073028,0.9925521753960062,0.9918086582151046,0.0051957213277742595,0.004427280299032749,0.0007684410287415108,1.0,0.012718651532209635,0.012436515420912952,0.8788888888888889
152,id07,2024-07-14,2024-07-13,S4,0.3879432480466895,0.3473453221465943,0.3523910266864463,0.3525307220492865,0.0026383244653160887,0.002613910917261153,2.4413548054935674e-05,1.0,0.0405979259000952,0.03555222136024322,0.87
93,id04,2024-09-27,2024-09-26,S1,0.9896214550237332,0.998429958276754,0.9990691329629481,0.9988557832715002,0.007095181904788016,0.006690350865265593,0.0004048310395224231,1.0,0.008808503253020739,0.00944767793921486,0.8668518518518519
