row,subject_id,sleep_date,lifelog_date,target,target_index,flat_index,h057_prob,h042_prob,q061,h057_support_cell,is_h057_seed,is_h050_null,public_weight,public_responsibility_rank,seed_responsibility_score,extension_score,context_overlap,h064_changed_row,h065_changed_row,h066_changed_row,h067_changed_row,h061_support_mean,row_q061_gain_from_h057_nonq2,row_loss_delta_to_q061,cell_loss_delta_to_q061,cell_q061_gain,action_beta,pred_cell_delta_to_q061,abs_prob_move_to_q061,abs_logit_move_to_q061,direction_to_q061,action_rank,q061_gain_rank,row_public_rank,extension_rank,move_rank,source_consensus,target_prior_weight,h068_cell_health,h063_row_score,context_consensus,human_social_context,raw_context,h063_episode_near,h064_row_score,graph_consensus,contrast_consensus,seed_context,null_context,null_avoidance,h067_public_weight,h067_public_responsibility_rank,h067_seed_responsibility_score,h067_extension_score,h067_context_overlap,h066_emission,row_top4_gain_rank,h067_is_h057_seed,h067_is_h050_null,bad_pressure_raw,bad_pressure_rank,bad_top90_rate,bad_same_direction_rate,bad_pressure_submission_h010_object,bad_pressure_submission_e216_maskfa,bad_pressure_submission_e323_5508f9,bad_pressure_submission_jepa_latent,bad_pressure_submission_lejepa_targ,bad_pressure_submission_ordinal_q_c,h050_route_cell,h057_support_cell_recalc,target_is_q2,target_is_s,target_is_nonq2,public_score,invariant_score,shortcut_score,public_only_gap,private_safe_score,factor_action_score,story_route_up,story_route_down,story_route_no_direct,story_route_direct,story_route_balance,dow,is_weekend,day_of_month,month_start_prox,month_end_prox,payday_25_prox,h069_selected_cell,h068_selected_cell,outside_h069_cell,outside_h068_cell,h068_h069_disagree,subject_num,ctx_to_public_oof,ctx_to_public_full,ctx_to_private_oof,ctx_to_private_full,ctx_to_action_oof,ctx_to_action_full,route_to_private_oof,route_to_private_full,public_to_invariant_oof,public_to_invariant_full,shortcut_pred_oof,shortcut_pred_full,linear_ctx_public_oof,linear_ctx_public_full,linear_ctx_private_oof,linear_ctx_private_full,latent_agreement,latent_public_residual,latent_private_residual,latent_residual_energy,latent_context_energy,latent_shortcut_energy,latent_hsjepa_score
147,id06,2024-08-21,2024-08-20,S4,6,1035,0.9780412979073642,0.9780412979073642,0.9935494323404732,0,0,0,0.0048286382275859,0.736,0.0,0.9026,0.8,1,1,1,1,0.0,0.0107519200219667,-0.0017827605322041,-0.0077285250950121,0.0077285250950121,0.0002482904559481,-1.9189190196471493e-06,0.015508134433109,1.2407272959454052,1,0.8434285714285714,0.9817142857142858,0.7342857142857143,0.9782857142857144,0.9731428571428572,1.0,1.02,0.8490305142857144,0.77678,0.8703308200688821,0.859,0.756,1.0,0.7324801705044288,0.8012234047038516,0.9347870413330608,0.8466979879283565,0.3026780717761312,0.6973219282238687,0.0048286382275859,0.736,0.0,0.9026,0.8,0.94988,0.876,0,0,0.0,0.1785714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0.8813599999999999,0.920377142857143,0.0700085714285714,-0.039017142857143,0.8830274857142857,0.9782057142857143,0.8291925448670961,0.12422360222728032,0.046583850835230124,0.9534161470943765,0.7049689426398159,1.0,0.0,20.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,6.0,0.8520149445301871,0.8841994474385899,0.7635056361155654,0.8180784994234532,0.9256724650495368,0.9527218528896428,0.6814490985929853,0.8125087110825631,0.571009982596618,0.8979716929867039,0.094449228751141,0.08579842511244742,0.9536585294727884,0.9440337679364221,0.9385882879049485,0.9290734452352074,0.9891428571428571,0.02934505546981281,0.11952184959872025,0.6274285714285714,0.9467885714285714,0.0335,0.9891649688256627
205,id09,2024-08-10,2024-08-09,S2,4,1439,0.9120536048553756,0.9120536048553756,0.9524343227195132,0,0,0,0.0051249554853622,0.768,0.0,0.94328,1.0,1,1,1,1,0.0,0.0166973547143652,-0.0025386655356274,-0.012027099290587,0.012027099290587,0.0001292215694864,-1.5541606466990769e-06,0.0403807178641376,0.6579384336783067,1,0.796,0.9908571428571428,0.7662857142857142,0.9942857142857144,0.9668571428571427,1.0,1.05,0.8632620000000001,0.77118,0.7659607186074654,0.574,0.8,1.0,0.7120497879200929,0.666364305347499,0.6385477105265598,0.6316762219072213,0.5124753773284103,0.4875246226715897,0.0051249554853622,0.768,0.0,0.94328,1.0,0.97568,0.972,0,0,0.0,0.1785714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0.8584742857142857,0.8066571428571427,0.0698257142857142,0.051817142857143,0.8175920571428572,0.9763885714285716,0.776223774052521,0.2237762231502763,0.0,0.9999999972027972,0.5524475509022446,4.0,0.0,9.0,0.19999999999999996,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,0.8639559619703029,0.8852583487656384,0.7668392395093573,0.8007084685908609,0.9324088265809672,0.9519465294877923,0.6894019414056721,0.7133836626990404,0.6220344682456489,0.738246587804308,0.08965098509159614,0.0799814460163493,0.9387837473248366,0.9071816485436761,0.8583546220295275,0.8436450706516858,0.7914285714285714,0.005481676256017143,0.050752817633499925,0.172,0.9583999999999999,0.02744285714285714,0.9873599998321679
99,id04,2024-10-20,2024-10-19,S1,3,696,0.8934898455052352,0.8934898455052352,0.8587259520627866,0,0,0,0.0050854294480614,0.764,0.0,0.92972,1.0,1,1,1,1,0.0,0.0105722770556871,-0.0015181234659479,-0.0058257971844545,0.0058257971844545,0.0005372453532364,-3.1298824662462503e-06,0.0347638934424486,0.3221464084048877,-1,0.924,0.9685714285714284,0.7622857142857142,0.9902857142857144,0.9451428571428572,1.0,1.02,0.8796946285714287,0.82922,0.8063736386484222,0.589,0.824,1.0,0.7563060752680066,0.6697386004556917,0.6894749778695413,0.6419139630371411,0.4057163866130515,0.5942836133869485,0.0050854294480614,0.764,0.0,0.92972,1.0,0.95348,0.848,0,0,0.0,0.1785714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0.9298857142857142,0.850937142857143,0.0702714285714285,0.0789485714285712,0.8727941142857143,0.978,0.2797118840823244,0.6662665050029616,0.05402160851375364,0.945978389085286,-0.3865546209206372,5.0,1.0,19.0,0.0,0.0,0.4,0.0,0.0,1.0,1.0,0.0,4.0,0.8597246088206879,0.8881996714800596,0.7827255839950836,0.8164254982320897,0.943813565287735,0.9533185425756686,0.6694784834260776,0.694441786306114,0.5837796093985955,0.7676624860038194,0.0886802669238206,0.08554879775403318,0.9099921653116338,0.8952647793382195,0.8757998744925212,0.8661962660744096,0.7857142857142857,0.0701611054650263,0.09006853029063067,0.6588571428571428,0.9209371428571429,0.03507142857142857,0.984712989059403
140,id06,2024-07-21,2024-07-20,S4,6,986,0.8348399209834176,0.8348399209834176,0.8011519555138755,0,0,0,0.00549979102198,0.812,0.0,0.8906000000000001,0.8,1,1,1,1,0.0,0.0087592982441808,-0.0016240922664599,-0.003912383692871,0.003912383692871,0.0009036023796727,-3.5352392150712775e-06,0.0336879654695421,0.226815116787864,-1,0.9371428571428572,0.9342857142857144,0.8102857142857143,0.9662857142857144,0.9102857142857144,1.0,1.02,0.8807087999999998,0.72794,0.8136375314158056,0.75,0.908,1.0,0.6804402819790087,0.7896567064732841,0.7778330456228344,0.7794575160062236,0.5002877426402251,0.4997122573597748,0.00549979102198,0.812,0.0,0.8906000000000001,0.8,0.89452,0.768,0,0,0.0,0.1785714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,1.0,1.0,0.93988,0.846017142857143,0.0709571428571428,0.093862857142857,0.8747223428571429,0.97632,0.8291925448670961,0.12422360222728032,0.046583850835230124,0.9534161470943765,0.7049689426398159,5.0,1.0,20.0,0.0,0.0,0.5,0.0,0.0,1.0,1.0,0.0,6.0,0.8507315147617784,0.8843700647534478,0.7635234960008324,0.8039930129405306,0.9245185533174318,0.950721646837299,0.6832259206176372,0.7998505103882796,0.6802330169401561,0.8434415496306634,0.10291089259522695,0.08846713986144124,0.9074881768948223,0.9327772940163603,0.8719684389163307,0.8781024911302924,0.9811428571428571,0.08914848523822161,0.11119884685631054,0.7474285714285714,0.9354171428571428,0.042614285714285716,0.9818392545399485
138,id06,2024-07-18,2024-07-17,S4,6,972,0.8634695569049544,0.8634695569049544,0.8351738943457109,0,0,0,0.0059482697824635,0.852,0.0,0.96364,1.0,1,1,1,1,0.0,0.0168862931466356,-0.0026805308265061,-0.0032170155511125,0.0032170155511125,0.0008018317225711,-2.5795051208867147e-06,0.0282956625592435,0.2216620785600564,-1,0.8937142857142857,0.9085714285714286,0.8502857142857143,0.9982857142857144,0.9068571428571428,1.0,1.02,0.8689234285714286,0.7237800000000001,0.67609084985572,0.734,0.916,1.0,0.7251522644002837,0.7403262732737018,0.6512471928098773,0.7520405437026143,0.6343541545508328,0.3656458454491672,0.0059482697824635,0.852,0.0,0.96364,1.0,1.00312,0.96,0,0,0.0,0.1785714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0.91712,0.804777142857143,0.0714714285714285,0.112342857142857,0.8436217714285714,0.9697028571428572,0.8291925448670961,0.12422360222728032,0.046583850835230124,0.9534161470943765,0.7049689426398159,2.0,0.0,17.0,0.0,0.0,0.19999999999999996,0.0,0.0,1.0,1.0,0.0,6.0,0.8551473533279922,0.8874442867401673,0.7671356834814173,0.8142764946448772,0.93054506193363,0.953389557270433,0.6832982646469418,0.815116453029422,0.6267246613291272,0.7987428096542575,0.10258601053082073,0.08437996409878326,0.8927901471662111,0.9232513749649778,0.8387760603079868,0.8494669813073434,0.9737142857142858,0.06197264667200786,0.07648608794715417,0.5925714285714285,0.9482285714285714,0.0397,0.9771535402542341
128,id06,2024-07-07,2024-07-06,S2,4,900,0.9672789969212284,0.9672789969212284,0.9887277680058654,0,0,0,0.0055207817858157,0.82,0.0,0.7944,0.8,1,0,1,1,0.0,0.0153504776432923,-0.0022157472214331,-0.0096723050225968,0.0096723050225968,0.0004125602615962,-3.990408690361644e-06,0.0214487710846369,1.0876068738925846,1,0.9468571428571428,0.9868571428571428,0.8182857142857143,0.9182857142857144,0.9714285714285714,0.75,1.05,0.8980200000000002,0.6131000000000001,0.5244371218467839,0.4609999999999999,0.452,0.0,0.7206234951584263,0.7420871589686875,0.6662606703082723,0.4574724463234813,0.2740165781451973,0.7259834218548027,0.0055207817858157,0.82,0.0,0.7944,0.8,0.8165199999999998,0.952,0,0,0.0,0.1785714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,1.0,0.9303085714285716,0.7328571428571429,0.0699057142857143,0.1974514285714286,0.8165893142857141,0.9556971428571428,0.776223774052521,0.2237762231502763,0.0,0.9999999972027972,0.5524475509022446,5.0,1.0,6.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.835869143337256,0.8876385938048277,0.710700295157921,0.7850287671997573,0.8843007272640766,0.9379253870753267,0.6855042387384465,0.7926566623847787,0.6615927166286085,0.7286019146639697,0.10023201268747303,0.08468344035943108,0.9297716852376695,0.9326307062763456,0.8163104403097337,0.8126996879245043,0.8965714285714286,0.09443942809131556,0.10588901912779314,0.7468571428571429,0.9221371428571428,0.031414285714285714,0.9766399998321679
138,id06,2024-07-18,2024-07-17,S3,5,971,0.9951216136908172,0.9951216136908172,0.9996862736136602,0,0,0,0.0059482697824635,0.852,0.0,0.96364,1.0,1,1,1,1,0.0,0.0168862931466356,-0.0026805308265061,-0.0037142326506797,0.0037142326506797,0.0003195960313074,-1.187054014509882e-06,0.004564659922843,2.748625093731855,1,0.7377142857142858,0.9274285714285714,0.8502857142857143,0.9982857142857144,0.9817142857142858,1.0,1.08,0.8674930285714286,0.7237800000000001,0.67609084985572,0.734,0.916,1.0,0.7251522644002837,0.7403262732737018,0.6512471928098773,0.7520405437026143,0.6343541545508328,0.3656458454491672,0.0059482697824635,0.852,0.0,0.96364,1.0,1.00312,0.96,0,0,0.0,0.1785714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0.8294171428571429,0.804777142857143,0.0710942857142857,0.0246399999999998,0.8018034857142857,0.972845714285714,0.36937680530798445,0.6120511757226156,0.01857201814397687,0.9814279810306,-0.2426743704146311,2.0,0.0,17.0,0.0,0.0,0.19999999999999996,0.0,0.0,1.0,1.0,0.0,6.0,0.8219551188280863,0.8619296068890266,0.756262973505813,0.8061958704624761,0.920454617295461,0.9499732737686173,0.6494551213825038,0.7998317442457539,0.6107103518183977,0.7946767754360247,0.09272765325976641,0.08458719780058988,0.8582389894741927,0.8915716008373291,0.8223271724973147,0.8337259756341995,0.9731428571428571,0.007462024029056602,0.04554051220847277,0.156,0.9801485714285715,0.0383,0.9735085360046931
221,id09,2024-09-13,2024-09-12,S2,4,1551,0.8841649877845671,0.8841649877845671,0.922945066590478,0,0,0,0.0031301115671433,0.548,0.0,0.73112,0.8,1,0,1,1,0.0,0.0136315557440956,-0.002050145721061,-0.0082070597227701,0.0082070597227701,0.0002419098912908,-1.985368925353163e-06,0.0387800788059109,0.4505743153750758,1,0.852,0.984,0.5462857142857143,0.8782857142857143,0.9588571428571429,0.75,1.05,0.8195640000000002,0.67386,0.7401843060597598,0.476,0.956,0.0,0.6298135583824449,0.5903579608208208,0.6551189551645397,0.5727468806918691,0.4717105225964136,0.5282894774035863,0.0031301115671433,0.548,0.0,0.73112,0.8,0.84016,0.928,0,0,0.0,0.1785714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,1.0,0.8457542857142857,0.740097142857143,0.0699628571428571,0.1056571428571426,0.7794361714285714,0.9462342857142856,0.776223774052521,0.2237762231502763,0.0,0.9999999972027972,0.5524475509022446,3.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,0.8277952787831447,0.8439107224718846,0.7236995216513994,0.7592429668827331,0.8979785422375623,0.9328787204403894,0.6866046764442565,0.7076487817912918,0.5717988670088554,0.647608796260695,0.0924401305907876,0.08132012761933519,0.8496722046743,0.8290509844695346,0.7705362840120891,0.7614623884609145,0.6908571428571428,0.01795900693114094,0.055736649777171965,0.27314285714285713,0.9257257142857144,0.02892857142857143,0.9710285712607394
132,id06,2024-07-11,2024-07-10,S2,4,928,0.9060132637497244,0.9060132637497244,0.8721560499542845,0,0,0,0.0044998412999868,0.704,0.0,0.90596,1.0,1,1,1,1,0.0,0.0101748780074946,-0.0014685172529572,-0.0061154788500604,0.0061154788500604,0.0005035677210873,-3.0795577478827983e-06,0.0338572137954398,0.3457422928706346,-1,0.9217142857142856,0.9708571428571428,0.7022857142857143,0.9822857142857144,0.9491428571428572,1.0,1.05,0.8963100000000002,0.63654,0.4873409662105557,0.571,0.724,1.0,0.7289383855706344,0.7268198752356169,0.5543291954543154,0.5820210980429171,0.5557191788964826,0.4442808211035174,0.0044998412999868,0.704,0.0,0.90596,1.0,0.8993199999999998,0.824,0,0,0.0,0.1785714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,1.0,0.9231542857142856,0.7058171428571429,0.0702257142857143,0.2173371428571427,0.7999392571428572,0.96144,0.776223774052521,0.2237762231502763,0.0,0.9999999972027972,0.5524475509022446,2.0,0.0,10.0,0.09999999999999998,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.8595219837282467,0.8977790264954129,0.7408871057576056,0.7873044475629847,0.9095674781899658,0.9482422889790634,0.6903405304542336,0.7733257429552476,0.5944489384689408,0.7007574955123902,0.09583176803047459,0.08048754150720969,0.9115806678494041,0.9361733222473179,0.7981429834259219,0.8065403603912551,0.7942857142857143,0.06363230198603886,0.05905215138525155,0.524,0.9306742857142857,0.030328571428571427,0.9706514284035965
145,id06,2024-08-15,2024-08-14,S3,5,1020,0.9287371041949244,0.9287371041949244,0.9089850431629808,0,0,0,0.0048645730690293,0.744,0.0,0.857,0.8,1,1,1,1,0.0,0.0072502419518679,-0.0011681877582889,-0.0027261164221769,0.0027261164221769,0.0008808846549823,-2.401394123991101e-06,0.0197520610319436,0.2661451282703715,-1,0.8811428571428571,0.8777142857142857,0.7422857142857143,0.9542857142857144,0.9274285714285714,1.0,1.08,0.8912345142857142,0.6548600000000001,0.6289423810853579,0.6729999999999999,0.488,1.0,0.6609703652089183,0.764971124523305,0.6886319447814849,0.6460734077999659,0.415513991869006,0.5844860081309939,0.0048645730690293,0.744,0.0,0.857,0.8,0.8405999999999999,0.668,0,0,0.0,0.1785714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,1.0,0.8974057142857143,0.7951771428571428,0.0720885714285714,0.1022285714285714,0.8290942285714284,0.9788114285714288,0.36937680530798445,0.6120511757226156,0.01857201814397687,0.9814279810306,-0.2426743704146311,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6.0,0.8129116335017671,0.8584014602957064,0.7290445175859579,0.7830272903449262,0.9046976154651544,0.9459901511220661,0.6418976924803251,0.7624874333086658,0.5727193957974961,0.7660625497188984,0.10242777541590672,0.08770081365864896,0.8728760333557668,0.88981393197487,0.8118982438237008,0.8166201586790367,0.9262857142857143,0.08449408078394716,0.10004971098547055,0.7091428571428572,0.9272,0.046728571428571425,0.9695999645761219
138,id06,2024-07-18,2024-07-17,Q3,2,968,0.4927743691253319,0.4927743691253319,0.4321963733197079,0,0,0,0.0059482697824635,0.852,0.0,0.96364,1.0,1,1,1,1,0.0,0.0168862931466356,-0.0026805308265061,-0.0073676515867672,0.0073676515867672,0.0006653067552701,-4.901748371153003e-06,0.060577995805624,0.2439910426970276,-1,0.9657142857142856,0.9805714285714284,0.8502857142857143,0.9982857142857144,0.9171428571428571,1.0,0.95,0.8454457142857141,0.7237800000000001,0.67609084985572,0.734,0.916,1.0,0.7251522644002837,0.7403262732737018,0.6512471928098773,0.7520405437026143,0.6343541545508328,0.3656458454491672,0.0059482697824635,0.852,0.0,0.96364,1.0,1.00312,0.96,0,0,0.0,0.1785714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.9622742857142856,0.804777142857143,0.0700314285714285,0.1574971428571427,0.8663614285714285,0.9667885714285714,0.9487179466907736,0.0,0.05128205117247425,0.9487179466907736,0.9487179466907736,2.0,0.0,17.0,0.0,0.0,0.19999999999999996,0.0,0.0,1.0,1.0,0.0,6.0,0.8739593565023454,0.9034715671618256,0.7669446990189009,0.8134208843004187,0.9294280291255855,0.9453695611431184,0.7056805015319798,0.8066410065612974,0.6253211924689501,0.7977540288857001,0.2207161115541944,0.16709554180860348,0.8628987201557606,0.8851271915716394,0.8261819633838956,0.8323745228059218,0.9702857142857143,0.08831492921194029,0.09941672955252756,0.7148571428571429,0.9375428571428571,0.11664285714285715,0.9664716482300179
