flat_idx,row,target,target_idx,candidate_sign,teacher_has_action,teacher_logit_move,teacher_sign,lrj_has_cell,lrj_sign,lrj_teacher_sign_match,responsibility_score,selection_score,source_consensus_rank,listener_benefit_rank,human_state_responsibility,h088_safe_rank,source_support,source_move_abs_mean,sign_margin,base_prob,toxic_same_weight,toxic_opp_weight,toxic_abs_weight,toxic_same_rank,toxic_opp_rank,toxic_safety_rank,hardworld_same_weight,hardworld_active,hardworld_toxic_rank,hardworld_safe_rank,broad_same_weight_ex_hardworld,broad_toxic_rank_ex_hardworld,broad_safe_rank_ex_hardworld,joint_safety_min_rank,broad_safe_hardworld_toxic,broad_toxic_hardworld_safe,hardworld_top_toxic,broad_top_toxic,selected_by_existing_decoder,amp,decoded_logit_move,action_source,factorized_expansion_score
37,5,Q3,2,1,True,1.4806648788912005,1,True,1,True,0.5728722892235816,0.8203939745075319,0.640258918296893,0.6799021864211738,0.3117995444191344,0.9234752589182968,5.0,0.0534261150178856,0.5728722892235816,0.5251374051887717,0.3279178377880721,0.3961710957752032,0.7240889335632756,0.6894553881807648,0.2004634994206257,0.3105446118192352,0.0,False,0.0735805330243337,0.9264194669756662,0.3279178377880721,0.7995365005793743,0.2004634994206257,0.3105446118192352,False,True,False,True,True,0.9962572421784474,1.4751231088346322,teacher_factorized_toxicity,
39,5,S2,4,1,True,1.156807505380315,1,True,1,True,0.5915682145295096,0.8235225955967554,0.6618699654775604,0.6695281933256618,0.3723576309794988,0.9234752589182968,9.0,0.0093697778968978,0.5915682145295096,0.5497473648760006,0.1837862584427485,0.76495063609524,0.9487368945379886,0.4947856315179606,0.2954808806488992,0.5052143684820394,0.0,False,0.0735805330243337,0.9264194669756662,0.1837862584427485,0.6720741599073001,0.3279258400926998,0.5052143684820394,False,True,False,False,True,1.0592699884125143,1.2253714728197158,teacher_factorized_toxicity,
60,8,S2,4,1,True,0.6106241140096569,1,True,1,True,0.6258025999178398,0.853534183082271,0.6306214039125431,0.7047065592635213,0.5665375854214123,0.9234752589182968,8.0,0.0089468036017376,0.6258025999178398,0.571821952388274,0.395266437290771,0.0281400794103569,0.4234065167011279,0.7439165701042874,0.0370799536500579,0.2560834298957126,0.0,False,0.0735805330243337,0.9264194669756662,0.395266437290771,0.8261877172653534,0.1738122827346465,0.2560834298957126,False,True,False,True,True,0.9808806488991888,0.5989493771832844,teacher_factorized_toxicity,
71,10,Q2,1,-1,True,-0.6198789591592779,-1,True,-1,True,0.7287750595144068,0.972885283893395,0.932422324510932,0.6728883774453395,0.4209111617312072,0.9234752589182968,9.0,0.1686031032126793,0.7287750595144068,0.5036388558656353,0.0,3.1440055925521295,3.1440055925521295,0.0220162224797219,0.6431054461181923,0.977983777520278,0.0,False,0.0735805330243337,0.9264194669756662,0.0,0.2004634994206257,0.7995365005793743,0.9264194669756662,False,False,False,False,True,1.18,-0.7314571718079479,teacher_factorized_toxicity,
122,17,S1,3,1,True,0.9581431158859136,1,True,1,True,0.5495083996011182,0.7544611819235225,0.5658860759493671,0.6932681242807825,0.4822095671981777,0.7859608745684695,6.0,0.0258051975124208,0.5495083996011182,0.814314102085822,0.0633764900522988,1.7804687528441716,1.8438452428964704,0.149478563151796,0.4298957126303592,0.8505214368482039,0.02041329541216,True,0.2085747392815759,0.7914252607184241,0.0429631946401387,0.4808806488991888,0.5191193511008112,0.7914252607184241,False,False,False,False,True,1.0129779837775201,0.9705778817004236,teacher_factorized_toxicity,
139,19,S4,6,1,True,0.984240299600878,1,True,1,True,0.6548780328588201,0.8772885283893395,0.6821001150747986,0.7942174913693902,0.6811389521640091,0.7261219792865363,9.0,0.0231615450922395,0.6548780328588201,0.6116864391533945,0.0330796555971845,2.954185817849047,2.987265473446232,0.06720741599073,0.6234067207415991,0.93279258400927,0.0330796555971845,True,0.2688296639629201,0.7311703360370799,0.0,0.2004634994206257,0.7995365005793743,0.7311703360370799,False,False,False,False,True,1.1693395133256084,1.1509110729307417,teacher_factorized_toxicity,
164,23,S1,3,1,True,0.5260352035114938,1,True,1,True,0.5762715993522828,0.8176129779837775,0.6710817031070195,0.7502301495972383,0.2982346241457858,0.7710011507479861,8.0,0.0412662250442719,0.5762715993522828,0.5226845176938223,0.2013710702612723,0.5641952916665122,0.7655663619277846,0.5237543453070683,0.2491309385863267,0.4762456546929317,0.0245261756077175,True,0.2236384704519119,0.7763615295480881,0.1768448946535548,0.6651216685979142,0.3348783314020858,0.4762456546929317,False,True,False,False,True,0.9104634994206258,0.47893585220751567,teacher_factorized_toxicity,
167,23,S4,6,1,True,1.259674189907575,1,True,1,True,0.5244979842443229,0.7013904982618773,0.6061449942462601,0.6375431530494822,0.3697380410022779,0.7560414269275029,8.0,0.0306349614740514,0.5244979842443229,0.4919517385756492,0.0279892995019865,1.8972333173950393,1.925222616897026,0.0602549246813441,0.4495944380069525,0.9397450753186558,0.0279892995019865,True,0.2387022016222479,0.761297798377752,0.0,0.2004634994206257,0.7995365005793743,0.761297798377752,False,False,False,False,True,1.18,1.4864155440909383,teacher_factorized_toxicity,
174,24,S4,6,-1,True,-0.5772205359072677,-1,True,-1,True,0.4979219404720825,0.6266280417149479,0.5562945914844649,0.6773820483314154,0.2183029612756264,0.8250863060989644,7.0,0.0177905375727399,0.4979219404720825,0.2857725149935417,0.1992721999591536,2.553365838511593,2.7526380384707463,0.5191193511008111,0.5573580533024334,0.4808806488991889,0.007316509195857,True,0.1691772885283893,0.8308227114716107,0.1919556907632966,0.6778679026651216,0.3221320973348783,0.4808806488991889,False,True,False,False,True,0.929803012746234,-0.5367013933055733,teacher_factorized_toxicity,
177,25,Q3,2,-1,True,-0.1906763328726703,-1,True,-1,True,0.476821985283224,0.599837775202781,0.4920943613348676,0.5812025316455698,0.333006833712984,0.9234752589182968,2.0,0.0411756302112575,0.476821985283224,0.5568442417683024,0.1243650749728972,0.7647614755033213,0.8891265504762186,0.3371958285052143,0.2943221320973349,0.6628041714947857,0.0,False,0.0735805330243337,0.9264194669756662,0.1243650749728972,0.6071842410196987,0.3928157589803013,0.6628041714947857,False,True,False,False,True,1.100706836616454,-0.20987874317390293,teacher_factorized_toxicity,
