iteration,joint_safety_weighted,hardworld_safe_weighted,broad_safe_weighted,joint_risk_weighted,hardworld_top_toxic_exposure,broad_top_toxic_exposure,broad_safe_hardworld_toxic_exposure,dual_safe_exposure
0,0.36124190028697634,0.5107260964594451,0.49974530018656044,0.6387580997130237,0.2552612979414699,0.2295512068542881,0.26530768183533643,0.07934617478893013
1,0.3451451218223943,0.49188470312718713,0.49860033103813095,0.6548548781776057,0.23177150150921655,0.29923579556801383,0.2532331866174879,0.05549049747768275
2,0.4002212793649726,0.5501503208752454,0.51901013981301,0.5997787206350274,0.14656519610331986,0.20958487086170094,0.2525407745901729,0.10119012029471763
3,0.3992174031274235,0.5403147807419588,0.509358357706552,0.6007825968725765,0.20991564735028154,0.2624837439563271,0.207424879132371,0.11693550734566638
4,0.43629824714385995,0.5619425846646198,0.5243920725057118,0.5637017528561401,0.1435732780321074,0.1612116348321289,0.2266424029381051,0.09650510564752468
5,0.3663747071531463,0.5152933088742647,0.4843521797783315,0.6336252928468538,0.20230963391470896,0.24611020840823297,0.23593360864807217,0.06177798609187393
6,0.3440404619598823,0.5629540095360891,0.44821287059178216,0.6559595380401178,0.17593126379735477,0.2610714101674082,0.18823271681575357,0.08158083064548702
7,0.40772390566377925,0.5385475405550249,0.5210520544494697,0.5922760943362207,0.20058746696829047,0.24392479297152683,0.23484931303560214,0.11561306770520528
8,0.33620638908178563,0.4611575873131017,0.5361700820748144,0.6637936109182143,0.33223492107856833,0.23597474818141442,0.34783505089609146,0.10000081967111557
9,0.3555148197789932,0.5259530522767767,0.4804705287282664,0.6444851802210068,0.24778408860494733,0.27420838945711035,0.21262722956102847,0.07166102154902222
10,0.3444935877694781,0.45026471667343315,0.5653374564787427,0.6555064122305219,0.2893166904224664,0.18995343217686572,0.3713333233325086,0.08048422018305432
11,0.3555063272181007,0.47930883406623315,0.4965236458480978,0.6444936727818993,0.19500037231371828,0.2598160177985405,0.2136001431313661,0.09433089772377376
12,0.3855334401107332,0.5359894893419113,0.5274590031619751,0.6144665598892668,0.1866022265954973,0.2176257505162776,0.2439927069422727,0.14459096772715485
13,0.3731024953249878,0.5184674763086289,0.47706967717301574,0.6268975046750123,0.18480459833387752,0.2668006369216547,0.17214983219503466,0.12019998160606324
14,0.3630284717123357,0.49069264327490936,0.5459098405974268,0.6369715282876642,0.27688441060480695,0.23858084420355227,0.2985629449176367,0.10705043624695094
15,0.39417984018505114,0.5253881108983882,0.493748510661473,0.6058201598149489,0.2611041164069997,0.21178857055967962,0.20944121694016996,0.09830318550440474
16,0.3685021674010059,0.5271846298547417,0.5248900551440979,0.6314978325989942,0.230301057815521,0.26149230702251197,0.27807734948934304,0.14804752660386744
17,0.3587354324371648,0.48153425854159077,0.560043795983473,0.6412645675628352,0.27767921991643313,0.20160940599535906,0.31954103925100685,0.07731959250684861
18,0.35340189911599423,0.5397849494879444,0.4896321150891012,0.6465981008840058,0.26574590140739324,0.2808376504667612,0.217223354586993,0.12860829611271943
19,0.37321687464840164,0.5264952692799626,0.49776011731491593,0.6267831253515983,0.21056076960186834,0.21029330378263864,0.23934113195296472,0.06117773311190476
20,0.33302871136068557,0.4814025508354229,0.5029356881045729,0.6669712886393144,0.2579903819166428,0.30603120340720713,0.24800043520724968,0.09398761411166928
21,0.34211728553172843,0.44038067765414274,0.553496943526983,0.6578827144682715,0.30529675267102835,0.15243977297784123,0.34054945003822434,0.05234735566762408
22,0.3975310498933579,0.589567188558168,0.4699742553190179,0.602468950106642,0.1860838941853448,0.34501212870403253,0.19906265308121845,0.11497856297822684
23,0.3719386904077207,0.5323053931847808,0.5052895175995041,0.6280613095922793,0.21157071680002507,0.2765492653512281,0.21389167659072836,0.11557705954433231
24,0.37703296400577774,0.4942318133415859,0.5273015087973212,0.6229670359942223,0.2773564141001896,0.23070411551803421,0.2282001518389674,0.16947786078233634
25,0.36975837846698756,0.5208171047601312,0.4844380400531409,0.6302416215330124,0.220402360577718,0.2589954172776187,0.22562022795985276,0.041383600267393496
26,0.39805664836021326,0.5304673852437909,0.5126506068421748,0.6019433516397867,0.1733564804243466,0.19451032806421437,0.21873595183881003,0.09142948795413872
27,0.3580316408741157,0.49586750227016047,0.5120398282732933,0.6419683591258842,0.2658572892047639,0.26616103703039595,0.2906818175767308,0.07351318978190069
28,0.411954627304939,0.5053287149251291,0.5759787110949226,0.588045372695061,0.22996102019980916,0.18374809375099574,0.23070023119701263,0.18758435733555895
29,0.41677814327029417,0.5627707189102567,0.5105398239754517,0.5832218567297058,0.16430113849874156,0.18657006186159608,0.19845769391772666,0.07483145633936761
30,0.404945839906757,0.5431729814811008,0.5289170373224403,0.5950541600932431,0.24962488389830623,0.2593763939357966,0.24546146600830637,0.16189388873731636
31,0.38256984871552824,0.49749725215775215,0.5031352352482286,0.6174301512844718,0.18634429398432856,0.21400210704686543,0.15631086201231034,0.05916678174820309
32,0.4194273825865932,0.5529885416614283,0.5149680151719775,0.5805726174134068,0.19435418560932569,0.24089806688410076,0.19934446396374292,0.15144467580813187
33,0.32916994131821903,0.49139475750812833,0.5188654420669961,0.670830058681781,0.27131562450526064,0.24306226927807018,0.3189709719531237,0.09689342564727713
34,0.3774297047485975,0.5005184846116912,0.5128569747207326,0.6225702952514025,0.24284864928406544,0.23516785835462184,0.22559639020514566,0.0889754064594049
35,0.4189301547712168,0.516186584755994,0.5126631034627408,0.5810698452287832,0.24798004804038573,0.18325157252762095,0.21483878726998362,0.1286815027703022
36,0.39085090870480366,0.49768374197104265,0.5644165716868396,0.6091490912951963,0.2628840186480768,0.16672877167429823,0.2878353484518803,0.10651185411348767
37,0.39457482468514304,0.49865366737215866,0.5374897785765081,0.605425175314857,0.23022119206248132,0.19440678318298812,0.2507215828885166,0.14023563135342054
38,0.3680864762329194,0.49670844401383574,0.562080451234753,0.6319135237670805,0.29143111299736796,0.20912584776911597,0.3229344487687568,0.09844521194061776
39,0.3648380684571636,0.5334174253968017,0.5072556604826396,0.6351619315428364,0.22728061781938816,0.27597517220937706,0.21284310861343703,0.12382761817053177
40,0.3451496283942947,0.47849636582894195,0.533869229089659,0.6548503716057053,0.31178315861416955,0.21327915634986394,0.2967485333667503,0.11481095364483666
41,0.37131782764183796,0.45056423444600147,0.5845404002238881,0.628682172358162,0.3347164156357381,0.12897170481159367,0.33792384948613946,0.09834689105941023
42,0.34795391836740597,0.4896989712661284,0.5182217377757319,0.652046081632594,0.30906376804191005,0.2020690390692396,0.28091708614100036,0.0892139682658878
