task,feature_block,feature,coef,abs_coef
classify_joint_health,human_signature,human_absw__story_physical_fatigue,0.37487447714717603,0.37487447714717603
classify_joint_health,human_plus_action,human_signed__diary_jepa_resid_dateblock_social_comm,-0.3746063286755899,0.3746063286755899
classify_joint_health,human_plus_action,human_signed__story_quiet_dark_bedtime_subj_z,0.37031662050487285,0.37031662050487285
classify_joint_health,human_plus_action,human_q_minus_s__diary_mobility_context_pc3,-0.36439548356610757,0.36439548356610757
classify_joint_health,human_signature,human_signed__diary_jepa_prednorm_subject_physiology_activity,0.36434047669063296,0.36434047669063296
classify_joint_health,human_plus_identity_action,human_signed__diary_physiology_activity_pc2,-0.36428060953668184,0.36428060953668184
classify_joint_health,human_plus_identity_action,human_signed__diary_diary_state_k4_1,-0.36242840506439294,0.36242840506439294
classify_joint_health,human_signature,human_signed__story_quiet_dark_bedtime_subj_z,0.3597327493427829,0.3597327493427829
classify_joint_health,human_signature,human_q_minus_s__diary_jepa_resid_dateblock_routine_calendar,-0.3592817349729664,0.3592817349729664
classify_joint_health,human_plus_action,human_signed__diary_diary_state_pc5,0.35714523764681916,0.35714523764681916
classify_joint_health,human_plus_action,human_absw__diary_physiology_activity_pc1,-0.35682120435791603,0.35682120435791603
classify_joint_health,human_plus_identity_action,human_signed__story_quiet_dark_bedtime_subj_z,0.3560791463597318,0.3560791463597318
classify_joint_health,human_signature,human_absw__diary_physiology_activity_pc1,-0.35559133569343054,0.35559133569343054
classify_joint_health,human_plus_action,human_signed__diary_diary_state_k4_1,-0.3554630669435365,0.3554630669435365
classify_joint_health,human_signature,human_signed__story_media_binge_late,-0.35071461449668107,0.35071461449668107
classify_joint_health,human_signature,human_absw__cash_payeom_post3_late_shopping_subj_z,0.350086524258573,0.350086524258573
classify_joint_health,human_plus_identity_action,human_signed__diary_diary_state_k6_1,-0.34983662977010077,0.34983662977010077
classify_joint_health,human_plus_identity_action,human_absw__cash_payeom_post3_late_shopping_subj_z,0.3495634443656097,0.3495634443656097
classify_joint_health,human_signature,human_signed__cash_paymonth_start_near3_money_rumination_subj_z,-0.34923968300325,0.34923968300325
classify_joint_health,human_plus_action,human_q_minus_s__diary_diary_state_k10_2,0.3466163110633836,0.3466163110633836
classify_joint_health,human_signature,human_q_minus_s__diary_routine_calendar_energy,0.3461216617745393,0.3461216617745393
classify_joint_health,human_signature,human_q_minus_s__diary_mobility_context_pc3,-0.3439467542882332,0.3439467542882332
classify_joint_health,human_plus_identity_action,human_signed__diary_jepa_resid_dateblock_physiology_activity,-0.3429683531489221,0.3429683531489221
classify_joint_health,human_signature,human_q_minus_s__diary_jepa_prednorm_subject_bedtime_phone,0.3425603467724676,0.3425603467724676
classify_joint_health,human_plus_identity_action,human_q_minus_s__diary_jepa_resid_dateblock_routine_calendar,-0.34238167947654397,0.34238167947654397
classify_joint_health,human_plus_identity_action,human_signed__diary_jepa_resid_dateblock_social_comm,-0.3409901147916702,0.3409901147916702
classify_joint_health,human_plus_action,human_absw__cash_payeom_post3_late_shopping_subj_z,0.34027813956968145,0.34027813956968145
classify_joint_health,human_plus_action,shape__row_l1_top5_share,-0.33953269146373627,0.33953269146373627
classify_joint_health,human_signature,human_absw__story_night_out_mobility_subj_z,-0.3388042422214562,0.3388042422214562
classify_joint_health,human_signature,human_absw__diary_diary_state_k6_2,0.33823357658923875,0.33823357658923875
classify_joint_health,human_signature,human_signed__diary_diary_state_pc4,-0.3375305096139597,0.3375305096139597
classify_joint_health,human_plus_action,human_q_minus_s__diary_jepa_resid_dateblock_routine_calendar,-0.3364692510144593,0.3364692510144593
classify_joint_health,human_plus_action,human_signed__diary_jepa_resid_dateblock_physiology_activity,-0.33497362619421267,0.33497362619421267
classify_joint_health,human_signature,human_signed__story_weekend_social_jetlag,0.3330482346797403,0.3330482346797403
classify_joint_health,human_plus_action,human_q_minus_s__diary_jepa_prednorm_subject_bedtime_phone,0.33250350294577596,0.33250350294577596
classify_joint_health,human_signature,human_signed__diary_diary_state_pc5,0.3317983467399361,0.3317983467399361
classify_joint_health,human_plus_action,human_absw__diary_diary_state_k6_2,0.33092875145289585,0.33092875145289585
classify_joint_health,human_signature,human_absw__diary_jepa_prednorm_dateblock_bedtime_phone,0.33063175330814737,0.33063175330814737
classify_joint_health,human_signature,human_signed__diary_routine_calendar_pc1,-0.3304906267032724,0.3304906267032724
classify_joint_health,human_plus_identity_action,human_q_minus_s__diary_jepa_prednorm_subject_bedtime_phone,0.32928527572417443,0.32928527572417443
classify_joint_health,human_signature,human_active__story_night_out_mobility,0.3280624202961688,0.3280624202961688
classify_joint_health,human_plus_identity_action,human_absw__diary_diary_state_k6_2,0.32750072545540015,0.32750072545540015
classify_joint_health,human_plus_action,human_signed__diary_bedtime_phone_pc4,0.3272503936470164,0.3272503936470164
classify_joint_health,human_plus_action,human_signed__diary_jepa_prednorm_subject_physiology_activity,0.3270342843189805,0.3270342843189805
classify_joint_health,human_signature,human_signed__cash_paymonth_start_post3_late_shopping_subj_z,0.3260087573770081,0.3260087573770081
classify_joint_health,human_signature,human_signed__diary_physiology_activity_pc4,0.3256892572149234,0.3256892572149234
classify_joint_health,human_plus_action,human_absw__diary_jepa_prednorm_dateblock_bedtime_phone,0.3246011777071458,0.3246011777071458
classify_joint_health,human_plus_action,human_signed__story_charge_bed_anchor_subj_z,-0.3244225167533469,0.3244225167533469
classify_joint_health,human_signature,human_signed__story_music_ambient_late,0.32278448193081005,0.32278448193081005
classify_joint_health,human_signature,human_signed__story_weekend_ritual_rest,0.32127107800583987,0.32127107800583987
classify_joint_health,human_signature,human_q_minus_s__diary_diary_state_k10,-0.32126640484810864,0.32126640484810864
classify_joint_health,human_plus_identity_action,human_absw__diary_diary_state_k4_2,-0.3200726100244994,0.3200726100244994
classify_joint_health,human_signature,human_signed__story_charge_bed_anchor_subj_z,-0.31901425649622916,0.31901425649622916
classify_joint_health,human_plus_action,human_absw__diary_diary_state_k4_2,-0.31833818218060206,0.31833818218060206
classify_joint_health,human_plus_action,human_q_minus_s__diary_routine_calendar_energy,0.3170403757430305,0.3170403757430305
classify_joint_health,human_signature,human_signed__story_night_out_mobility_subj_z,-0.3166839806179507,0.3166839806179507
classify_joint_health,human_plus_identity_action,human_q_minus_s__diary_routine_calendar_energy,0.31505559028410474,0.31505559028410474
classify_joint_health,human_plus_action,human_signed__diary_physiology_activity_pc4,0.3141631851584767,0.3141631851584767
classify_joint_health,human_signature,human_active__diary_diary_state_energy,0.3105956622167752,0.3105956622167752
classify_joint_health,human_signature,human_signed__diary_bedtime_phone_energy,0.3097584527272976,0.3097584527272976
classify_joint_health,human_plus_action,human_q_minus_s__story_charge_bed_anchor_subj_z,-0.30894116021932433,0.30894116021932433
classify_joint_health,human_plus_action,human_q_minus_s__diary_jepa_prednorm_subject_media_game,-0.30774541003645156,0.30774541003645156
classify_joint_health,human_plus_identity_action,human_q_minus_s__diary_jepa_resid_subject_physiology_activity,0.3069441516554129,0.3069441516554129
classify_joint_health,human_signature,human_q_minus_s__story_weekday_routine_pressure_subj_z,0.30567475991820986,0.30567475991820986
classify_joint_health,human_plus_identity_action,human_q_minus_s__diary_mobility_context_pc3,-0.30563057150304457,0.30563057150304457
classify_joint_health,human_plus_action,human_signed__diary_diary_state_pc4,-0.3048838964548379,0.3048838964548379
classify_joint_health,human_plus_identity_action,human_q_minus_s__diary_media_game_pc3,0.2998404136280963,0.2998404136280963
classify_joint_health,human_signature,human_absw__diary_bedtime_phone_energy,0.298929709189433,0.298929709189433
classify_joint_health,human_signature,human_signed__diary_jepa_prednorm_dateblock_physiology_activity,0.29755864828989914,0.29755864828989914
classify_joint_health,human_plus_action,human_signed__diary_bedtime_phone_energy,0.29705549429014555,0.29705549429014555
classify_joint_health,human_signature,human_q_minus_s__diary_jepa_prednorm_subject_media_game,-0.29630680132764065,0.29630680132764065
classify_joint_health,human_plus_identity_action,human_absw__diary_physiology_activity_pc1,-0.29557979503111953,0.29557979503111953
classify_joint_health,human_plus_action,human_q_minus_s__story_weekday_routine_pressure_subj_z,0.295502137632751,0.295502137632751
classify_joint_health,human_plus_identity_action,human_signed__diary_diary_state_pc5,0.29492073356992743,0.29492073356992743
classify_joint_health,human_plus_action,human_signed__cash_paymonth_start_post3_late_shopping_subj_z,0.2948361094413686,0.2948361094413686
classify_joint_health,human_plus_action,human_absw__diary_bedtime_phone_energy,0.2945403586908736,0.2945403586908736
classify_joint_health,human_plus_identity_action,human_q_minus_s__story_charge_bed_anchor_subj_z,-0.29439499798001173,0.29439499798001173
classify_joint_health,human_signature,human_q_minus_s__story_screen_fragmentation,-0.2939537039633043,0.2939537039633043
classify_joint_health,human_signature,human_absw__diary_diary_state_k4_2,-0.293662769156953,0.293662769156953
classify_joint_health,human_plus_identity_action,human_signed__story_music_ambient_late,0.2917916820563769,0.2917916820563769
classify_joint_health,human_plus_action,human_signed__diary_routine_calendar_pc1,-0.2912240375230584,0.2912240375230584
