target,view_id,split,context_cols,teacher_resid_std,student_oof_r2,student_spearman,base_loss,aug_loss,actual_delta,null_best,null_median,null_q20,dominance,placebo_adjusted_vs_median,gate
Q2,jepa_resid,dateblock,32,0.5096029778241529,-0.11075090646728047,-0.0889946123190732,0.7153337395560486,0.7080280536162756,-0.007305685939772988,-0.011864957681086863,0.00024072452300760716,-0.0037621033903619144,0.8333333333333334,-0.007546410462780595,False
S1,raw_day,subject,160,0.4778440073295617,-0.7335180964895158,0.15253639112621134,0.6566789899315844,0.6525359065432796,-0.0041430833883047136,-0.011136732032434149,0.0008891661815883523,-0.003713063721663534,0.8333333333333334,-0.005032249569893066,False
S2,story_bundle,subject,208,0.49872433951814304,-0.9577824499516625,-0.1150075802843471,0.6986893302524716,0.694893742007946,-0.0037955882445256384,-0.007321414692477601,-0.0015284386542467887,-0.004189765074264451,0.7083333333333334,-0.0022671495902788497,False
Q2,raw_day,dateblock,160,0.5096029778241529,-0.44715225874805054,-0.09872239698303038,0.7153337395560486,0.7119287366520164,-0.0034050029040322283,-0.013027691502988437,0.0004936907296374526,-0.005818185412904861,0.75,-0.003898693633669681,False
S2,family_jepa_story,dateblock,280,0.44483294615623337,-0.8910574014146675,-0.05456902667832106,0.5904046644709509,0.5876419175430351,-0.0027627469279157824,-0.003838271083400069,0.0014595187627031159,-0.0017531851731468649,0.8333333333333334,-0.004222265690618898,False
S3,family,dateblock,40,0.4222377105913364,-0.13635149619966502,-0.05176815687978707,0.533414861676673,0.5318934264247093,-0.0015214352519636876,-0.004254983045653193,0.0018060720161239274,-3.2955611438833686e-05,0.8333333333333334,-0.003327507268087615,False
S4,story_bundle,subject,208,0.5201074259076848,-0.751619045013322,-0.0645437261418575,0.7387006974633308,0.7373323332562736,-0.0013683642070572155,-0.019164068473539908,0.001388091760795629,-0.0016247623837231987,0.7916666666666666,-0.0027564559678528444,False
S2,family_story,dateblock,248,0.44483294615623337,-0.7632673694331542,-0.051667020577879405,0.5904046644709509,0.5891961729479602,-0.001208491522990629,-0.00712610580508799,0.0006785840648592667,-0.001627621975285498,0.6666666666666666,-0.0018870755878498957,False
Q1,story_bundle,subject,208,0.5111074948842117,-0.4681651025427904,0.1144976847622293,0.7184971884650593,0.7178945795458374,-0.0006026089192219253,-0.0029196611703888875,0.0013398203847521661,-0.0008513973799925578,0.75,-0.0019424293039740914,False
S1,jepa_resid,subject,32,0.4778440073295617,-0.02309745567041399,0.14510695526068443,0.6566789899315844,0.6561011083703726,-0.000577881561211746,-0.021889584732363798,0.002109373180750662,-0.0025886143201386824,0.6666666666666666,-0.002687254741962408,False
Q3,raw_day,subject,160,0.5084943398714247,-0.6092510999088301,-0.0403035405936161,0.717155065964102,0.7167378161513352,-0.0004172498127666957,-0.0010712735475266744,0.0040244502445246355,0.000630729262529495,0.9166666666666666,-0.004441700057291331,False
S1,family_story,dateblock,248,0.44112200097052084,-0.47869926808476215,0.0568079842369592,0.5818632837982721,0.5815636587470951,-0.00029962505117697713,-0.004647715226495541,0.0013752860970984715,-0.0005917527535662656,0.75,-0.0016749111482754486,False
S2,raw_day,dateblock,160,0.44483294615623337,-0.4275295451836174,-0.042800738110640876,0.5904046644709509,0.5903808552926338,-2.380917831701357e-05,-0.0033364210818409568,0.001429383276643048,0.0006811801044469324,0.9583333333333334,-0.0014531924549600617,False
S1,jepa_resid,dateblock,32,0.44112200097052084,-0.06978683106760375,-0.07165368717870213,0.5818632837982721,0.5819488246780345,8.554087976242464e-05,-0.0046837804174988396,0.0012908659077270346,-0.00026420520137877503,0.75,-0.00120532502796461,False
S3,story_bundle,dateblock,208,0.4222377105913364,-0.4885230836129819,0.050750341153948095,0.533414861676673,0.53376498814967,0.0003501264729970366,-0.004012992205372101,0.0008251762962439013,-0.0011449666508207333,0.6666666666666666,-0.00047504982324686473,False
S3,family_jepa_story,dateblock,280,0.4222377105913364,-0.6800206593572358,0.02849614072168258,0.533414861676673,0.5340512807008436,0.0006364190241706646,-0.003615744907691787,0.0011421147273172338,-0.00041622681480888433,0.75,-0.0005056957031465692,False
S1,family_jepa_story,dateblock,280,0.44112200097052084,-0.5761571689469904,0.03472155418051447,0.5818632837982721,0.5825363841755057,0.0006731003772335598,-0.0035259137550852637,0.0014865500415885968,0.0001565650535727548,0.7083333333333334,-0.0008134496643550371,False
Q2,story_bundle,subject,208,0.529534051053269,-0.6188852243571705,0.005532405921346115,0.765899724395758,0.7665933701067598,0.0006936457110017225,-0.0062540726896543886,0.0015591234108671137,0.0007117012093496023,0.7916666666666666,-0.0008654776998653912,False
S4,family,dateblock,40,0.4901950770043814,-0.14998990777905652,-0.03761460550422472,0.6781440553521412,0.6790553535605593,0.0009112982084181764,-0.00228625007379879,0.0013760413786242376,-1.8221923554695313e-05,0.5833333333333334,-0.00046474317020606115,False
S2,story_bundle,dateblock,208,0.44483294615623337,-0.5852490423012888,-0.017548267728071085,0.5904046644709509,0.5914002700650206,0.0009956055940697484,-0.011578366009718954,0.0016486924022615645,-0.0002250553387697747,0.6666666666666666,-0.0006530868081918162,False
Q2,raw_day,subject,160,0.529534051053269,-0.6891053628920492,-0.027644515116947082,0.765899724395758,0.7669708104311173,0.0010710860353592144,-0.0027530788687374352,0.0024228187681070157,0.00072681534255783,0.7916666666666666,-0.0013517327327478013,False
S3,family_story,dateblock,248,0.4222377105913364,-0.6309155615602267,0.014997999990123412,0.533414861676673,0.5351668573820842,0.0017519957054112911,-0.010891183039462349,0.0018527503319650807,0.000361455334620553,0.5,-0.00010075462655378953,False
Q1,family_jepa_story,subject,280,0.5111074948842117,-0.6643685121832485,0.07646240228346807,0.7184971884650593,0.7204315314362619,0.0019343429712026516,-0.011237062876524484,0.0017023048617513803,-0.0010587154954490696,0.375,0.00023203810945127135,False
Q1,raw_day,dateblock,160,0.4908833672240929,-0.44531763812686154,-0.048604618623631066,0.6789693600090467,0.680915381929744,0.0019460219206972607,-0.005048266501991305,0.0017190917492888036,1.3096516689082075e-05,0.4166666666666667,0.00022693017140845706,False
Q3,family_jepa_story,subject,280,0.5084943398714247,-0.9932758368022385,-0.0050546422451468905,0.717155065964102,0.7192674446881561,0.0021123787240541203,-0.00449640128991724,0.002123296229381899,6.675405797462784e-05,0.5,-1.0917505327778798e-05,False
S1,raw_day,dateblock,160,0.44112200097052084,-0.4245385478411572,-0.07735682645346398,0.5818632837982721,0.5841480040854478,0.0022847202871756345,-0.0017696649299014933,0.0025800938844146026,0.0009830155021296255,0.5416666666666666,-0.00029537359723896817,False
Q3,jepa_resid,dateblock,32,0.4936303292657202,-0.08599565551953625,-0.03434058110575032,0.6845739000444798,0.6869364522958552,0.0023625522513753827,-0.005433494633785285,0.0013769563529277828,-0.0004421571266179479,0.375,0.0009855958984475999,False
S1,story_bundle,subject,208,0.4778440073295617,-0.5459475410769992,0.06285877954952865,0.6566789899315844,0.659098166770784,0.002419176839199677,-0.004503925928338259,0.002036763016753873,-0.00027785857285731456,0.4583333333333333,0.000382413822445804,False
S4,jepa_resid,dateblock,32,0.4901950770043814,-0.10425759127518441,0.008952998944850759,0.6781440553521412,0.6807851834589744,0.002641128106833257,-0.0067393770320541835,0.002432837233952767,-2.9527517166671864e-05,0.4583333333333333,0.00020829087288048997,False
Q1,raw_day,subject,160,0.5111074948842117,-1.2764722693539934,-0.09355035498117686,0.7184971884650593,0.7212892432506617,0.0027920547856024047,-0.004233309780431238,0.0018096020345821917,6.85671446412961e-05,0.4166666666666667,0.000982452751020213,False
Q3,family_story,subject,248,0.5084943398714247,-0.8935765041233421,-0.016540723657894607,0.717155065964102,0.7200129822311506,0.002857916267048677,-0.007936799837308994,0.0018041583028932662,-0.001383171790200043,0.4583333333333333,0.0010537579641554107,False
S4,jepa_resid,subject,32,0.5201074259076848,-0.16555246544071278,-0.06707002668325934,0.7387006974633308,0.7416651593306698,0.0029644618673390077,-0.0033301754361794167,0.00279554567558582,0.0007433835353319877,0.4583333333333333,0.00016891619175318784,False
S3,raw_day,dateblock,160,0.4222377105913364,-0.2774321318307007,0.049966666502056806,0.533414861676673,0.5365921628277911,0.0031773011511181393,-0.0007896920019747622,0.0014003905115584914,0.0004643389813801635,0.2916666666666667,0.001776910639559648,False
Q1,family,dateblock,40,0.4908833672240929,-0.09561158014802462,-0.00904188827269929,0.6789693600090467,0.6823969947104048,0.0034276347013580954,-0.010432983854935185,0.0011459105709143436,-0.001302346634317119,0.20833333333333334,0.002281724130443752,False
Q1,family_jepa_story,dateblock,280,0.4908833672240929,-0.8598817373212955,-0.04069307338143234,0.6789693600090467,0.6824971415576394,0.003527781548592679,-0.005627654230058732,0.0008032828896817334,-0.0016208266772805616,0.08333333333333333,0.0027244986589109454,False
S2,jepa_resid,subject,32,0.49872433951814304,-0.20889729568169169,0.03284895234050539,0.6986893302524716,0.7024068065805393,0.003717476328067737,-0.006948366816378004,0.006186448754915863,0.001841604227873761,0.5833333333333334,-0.002468972426848126,False
Q1,jepa_resid,subject,32,0.5111074948842117,-0.1741462886280145,-0.1520226766551934,0.7184971884650593,0.722276999084903,0.003779810619843671,-0.004778871503555715,0.0028090043746244464,-0.0007190270856734845,0.4166666666666667,0.0009708062452192245,False
S1,family,dateblock,40,0.44112200097052084,-0.10720836386571553,-0.05795485409804493,0.5818632837982721,0.585872053851703,0.004008770053430921,-0.005652525011932141,0.002112855507392597,0.00021028730170482608,0.20833333333333334,0.0018959145460383242,False
S3,family,subject,40,0.4674879854844378,-0.2245154994913665,-0.0025141194112892743,0.6335204978359815,0.6378032785569842,0.0042827807210026325,-0.002272162769717867,0.0009842636954341955,-0.00013742881353895337,0.125,0.003298517025568437,False
Q3,story_bundle,dateblock,208,0.4936303292657202,-0.4300510852697954,0.06882621642576013,0.6845739000444798,0.6890909315730088,0.004517031528529003,-0.0038762367206640613,0.0020536094049002918,3.6196306028224656e-05,0.16666666666666666,0.0024634221236287113,False
Q1,story_bundle,dateblock,208,0.4908833672240929,-0.5847259110883256,0.02206740115589049,0.6789693600090467,0.6835082225767816,0.004538862567734836,-0.003876130676331635,0.0015891305521207877,-0.000420965610768631,0.125,0.0029497320156140483,False
Q2,family_story,subject,248,0.529534051053269,-0.8367165407713519,-0.016266944528121132,0.765899724395758,0.7704494919315803,0.004549767535822258,-0.0013299880269257436,0.0031578840386656815,0.0012386787029663006,0.20833333333333334,0.0013918834971565763,False
Q3,raw_day,dateblock,160,0.4936303292657202,-0.4428000034279167,0.022602449065592098,0.6845739000444798,0.6891550148163166,0.004581114771836758,-0.004213430031544396,0.0014058559140810445,-0.0005555086215886624,0.16666666666666666,0.003175258857755714,False
S4,family_story,subject,248,0.5201074259076848,-1.0733367654029937,-0.09762411995450185,0.7387006974633308,0.7433930753765097,0.004692377913178891,-0.004773253850558157,0.0037237551892978504,0.0004184279343066201,0.375,0.0009686227238810408,False
S3,raw_day,subject,160,0.4674879854844378,-0.7432146417032435,0.10973242666218928,0.6335204978359815,0.6382629019269768,0.004742404090995245,-0.008572703572310991,0.0015685828999045803,-0.0010970466929080879,0.2916666666666667,0.0031738211910906644,False
S4,raw_day,dateblock,160,0.4901950770043814,-0.39921034193889793,0.04673412378991173,0.6781440553521412,0.683034016621351,0.004889961269209819,-0.004127773343058805,0.0011057837066327791,-0.0004628144219074314,0.0,0.00378417756257704,False
Q2,family_jepa_story,subject,280,0.529534051053269,-0.9679086663715111,-0.04430882786252443,0.765899724395758,0.770790649206137,0.004890924810379005,-0.0034306333683198353,0.0014341770569392676,-0.00015926209354186728,0.125,0.0034567477534397373,False
Q1,family_story,dateblock,248,0.4908833672240929,-0.7210231997189973,-0.0028756026778733066,0.6789693600090467,0.6842717023379575,0.005302342328910803,-0.0112540788156138,0.0009642767071186276,-0.0008078536217575704,0.08333333333333333,0.004338065621792175,False
Q2,family_jepa_story,dateblock,280,0.5096029778241529,-0.6668994938230486,0.00857110405483484,0.7153337395560486,0.7207754427454898,0.005441703189441149,-0.008218596747829987,0.00221323591107897,6.746017593426414e-05,0.25,0.0032284672783621793,False
Q2,family_story,dateblock,248,0.5096029778241529,-0.5608679096092644,0.041964256613612916,0.7153337395560486,0.7210379402924325,0.005704200736383891,-0.006522613523807008,0.0032926645834462365,-6.866565476526526e-05,0.2916666666666667,0.0024115361529376544,False
Q2,story_bundle,dateblock,208,0.5096029778241529,-0.4955830973282107,-0.0016543291571810234,0.7153337395560486,0.721137997328054,0.005804257772005328,-0.01107243867536234,0.0018628483839417398,0.0007389118487631799,0.375,0.003941409388063588,False
Q3,family_jepa_story,dateblock,280,0.4936303292657202,-0.6908245966691426,-0.0013542124487857556,0.6845739000444798,0.6904233349538929,0.005849434909413032,-0.0018463785846060121,0.0019145218919649487,0.0007542966881852078,0.0,0.003934913017448083,False
S4,story_bundle,dateblock,208,0.4901950770043814,-0.5125229060270455,-0.03698263530519493,0.6781440553521412,0.6843077861011909,0.006163730749049745,-0.005496159352659569,0.0013016410936573242,-0.0019329194215719876,0.0,0.004862089655392421,False
S4,family_jepa_story,dateblock,280,0.4901950770043814,-0.7431747831787012,-0.006673349827241946,0.6781440553521412,0.6844367569022385,0.006292701550097313,-0.012475121479869178,0.0024277616079679265,-0.0014539339218226474,0.041666666666666664,0.003864939942129386,False
Q3,jepa_resid,subject,32,0.5084943398714247,-0.019218983859368155,0.17120473022912053,0.717155065964102,0.7236252079041731,0.006470141940071117,-0.011569350206292017,0.003634210919805314,-0.0012715390365668482,0.3333333333333333,0.002835931020265803,False
S4,family_jepa_story,subject,280,0.5201074259076848,-1.1410315130113342,-0.057007886458698566,0.7387006974633308,0.7452743812446273,0.006573683781296524,-0.003776157290496296,0.004532917037946005,0.00013632229786029193,0.2916666666666667,0.0020407667433505194,False
S3,jepa_resid,subject,32,0.4674879854844378,-0.12774118110601096,-0.04093748611104253,0.6335204978359815,0.6401402134613843,0.006619715625402756,-0.007295955690018063,0.002990173210447311,0.000808796498622178,0.25,0.0036295424149554445,False
Q3,family_story,dateblock,248,0.4936303292657202,-0.5178780777976313,0.03430476199882469,0.6845739000444798,0.6913150797104299,0.006741179665950114,-0.0016282214778808868,0.0030539691657684442,0.0003307163628074817,0.20833333333333334,0.00368721050018167,False
Q2,family,dateblock,40,0.5096029778241529,-0.12774397726150855,0.012906796247553488,0.7153337395560486,0.7228955994122114,0.007561859856162756,-0.007548500488599452,0.001135942858341732,-0.0006889499450948521,0.0,0.006425916997821024,False
S3,story_bundle,subject,208,0.4674879854844378,-0.7398370282717566,-0.05372082495880639,0.6335204978359815,0.6420405447721593,0.008520046936177805,-0.010496672782352445,0.0017870261355762418,-0.0018079916362930158,0.16666666666666666,0.0067330208006015635,False
S4,raw_day,subject,160,0.5201074259076848,-0.5432704809263917,-0.02922608671318542,0.7387006974633308,0.7474381834830448,0.008737486019714025,-0.005303563890261986,0.0020952603638179634,0.000574506360930638,0.041666666666666664,0.006642225655896061,False
S4,family_story,dateblock,248,0.4901950770043814,-0.6199283468094017,0.012399797859084079,0.6781440553521412,0.6872158099514966,0.009071754599355386,-0.007366742722249353,0.002229720843456573,-7.572000732141135e-05,0.0,0.006842033755898813,False
S3,family_jepa_story,subject,280,0.4674879854844378,-1.2544050632562742,-0.020912630021218213,0.6335204978359815,0.6427601148228463,0.009239616986864818,-0.01147310265367063,0.004250504998552396,0.0014193249163184877,0.16666666666666666,0.004989111988312422,False
S1,family,subject,40,0.4778440073295617,-0.3048054057335663,-0.04022044553306437,0.6566789899315844,0.6671629107369109,0.010483920805326563,-0.001285392581422573,0.0023926665377711487,0.00042930354528274427,0.08333333333333333,0.008091254267555414,False
S3,family_story,subject,248,0.4674879854844378,-1.1652935658216168,-0.04856537563148461,0.6335204978359815,0.6447107039685284,0.011190206132546843,-0.009028268173171372,0.006302070186608333,-0.0009657336966562894,0.20833333333333334,0.00488813594593851,False
Q1,family,subject,40,0.5111074948842117,-0.16463679732943004,-0.007886063634882149,0.7184971884650593,0.7306511377600478,0.012153949294988475,-0.007279022528215329,0.0025391647518743232,0.00014942263777284535,0.0,0.009614784543114152,False
S4,family,subject,40,0.5201074259076848,-0.37580169200594216,-0.23127798161966234,0.7387006974633308,0.7546155543604723,0.01591485689714156,-0.014561782970789916,0.003298044068210493,-0.00020175186348192478,0.16666666666666666,0.012616812828931068,False
Q3,family,subject,40,0.5084943398714247,-0.40919508481324085,0.024422375748357608,0.717155065964102,0.7346651013015372,0.017510035337435226,-0.0028659204870900012,0.0031914021448348207,0.0005280345729170133,0.0,0.014318633192600405,False
