view_id,split,episode,pair,pair_family,interaction_story,base_loss,state_loss,delta_logloss,null_q05,null_q20,null_median,null_best,dominance,min_mode_dominance,quick_gate,row_dominance,subject_dominance,dateblock_dominance,state_r2,state_corr,strict_null_q01,strict_null_q05,strict_null_q20,strict_null_median,strict_null_best,strict_dominance,strict_min_mode_dominance,p_value_lower,margin_to_null_q05,strict_gate,robust_gate
raw_human_context,subject5,cashflow_stress,Q1_S1,QS,money rumination affecting subjective satisfaction and stage stress,1.3298264093850816,1.2838032562186332,-0.04602315316644834,,,,,,,True,1.0,1.0,1.0,-0.7466922253209711,0.29813969394994067,-0.024209044059773088,-0.016271685980038475,-0.005019849663856268,0.004182769019604682,-0.02430653723568721,1.0,1.0,0.02702702702702703,0.029751467186409863,True,True
hybrid_context,subject5,cashflow_stress,Q1_S1,QS,money rumination affecting subjective satisfaction and stage stress,1.3298264093850816,1.3077544960225629,-0.02207191336251868,,,,,,,True,1.0,1.0,1.0,0.03812194632974941,0.537774672476237,-0.01277714390165784,-0.00587427196013246,0.0013956694127457148,0.0053261837610319995,-0.014954595491430966,1.0,1.0,0.02702702702702703,0.01619764140238622,True,True
raw_human_context,subject5,cashflow_stress,S1_S2,SS,money rumination affecting subjective satisfaction and stage stress,1.2877414817260255,1.2691179383437317,-0.018623543382293883,,,,,,,True,1.0,1.0,1.0,-0.7466922253209711,0.29813969394994067,-0.009118844055673536,-0.0023187446677009893,0.0031821665192834914,0.007431695451775799,-0.012139109712404395,1.0,1.0,0.02702702702702703,0.016304798714592894,True,True
raw_human_context,subject5,bedtime_arousal,Q1_S1,QS,"bright screen, messages, search spiral, media/game and phone-in-bed before sleep -> subjective-objective sleep translation",1.3298264093850816,1.3133175553347134,-0.01650885405036817,,,,,,,True,1.0,1.0,1.0,-1.0834024243094125,0.5321942795746772,-0.014216460909813922,-0.012083482344977636,-0.005635841557088073,0.005260308748026632,-0.014362559326418056,1.0,1.0,0.02702702702702703,0.004425371705390535,True,True
hybrid_context,subject5,bedtime_arousal,Q3_S3,QS,"bright screen, messages, search spiral, media/game and phone-in-bed before sleep -> subjective-objective sleep translation",1.3319184059778075,1.318255579659856,-0.01366282631795146,,,,,,,True,1.0,1.0,1.0,-0.4422427450946844,0.5847315913579327,-0.006987085525732861,-0.004715599924886293,0.0007422896930273648,0.004971096561394495,-0.007827315055637829,1.0,1.0,0.02702702702702703,0.008947226393065166,True,True
hybrid_context,subject5,bedtime_arousal,Q1_S3,QS,"bright screen, messages, search spiral, media/game and phone-in-bed before sleep -> subjective-objective sleep translation",1.3575382935350262,1.3445447388534457,-0.012993554681580477,,,,,,,True,1.0,1.0,1.0,-0.4422427450946844,0.5847315913579327,-0.009961304013722883,-0.00699100976913436,0.00037064132607511624,0.006725815691591364,-0.010553249700334666,1.0,1.0,0.02702702702702703,0.006002544912446117,True,True
hybrid_context,subject5,bedtime_arousal,Q2_S3,QS,"bright screen, messages, search spiral, media/game and phone-in-bed before sleep -> subjective-objective sleep translation",1.365932083277853,1.3530393692073632,-0.012892714070489752,,,,,,,True,1.0,1.0,1.0,-0.4422427450946844,0.5847315913579327,-0.0078003462696173975,-0.006846516091060628,0.0013129088332284322,0.005838835923612007,-0.008149639891068094,1.0,1.0,0.02702702702702703,0.006046197979429124,True,True
raw_human_context,subject5,bedtime_arousal,S1_S2,SS,late screen/message arousal changing sleep-stage composition,1.2877414817260255,1.2749863355320834,-0.012755146193942135,,,,,,,True,1.0,1.0,1.0,-1.0834024243094125,0.5321942795746772,-0.007800117046986932,-0.0038618587423424056,0.00405668746045329,0.009972309692831138,-0.008318922220495795,1.0,1.0,0.02702702702702703,0.00889328745159973,True,True
hybrid_context,dateblock5,home_recovery,Q1_S3,QS,home recovery linking physiological calm with sleep-stage consistency,1.2328496986491082,1.220845721590307,-0.012003977058801185,,,,,,,True,1.0,1.0,1.0,-0.3327346714409123,0.41906845020322875,-0.0065468785134649935,-0.004869179990678374,0.0010959295344603603,0.0048494466403016245,-0.006843413702754431,1.0,1.0,0.02702702702702703,0.007134797068122811,True,True
raw_human_context,subject5,badnight_aftereffect,Q3_S3,QS,previous bad night carrying into next-day subjective/objective mismatch,1.3319184059778075,1.3203261647415516,-0.011592241236255907,,,,,,,True,1.0,1.0,1.0,-2.744976475055328,0.3587012972131068,-0.010682390757688487,-0.00941129393730411,0.000508242729146513,0.010139567321863607,-0.010747638265621529,1.0,1.0,0.02702702702702703,0.0021809472989517964,True,True
