feature,mean_e247_only,mean_e256_only,mean_neither,e247_vs_e256_d,e247_vs_neither_d,e256_vs_neither_d,abs_boundary_signal
amp_z,0.10308343718007172,2.295608278153445,-0.1985769366680971,-2.1925248409733737,0.30166037384816885,2.494185214821542,2.1925248409733737
state_amp_z,0.033043049819441346,1.6808424458834437,-0.05582327066276508,-1.6477993960640023,0.08886632048220643,1.7366657165462087,1.6477993960640023
z_paymonth_start_post3_late_shopping_subj_z,1.086912703535855,-0.3585961945721719,-0.03152999385116112,1.445508898108027,1.1184426973870163,-0.32706620072101084,1.445508898108027
z_paymonth_start_near3_money_rumination_subj_z,1.0881964318945716,-0.07135189317883919,-0.033861373272440064,1.1595483250734109,1.1220578051670116,-0.03749051990639913,1.1595483250734109
z_diary_state_pc8,0.19593916498843886,-0.9159053627332905,-0.01890516247868587,1.1118445277217295,0.21484432746712476,-0.8970002002546047,1.1118445277217295
z_diary_state_pc6,-0.4462339074868824,0.6521731203744108,0.02135012577387998,-1.0984070278612932,-0.46758403326076237,0.6308229946005308,1.0984070278612932
z_diary_state_k8_5,-0.24356115022372737,0.8437654132750556,0.0026259962288272803,-1.087326563498783,-0.24618714645255466,0.8411394170462283,1.087326563498783
z_diary_state_k10_4,-0.24356115022372737,0.8437654132750556,0.0026259962288272803,-1.087326563498783,-0.24618714645255466,0.8411394170462283,1.087326563498783
z_jepa_resid_dateblock_cognitive_money,0.5066035777086048,-0.5509936298257213,0.010893152102863096,1.057597207534326,0.49571042560574163,-0.5618867819285844,1.057597207534326
z_diary_state_k6_3,-0.2614881801842453,0.759950023660463,0.008325684982281466,-1.0214382038447085,-0.26981386516652683,0.7516243386781817,1.0214382038447085
smooth_z,1.2106170026201233,0.24875184992241603,-0.2641560659432828,0.9618651526977072,1.474773068563406,0.5129079158656988,0.9618651526977072
z_pay15_post3_late_shopping_subj_z,-0.20443489689453792,0.7543002641482056,-0.006569133719888002,-0.9587351610427435,-0.1978657631746499,0.7608693978680936,0.9587351610427435
z_jepa_prednorm_subject_social_comm,-0.6299281927400708,0.3249928093650682,0.015543465519778869,-0.9549210021051392,-0.6454716582598499,0.3094493438452894,0.9549210021051392
z_jepa_prednorm_dateblock_bedtime_phone,0.28102426219207904,-0.5520597390510372,-0.020253556580461254,0.8330840012431162,0.3012778187725403,-0.531806182470576,0.8330840012431162
z_jepa_prednorm_dateblock_mobility_context,-0.3798041525182147,0.4039312097284127,-0.0007535937460350084,-0.7837353622466274,-0.3790505587721797,0.4046848034744477,0.7837353622466274
z_cognitive_money_energy,0.3799169088552508,-0.3768872540705555,0.013159155571922931,0.7568041629258063,0.3667577532833279,-0.39004640964247844,0.7568041629258063
z_bright_light_late_subj_z,0.033665290739893924,0.7822169922318121,-0.02595622801907038,-0.7485517014919182,0.059621518758964306,0.8081732202508825,0.7485517014919182
z_jepa_resid_subject_cognitive_money,0.3241413155001049,-0.3782503028702087,0.012773775572688708,0.7023916183703137,0.3113675399274162,-0.3910240784428975,0.7023916183703137
z_weekend_social_jetlag_subj_z,-0.040482693432419566,-0.730754507280664,0.02059969502317735,0.6902718138482444,-0.061082388455596916,-0.7513542023038414,0.6902718138482444
z_jepa_prednorm_subject_mobility_context,-0.484484395841421,0.17465801437242745,0.013832040408639884,-0.6591424102138485,-0.4983164362500609,0.16082597396378756,0.6591424102138485
z_diary_state_pc5,-0.03419949483070587,0.6146217768643432,-0.006818692062585662,-0.6488212716950491,-0.027380802768120212,0.621440468926929,0.6488212716950491
z_diary_state_k8_0,-0.48117262348980255,0.15868458859770085,0.0017384799724641641,-0.6398572120875035,-0.48291110346226673,0.1569461086252367,0.6398572120875035
z_mobility_context_energy,-0.44600005567691525,0.1858339342007077,0.015631776681408898,-0.631833989877623,-0.46163183235832417,0.17020215751929882,0.631833989877623
z_phone_in_bed_subj_z,0.47669269969875816,-0.15035241311052763,-8.604462995063359e-05,0.6270451128092859,0.47677874432870887,-0.15026636848057703,0.6270451128092859
state_z,0.19349089501550146,0.803232984284949,-0.029305379723615358,-0.6097420892694476,0.2227962747391168,0.8325383640085644,0.6097420892694476
story_z,0.5563588426632535,1.1532035786063974,-0.03844656198397613,-0.5968447359431439,0.5948054046472296,1.1916501405903737,0.5968447359431439
z_app_entropy_scattered_day_subj_z,0.5563588426632535,1.1532035786063974,-0.038446561983976106,-0.5968447359431439,0.5948054046472296,1.1916501405903734,0.5968447359431439
z_jepa_prednorm_subject_cognitive_money,-0.5644915305229243,-0.0004513137064753314,0.04554866874675505,-0.564040216816449,-0.6100401992696793,-0.04599998245323038,0.564040216816449
z_diary_state_energy,-0.16580677696308277,0.3839971798284687,-0.0003062728002239589,-0.5498039567915515,-0.1655005041628588,0.38430345262869264,0.5498039567915515
z_diary_state_pc10,0.020648557939393915,-0.503554025964462,0.019897334261620287,0.5242025839038559,0.0007512236777736277,-0.5234513602260823,0.5242025839038559
z_morning_after_badnight_subj_z,-0.1245761980302434,0.3517702815251394,0.03421466574067642,-0.4763464795553828,-0.15879086377091983,0.31755561578446295,0.4763464795553828
z_screen_fragmentation_subj_z,0.35664048699268025,-0.11194121252076195,0.010863861346637102,0.46858169951344225,0.3457766256460432,-0.12280507386739906,0.46858169951344225
z_single_app_monotony_subj_z,-0.6651545032053797,-1.114744368072469,0.04149653918527215,0.4495898648670892,-0.7066510423906519,-1.156240907257741,0.4495898648670892
z_weekend_ritual_rest_subj_z,-0.2245873571692895,-0.6669797775861933,0.060925965838062306,0.4423924204169039,-0.2855133230073518,-0.7279057434242557,0.4423924204169039
z_jepa_prednorm_dateblock_social_comm,-0.5158601988868647,-0.10175300163493378,0.010264047137172577,-0.41410719725193096,-0.5261242460240373,-0.11201704877210636,0.41410719725193096
z_heart_stress_late_subj_z,-0.3066825532095046,0.009194876533360874,0.018665838985811416,-0.3158774297428655,-0.325348392195316,-0.009470962452450542,0.3158774297428655
z_monthstart_spending_reset_subj_z,0.1991132433695349,-0.09571296007048555,-0.027963720119915454,0.2948262034400205,0.2270769634894504,-0.06774923995057011,0.2948262034400205
e284_score_z,0.04055497045046351,-0.22283838492896865,-0.09205987791235486,0.26339335537943215,0.13261484836281837,-0.1307785070166138,0.26339335537943215
z_jepa_resid_subject_routine_calendar,-0.5105796740403359,-0.2771235550246948,0.061731046145120476,-0.23345611901564106,-0.5723107201854564,-0.3388546011698153,0.23345611901564106
z_media_binge_late_subj_z,0.21529157608205252,-0.0021433451100677237,0.00028523857530659067,0.21743492119212024,0.21500633750674591,-0.0024285836853743144,0.21743492119212024
z_presleep_msg_drag_subj_z,0.30365191264839614,0.4625525073250045,-0.013728682366841426,-0.1589005946766084,0.3173805950152376,0.47628118969184596,0.1589005946766084
z_late_msg_call_subj_z,0.0172631280084405,-0.12367953508835915,0.010025111350615049,0.14094266309679965,0.007238016657825452,-0.1337046464389742,0.14094266309679965
z_commute_workday_subj_z,-0.11850680376491138,0.0030023628097053286,0.0016470504188288836,-0.12150916657461672,-0.12015385418374028,0.0013553123908764452,0.12150916657461672
z_routine_calendar_energy,-0.5242052546887213,-0.6287188525618544,0.047358622803328386,0.10451359787313319,-0.5715638774920496,-0.6760774753651828,0.10451359787313319
z_pay25_pre7_budget_squeeze_subj_z,0.3919556655107934,0.47787883360559674,-0.063493624454286,-0.08592316809480334,0.45544928996507944,0.5413724580598829,0.08592316809480334
z_outdoor_nature_day_subj_z,-0.37793624519365454,-0.3028208212074845,0.022834995640456705,-0.07511542398617005,-0.40077124083411125,-0.3256558168479412,0.07511542398617005
z_quiet_dark_bedtime_subj_z,-0.15145650117664294,-0.21937511417863326,0.02959009722193313,0.06791861300199033,-0.1810465983985761,-0.2489652114005664,0.06791861300199033
z_jepa_prednorm_subject_bedtime_phone,-0.048739679002811634,-0.002434200783929863,-0.007061957192542625,-0.04630547821888178,-0.04167772181026901,0.004627756408612763,0.04630547821888178
z_eom_bill_anxiety_subj_z,0.10195101675128684,0.06696185480347668,-0.022301169204065652,0.03498916194781017,0.12425218595535249,0.08926302400754232,0.03498916194781017
z_home_stability_subj_z,0.19672597461484573,0.22768630055439948,0.026179463607589406,-0.03096032593955375,0.17054651100725632,0.20150683694681007,0.03096032593955375
z_vehicle_noise_day_subj_z,-0.22822929483999868,-0.217328242041372,0.01901674397951802,-0.010901052798626687,-0.2472460388195167,-0.23634498602089002,0.010901052798626687
