candidate_id,outcome,public_lb_lo_exclusive,public_lb_hi_inclusive,delta_vs_e247_lo_exclusive,delta_vs_e247_hi_inclusive,delta_vs_e95_hi_inclusive,beats_e247,beats_e95,world_update_class,hidden_world_update,next_action,strengthened,weakened,private_risk
E256,amplitude_smoothing_breakthrough,-inf,0.5761389494,-inf,-2.0000000000020002e-05,-0.0001523803999999851,True,True,strong_support,E256 wins by more than frontier noise. Public prefers high-amplitude/E230-aligned Q3 rollback over E247's broader low-amplitude smoothing mass.,Promote amplitude-constrained smoothing. Search around high-amplitude cells only after auditing private risk; do not restore E247-only broad cells.,H256/H257 amplitude-constrained feature-NN1 smoothing,E247-only broad low-amplitude smoothness as necessary public signal,May overfit public high-amplitude cells if the win is driven by a tiny hard-label subset.
E256,clean_win,0.5761389494,0.5761559494,-2.0000000000020002e-05,-2.9999999999752447e-06,-0.00013538039999994034,True,True,support,E256 beats E247 at readable scale but not enough to call a new law. The cell anatomy trade looks public-favorable.,"Use E256 as new operational anchor, then run an E256-vs-E247-only attribution audit before any sibling.",high-amplitude smoothing,broad top34 exactness,Delta can still be a small public-cell realization rather than robust private improvement.
E256,tie,0.5761559494,0.5761619494,-2.9999999999752447e-06,2.9999999999752447e-06,-0.00012938039999998985,False,True,underresolved,E256 does not separate from E247. Broad smoothness and high-amplitude smoothing are tied at public resolution.,"Do not tune smoothing siblings. Use E224 if attribution is still needed, or switch to a non-collinear question.",feature-NN1 smoothing family generally,ranking E247 vs E256 from current stress metrics,Tied public does not identify which cell group private prefers.
E256,near_loss,0.5761619494,0.5761889494,2.9999999999752447e-06,2.999999999997449e-05,-0.0001023803999999906,False,True,weak_rejection,E247-only broad low-amplitude smoothing likely carries real public signal; E256's high-amplitude concentration prunes too much.,"Keep E247 as anchor. Do not submit high-amplitude siblings. If continuing, isolate E247-only cells rather than increasing amplitude.",H257 broad low-amplitude smoothness,amplitude-only rollback rule,Near loss may still be public-cell noise; private may prefer the more concentrated E256.
E256,same_family_loss,0.5761889494,0.5762913298,2.999999999997449e-05,0.0001323803999999651,0.0,False,False,rejection,E256 loses the E247 edge but remains at or above the old E95 frontier. The exact E247 top34 set or E224-body interaction matters.,Stop sibling sweeps. Submit E224 only if the next question is body attribution; otherwise search non-collinear structure.,E247 exact top34 / body interaction,amplitude-constrained smoothing as score route,E247 may be public-overfit; E256 loss alone cannot prove E247 private safety.
E256,hard_loss,0.5762913298,inf,0.0001323803999999651,inf,inf,False,False,hard_rejection,E256 gives back the E247 advantage and fails as a same-family refinement.,Close E256-like refinements. Treat E247 as a fragile public observation until E224 attribution or another independent sensor confirms the body.,fragility / attribution gap,same-family smoothing refinements,Hard loss could still be E256-specific; E247 itself remains observed best.
E224,body_breakthrough,-inf,0.5761389494,-inf,-2.0000000000020002e-05,-0.0001523803999999851,True,True,strong_support,"The E224 body alone beats E247. The rollback likely over-pruned the true public body, and E247's win was carried by E224.",Promote E224 body as the core law. Audit rollback harm cells; do not add Q3 smoothing until a body-preserving gate exists.,E224 capped-Q3/S4 body,Q3 rollback necessity,A body-only win may amplify private risk because E224 has high adverse capacity and lower support probability.
E224,body_tie_or_micro_win,0.5761389494,0.5761619494,-2.0000000000020002e-05,2.9999999999752447e-06,-0.00012938039999998985,False,True,support,"E224 is as good as E247. Most of the public gain came from the body, while rollback is optional or underresolved.","Use E224 as attribution-confirmed anchor. Revisit Q3 rollback only as a private-risk reducer, not as a score requirement.",E224 body carried the win,rollback as essential public signal,E224 body has broad Q3/S4 movement and could be less private-safe despite public tie.
E224,rollback_helped,0.5761619494,0.5762913298,2.9999999999752447e-06,0.0001323803999999651,0.0,False,False,mixed_support,"E224 remains better than old E95 but worse than E247. Body is public-real, and the Q3 rollback adds necessary tail correction.",Keep E247 as anchor. Use E256 result if available to decide broad vs amplitude rollback; otherwise do not remove rollback.,body plus tail-correction worldview,body-only sufficiency,Underidentified if the loss is tiny; do not over-tune Q3 scale from one score.
E224,body_not_enough,0.5762913298,0.5763066405,0.0001323803999999651,0.00014769110000001362,1.5310700000048527e-05,False,False,weak_rejection,"E224 fails to preserve the old E95 advantage but stays mixmin-safe. The public win needs the rollback/interaction, not body alone.","Demote body-only candidates. Keep E247; if exploring, target Q3 tail correction rather than larger body.",Q3 rollback / interaction,E224 body-only route,"Could be a calibration-tail miss, not a full body rejection."
E224,body_loss,0.5763066405,0.5772865088,0.00014769110000001362,0.0011275593999999778,0.0009951790000000127,False,False,rejection,E224 gives back the E95/mixmin gains. E247 rollback may have rescued a risky body or E224 was never public-safe alone.,Do not submit E224 siblings. Treat E247 as a specific body-plus-trim construction and move to non-collinear structure.,rollback as rescue / body risk,current E211/E224 body translator,"If close to mixmin, the body might be neutral but not enough; if near E216, it is a bad translator."
E224,body_collapse,0.5772865088,inf,0.0011275593999999778,inf,inf,False,False,hard_rejection,E224 fails like a bad JEPA translation. The body is shortcut/collapse-prone despite E247's observed rescue.,Close current E211/E224 translator lane as submissions. Keep it only as a diagnostic latent.,LeJEPA shortcut warning,body translator as candidate source,E247 remains an exception; attribution must not generalize the body without tail correction.
