variant,source_family,source_file,operation,beta,guard_factor,guard_group,badclean_count,badclean_max_poscos,file,basename,changed_rows_vs_e247,changed_cells_vs_e247,move_l1,move_l2,abs_Q1,abs_Q2,abs_Q3,abs_S1,abs_S2,abs_S3,abs_S4,opposite_only,support_actual_p90,support_actual_mean,support_source_transfer_auc,label,total_q3_abs,q3_nonzero_rows,e247_body_n,e247_body_q3_abs,e247_body_q3_aligned_abs,e247_body_q3_opposite_abs,e247_body_alignment_ratio,e247_common_n,e247_common_q3_abs,e247_common_q3_aligned_abs,e247_common_q3_opposite_abs,e247_common_alignment_ratio,e247_only_n,e247_only_q3_abs,e247_only_q3_aligned_abs,e247_only_q3_opposite_abs,e247_only_alignment_ratio,e256_only_n,e256_only_q3_abs,e256_only_q3_aligned_abs,e256_only_q3_opposite_abs,e256_only_alignment_ratio,support_high_n,support_high_q3_abs,support_high_q3_aligned_abs,support_high_q3_opposite_abs,support_high_alignment_ratio,support_interference_l1,support_alignment_score
graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_smooth_weighted_ctrl_add_low_preserve_top5_27ab2576.csv,graft_raw,1.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_00_d4b1282c.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_00_d4b1282c.csv,248,630,4.72092500147569,0.44602045100376553,2.241007611389761,1.0298561624943101,0.316826469088056,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-3.897806541310514e-06,-6.227485215777583e-06,0.4615384615384615,graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1.00,0.3168264690880579,19,34,0.1341011730229355,0.1341011730229355,0.0,1.0,21,0.084396600798257,0.084396600798257,0.0,1.0,13,0.04970457222467849,0.04970457222467849,0.0,1.0,4,0.0,0.0,0.0,0.0,26,0.1341011730229355,0.1341011730229355,0.0,1.0,0.0,1.25
graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_smooth_weighted_ctrl_add_low_preserve_top3_67c7d752.csv,graft_raw,1.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_00_a10796a8.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_00_a10796a8.csv,248,628,4.670193161305341,0.44439114027610194,2.241007611389761,1.0298561624943101,0.26609462891770685,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-3.2351964156467454e-06,-4.857012616218415e-06,0.4615384615384615,graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1.00,0.2660946289177081,17,34,0.1341011730229355,0.1341011730229355,0.0,1.0,21,0.084396600798257,0.084396600798257,0.0,1.0,13,0.04970457222467849,0.04970457222467849,0.0,1.0,4,0.0,0.0,0.0,0.0,26,0.1341011730229355,0.1341011730229355,0.0,1.0,0.0,1.25
graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_ctrl_add_low_preserve_top3_f89fbfd6.csv,graft_raw,1.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_00_ea98b17a.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_00_ea98b17a.csv,248,628,4.6717295784073425,0.44442447906350263,2.241007611389761,1.0298561624943101,0.2676310460197092,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-2.9830515524425585e-06,-4.319278459338452e-06,0.4615384615384615,graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1.00,0.26763104601971044,17,34,0.1341011730229355,0.1341011730229355,0.0,1.0,21,0.084396600798257,0.084396600798257,0.0,1.0,13,0.04970457222467849,0.04970457222467849,0.0,1.0,4,0.0,0.0,0.0,0.0,26,0.1341011730229355,0.1341011730229355,0.0,1.0,0.0,1.25
graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_ctrl_add_low_preserve_top5_0d148e41.csv,graft_raw,1.5,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_50_1446446e.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_50_1446446e.csv,248,630,4.755773639627503,0.44830169042140444,2.241007611389761,1.0298561624943101,0.3516751072398695,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-4.384434150699312e-06,-6.6143805178602e-06,0.4615384615384615,graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1.50,0.35167510723986994,19,34,0.1341011730229355,0.1341011730229355,0.0,1.0,21,0.084396600798257,0.084396600798257,0.0,1.0,13,0.04970457222467849,0.04970457222467849,0.0,1.0,4,0.0,0.0,0.0,0.0,26,0.1341011730229355,0.1341011730229355,0.0,1.0,0.0,1.25
graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_smooth_weighted_ctrl_add_low_preserve_top5_27ab2576.csv,graft_raw,1.5,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_50_b624d7dc.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_50_b624d7dc.csv,248,630,4.7646265415000615,0.44869732976025967,2.241007611389761,1.0298561624943101,0.3605280091124276,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-3.897806541310514e-06,-6.227485215777583e-06,0.4615384615384615,graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1.50,0.3605280091124279,19,34,0.1341011730229355,0.1341011730229355,0.0,1.0,21,0.084396600798257,0.084396600798257,0.0,1.0,13,0.04970457222467849,0.04970457222467849,0.0,1.0,4,0.0,0.0,0.0,0.0,26,0.1341011730229355,0.1341011730229355,0.0,1.0,0.0,1.25
graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_smooth_weighted_ctrl_add_low_preserve_top3_67c7d752.csv,graft_raw,1.5,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_50_182d0c71.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_50_182d0c71.csv,248,628,4.688528781244537,0.44504504280931334,2.241007611389761,1.0298561624943101,0.2844302488569039,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-3.2351964156467454e-06,-4.857012616218415e-06,0.4615384615384615,graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1.50,0.28443024885690393,17,34,0.1341011730229355,0.1341011730229355,0.0,1.0,21,0.084396600798257,0.084396600798257,0.0,1.0,13,0.04970457222467849,0.04970457222467849,0.0,1.0,4,0.0,0.0,0.0,0.0,26,0.1341011730229355,0.1341011730229355,0.0,1.0,0.0,1.25
graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1.50,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_ctrl_add_low_preserve_top3_f89fbfd6.csv,graft_raw,1.5,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_50_ddb2a80e.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1_50_ddb2a80e.csv,248,628,4.690833406897541,0.44511994137291755,2.241007611389761,1.0298561624943101,0.2867348745099074,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-2.9830515524425585e-06,-4.319278459338452e-06,0.4615384615384615,graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b1.50,0.2867348745099082,17,34,0.1341011730229355,0.1341011730229355,0.0,1.0,21,0.084396600798257,0.084396600798257,0.0,1.0,13,0.04970457222467849,0.04970457222467849,0.0,1.0,4,0.0,0.0,0.0,0.0,26,0.1341011730229355,0.1341011730229355,0.0,1.0,0.0,1.25
graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_ctrl_add_low_preserve_top5_0d148e41.csv,graft_raw,2.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2_00_4aac93a0.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2_00_4aac93a0.csv,248,630,4.796524212361022,0.451720547447197,2.241007611389761,1.0298561624943101,0.3924256799733884,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-4.384434150699312e-06,-6.6143805178602e-06,0.4615384615384615,graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2.00,0.39242567997338795,19,34,0.1341011730229355,0.1341011730229355,0.0,1.0,21,0.084396600798257,0.084396600798257,0.0,1.0,13,0.04970457222467849,0.04970457222467849,0.0,1.0,4,0.0,0.0,0.0,0.0,26,0.1341011730229355,0.1341011730229355,0.0,1.0,0.0,1.25
graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_smooth_weighted_ctrl_add_low_preserve_top5_27ab2576.csv,graft_raw,2.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2_00_eb083fef.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2_00_eb083fef.csv,248,630,4.808328081524433,0.4524183519294127,2.241007611389761,1.0298561624943101,0.4042295491367992,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-3.897806541310514e-06,-6.227485215777583e-06,0.4615384615384615,graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2.00,0.40422954913679887,19,34,0.1341011730229355,0.1341011730229355,0.0,1.0,21,0.084396600798257,0.084396600798257,0.0,1.0,13,0.04970457222467849,0.04970457222467849,0.0,1.0,4,0.0,0.0,0.0,0.0,26,0.1341011730229355,0.1341011730229355,0.0,1.0,0.0,1.25
graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_smooth_weighted_ctrl_add_low_preserve_top3_67c7d752.csv,graft_raw,2.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2_00_866f1d73.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2_00_866f1d73.csv,248,628,4.706864401183735,0.4459588955629126,2.241007611389761,1.0298561624943101,0.3027658687961009,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-3.2351964156467454e-06,-4.857012616218415e-06,0.4615384615384615,graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2.00,0.3027658687961008,17,34,0.1341011730229355,0.1341011730229355,0.0,1.0,21,0.084396600798257,0.084396600798257,0.0,1.0,13,0.04970457222467849,0.04970457222467849,0.0,1.0,4,0.0,0.0,0.0,0.0,26,0.1341011730229355,0.1341011730229355,0.0,1.0,0.0,1.25
graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_ctrl_add_low_preserve_top3_f89fbfd6.csv,graft_raw,2.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2_00_01b31618.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2_00_01b31618.csv,248,628,4.70993723538774,0.44609176709683734,2.241007611389761,1.0298561624943101,0.3058387030001056,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-2.9830515524425585e-06,-4.319278459338452e-06,0.4615384615384615,graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b2.00,0.30583870300010585,17,34,0.1341011730229355,0.1341011730229355,0.0,1.0,21,0.084396600798257,0.084396600798257,0.0,1.0,13,0.04970457222467849,0.04970457222467849,0.0,1.0,4,0.0,0.0,0.0,0.0,26,0.1341011730229355,0.1341011730229355,0.0,1.0,0.0,1.25
graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b3.00,e286_support_graft,analysis_outputs/submission_e286_e247contrast_e247_body_vs_clean_cell_geometry_lr_l2_c0p3_raw_ctrl_add_low_preserve_top5_0d148e41.csv,graft_raw,3.0,1.0,none,0,0.0,analysis_outputs/submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b3_00_853236eb.csv,submission_e354_e247support_graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b3_00_853236eb.csv,248,630,4.87802535782806,0.4613491268517491,2.241007611389761,1.0298561624943101,0.4739268254404262,1.1240588133850626,0.0,0.009175945118500346,0.0,False,-4.384434150699312e-06,-6.6143805178602e-06,0.4615384615384615,graft_raw_e247_body_vs_clean_cell_geometry_lr_l2_c0p3__b3.00,0.4739268254404272,19,34,0.1341011730229355,0.1341011730229355,0.0,1.0,21,0.084396600798257,0.084396600798257,0.0,1.0,13,0.04970457222467849,0.04970457222467849,0.0,1.0,4,0.0,0.0,0.0,0.0,26,0.1341011730229355,0.1341011730229355,0.0,1.0,0.0,1.25
