source,story_id,family,mapped_family,anchor,phase,human_story,best_label_target,best_label_abs_effect,best_dateblock_target,best_dateblock_delta,subject_best_delta,e247_only_d,e256_only_d,e247_vs_e256_d,e267_moved_d,train_test_gap,public_align_score,verdict,score_col,feature_available,score_train_mean,score_test_mean,score_train_sd,score_train_test_z_gap,score_high_train_rate,score_high_test_rate,e275_qsleep_selected_any_d,e275_qsleep_selected_q3_d,cv_delta_min,cv_delta_mean,cv_negative_rate,cv_dateblock_min,cv_subject_min,cv_best_target,label_best_variant,label_best_target,label_best_signed_effect,label_best_abs_effect,label_abs_effect_mean_top5,e278_only_gate_count,e278_leaveout_gate_count,e278_only_actual_delta_mean,e278_leaveout_actual_delta_mean,e278_only_min_dominance,e278_leaveout_min_dominance,e278_any_train_gate,e278_best_actual_delta,e278_best_dominance,jepa_context_oof_r2_mean,jepa_context_oof_r2_min,jepa_resid_train_mean,jepa_resid_test_mean,jepa_resid_gap_ratio,label_score,cv_score,stability_score,family_support_score,jepa_context_score,e275_row_alignment_score,public_sensor_score,transfer_survival_score,e280_verdict,next_public_free_test
human_social,commute_workday,workday_commute,mobility_context,,,Morning/evening movement and WiFi variety consistent with commute.,S4,0.168141592920354,S4,-0.011513080869075,-0.0418248671909411,-0.0519034118089488,0.0722778419908762,-0.1190637782106489,0.2430426049948595,0.0807068914803058,0.0292691646520915,real_but_action_unproven,commute_workday_subj_z,True,-1.0855514018557087e-17,-0.08070689148030587,1.0,0.08070689148030585,0.2,0.16,-0.11523975090555762,-0.21825332440688835,-0.0418248671909411,0.0046910730092531005,0.21428571428571427,-0.011513080869075,-0.0418248671909411,S1,score,S1,0.2123893805309734,0.2123893805309734,0.17699115044247787,2.0,2.0,-0.0006183738876994001,-0.00121585735976215,0.895,0.9133333333333332,True,-0.0014605603801005,0.92,0.6381806400681596,0.5303449285131125,3.6537607201728006,3.5921730340378852,0.016855971381728212,0.7642799678197909,1.0,0.7694088814848404,1.0,0.7030291810172947,0.27281665550861045,0.019512776434727666,0.7919062582243951,alive_for_story_state_gate,Build a row selector and require matched row/subject/dateblock null survival.
human_social,bright_light_late,sleep_fragment,bedtime_phone,,,Phone/wearable light exposure near sleep.,S4,0.2035398230088496,S4,-0.0138491641846308,-0.0067001232495068,0.1508869513813782,0.7415587813235894,-0.6496634255608025,0.4334530834788469,0.0200572167994568,0.578809531002893,promising_for_direct_e247_gate,bright_light_late_subj_z,True,7.500173321912169e-17,-0.020057216799456726,1.0,0.020057216799456802,0.2,0.204,-0.09968176477880474,0.028637953417379333,-0.0138491641846308,0.015595594291351152,0.14285714285714285,-0.0138491641846308,-0.0067001232495068,S4,score_subj_z,S4,0.2035398230088496,0.2035398230088496,0.1823008849557522,2.0,2.0,-0.00032714809447300004,-0.0015636856283582998,0.9983333333333332,0.9166666666666666,True,-0.0018696773049331,1.0,0.5880664515873499,0.4409206664301632,3.0229661484084898,2.951957860768274,0.023489607277805462,0.9251810136765891,0.711050972683086,0.9426936662872663,1.0,0.6553013824641427,0.03579744177172416,0.38587302066859536,0.7819926864485228,alive_for_story_state_gate,Build a row selector and require matched row/subject/dateblock null survival.
human_social,vehicle_noise_day,environment,mobility_context,,,Vehicle ambience and GPS speed.,S3,0.0884955752212389,S1,-0.0113966968278851,-0.0456298026249435,-0.1995407403862202,-0.1773034992268568,-0.0108388470881307,0.1825046597081495,0.0703389064931972,0.1015425309969769,real_but_action_unproven,vehicle_noise_day_subj_z,True,9.86864910777917e-18,-0.07033890649319723,1.0,0.07033890649319724,0.2,0.18,-0.09942566638064258,-0.2695661592338193,-0.0456298026249435,0.00793150975176255,0.2857142857142857,-0.0113966968278851,-0.0456298026249435,S1,score_abs_subj_z,Q1,-0.1592920353982301,0.1592920353982301,0.13274336283185836,2.0,2.0,-0.0006183738876994001,-0.00121585735976215,0.895,0.9133333333333332,True,-0.0014605603801005,0.92,0.6381806400681596,0.5303449285131125,3.6537607201728006,3.5921730340378852,0.016855971381728212,0.40225261464199497,1.0,0.7990316957337221,1.0,0.7030291810172947,0.33695769904227413,0.06769502066465126,0.716287140400777,diagnostic_story_only,Use for hypothesis graph and slice analysis only.
human_social,single_app_monotony,routine_anchor,routine_calendar,,,One dominant app or ritual dominates the day.,Q3,0.2035398230088495,Q3,-0.008958216145538,-0.059585356142955,-0.7458329599661209,-1.1770816887850848,0.527131814925483,0.1297786675300455,0.0315021386412615,1.2001999064662656,promising_for_direct_e247_gate,single_app_monotony_subj_z,True,-1.578983857244667e-17,-0.031502138641261564,1.0,0.03150213864126155,0.2,0.18,0.16307002268064175,0.14046282557449513,-0.059585356142955,-0.0017008652687773137,0.42857142857142855,-0.008958216145538,-0.059585356142955,S2,score,S2,0.2654867256637168,0.2654867256637168,0.20353982300884957,0.0,2.0,-0.00027823811296885,-0.00152249442154125,0.8216666666666667,0.955,True,-0.0018115086423491,0.9566666666666668,0.09994776741066597,-0.0556617830841384,2.445966251923653,2.357234314685152,0.03627684444489643,0.9251810136765887,1.0,0.9099938895963956,0.25,0.1904264451530152,0.1755785319681189,0.8001332709775104,0.7161794832921275,alive_but_needs_transfer_test,Run a masked context->story-state test before any materialization.
human_social,app_entropy_scattered_day,routine_break,routine_calendar,,,Attention spread across many apps during the day.,Q3,0.1681415929203539,Q3,-0.006340069626087,-0.0312336649824473,0.6221294863437714,1.3253623684204918,-0.741665242050776,-0.0419933333140866,0.0380596830277376,1.3332831409805694,promising_for_direct_e247_gate,app_entropy_scattered_day_subj_z,True,0.0,0.03805968302773762,1.0,0.03805968302773762,0.2,0.168,-0.17715066262911658,-0.12977756403722351,-0.0312336649824473,0.005388403678523115,0.5,-0.006340069626087,-0.0312336649824473,S2,score,S1,-0.2035398230088495,0.2035398230088495,0.17522123893805305,0.0,2.0,-0.00027823811296885,-0.00152249442154125,0.8216666666666667,0.955,True,-0.0018115086423491,0.9566666666666668,0.09994776741066597,-0.0556617830841384,2.445966251923653,2.357234314685152,0.03627684444489643,0.7642799678197905,0.8888428674025709,0.8912580484921782,0.25,0.1904264451530152,0.1622219550465294,0.8888554273203796,0.6492397733701286,alive_but_needs_transfer_test,Run a masked context->story-state test before any materialization.
human_social,heart_stress_late,physiology_stress,physiology_activity,,,High late/presleep heart rate and variance.,Q3,0.1490265486725663,Q1,-0.0160479510108753,-0.01729061465594,-0.2319743001995585,0.1167584378865058,-0.3672198300573008,0.3524608403598951,0.1349582196699971,0.3892241551594124,promising_for_direct_e247_gate,heart_stress_late_subj_z,True,-9.375216652390211e-18,0.1349582196699971,1.0,0.1349582196699971,0.2,0.272,0.018658363015371483,0.012513279191488997,-0.01729061465594,0.0018660972262687138,0.35714285714285715,-0.0160479510108753,-0.01729061465594,Q1,score_abs_subj_z,Q1,0.247787610619469,0.247787610619469,0.21429203539823005,,,,,,,,,,0.8614787168084691,0.8315833453849268,2.512302325181048,2.472826737210118,0.015712913042058067,0.6773934030571195,1.0,0.6144050866571511,0.0,0.9156940160080658,0.015641598989361245,0.2594827701062749,0.613616128965246,alive_but_needs_transfer_test,Run a masked context->story-state test before any materialization.
human_social,outdoor_nature_day,environment,mobility_context,,,Outdoor/nature ambience and movement.,Q1,0.0973451327433627,S3,-0.0017997045316431,-0.0173885052223876,-0.3784085848503828,-0.3345997288938674,-0.116880000065855,0.1621264955006823,0.0261211799746718,0.4076950421722287,promising_for_direct_e247_gate,outdoor_nature_day_subj_z,True,-3.552713678800501e-17,-0.0261211799746719,1.0,0.026121179974671865,0.2,0.184,-0.08308976997673358,-0.11362132940292097,-0.0173885052223876,0.012093083860543396,0.2857142857142857,-0.0017997045316431,-0.0173885052223876,S1,score_abs_subj_z,Q3,0.1415929203539823,0.1415929203539823,0.12920353982300878,2.0,2.0,-0.0006183738876994001,-0.00121585735976215,0.895,0.9133333333333332,True,-0.0014605603801005,0.92,0.6381806400681596,0.5303449285131125,3.6537607201728006,3.5921730340378852,0.016855971381728212,0.4424778761061941,0.4227577932662145,0.9253680572152232,1.0,0.7030291810172947,0.1420266617536512,0.27179669478148577,0.6026214962160479,diagnostic_story_only,Use for hypothesis graph and slice analysis only.
human_social,morning_after_badnight,nextday_echo,diary_global,,,High morning heart/mobility after a possibly fragmented night.,Q2,0.1592920353982301,S4,-0.0035852263441057,-0.0185385497410975,-0.1628920186310283,0.4133054950158422,-0.7367665181865573,-0.1235239081386036,0.1211845973943882,0.8076004333996867,promising_for_direct_e247_gate,morning_after_badnight_subj_z,True,1.8750433304780422e-17,-0.12118459739438822,1.0,0.12118459739438824,0.2,0.164,-0.17817582910623042,-0.13549802113206447,-0.0185385497410975,0.0030433762973980714,0.42857142857142855,-0.0035852263441057,-0.0185385497410975,S3,score_subj_z,Q2,-0.1592920353982301,0.1592920353982301,0.127433628318584,2.0,1.0,-0.00041411180312505,-0.0013904505103165,0.8883333333333333,0.8533333333333334,True,-0.0016946552412224,0.9183333333333332,,,,,,0.7240547063555913,0.5201554258263541,0.6537582931588908,1.0,0.09523809523809523,0.16937252641508058,0.5384002889331244,0.5938188195331261,alive_for_story_state_gate,Build a row selector and require matched row/subject/dateblock null survival.
human_social,quiet_dark_bedtime,routine_anchor,routine_calendar,,,Low late light/screen/mobility with charging.,S4,0.1150442477876106,Q1,-0.0118925119155185,-0.0227307513238858,-0.3216348829400831,-0.3335231712401827,0.0734998538154441,-0.5699315362554321,0.0148627295153138,0.1064532862489827,real_but_action_unproven,quiet_dark_bedtime_subj_z,True,6.019875955745294e-17,0.014862729515313948,1.0,0.014862729515313887,0.2,0.22,0.017877199417820903,-0.0028527015444616034,-0.0227307513238858,0.009762168774357706,0.42857142857142855,-0.0118925119155185,-0.0227307513238858,Q1,score,S3,-0.2035398230088495,0.2035398230088495,0.15221238938053092,0.0,2.0,-0.00027823811296885,-0.00152249442154125,0.8216666666666667,0.955,True,-0.0018115086423491,0.9566666666666668,0.09994776741066597,-0.0556617830841384,2.445966251923653,2.357234314685152,0.03627684444489643,0.5229283990345936,0.9501363562909868,0.9575350585276746,0.25,0.1904264451530152,0.0035658769305770043,0.0709688574993218,0.5823131734385423,alive_but_needs_transfer_test,Run a masked context->story-state test before any materialization.
human_social,media_binge_late,media_binge,media_game,,,Late video/music/game consumption.,Q2,0.1946902654867257,S3,-0.0023399045876301,-0.0120528144590728,0.1249576859609826,-0.0620406206932621,0.1735747210007649,-0.1761673108007964,0.0119641304004198,0.2074577189612444,real_but_action_unproven,media_binge_late_subj_z,True,3.3553406966449176e-17,-0.011964130400419788,0.9451631252505217,0.012658270388245045,0.2,0.144,-0.01779466273435968,-0.12599571760403952,-0.0120528144590728,0.007939174216381472,0.21428571428571427,-0.0023399045876301,-0.0120528144590728,Q3,score_abs_subj_z,Q3,-0.2507605088495575,0.2507605088495575,0.21103763634492695,0.0,2.0,-0.00015468853087,-0.00155876806670015,0.5733333333333334,0.9883333333333332,True,-0.001841265733498,0.99,0.5613276218521478,0.4902595781607725,1.8513722714760203,1.6231667710175386,0.1232628920581938,0.8849557522123895,0.3385523136660435,0.9638335131764427,0.25,0.6298358303353788,0.1574946470050494,0.13830514597416294,0.5802893308856999,diagnostic_story_only,Use for hypothesis graph and slice analysis only.
human_social,night_out_mobility,nightlife_mobility,mobility_context,,,"Late/deepnight movement, public ambience, weak charging.",S4,0.1078803202697008,Q2,0.0024161150792798,-0.0100451276746222,0.2676059622565212,-0.0340955408845301,0.3469066110912387,0.3652973204243822,0.0229300789346676,0.4261313934019019,weak_or_confounded,night_out_mobility_subj_z,True,-1.1052887000712669e-16,-0.02293007893466775,1.0,0.022930078934667638,0.2,0.224,-0.2819651465594644,-0.1657309303930215,-0.0100451276746222,0.012874872831461373,0.07142857142857142,0.0024161150792798,-0.0100451276746222,S1,score,S4,0.2035398230088495,0.2035398230088495,0.16814159292035394,2.0,2.0,-0.0006183738876994001,-0.00121585735976215,0.895,0.9133333333333332,True,-0.0014605603801005,0.92,0.6381806400681596,0.5303449285131125,3.6537607201728006,3.5921730340378852,0.016855971381728212,0.4903650921350037,0.20090255349244399,0.9344854887580925,1.0,0.7030291810172947,0.20716366299127686,0.28408759560126795,0.5674386253062009,diagnostic_story_only,Use for hypothesis graph and slice analysis only.
