file,profile_count,best_rank,mean_rank,worst_rank,top1_count,top3_count,top10_count,mean_score,worst_score,mean_weighted_expected,mean_weighted_regret,mean_p90_regret,worst_max_regret,mean_delta_vs_prior,min_win_rate_vs_prior
submission_public_universeens_u65_r04_dc6f3303.csv,24,3,17.541666666666668,26,0,4,6,0.5762993243382197,0.5780257418233183,0.5747101377373024,0.0002685870407440286,0.0006073878001319107,0.005187605084630786,-0.0006591413963883013,0.7900710158260673
submission_public_universeens_u65_r01_365a84a6.csv,24,1,17.541666666666668,28,6,6,6,0.5763349785722912,0.5781494649525084,0.5747120668724685,0.0002705161759101023,0.0006233461930189449,0.0052706952317851385,-0.0006572122612222277,0.79
submission_public_universeens_u65_r03_cf973915.csv,24,3,17.916666666666668,27,0,2,6,0.5763289728850739,0.5781209583108009,0.5747108928964341,0.0002693421998756761,0.0006219450980308275,0.005278905394455524,-0.0006583862372566538,0.790027099631864
submission_public_universeens_u65_r02_c0e2b2f1.csv,24,2,20.666666666666668,36,0,6,6,0.5763843511568667,0.5782845360495052,0.5747151615310467,0.00027361083448836153,0.000653606939995203,0.005298812290414512,-0.0006541176026439683,0.79
submission_public_maskplausens_r04_161f5469.csv,24,11,21.25,32,0,0,0,0.576275983220932,0.5779074165022038,0.5747128361364896,0.0002712854399312419,0.0005749843401855701,0.005428801315571885,-0.000656442997201088,0.7910875706214686
submission_public_maskplausens_r05_e8325bb7.csv,24,12,21.5,31,0,0,0,0.5762777137454057,0.5779176551934224,0.574712302490351,0.0002707517937926518,0.0005759770932560979,0.005450737422471041,-0.0006569766433396781,0.7909227871939732
submission_public_maskplausens_r02_dc594c28.csv,24,5,22.875,37,0,0,6,0.5762668325953105,0.5776389842973699,0.5747313220357447,0.00028977133918637124,0.0005545657753746602,0.005321702636928771,-0.0006379570979459586,0.798901172866531
submission_public_maskplausens_r01_3de9be39.csv,24,7,23.083333333333332,35,0,0,6,0.5762626475296008,0.5777159234991585,0.574723830295418,0.00028227959885961134,0.000558684767580267,0.005327070634164488,-0.0006454488382727185,0.79544814092829
submission_public_maskplausens_r03_40f65e60.csv,24,6,23.25,36,0,0,6,0.576266065599019,0.5776555095321506,0.5747306539291719,0.000289103232613518,0.000553205043405928,0.005319569925046785,-0.0006386252045188118,0.7978766478342745
submission_public_universeens_u50_r04_f6ae8481.csv,24,4,26.5,40,0,0,6,0.576335342625797,0.5777871017558118,0.574742880814179,0.000301330117620595,0.0005450052412006393,0.006015978491976437,-0.0006263983195117349,0.7978107344632764
submission_public_universeens_u80_r01_07c571e6.csv,24,1,26.833333333333332,53,5,5,12,0.576466408844319,0.5784498545121528,0.5747263837434998,0.0002848330469413637,0.0007039273106494622,0.005121195086842167,-0.0006428953901909661,0.79
submission_public_universeens_u50_r02_93b58286.csv,24,2,27.833333333333332,44,0,6,6,0.5763585800407935,0.5777514190346745,0.5747532179386531,0.0003116672420947633,0.0005409982073443972,0.006112872961987592,-0.0006160611950375666,0.8059338832774028
