subject_id,lifelog_date,mACStatus__rows,mACStatus__active_hours,mACStatus__night_rows,mACStatus__night_share,mACStatus__m_charging__mean,mACStatus__m_charging__std,mACStatus__m_charging__sum,mACStatus__m_charging__max,mActivity__rows,mActivity__active_hours,mActivity__night_rows,mActivity__night_share,mActivity__m_activity__mean,mActivity__m_activity__std,mActivity__m_activity__sum,mActivity__m_activity__max,mAmbience__rows,mAmbience__active_hours,mAmbience__night_rows,mAmbience__night_share,mAmbience__m_ambience__len_mean,mAmbience__m_ambience__len_sum,mAmbience__m_ambience__len_max,mBle__rows,mBle__active_hours,mBle__night_rows,mBle__night_share,mBle__m_ble__len_mean,mBle__m_ble__len_sum,mBle__m_ble__len_max,mGps__rows,mGps__active_hours,mGps__night_rows,mGps__night_share,mGps__m_gps__len_mean,mGps__m_gps__len_sum,mGps__m_gps__len_max,mLight__rows,mLight__active_hours,mLight__night_rows,mLight__night_share,mLight__m_light__mean,mLight__m_light__std,mLight__m_light__sum,mLight__m_light__max,mScreenStatus__rows,mScreenStatus__active_hours,mScreenStatus__night_rows,mScreenStatus__night_share,mScreenStatus__m_screen_use__mean,mScreenStatus__m_screen_use__std,mScreenStatus__m_screen_use__sum,mScreenStatus__m_screen_use__max,mUsageStats__rows,mUsageStats__active_hours,mUsageStats__night_rows,mUsageStats__night_share,mUsageStats__m_usage_stats__len_mean,mUsageStats__m_usage_stats__len_sum,mUsageStats__m_usage_stats__len_max,mWifi__rows,mWifi__active_hours,mWifi__night_rows,mWifi__night_share,mWifi__m_wifi__len_mean,mWifi__m_wifi__len_sum,mWifi__m_wifi__len_max,wHr__rows,wHr__active_hours,wHr__night_rows,wHr__night_share,wHr__heart_rate__len_mean,wHr__heart_rate__len_sum,wHr__heart_rate__len_max,wLight__rows,wLight__active_hours,wLight__night_rows,wLight__night_share,wLight__w_light__mean,wLight__w_light__std,wLight__w_light__sum,wLight__w_light__max,wPedo__rows,wPedo__active_hours,wPedo__night_rows,wPedo__night_share,wPedo__step__mean,wPedo__step__std,wPedo__step__sum,wPedo__step__max,wPedo__step_frequency__mean,wPedo__step_frequency__std,wPedo__step_frequency__sum,wPedo__step_frequency__max,wPedo__running_step__mean,wPedo__running_step__std,wPedo__running_step__sum,wPedo__running_step__max,wPedo__walking_step__mean,wPedo__walking_step__std,wPedo__walking_step__sum,wPedo__walking_step__max,wPedo__distance__mean,wPedo__distance__std,wPedo__distance__sum,wPedo__distance__max,wPedo__speed__mean,wPedo__speed__std,wPedo__speed__sum,wPedo__speed__max,wPedo__burned_calories__mean,wPedo__burned_calories__std,wPedo__burned_calories__sum,wPedo__burned_calories__max
id01,2024-06-26,681,12,344,0.5051395007342144,0.21585903083700442,0.4117193548490217,147,1,711,12,354,0.4978902953586498,2.9535864978902953,1.409958722016098,2100,7,304,11,154,0.506578947368421,0.0,0,0,34.0,12.0,18.0,0.5294117647058824,0.0,0.0,0.0,707.0,12.0,350.0,0.49504950495049505,0.0,0.0,0.0,73,12,37,0.5068493150684932,364.5068493150685,395.6594398135174,26609.0,1886.0,711,12,354,0.4978902953586498,0.29535864978902954,0.45652496891790934,210,1,46.0,11.0,21.0,0.45652173913043476,0.0,0.0,0.0,69.0,12.0,33.0,0.4782608695652174,0.0,0.0,0.0,530.0,10.0,193.0,0.3641509433962264,0.0,0.0,0.0,318.0,7.0,99.0,0.3113207547169811,299.41509433962267,1222.0355429211577,95214.0,20874.0,643.0,12.0,293.0,0.4556765163297045,5.564541213063763,17.871908008272786,3578.0,119.0,0.09274235355106272,0.297865133471213,59.63333333333333,1.9833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.3268896788126945,13.908274853032415,2782.1900634765625,95.293212890625,0.07211482798021157,0.23180458088387376,46.369834391276044,1.58822021484375,0.29443088549292107,2.2447921078217434,189.31905937194824,54.24000930786133
id01,2024-06-27,1400,24,700,0.5,0.15857142857142856,0.36540649063801245,222,1,1440,24,720,0.5,2.8673611111111112,1.3666498230570476,4129,7,720,24,360,0.5,0.0,0,0,55.0,18.0,16.0,0.2909090909090909,0.0,0.0,0.0,1439.0,24.0,719.0,0.4996525364836692,0.0,0.0,0.0,144,24,72,0.5,332.06944444444446,1300.5356812024834,47818.0,11248.0,1430,24,710,0.4965034965034965,0.3657342657342657,0.48180394851147185,523,1,93.0,20.0,31.0,0.3333333333333333,0.0,0.0,0.0,126.0,23.0,55.0,0.4365079365079365,0.0,0.0,0.0,654.0,16.0,169.0,0.25840978593272174,0.0,0.0,0.0,833.0,24.0,382.0,0.45858343337334934,242.54861944777912,931.9408706539953,202043.0,12464.0,1345.0,24.0,633.0,0.4706319702602231,2.307806691449814,10.549365531507853,3104.0,97.0,0.038463444857496906,0.17582275885846418,51.733333333333334,1.6166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7794591513708178,8.165688123591442,2393.37255859375,77.43994140625,0.029657652522846967,0.13609480205985736,39.88954264322917,1.2906656901041667,0.21486303620178904,3.9301734623678874,288.99078369140625,105.16011047363281
id01,2024-06-28,1420,24,720,0.5070422535211268,0.18028169014084508,0.38455733804806386,256,1,1440,24,720,0.5,2.763888888888889,1.1640080233414258,3980,7,710,24,360,0.5070422535211268,0.0,0,0,57.0,16.0,17.0,0.2982456140350877,0.0,0.0,0.0,1418.0,24.0,715.0,0.504231311706629,0.0,0.0,0.0,144,24,72,0.5,219.20138888888889,260.6829003665412,31565.0,1834.0,1420,24,710,0.5,0.31971830985915495,0.4665316582045403,454,1,85.0,19.0,30.0,0.35294117647058826,0.0,0.0,0.0,118.0,23.0,50.0,0.423728813559322,0.0,0.0,0.0,712.0,16.0,123.0,0.17275280898876405,0.0,0.0,0.0,869.0,24.0,349.0,0.4016110471806674,419.02761795166856,3391.4971343936645,364135.0,91584.0,1358.0,24.0,652.0,0.4801178203240059,3.0581737849779085,14.423952594666826,4153.0,131.0,0.050969563082965144,0.2403992099111136,69.21666666666667,2.183333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3707428189194784,11.227299197225115,3219.4687480926514,101.530029296875,0.039512380315324634,0.18712165328708533,53.65781246821086,1.6921671549479167,0.0958096162033362,0.4807077133833786,130.10945880413055,4.110078811645508
id01,2024-06-29,1340,24,661,0.49328358208955225,0.2865671641791045,0.45232633186318755,384,1,1440,24,720,0.5,2.8715277777777777,0.9249955914809156,4135,7,720,24,360,0.5,0.0,0,0,42.0,16.0,16.0,0.38095238095238093,0.0,0.0,0.0,1440.0,24.0,720.0,0.5,0.0,0.0,0.0,144,24,72,0.5,91.41666666666667,312.06520521790367,13164.0,3498.0,1400,24,710,0.5071428571428571,0.23785714285714285,0.42592335169780826,333,1,67.0,17.0,17.0,0.2537313432835821,0.0,0.0,0.0,134.0,24.0,65.0,0.48507462686567165,0.0,0.0,0.0,4.0,3.0,3.0,0.75,0.0,0.0,0.0,488.0,21.0,170.0,0.3483606557377049,66.32991803278688,112.29873516795195,32369.0,374.0,1232.0,24.0,644.0,0.5227272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
id01,2024-06-30,1400,24,710,0.5071428571428571,0.1442857142857143,0.3515047665956273,202,1,1440,24,720,0.5,2.61875,1.110219678504157,3771,7,720,24,360,0.5,0.0,0,0,38.0,16.0,13.0,0.34210526315789475,0.0,0.0,0.0,1440.0,24.0,720.0,0.5,0.0,0.0,0.0,144,24,72,0.5,98.90972222222223,300.4481480971836,14243.0,2691.0,1420,24,710,0.5,0.22042253521126762,0.4146776314682042,313,1,73.0,17.0,23.0,0.3150684931506849,0.0,0.0,0.0,108.0,20.0,37.0,0.3425925925925926,0.0,0.0,0.0,425.0,9.0,0.0,0.0,0.0,0.0,0.0,681.0,21.0,152.0,0.22320117474302498,157.93245227606462,448.62937161721146,107552.0,5425.0,1309.0,24.0,600.0,0.45836516424751717,2.2941176470588234,10.252014223883,3003.0,108.0,0.038235294117647055,0.17086690373138316,50.05,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7807382193114396,8.039048131749578,2330.9863290786743,87.97979736328125,0.02967897032185732,0.13398413552915953,38.849772151311235,1.4663299560546874,0.08006853479934704,0.38474038696152246,104.80971205234528,4.579998016357422
id01,2024-07-01,1395,24,700,0.5017921146953405,0.16774193548387098,0.373770953018688,234,1,1435,24,720,0.5017421602787456,2.7790940766550523,1.1543903286550734,3988,7,702,24,360,0.5128205128205128,0.0,0,0,52.0,17.0,14.0,0.2692307692307692,0.0,0.0,0.0,1428.0,24.0,720.0,0.5042016806722689,0.0,0.0,0.0,144,24,72,0.5,193.23611111111111,291.7256587028469,27826.0,1632.0,1395,24,710,0.5089605734767025,0.2896057347670251,0.4537420398249818,404,1,91.0,19.0,30.0,0.32967032967032966,0.0,0.0,0.0,116.0,22.0,45.0,0.3879310344827586,0.0,0.0,0.0,517.0,10.0,0.0,0.0,0.0,0.0,0.0,776.0,22.0,182.0,0.2345360824742268,315.3582474226804,1142.242006111419,244718.0,16519.0,1346.0,24.0,678.0,0.5037147102526003,2.5802377414561666,12.6584480900119,3473.0,120.0,0.043003962357602774,0.2109741348335318,57.88333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0192358235193395,9.924097050794373,2717.8914184570312,94.599609375,0.033653930391988995,0.16540161751323948,45.29819030761719,1.57666015625,0.09032621406251219,0.44251493573847883,121.5790841281414,4.029914855957031
id01,2024-07-02,1430,24,720,0.5034965034965035,0.18461538461538463,0.38812096768586196,264,1,1440,24,720,0.5,2.9506944444444443,1.2038562389369787,4249,7,720,24,360,0.5,0.0,0,0,47.0,19.0,13.0,0.2765957446808511,0.0,0.0,0.0,1436.0,24.0,720.0,0.5013927576601671,0.0,0.0,0.0,144,24,72,0.5,161.41666666666666,200.0353290474782,23244.0,652.0,1410,24,710,0.5035460992907801,0.28297872340425534,0.45060600261943445,399,1,86.0,19.0,25.0,0.29069767441860467,0.0,0.0,0.0,114.0,22.0,44.0,0.38596491228070173,0.0,0.0,0.0,545.0,13.0,39.0,0.07155963302752294,0.0,0.0,0.0,695.0,23.0,215.0,0.30935251798561153,183.21151079136692,744.8179456763949,127332.0,11934.0,1216.0,23.0,539.0,0.4432565789473684,5.231085526315789,20.309418540529606,6361.0,172.0,0.08718475877192983,0.33849030900882676,106.01666666666667,2.8666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.04268405311986,15.690880514194916,4915.90380859375,131.780029296875,0.06737806755199767,0.2615146752365817,81.93173014322917,2.196333821614583,0.17607711052129926,0.6798063378043179,214.10976639389992,4.6696929931640625
id01,2024-07-03,1390,24,690,0.49640287769784175,0.26402877697841726,0.4409733318159651,367,1,1440,24,720,0.5,3.0236111111111112,1.3035465660693526,4354,7,720,24,360,0.5,0.0,0,0,56.0,18.0,13.0,0.23214285714285715,0.0,0.0,0.0,1439.0,24.0,720.0,0.5003474635163307,0.0,0.0,0.0,144,24,72,0.5,293.3541666666667,772.8489975341306,42243.0,6975.0,1430,24,710,0.4965034965034965,0.279020979020979,0.44867476845158866,399,1,91.0,20.0,25.0,0.27472527472527475,0.0,0.0,0.0,136.0,24.0,66.0,0.4852941176470588,0.0,0.0,0.0,640.0,16.0,162.0,0.253125,0.0,0.0,0.0,717.0,19.0,240.0,0.33472803347280333,307.55509065550905,2046.8394668795768,220517.0,48245.0,1113.0,21.0,640.0,0.5750224618149147,5.702605570530099,19.302648326422204,6347.0,138.0,0.09504342617550164,0.3217108054403701,105.78333333333333,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.367185937105163,14.790649258923168,4860.677947998047,104.23046875,0.07278643228508605,0.24651082098205263,81.01129913330078,1.7371744791666666,0.18864343793994118,0.6739905662583474,209.96014642715454,5.2099456787109375
id01,2024-07-04,1430,24,720,0.5034965034965035,0.15104895104895105,0.35822186104546944,216,1,1440,24,720,0.5,2.4833333333333334,1.3009858879905343,3576,7,720,24,360,0.5,0.0,0,0,62.0,19.0,21.0,0.3387096774193548,0.0,0.0,0.0,1436.0,24.0,716.0,0.4986072423398329,0.0,0.0,0.0,144,24,72,0.5,535.4166666666666,2402.6604819675185,77100.0,21049.0,1380,24,690,0.5,0.32463768115942027,0.4684090602722826,448,1,88.0,21.0,35.0,0.3977272727272727,0.0,0.0,0.0,114.0,23.0,49.0,0.4298245614035088,0.0,0.0,0.0,210.0,8.0,42.0,0.2,0.0,0.0,0.0,856.0,24.0,252.0,0.29439252336448596,803.1950934579439,3663.7708792255644,687535.0,60825.0,1268.0,23.0,648.0,0.5110410094637224,0.7263406940063092,6.357045586423085,921.0,103.0,0.012105678233438485,0.10595075977371822,15.35,1.7166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5647093700685711,4.994452927214661,716.0514812469482,83.26000213623047,0.009411822834476186,0.08324088212024428,11.934191354115804,1.3876667022705078,0.02078870578143123,0.19075423501137653,26.360078930854797,3.3400039672851562
id01,2024-07-05,1374,24,684,0.4978165938864629,0.1819505094614265,0.38594420557124,250,1,1440,24,720,0.5,2.8361111111111112,1.3299673751849865,4084,7,720,24,360,0.5,0.0,0,0,33.0,14.0,5.0,0.15151515151515152,0.0,0.0,0.0,1439.0,24.0,720.0,0.5003474635163307,0.0,0.0,0.0,144,24,72,0.5,253.35416666666666,608.5339538509829,36483.0,6745.0,1430,24,710,0.4965034965034965,0.24265734265734265,0.4288395509516271,347,1,79.0,18.0,23.0,0.2911392405063291,0.0,0.0,0.0,113.0,23.0,41.0,0.36283185840707965,0.0,0.0,0.0,573.0,16.0,60.0,0.10471204188481675,0.0,0.0,0.0,899.0,23.0,337.0,0.37486095661846497,333.5728587319244,2135.568357968557,299882.0,51287.0,1390.0,24.0,670.0,0.48201438848920863,4.084172661870504,17.394527407442432,5677.0,118.0,0.06806954436450839,0.2899087901240405,94.61666666666666,1.9666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1333271273606114,13.35648237807733,4355.32470703125,94.79006958007812,0.052222118789343526,0.22260803963462206,72.5887451171875,1.5798344930013022,0.14056050432242936,0.6266623063909593,195.3791010081768,5.530011177062988
