target,feature,mode,corr,c_value,base_loss,corrected_loss,best_weight,best_loss,delta_vs_base,mean_delta,median_delta,p25_delta,p75_delta,win_rate,mean_selected_weight,zero_weight_rate
S4,e215_hidden_z01,subject_z,0.1375450425742939,0.1,0.6034040622125061,0.6024736155712016,0.45,0.6005968671038762,-0.002807195108629923,-0.0010658605285663878,-0.0014666037651506203,-0.002979059849418708,0.00012239953818693472,0.6615384615384615,0.33153846153846156,0.08076923076923077
S4,e215_hidden_z01,subject_center,0.14153655762393666,0.1,0.6034040622125061,0.6022650972642571,0.45,0.6005970338200642,-0.002807028392441846,-0.0009612632046752257,-0.0009865799110379547,-0.0030367252536808165,1.5529515073886557e-05,0.6230769230769231,0.32603846153846155,0.12692307692307692
S4,e215_deep_resid_abs_mean,subject_z,0.14776922422544883,0.1,0.6034040622125061,0.6024424930925599,0.45,0.6007152090658425,-0.0026888531466635612,-0.0017654805345848853,-0.002227965839603163,-0.0030883910193078012,-0.0006590304601902242,0.8038461538461539,0.37053846153846154,0.03076923076923077
S2,e215_resid_pc10,subject_rank,0.14583883639495,0.05,0.5389534496173579,0.5397707600628776,0.45,0.5366616138918625,-0.002291835725495406,-0.0011963526153635979,-0.0017864481461703496,-0.0026257476651632694,0.0,0.7423076923076923,0.33519230769230773,0.03076923076923077
S2,e215_resid_pc10,subject_z,0.1276116340860516,0.1,0.5389534496173579,0.538676476179701,0.45,0.5366687388763088,-0.0022847107410490786,-0.0014355601879301632,-0.001985852740690852,-0.0027320614172560986,-0.00021194391410805924,0.7884615384615384,0.36080769230769233,0.046153846153846156
S4,e215_deep_resid_norm,subject_z,0.14031111712086686,0.2,0.6034040622125061,0.6033957467112209,0.45,0.6012149295704254,-0.002189132642080649,-0.0008445626751663992,-0.0012046548974541382,-0.002413227664777362,0.0,0.6807692307692308,0.3370769230769231,0.08846153846153847
S4,e215_deep_resid_abs_mean,subject_rank,0.1545588812483789,0.05,0.6034040622125061,0.6043646748885663,0.45,0.6012748707880581,-0.002129191424448007,-0.0012557447139053776,-0.001926739284043466,-0.002379233797060065,-0.00014074220315951624,0.7769230769230769,0.36350000000000005,0.019230769230769232
S4,e215_hidden_z01,subject_center,0.14153655762393666,0.05,0.6034040622125061,0.6047121729408331,0.45,0.6013486844768603,-0.0020553777356457914,-0.00040559695382667784,-0.0007428995934769533,-0.002169852125773558,0.0004496774712038354,0.5846153846153846,0.30553846153846154,0.13076923076923078
S4,e215_hidden_z01,subject_z,0.1375450425742939,0.05,0.6034040622125061,0.6049076803166301,0.45,0.6013503815529258,-0.002053680659580337,-0.0004356377322461503,-0.0009039645225189519,-0.002085709206044034,0.0006329920294140812,0.6115384615384616,0.3055384615384616,0.1
S4,e215_hidden_z01,subject_rank,0.13370330569807012,0.2,0.6034040622125061,0.6038415128071032,0.45,0.6013770438916534,-0.002027018320852725,-5.700263727588977e-05,0.0,-0.0019591763827964404,0.0008320894708264692,0.47307692307692306,0.2981153846153846,0.2
S4,e215_deep_resid_norm,subject_rank,0.14025421231133678,0.2,0.6034040622125061,0.6037689142231543,0.45,0.6014311000767051,-0.001972962135801004,-0.0004899677517226604,-0.0010738101217743767,-0.002119835188571284,0.00012383059524948004,0.6192307692307693,0.32534615384615384,0.11923076923076924
S4,e215_deep_resid_norm,subject_z,0.14031111712086686,0.1,0.6034040622125061,0.6035919276252997,0.45,0.6014584163553576,-0.0019456458571485147,-0.0007941826682579465,-0.0011855023581310853,-0.002153691868221702,0.0,0.7038461538461539,0.33588461538461545,0.06923076923076923
S4,e215_deep_resid_abs_mean,subject_center,0.13235378984081256,0.2,0.6034040622125061,0.603387881921887,0.45,0.601479138346937,-0.0019249238655690837,-0.0007733583162639625,-0.00103364183465815,-0.002154686787967569,0.0,0.6923076923076923,0.3346538461538462,0.08846153846153847
S4,e215_deep_resid_abs_mean,subject_z,0.14776922422544883,0.05,0.6034040622125061,0.6049375845481291,0.45,0.6015397747682696,-0.001864287444236501,-0.0011176841473352443,-0.001669405059334328,-0.002244499031441971,-0.0002909409181134637,0.7730769230769231,0.34546153846153843,0.0038461538461538464
S4,e215_hidden_z01,subject_rank,0.13370330569807012,0.1,0.6034040622125061,0.6039138389156893,0.45,0.6015407204101246,-0.0018633418023814574,-9.185279024354022e-05,-0.00011134633823556284,-0.0018187921149109831,0.0006863919522830386,0.5038461538461538,0.2998076923076923,0.18076923076923077
S4,e215_deep_resid_z02,subject_rank,-0.1417534683954146,0.2,0.6034040622125061,0.6051911793187398,0.45,0.6016682499029402,-0.0017358123095658762,-0.0003380155647846977,-0.0005068316842765652,-0.0017625628208135513,0.0003296559242365049,0.5538461538461539,0.30319230769230776,0.15384615384615385
S4,e215_deep_resid_norm,subject_rank,0.14025421231133678,0.1,0.6034040622125061,0.6038852418554005,0.45,0.6016691370516775,-0.0017349251608286265,-0.0004669799228724753,-0.000747291323602628,-0.0019036071297504065,0.00011261770071044341,0.6538461538461539,0.3252307692307692,0.08461538461538462
S4,e215_deep_resid_norm,subject_center,0.13073773940253428,0.2,0.6034040622125061,0.6036779633116133,0.45,0.601706251891101,-0.0016978103214050355,-0.000471984914415765,-0.0009078147118521951,-0.001734046066927064,5.3916792176422756e-05,0.6346153846153846,0.3226923076923077,0.11153846153846154
S4,e215_deep_resid_z02,subject_rank,-0.1417534683954146,0.1,0.6034040622125061,0.6050465553929424,0.45,0.6017332000974785,-0.0016708621150275382,-0.0004139577422715449,-0.000638700004489956,-0.0017291646157977514,0.0001565871271260455,0.6038461538461538,0.3066923076923077,0.13076923076923078
S4,e215_deep_resid_abs_mean,subject_center,0.13235378984081256,0.1,0.6034040622125061,0.6036480315484433,0.45,0.6017713224478535,-0.0016327397646526132,-0.0007074980906370252,-0.001034723582334418,-0.001757819430799057,0.0,0.7346153846153847,0.3328461538461539,0.057692307692307696
S4,e215_pred_pc12,subject_rank,-0.13084441396770669,0.1,0.6034040622125061,0.6047735592361301,0.45,0.6018434418196102,-0.0015606203928958395,-0.00023228773922367996,-0.0005768249311396412,-0.0015902062047498666,0.000699263593978261,0.5576923076923077,0.31523076923076926,0.1076923076923077
Q3,e215_pred_pc08,subject_rank,-0.12306886552078089,0.2,0.6303484889503163,0.6312808366816026,0.45,0.6288336724131655,-0.0015148165371507982,-0.0002883019565814843,-0.0006431757720989362,-0.0016516588628014972,0.00022533622488554728,0.5884615384615385,0.32123076923076926,0.12307692307692308
S4,e215_deep_resid_norm,subject_center,0.13073773940253428,0.1,0.6034040622125061,0.6039456304121252,0.45,0.6019735092996146,-0.001430552912891514,-0.00042262038180271045,-0.0008161584846706482,-0.0014795044233553711,9.835193866211678e-05,0.6576923076923077,0.3171538461538462,0.08846153846153847
S4,e215_pred_pc12,subject_rank,-0.13084441396770669,0.2,0.6034040622125061,0.605051541235084,0.45,0.6019848253037584,-0.0014192369087476786,-8.744020951735918e-05,-0.0003893091284697947,-0.001418791976020184,0.0008421681892134825,0.5423076923076923,0.3143461538461539,0.11923076923076924
S4,e215_pred_pc12,subject_rank,-0.13084441396770669,0.05,0.6034040622125061,0.6065159192122103,0.3,0.6020049309067201,-0.00139913130578595,4.40686042937267e-05,-0.00018356595366630923,-0.0013933191833863656,0.0008507331610672908,0.5153846153846153,0.2921538461538462,0.13846153846153847
S2,e215_resid_pc10,subject_center,0.11049458521011661,0.2,0.5389534496173579,0.5392656800286998,0.45,0.5375862787173826,-0.0013671708999752896,-0.0004498863257637341,-0.0007025966575547882,-0.0014238960686995261,0.00015984797660328898,0.6192307692307693,0.3216538461538462,0.1076923076923077
S4,e215_deep_resid_z02,subject_rank,-0.1417534683954146,0.05,0.6034040622125061,0.607151555465285,0.3,0.6021073864429332,-0.0012966757695729303,-0.00010280982568959348,-0.0003331720995938259,-0.001429570087107035,0.0007125112845885462,0.5653846153846154,0.28173076923076923,0.12307692307692308
S4,e215_hidden_z01,subject_rank,0.13370330569807012,0.05,0.6034040622125061,0.6062801568701759,0.3,0.6021145822495985,-0.0012894799629076248,0.00027776358189843595,0.0,-0.0011289870939574231,0.0010616368163664236,0.4807692307692308,0.27219230769230773,0.16153846153846155
S4,e215_deep_resid_norm,subject_z,0.14031111712086686,0.05,0.6034040622125061,0.6060948055099763,0.3,0.6021490603965407,-0.0012550018159653842,-0.0002616651159650788,-0.0006717023140920819,-0.0014701176281542438,0.0004908536915657902,0.6269230769230769,0.2965,0.06538461538461539
S2,e215_resid_pc10,global_z,0.1111056320767072,0.2,0.5389534496173579,0.5395795686107343,0.45,0.537770822996987,-0.0011826266203709412,-0.0002546750814866492,-0.0006527440758836156,-0.001145566658415642,0.0002573310141600338,0.6,0.31300000000000006,0.11923076923076924
S2,e215_resid_pc10,subject_z,0.1276116340860516,0.05,0.5389534496173579,0.541996043873297,0.3,0.537822730581532,-0.0011307190358259556,-0.00012871999855887362,-0.0006575702588149657,-0.0013016977139380936,0.000676422389845277,0.573076923076923,0.2831153846153846,0.09230769230769231
Q3,e215_proxy_pred_z01,subject_z,0.1199377947313915,0.2,0.6303484889503163,0.6323141932880375,0.45,0.6292199430175612,-0.0011285459327550207,0.0007989708068933868,0.0,-0.0005937915714412934,0.0018593328152075594,0.31153846153846154,0.26303846153846155,0.2923076923076923
Q3,e215_prectx_resid_z01,global_z,-0.11551935341733295,0.2,0.6303484889503163,0.6314240807751514,0.45,0.6292330852455522,-0.0011154037047640397,-0.00031509113906215863,-0.0005290035509219471,-0.0012100351177241064,5.702619874373149e-05,0.6230769230769231,0.3116538461538462,0.11153846153846154
S4,e215_deep_resid_norm,subject_rank,0.14025421231133678,0.05,0.6034040622125061,0.6063081548269281,0.3,0.602301990853834,-0.0011020713586721298,-4.47279638478058e-05,-0.0005355569222427192,-0.001285924814712125,0.0005781351102772114,0.6115384615384616,0.28592307692307695,0.08846153846153847
S4,e215_pred_pc12,subject_z,-0.12305222379359669,0.1,0.6034040622125061,0.6063922172139269,0.3,0.6023395883201038,-0.0010644738924022734,0.000327592427491865,0.0,-0.000959426301742422,0.000985456973394111,0.46153846153846156,0.2821538461538462,0.17692307692307693
Q3,e215_proxy_pred_z01,subject_rank,0.11002749643004459,0.2,0.6303484889503163,0.6313250273494587,0.45,0.6292995123280026,-0.0010489766223136243,0.00036398028963365557,0.0,-0.0007255133457725882,0.0011704495690188221,0.35,0.27115384615384613,0.27692307692307694
S4,e215_pred_pc03,subject_rank,-0.12306683490050056,0.2,0.6034040622125061,0.6049619499976076,0.45,0.6023815658476428,-0.00102249636486329,0.0001630423408246053,0.0,-0.0008773348429647332,0.000989665663954753,0.46153846153846156,0.27865384615384614,0.2153846153846154
S4,e215_pred_pc12,subject_z,-0.12305222379359669,0.05,0.6034040622125061,0.6080566543037046,0.3,0.6023824259158576,-0.0010216362966485315,0.0005154008226731118,0.0,-0.0008664095591153775,0.0014025393932251828,0.43846153846153846,0.2591538461538461,0.18461538461538463
Q1,e215_pred_pc12,subject_z,-0.12719983219426484,0.2,0.5746308240745168,0.5773416407897499,0.3,0.5736391909457446,-0.0009916331287722624,0.0008173766591343928,0.0,-0.0007054251461015293,0.0017564033051055417,0.36923076923076925,0.2805,0.2076923076923077
S4,e215_deep_resid_abs_mean,subject_center,0.13235378984081256,0.05,0.6034040622125061,0.6062423935576667,0.3,0.6024488638468342,-0.0009551983656719276,-0.0002752458527069508,-0.0007670271498988468,-0.0010799449573916098,0.00035053467743992317,0.6692307692307692,0.2874615384615385,0.03076923076923077
S4,e215_pred_pc12,subject_z,-0.12305222379359669,0.2,0.6034040622125061,0.6067069690459371,0.3,0.60245172797848,-0.0009523342340260754,0.0004277101130703116,0.0,-0.000814254569870082,0.001232552376413787,0.4423076923076923,0.2752692307692308,0.18076923076923077
Q3,e215_proxy_pred_z01,subject_z,0.1199377947313915,0.1,0.6303484889503163,0.633149004382064,0.3,0.6293980439403813,-0.0009504450099349082,0.0008523791726482992,0.0,-0.000555158839026404,0.002015082687462505,0.31153846153846154,0.2526538461538461,0.27307692307692305
Q3,e215_pred_pc08,subject_rank,-0.12306886552078089,0.1,0.6303484889503163,0.6324968049421437,0.3,0.6294044614210187,-0.0009440275292975642,0.00019136312518079602,-3.384154946989293e-05,-0.0009862019656210474,0.0006269791110478373,0.5038461538461538,0.2887692307692308,0.16153846153846155
Q3,e215_pred_pc08,subject_z,-0.11327492297667362,0.2,0.6303484889503163,0.632094226230952,0.45,0.629434563360585,-0.0009139255897312459,0.00024670573854271294,0.0,-0.0007644426033397989,0.0007174963839816639,0.4576923076923077,0.2957692307692308,0.18846153846153846
S2,e215_resid_pc10,subject_center,0.11049458521011661,0.1,0.5389534496173579,0.540270786972664,0.45,0.538043399401898,-0.0009100502154598678,-3.3960099030228006e-06,-0.00018540186473969822,-0.0009673677642522693,0.0005403010925020268,0.5269230769230769,0.2891538461538462,0.14615384615384616
S4,e215_pred_pc03,subject_rank,-0.12306683490050056,0.1,0.6034040622125061,0.6051401007746259,0.3,0.6024995266623231,-0.0009045355501829944,0.00019871167372060037,0.0,-0.0008251870849213805,0.0007323202645905802,0.45384615384615384,0.27784615384615385,0.19615384615384615
Q3,e215_prectx_resid_z01,subject_center,-0.11427463881658811,0.2,0.6303484889503163,0.6319245796535455,0.45,0.6294588125775572,-0.0008896763727590518,-0.00010433306278774727,-0.0001923246767586706,-0.0009405297106226673,0.00017443764081673252,0.5384615384615384,0.29415384615384615,0.15384615384615385
S3,e215_quiet_pred_z02,subject_z,-0.1208965432008715,0.2,0.5034376794790675,0.505529471443448,0.3,0.502564943156904,-0.0008727363221634477,0.0002648329061868502,0.0,-0.0006543215041204392,0.0010343222138257113,0.3769230769230769,0.2662692307692308,0.21153846153846154
Q3,e215_prectx_resid_z01,subject_rank,-0.11162916698182296,0.2,0.6303484889503163,0.6318541298961762,0.45,0.629479009017788,-0.0008694799325282832,-0.00014262674029561452,-0.00032829241619236615,-0.000987086656753039,0.0003055261682163024,0.5884615384615385,0.2851923076923077,0.11153846153846154
S3,e215_quiet_pred_z02,subject_center,-0.1169415153181797,0.2,0.5034376794790675,0.505021541424736,0.3,0.502590643817558,-0.0008470356615094543,-4.2063713861013555e-05,-0.0001558424174777917,-0.0009169942890745464,0.0005551517945372453,0.5115384615384615,0.2926153846153846,0.15384615384615385
S4,e215_deep_resid_norm,subject_center,0.13073773940253428,0.05,0.6034040622125061,0.6065500593089999,0.3,0.6025678323966038,-0.0008362298159022563,-2.6046691743072732e-05,-0.0004755433497144468,-0.0009130388013863788,0.0006284444889048668,0.6153846153846154,0.2705769230769231,0.06538461538461539
S4,e215_deep_pred_z03,subject_z,0.11879931099391679,0.2,0.6034040622125061,0.605510601057768,0.3,0.6025737072266697,-0.0008303549858363901,0.00027850863768849897,-5.204015270654505e-06,-0.0006099683727225913,0.0009881966013436383,0.5,0.29111538461538466,0.13846153846153847
Q3,e215_proxy_pred_z01,subject_rank,0.11002749643004459,0.1,0.6303484889503163,0.6323178328002803,0.3,0.6295450262625263,-0.0008034626877899687,0.00046300304806760233,0.0,-0.0006128496854186649,0.0011413003246291131,0.36153846153846153,0.2527307692307692,0.24615384615384617
S3,e215_prectx_pred_z04,subject_rank,-0.1277109074737129,0.2,0.5034376794790675,0.506583756399592,0.3,0.5026409213337566,-0.000796758145310883,0.00041754462019490785,0.0,-0.0006319784816801455,0.0008370965348621917,0.40384615384615385,0.23653846153846153,0.2846153846153846
S4,e215_deep_pred_z03,subject_z,0.11879931099391679,0.1,0.6034040622125061,0.605545195502281,0.3,0.602615732044783,-0.0007883301677230614,0.0002094501906012219,0.0,-0.0007080327901195504,0.0007506596242173313,0.4307692307692308,0.2937692307692308,0.1423076923076923
Q3,e215_prectx_resid_z01,global_z,-0.11551935341733295,0.1,0.6303484889503163,0.6324440696505059,0.3,0.6295755488715425,-0.0007729400787737095,5.351450035001165e-06,-0.00016357006600120627,-0.0008321169732449785,0.0003923065260831027,0.5461538461538461,0.28065384615384614,0.14615384615384616
S1,e215_deep_resid_norm,subject_z,-0.11252920158625841,0.2,0.47894327588040597,0.4803167634337756,0.3,0.47817936168448577,-0.0007639141959202012,0.0008211089556958519,0.0,-0.00021993809754916605,0.0016455874659698777,0.28076923076923077,0.263,0.3
Q1,e215_pred_pc12,subject_z,-0.12719983219426484,0.1,0.5746308240745168,0.5775698119926339,0.3,0.5738774249070844,-0.0007533991674324447,0.0009557847878321014,0.0,-0.0004150944416785596,0.0017579973536092364,0.29615384615384616,0.2662307692307692,0.24615384615384617
S4,e215_deep_resid_abs_mean,global_z,0.12098364812075121,0.2,0.6034040622125061,0.6059588759978586,0.3,0.6026819751582838,-0.0007220870542222757,0.0005091131481358894,0.0,-0.0006178601411097884,0.0009186809610032265,0.38461538461538464,0.25999999999999995,0.21923076923076923
S2,e215_resid_pc10,global_z,0.1111056320767072,0.1,0.5389534496173579,0.5406270462600681,0.3,0.5382600599956409,-0.0006933896217170554,0.00022946912953309545,0.0,-0.0005687306851539231,0.0008526416889600985,0.46153846153846156,0.26669230769230773,0.19230769230769232
S4,e215_quiet_pred_z03,subject_z,0.13137957365106537,0.2,0.6034040622125061,0.6089344139296267,0.2,0.6027253144415667,-0.0006787477709393475,0.0007735143273844494,0.0,-0.0006885917612244885,0.0018430022695240522,0.4076923076923077,0.23596153846153844,0.20384615384615384
S4,e215_quiet_pred_z03,subject_z,0.13137957365106537,0.1,0.6034040622125061,0.6086241018846734,0.2,0.6027310811385458,-0.0006729810739602993,0.0009277134327817917,0.0,-0.0004791727833945436,0.0020012822028048216,0.3576923076923077,0.2345,0.21153846153846154
S3,e215_prectx_pred_z04,subject_z,-0.12747160879169292,0.2,0.5034376794790675,0.5074909120831502,0.3,0.5027724373664723,-0.0006652421125952213,0.0007140997599165413,0.0,-0.00035282553759879987,0.00134241749723861,0.3,0.2181923076923077,0.3384615384615385
S1,e215_deep_resid_abs_mean,subject_z,-0.10936721815345905,0.2,0.47894327588040597,0.4806603102297173,0.3,0.4782970994401295,-0.0006461764402764802,0.0010123144314867839,0.0,-6.33794871225668e-06,0.001970445291359979,0.25384615384615383,0.2517692307692308,0.3076923076923077
Q3,e215_prectx_resid_z01,subject_z,-0.10715453164921186,0.2,0.6303484889503163,0.6330783757028652,0.3,0.629706729505413,-0.0006417594449033004,0.00010638512524868095,-0.00019630679408527696,-0.0006759637659349282,0.000582350882466387,0.5230769230769231,0.2573846153846154,0.12307692307692308
S4,e215_presleep_pred_z05,subject_z,0.11841703207953308,0.2,0.6034040622125061,0.606649133205056,0.3,0.6027876771634832,-0.0006163850490228384,0.000617975258493797,0.0,-0.00046755556347394256,0.0014960646804233757,0.34615384615384615,0.25873076923076926,0.21923076923076923
S4,e215_pred_pc03,subject_rank,-0.12306683490050056,0.05,0.6034040622125061,0.6076340753151641,0.3,0.6027879002117241,-0.0006161620007819613,0.0005532627270712182,0.0,-0.000569551814847663,0.0013662147248357515,0.4076923076923077,0.23569230769230767,0.2153846153846154
Q3,e215_prectx_resid_z01,subject_center,-0.11427463881658811,0.1,0.6303484889503163,0.6329884907169575,0.3,0.62973791973507,-0.0006105692152462705,0.0001723818789247083,0.0,-0.0006153546392388687,0.0005809567393216253,0.45384615384615384,0.25819230769230767,0.18461538461538463
S3,e215_quiet_pred_z02,subject_z,-0.1208965432008715,0.1,0.5034376794790675,0.5061156027031186,0.3,0.5028271920398665,-0.0006104874392010018,0.00046213875295164245,0.0,-0.00040451894936971433,0.001131209358272156,0.3192307692307692,0.2511538461538461,0.23846153846153847
S4,e215_quiet_pred_z03,subject_z,0.13137957365106537,0.05,0.6034040622125061,0.6104286076343682,0.2,0.6028004819254301,-0.0006035802870759666,0.0012410666208186902,0.0,0.0,0.0024843940666932907,0.23461538461538461,0.2098076923076923,0.31153846153846154
S1,e215_deep_resid_norm,subject_center,-0.10883509149288625,0.2,0.47894327588040597,0.48040690625759064,0.3,0.47834330126481744,-0.0005999746155885277,0.001136100745272704,0.0,0.0,0.0021051454072366083,0.18846153846153846,0.2546923076923077,0.3576923076923077
Q3,e215_prectx_resid_z01,subject_rank,-0.11162916698182296,0.1,0.6303484889503163,0.6329693783696886,0.3,0.6297711864191958,-0.0005773025311204272,0.00013610211782304397,0.0,-0.0005825001961545506,0.0006274976769509166,0.47307692307692306,0.25146153846153846,0.16923076923076924
S3,e215_quiet_pred_z02,subject_center,-0.1169415153181797,0.1,0.5034376794790675,0.5057341464541487,0.3,0.5028723464349512,-0.0005653330441163229,0.00022491837966564745,0.0,-0.0005410820493516044,0.0007574844474142473,0.4346153846153846,0.26030769230769235,0.18461538461538463
S4,e215_deep_pred_z03,subject_z,0.11879931099391679,0.05,0.6034040622125061,0.6078511110677332,0.2,0.6028430259384058,-0.0005610362741003128,0.000388675767556952,0.0,-0.0005384025217834154,0.0012760008883073715,0.46923076923076923,0.25011538461538463,0.13076923076923078
S3,e215_prectx_pred_z04,subject_rank,-0.1277109074737129,0.1,0.5034376794790675,0.5070828189972402,0.3,0.5028775745155781,-0.0005601049634893496,0.0005179543585351885,0.0,-0.0003912753586320372,0.0011146766173941447,0.3576923076923077,0.22096153846153846,0.3038461538461538
S4,e215_deep_resid_norm,global_z,0.11823025338275174,0.2,0.6034040622125061,0.6063266653971537,0.3,0.6028788835304322,-0.0005251786820739124,0.0007175592578859371,0.0,-0.0003088117041994687,0.0012795503958014098,0.3346153846153846,0.2449230769230769,0.25384615384615383
Q3,e215_pred_pc08,subject_z,-0.11327492297667362,0.1,0.6303484889503163,0.6332696000029654,0.3,0.6298288058204962,-0.0005196831298200921,0.0006037328648783441,0.0,-0.0003708186776328337,0.0012458999421297579,0.3730769230769231,0.2558461538461539,0.22692307692307692
S4,e215_deep_resid_abs_mean,global_z,0.12098364812075121,0.1,0.6034040622125061,0.6062056160390398,0.3,0.6028937515668442,-0.0005103106456618711,0.000481772024017862,0.0,-0.00043010690417152886,0.0009546473503790898,0.4115384615384615,0.24565384615384617,0.21153846153846154
Q3,e215_proxy_pred_z01,subject_z,0.1199377947313915,0.05,0.6303484889503163,0.6362355998211192,0.2,0.6298416654583564,-0.0005068234919598513,0.0011363605151247444,0.0,-0.00012669387530303555,0.002888948641190714,0.2653846153846154,0.21403846153846157,0.31153846153846154
Q3,e215_resid_pc05,subject_z,0.10400613071621947,0.2,0.6303484889503163,0.6325215907552295,0.3,0.6298438905130113,-0.0005045984373049928,0.0009077207659555002,0.0004383666239101691,0.0,0.001511624784932053,0.11538461538461539,0.2518076923076923,0.35
S4,e215_quiet_pred_z03,subject_rank,0.13058834245890033,0.1,0.6034040622125061,0.6077378637501196,0.2,0.6029111780554879,-0.000492884157018203,0.0008868261251424771,0.0,-0.00036019690750796474,0.001618283119640851,0.3769230769230769,0.2351923076923077,0.23076923076923078
S3,e215_quiet_pred_z01,subject_z,0.10959826478743498,0.2,0.5034376794790675,0.5058913804896881,0.3,0.5029491848149953,-0.0004884946640721921,0.001171961874711323,0.0,0.0,0.0022637177862377678,0.18076923076923077,0.22938461538461538,0.3769230769230769
S4,e215_quiet_pred_z03,subject_rank,0.13058834245890033,0.2,0.6034040622125061,0.6079529573634176,0.2,0.6029273051169887,-0.0004767570955174216,0.0007975354893189939,0.0,-0.00041535752720339714,0.0016923296070367744,0.38461538461538464,0.23034615384615384,0.2423076923076923
S4,e215_presleep_pred_z05,subject_z,0.11841703207953308,0.1,0.6034040622125061,0.6066975707518986,0.3,0.6029311195138833,-0.00047294269862274696,0.0006264899396417372,0.0,-0.0003708857306492508,0.0014809522787058715,0.36923076923076925,0.24769230769230766,0.23076923076923078
S3,e215_prectx_pred_z04,subject_z,-0.12747160879169292,0.1,0.5034376794790675,0.5079080688326828,0.2,0.5029713023763339,-0.0004663771027335617,0.0007647936165872267,0.0,-0.00015240977854276416,0.0015212234979887773,0.2846153846153846,0.20034615384615387,0.3576923076923077
S4,e215_quiet_pred_z03,subject_rank,0.13058834245890033,0.05,0.6034040622125061,0.6097235328649242,0.2,0.6029563109699128,-0.00044775124259333055,0.0011137403146783392,0.0,-3.397972839491725e-05,0.002196123510192244,0.25,0.20446153846153847,0.3038461538461538
S3,e215_hidden_z08,subject_z,0.10958978535363582,0.2,0.5034376794790675,0.5065308321017853,0.3,0.5030214750038464,-0.0004162044752210603,8.686280339098444e-05,-0.0002581859794407726,-0.0004663761098651076,0.0006012417980458262,0.5846153846153846,0.2737307692307692,0.08076923076923077
Q3,e215_pred_pc01,subject_rank,0.10780339397579947,0.2,0.6303484889503163,0.6335343420432574,0.3,0.6299331780807723,-0.0004153108695439389,0.0008284586400105606,0.0,-3.225966786218892e-05,0.001742817812226738,0.25384615384615383,0.24288461538461542,0.3038461538461538
