view_id,split,rep,actual_delta_mean,actual_delta_best,actual_delta_worst,targets_improved,null_q20,null_median,null_best,dominance,label_gate,Q1_delta,Q2_delta,Q3_delta,S1_delta,S2_delta,S3_delta,S4_delta
family_jepa_context,subject5,episode_scores,0.0383090111250037,0.012334028472931191,0.06531972895813087,0,0.017229242862856157,0.02561623767232116,0.009780622390477453,0.16666666666666666,False,0.043989229476565805,0.026958225718722972,0.06531972895813087,0.033138249125054475,0.012334028472931191,0.03181991285465002,0.05460370326897057
family_jepa_context,subject5,episode_pc,0.02390508091300119,-0.00048294123189385196,0.0496927209722684,1,0.006021049014579976,0.012820076338337975,0.004829602653199364,0.25,False,0.019774480421536067,0.020725014455812096,0.0496927209722684,0.031034923800976832,-0.00048294123189385196,0.024224772767165614,0.02236659520514317
family_jepa_context,dateblock5,episode_scores,0.01718924035707487,0.005262144991895257,0.03877642361192879,0,0.013966709430538536,0.015552515866094114,0.009316114610421684,0.3333333333333333,False,0.007815881864387753,0.03877642361192879,0.005262144991895257,0.008342657781418739,0.026685387028975938,0.01276292913817656,0.02067925808274107
family_jepa_context,dateblock5,episode_pc,0.009460048956776625,-0.0013862790919448864,0.021450403586551037,1,0.00655241306497268,0.0079787116585142,0.003588935994234234,0.25,False,0.009471633742461405,0.021450403586551037,-0.0013862790919448864,0.00919950178351181,0.015637455606590134,0.00805014220624689,0.0037974848640199843
raw_human_context,subject5,episode_scores,0.05834262864446919,-0.001683377904443617,0.13106021718218264,1,0.013100568059750189,0.03873769571906273,0.009705875099415975,0.08333333333333333,False,0.06963225917412152,0.0775402343110767,-0.001683377904443617,0.02337093372286192,0.07341470067842604,0.03506343334705908,0.13106021718218264
raw_human_context,subject5,episode_pc,0.04184515487720465,-0.009791177571428444,0.10197386533202457,1,0.011498583091937704,0.021404187057000677,0.008888377839524992,0.08333333333333333,False,0.037983403131443105,0.037413172719354626,0.019285568381574802,-0.009791177571428444,0.05414239772740803,0.05190885442005588,0.10197386533202457
raw_human_context,dateblock5,episode_scores,0.025865756819383506,0.009075396583417494,0.04126122258596021,0,0.01878667884192156,0.022669216460106136,0.009811797051656626,0.3333333333333333,False,0.01743331217660893,0.04126122258596021,0.023920614381468197,0.029229986609258574,0.04110678816563085,0.019032977233340298,0.009075396583417494
raw_human_context,dateblock5,episode_pc,0.011157682819392762,-0.0027957249850402155,0.031822518587604987,1,0.00896907528439738,0.010568449381597527,0.007943539913670123,0.5,False,0.006154076380938456,0.015191219707385795,0.031822518587604987,-0.0027957249850402155,0.009360309713861703,0.010941745493642685,0.007429634837355925
hybrid_context,subject5,episode_scores,0.03872746432409032,0.001722127891962577,0.07821863973902632,0,0.018258743629154913,0.026501666314930006,0.010201530141918777,0.16666666666666666,False,0.07821863973902632,0.0412726364886945,0.001722127891962577,0.06459436573907074,0.03125259919923162,0.017809165726957232,0.03622271548368927
hybrid_context,subject5,episode_pc,0.023534149622049583,-0.0028854400038896832,0.044880441549313144,1,0.0082090394238944,0.015662412363424718,0.005681188176869594,0.08333333333333333,False,0.028776252515530065,0.036369892751236144,0.007969153585649869,0.044880441549313144,0.02727409617503862,-0.0028854400038896832,0.02235465078146892
hybrid_context,dateblock5,episode_scores,0.025019549486878647,0.008877272134393044,0.06113737651946771,0,0.014554664304200672,0.01923134425790622,0.011614021529518721,0.16666666666666666,False,0.016425339659547955,0.06113737651946771,0.008877272134393044,0.011105853328119086,0.037413496469552276,0.01605977649493806,0.02411773180213239
hybrid_context,dateblock5,episode_pc,0.009103037755798746,0.0007863800210318184,0.021073144128676335,0,0.007691862400510769,0.009666146631065955,0.0031541065520377548,0.5833333333333334,False,0.005283004748462661,0.021073144128676335,0.0016320060145043058,0.0007863800210318184,0.017007746444308025,0.0057788771258688865,0.012160105807739185
