hidden_block_id,subject_id,block_id,n_rows,start,end,prev_train_gap_days,next_train_gap_days,prev_Q1,next_Q1,prev_Q2,next_Q2,prev_Q3,next_Q3,prev_S1,next_S1,prev_S2,next_S2,prev_S3,next_S3,prev_S4,next_S4,stage2_rate_Q1,stage2_rate_Q2,stage2_rate_Q3,stage2_rate_S1,stage2_rate_S2,stage2_rate_S3,stage2_rate_S4,raw05_rate_Q1,raw05_rate_Q2,raw05_rate_Q3,raw05_rate_S1,raw05_rate_S2,raw05_rate_S3,raw05_rate_S4,raw10_rate_Q1,raw10_rate_Q2,raw10_rate_Q3,raw10_rate_S1,raw10_rate_S2,raw10_rate_S3,raw10_rate_S4,anchor578_rate_Q1,anchor578_rate_Q2,anchor578_rate_Q3,anchor578_rate_S1,anchor578_rate_S2,anchor578_rate_S3,anchor578_rate_S4,posterior_rate_Q1,posterior_count_Q1,prior_rate_Q1,posterior_minus_prior_Q1,endpoint_rate_Q1,posterior_rate_Q2,posterior_count_Q2,prior_rate_Q2,posterior_minus_prior_Q2,endpoint_rate_Q2,posterior_rate_Q3,posterior_count_Q3,prior_rate_Q3,posterior_minus_prior_Q3,endpoint_rate_Q3,posterior_rate_S1,posterior_count_S1,prior_rate_S1,posterior_minus_prior_S1,endpoint_rate_S1,posterior_rate_S2,posterior_count_S2,prior_rate_S2,posterior_minus_prior_S2,endpoint_rate_S2,posterior_rate_S3,posterior_count_S3,prior_rate_S3,posterior_minus_prior_S3,endpoint_rate_S3,posterior_rate_S4,posterior_count_S4,prior_rate_S4,posterior_minus_prior_S4,endpoint_rate_S4,posterior_mean_abs_shift,raw05_mean_abs_shift_vs_stage2
id08_b12,id08,12,2,2024-09-13,2024-09-14,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4551409882392238,0.6857867602851377,0.34297777958205855,0.4768164154348641,0.4223544259299148,0.612167811036995,0.34170913664194974,0.456252915586187,0.6857867602851377,0.3301310256038211,0.463414968199182,0.41013994506375884,0.6261841175473193,0.3437983624801723,0.4565904876084978,0.6857867602851377,0.3271351752497072,0.45750540531563316,0.4059510344583651,0.6333842252745245,0.3474779326084218,0.44457852280488547,0.7046889538833013,0.2976400748473756,0.4824568292666618,0.5095552848518388,0.653336114717044,0.36592748937538644,0.4490940387181187,0.8981880774362374,0.456252915586187,-0.00715887686806832,0.4744897959183674,0.7021888327038471,1.4043776654076943,0.6857867602851377,0.01640207241870939,0.7455102040816327,0.15408344650361155,0.3081668930072231,0.3301310256038211,-0.17604757910020957,0.3290273556231003,0.3655396037410631,0.7310792074821262,0.463414968199182,-0.0978753644581189,0.5875888817065288,0.2373841847919216,0.4747683695838432,0.41013994506375884,-0.17275576027183723,0.5874255952380952,0.6990332985150459,1.3980665970300918,0.6261841175473193,0.07284918096772663,0.47118506493506496,0.22026275517836422,0.44052551035672843,0.3437983624801723,-0.1235356073018081,0.5771683673469388,0.14738080251882762,0.010283822884367298
id08_b8,id08,8,1,2024-09-04,2024-09-04,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.2481064318558855,0.7413352643009289,0.4133416209353969,0.1647756263516174,0.5792297452381499,0.5829016578959068,0.3674089539703253,0.2398489684427127,0.7413352643009289,0.4100493671779864,0.1628752620126449,0.5745123290183356,0.569607720025135,0.3575538240125911,0.2377237612174616,0.7413352643009289,0.4113543681021691,0.163106833041766,0.5733306566523542,0.565854225720106,0.3550469662356095,0.2350300739909907,0.7369213901971515,0.2940270687403113,0.1674506447323696,0.5469633412953541,0.6582510108252366,0.4494008067006473,0.1490555229520348,0.1490555229520348,0.2398489684427127,-0.09079344549067789,0.34316217590238945,0.7908060674736942,0.7908060674736942,0.7413352643009289,0.04947080317276531,0.7455102040816327,0.41327705167158846,0.41327705167158846,0.4100493671779864,0.0032276844936020566,0.3290273556231003,0.09783512352437944,0.09783512352437944,0.1628752620126449,-0.06504013848826547,0.4690831556503199,0.5871994179310043,0.5871994179310043,0.5745123290183356,0.012687088912668676,0.5884861407249466,0.1782980850641754,0.1782980850641754,0.569607720025135,-0.3913096349609596,0.7843075961237888,0.18850414176112945,0.18850414176112945,0.3575538240125911,-0.16904968225146166,0.583128078817734,0.11165406825291438,0.005902366508267991
id04_b4,id04,4,5,2024-09-11,2024-09-15,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.3815194665854807,0.4883296187107654,0.7325353219481258,0.6779557880782713,0.6580386379469478,0.4970409129165203,0.4093621777810722,0.3726085619252869,0.4883296187107654,0.7374312297397255,0.6793635239553408,0.6650063945997314,0.486526679901381,0.41492042277785834,0.3693015009257067,0.4883296187107654,0.7385250498538015,0.6796764604299182,0.6687719340600851,0.48433092333238836,0.4196839293930381,0.4166303876218277,0.49718191345423823,0.7524585558033158,0.6740898057441005,0.6937658635717054,0.5476860577184851,0.47038282655024544,0.24513348293151002,1.2256674146575501,0.3726085619252869,-0.12747507899377689,0.5054163185742133,0.4606529573007724,2.303264786503862,0.4883296187107654,-0.02767666140999303,0.5597190439867785,0.860469794887291,4.302348974436455,0.7374312297397255,0.1230385651475655,0.6323316942876221,0.7327482851567934,3.6637414257839667,0.6793635239553408,0.053384761201452524,0.7549355811403509,0.7031848029981865,3.5159240149909325,0.6650063945997314,0.0381784083984551,0.7772686508603778,0.3007034516156785,1.5035172580783926,0.486526679901381,-0.18582322828570247,0.7736180072823567,0.2961201393419449,1.4806006967097245,0.41492042277785834,-0.11880028343591342,0.5440584795321638,0.10727046088304659,0.009198845729753338
id10_b4,id10,4,11,2024-09-15,2024-09-26,1.0,,1.0,,0.0,,0.0,,1.0,,0.0,,0.0,,1.0,,0.5225310166410143,0.3598377569863065,0.5435647815449164,0.37046602570177145,0.3102679676062252,0.44194459686823495,0.6466976033966865,0.5175357525736638,0.3598377569863065,0.5596674352826138,0.37046129309556225,0.3146090071575876,0.4512028544162707,0.6488179106538042,0.514954346534305,0.3598377569863065,0.5682814116205656,0.37086979580339957,0.31788954957138565,0.4574206020262562,0.6496656114094483,0.5172783638838186,0.3502189807938225,0.4960775335530171,0.38429856684428126,0.3465673143173167,0.4841912092412558,0.7247212202401181,0.4735285563692043,5.208814120061247,0.5175357525736638,-0.044007196204459476,0.6651515151515152,0.3554858140942793,3.9103439550370727,0.3598377569863065,-0.004351942892027172,0.35454545454545455,0.7493020840763898,8.242322924840288,0.5596674352826138,0.189634648793776,0.41363636363636364,0.2731697249944505,3.0048669749389556,0.37046129309556225,-0.09729156810111173,0.6651515151515152,0.3041288914082971,3.3454178054912678,0.3146090071575876,-0.01048011574929053,0.2363636363636364,0.451514726244512,4.966661988689632,0.4512028544162707,0.00031187182824127246,0.3151515151515152,0.6043015204527356,6.647316724980091,0.6488179106538042,-0.04451639020106868,0.7833333333333333,0.10725758367200026,0.010261292799742677
id08_b4,id08,4,6,2024-08-05,2024-08-10,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.3675278002855953,0.6643696290008086,0.3114850776101324,0.48657393782806935,0.6184577721682617,0.62865793991045,0.5326103058382327,0.3431092715965907,0.6643696290008086,0.3142351013040104,0.47235899658009073,0.61309837143553,0.6245335857027503,0.5394153925906395,0.3330188749672659,0.6643696290008086,0.3193442012059164,0.4663672820377837,0.6115191244634083,0.6240630705827718,0.5437210242740842,0.36149269347459145,0.6751364294231993,0.35971723931217353,0.513182199623674,0.5870428167050202,0.6561268302922075,0.5192262489521996,0.1704339027464243,1.0226034164785458,0.3431092715965907,-0.1726753688501664,0.38219155183440895,0.6916894549356587,4.150136729613952,0.6643696290008086,0.02731982593485005,0.6915466666666668,0.2357234485105115,1.414340691063069,0.3142351013040104,-0.07851165279349889,0.6696906913026742,0.3612818611683945,2.167691167010367,0.47235899658009073,-0.11107713541169623,0.528139589169001,0.6224803997757525,3.7348823986545154,0.61309837143553,0.009382028340222504,0.7800642891800097,0.6116967445574454,3.6701804673446725,0.6245335857027503,-0.012836841145304922,0.7865409338681477,0.6824474347682323,4.094684608609394,0.5394153925906395,0.1430320421775928,0.5475221271304219,0.10352143946088661,0.0099943397064749
id01_b2,id01,2,14,2024-07-30,2024-08-16,2.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.3256921585536744,0.5642118994970012,0.5807699595927348,0.5904060812764369,0.5518238494656197,0.8134181234812193,0.5272186546687502,0.3290328728359378,0.5642118994970012,0.5740489185659482,0.5901763811268436,0.5505110619488944,0.8127198802881522,0.5264311208827717,0.33075516682936873,0.5642118994970012,0.5714733365626264,0.5900013263661721,0.5509581112259748,0.812447009277233,0.5269587118854585,0.34068964959874043,0.5684624536850161,0.5806555452594445,0.5942008258540205,0.5790269593742954,0.8345896447071542,0.5063319318384023,0.33394249101671314,4.675194874233984,0.3290328728359378,0.004909618180775344,0.4044610820308522,0.5432283199731901,7.605196479624661,0.5642118994970012,-0.020983579523811136,0.6360555998940328,0.4794934373915929,6.7129081234823005,0.5740489185659482,-0.0945554811743553,0.6567299809806117,0.6157701745822638,8.620782444151693,0.5901763811268436,0.025593793455420233,0.7562123112800034,0.5011293737154866,7.015811232016812,0.5505110619488944,-0.04938168823340783,0.6178715386156899,0.8585933188764067,12.020306464269693,0.8127198802881522,0.045873438588254434,0.790970746103837,0.5395492006318221,7.553688808845509,0.5264311208827717,0.013118079749050437,0.5477131772331257,0.1017717135141591,0.008004995121866424
id05_b6,id05,6,2,2024-11-06,2024-11-07,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.49844352317351437,0.4121291400416921,0.6087703310467564,0.2639372163305401,0.272473906856685,0.1314607868217491,0.31764183213053543,0.5014631718981357,0.4121291400416921,0.6108551660523752,0.26074265776193756,0.2634009563997845,0.12992792346161355,0.3100740252796451,0.5023171272842365,0.4121291400416921,0.611747744725216,0.25977479258559166,0.2606376344446168,0.1318167617741579,0.30899274975223934,0.4090664034929429,0.4013928843377045,0.6485560589897355,0.28292250960279836,0.24355631748814072,0.13540043662783705,0.34585413935535997,0.5206254861506214,1.0412509723012429,0.5014631718981357,0.019162314252485713,0.3720478809446781,0.42431957715791563,0.8486391543158313,0.4121291400416921,0.01219043711622353,0.552431289640592,0.36526660611181355,0.7305332122236271,0.6108551660523752,-0.24558855994056167,0.7466283716283716,0.14628375773605196,0.2925675154721039,0.26074265776193756,-0.1144589000258856,0.4782903663500679,0.1879456610991224,0.3758913221982448,0.2634009563997845,-0.07545529530066211,0.43103448275862066,0.055837058002240196,0.11167411600448039,0.12992792346161355,-0.07409086545937335,0.5023798191337457,0.24199807884215385,0.4839961576843077,0.3100740252796451,-0.06807594643749126,0.38001638001638,0.0991531159782096,0.004615888383903005
id05_b10,id05,10,5,2024-11-15,2024-11-19,1.0,,1.0,,1.0,,1.0,,1.0,,0.0,,0.0,,1.0,,0.7093007179658619,0.4718363031576313,0.6063823774109318,0.5025555932856616,0.23467926209107323,0.10936124512856782,0.3678762601024804,0.6956261292024288,0.4718363031576313,0.5917078154046986,0.499478283817533,0.2344172442265639,0.11206528072345226,0.35852046089853606,0.6886474426616054,0.4718363031576313,0.5852590910952673,0.4982284889523106,0.2356749012683274,0.11562151449024785,0.3560917006948411,0.6988267150704518,0.49510650261506794,0.6447152007434352,0.5201883641432903,0.24417454802499822,0.13677866651604303,0.3610504844342172,0.6094223973837348,3.047111986918674,0.6956261292024288,-0.08620373181869401,0.7488636363636363,0.4665830925055337,2.3329154625276685,0.4718363031576313,-0.005253210652097606,0.6306818181818181,0.4037541538659955,2.0187707693299775,0.5917078154046986,-0.18795366153870313,0.7931818181818182,0.4440698289260272,2.220349144630136,0.499478283817533,-0.05540845489150581,0.6602272727272727,0.1703454083998964,0.851727041999482,0.2344172442265639,-0.0640718358266675,0.1625,0.0775647748121221,0.3878238740606105,0.11206528072345226,-0.034500505911330165,0.08863636363636364,0.34053682916774974,1.7026841458387487,0.35852046089853606,-0.01798363173078632,0.615909090909091,0.09680494773993781,0.008771103420317514
id08_b14,id08,14,2,2024-09-17,2024-09-19,1.0,,1.0,,0.0,,0.0,,1.0,,0.0,,1.0,,0.0,,0.503760744066551,0.686197443364966,0.23160668372583376,0.5215034749038397,0.5343675629693999,0.6575517720463324,0.469302767734713,0.4994446311448327,0.686197443364966,0.217057039508617,0.513602696520854,0.5310400681213465,0.6551094736203664,0.4756970779466275,0.4972556205399198,0.686197443364966,0.2133875801138708,0.5103139019102643,0.5306298836171742,0.6550334260951689,0.4803378212868774,0.5175219779166997,0.6764100752748118,0.284645424847065,0.5464636773603171,0.5042569887606483,0.6560963482216197,0.40253576020674975,0.45225014220974413,0.9045002844194883,0.4994446311448327,-0.04719448893508854,0.6169642857142856,0.7334308719750299,1.4668617439500597,0.686197443364966,0.047233428610063855,0.5107142857142857,0.029559882516483244,0.05911976503296649,0.217057039508617,-0.18749715699213373,0.29017857142857145,0.42038855323286906,0.8407771064657381,0.513602696520854,-0.09321414328798494,0.6401785714285715,0.5594490445597877,1.1188980891195754,0.5310400681213465,0.028408976438441202,0.39464285714285713,0.6925504290304104,1.3851008580608208,0.6551094736203664,0.037440955410044,0.7794642857142857,0.607519054409272,1.215038108818544,0.4756970779466275,0.13182197646264449,0.39464285714285713,0.09616694121024136,0.006495827148275473
id04_b8,id04,8,6,2024-10-14,2024-10-19,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6354655640706377,0.5302557295357097,0.7448589163978987,0.789428902557367,0.7225237188304466,0.4630468408798139,0.5637987824555203,0.6344252965245759,0.5302557295357097,0.742160808732944,0.7936462515109457,0.7258761317490743,0.45413464962611316,0.5559144732630045,0.632961393991244,0.5302557295357097,0.7391780564738438,0.7952080544988513,0.7278046871519375,0.452765993040734,0.5526169763555927,0.6059660461628487,0.535039080423948,0.7590524246551928,0.786325215127586,0.7001050965121594,0.5421606776959019,0.5376326154661325,0.6660425436532869,3.996255261919721,0.6344252965245759,0.031617247128710946,0.6102469021095197,0.5167469793074319,3.100481875844591,0.5302557295357097,-0.0135087502282778,0.5443070373562364,0.7997371004966661,4.798422602979997,0.742160808732944,0.05757629176372214,0.6882642292845762,0.8809074137445531,5.285444482467319,0.7936462515109457,0.08726116223360736,0.76274860171489,0.7948428265356232,4.7690569592137395,0.7258761317490743,0.06896669478654893,0.784195796988833,0.3511432826392506,2.1068596958355035,0.45413464962611316,-0.10299136698686256,0.7814932173847146,0.6156769278256564,3.6940615669539385,0.5559144732630045,0.059762454562651945,0.6587969173308083,0.09468456471047097,0.0064104825851556664
