row_idx,policy_id,target,feature,story_family,axis_kind,feature_effect,abs_feature_effect,logit_delta,abs_logit_delta,axis_abs_label_lift,axis_subject_delta,axis_dateblock_delta,axis_boundary_signal,axis_local_score,subject_id,dateblock_group,base_prob,base_logit,rowalign_score,candidate_id,submission_file
200,mobility_q3,Q3,mobility_context_energy,mobility_context,energy,-3.9961765103803932,3.9961765103803932,-0.09000000000000008,0.09000000000000008,0.2566371681415929,-0.0279527331096599,-0.0131279642382641,0.6713657753046972,0.0260423390302982,id08,id08_b10,0.2170529337071752,-1.2829238320648877,0.9948486574629414,mobility_q3_dateblock_oof_hgb_shallow_tf70,submission_e287_rowalign_mobility_q3_dateblock_oof_hgb_shallow_tf70_c4b98b06.csv
184,mobility_q3,Q3,jepa_prednorm_dateblock_mobility_context,mobility_context,jepa_prednorm,-5.267296717723583,5.267296717723583,-0.08999999999999997,0.08999999999999997,0.2566371681415929,-0.0353017994592081,-0.0136973598137665,0.9273766583838836,0.0294394972315604,id08,id08_b5,0.302266927094734,-0.8365261210324557,0.9939804218582315,mobility_q3_dateblock_oof_hgb_shallow_tf70,submission_e287_rowalign_mobility_q3_dateblock_oof_hgb_shallow_tf70_c4b98b06.csv
81,mobility_q3,Q3,jepa_prednorm_dateblock_mobility_context,mobility_context,jepa_prednorm,1.0359690679387294,1.0359690679387294,0.03828501617444369,0.03828501617444369,0.2566371681415929,-0.0353017994592081,-0.0136973598137665,0.9273766583838836,0.0294394972315604,id04,id04_b5,0.6794584395589232,0.7512841267350372,0.9917855960054965,mobility_q3_dateblock_oof_hgb_shallow_tf70,submission_e287_rowalign_mobility_q3_dateblock_oof_hgb_shallow_tf70_c4b98b06.csv
190,mobility_q3,Q3,jepa_prednorm_dateblock_mobility_context,mobility_context,jepa_prednorm,-6.671901750417281,6.671901750417281,-0.09000000000000008,0.09000000000000008,0.2566371681415929,-0.0353017994592081,-0.0136973598137665,0.9273766583838836,0.0294394972315604,id08,id08_b6,0.2754204957576697,-0.9672924871410729,0.9903161714833352,mobility_q3_dateblock_oof_hgb_shallow_tf70,submission_e287_rowalign_mobility_q3_dateblock_oof_hgb_shallow_tf70_c4b98b06.csv
193,mobility_q3,Q3,jepa_prednorm_dateblock_mobility_context,mobility_context,jepa_prednorm,-6.088307118551693,6.088307118551693,-0.09000000000000008,0.09000000000000008,0.2566371681415929,-0.0353017994592081,-0.0136973598137665,0.9273766583838836,0.0294394972315604,id08,id08_b9,0.2227177459704556,-1.2498982890717905,0.9891612885912535,mobility_q3_dateblock_oof_hgb_shallow_tf70,submission_e287_rowalign_mobility_q3_dateblock_oof_hgb_shallow_tf70_c4b98b06.csv
81,mobility_q3,Q3,mobility_context_energy,mobility_context,energy,0.9040411809470856,0.9040411809470856,0.03340952187287638,0.03340952187287638,0.2566371681415929,-0.0279527331096599,-0.0131279642382641,0.6713657753046972,0.0260423390302982,id04,id04_b5,0.6794584395589232,0.7512841267350372,0.9878826748680433,mobility_q3_dateblock_oof_hgb_shallow_tf70,submission_e287_rowalign_mobility_q3_dateblock_oof_hgb_shallow_tf70_c4b98b06.csv
82,mobility_q3,Q3,mobility_context_energy,mobility_context,energy,0.7638668970492974,0.7638668970492974,0.028229275770600637,0.028229275770600637,0.2566371681415929,-0.0279527331096599,-0.0131279642382641,0.6713657753046972,0.0260423390302982,id04,id04_b5,0.7758240257750422,1.2414943809063022,0.9870626840031206,mobility_q3_dateblock_oof_hgb_shallow_tf70,submission_e287_rowalign_mobility_q3_dateblock_oof_hgb_shallow_tf70_c4b98b06.csv
24,mobility_q3,Q3,jepa_prednorm_subject_mobility_context,mobility_context,jepa_prednorm,1.1011454972523669,1.1011454972523669,0.05074078451338909,0.05074078451338909,0.327433628318584,-0.0365011661759449,-0.0122670532143432,0.9372724134656236,0.0290553162404339,id01,id01_b9,0.5824800986330636,0.33296280831981556,0.9857291374669026,mobility_q3_dateblock_oof_hgb_shallow_tf70,submission_e287_rowalign_mobility_q3_dateblock_oof_hgb_shallow_tf70_c4b98b06.csv
191,mobility_q3,Q3,jepa_prednorm_dateblock_mobility_context,mobility_context,jepa_prednorm,-5.252853473548888,5.252853473548888,-0.09000000000000008,0.09000000000000008,0.2566371681415929,-0.0353017994592081,-0.0136973598137665,0.9273766583838836,0.0294394972315604,id08,id08_b6,0.260425802654818,-1.043756617632294,0.9851517103329319,mobility_q3_dateblock_oof_hgb_shallow_tf70,submission_e287_rowalign_mobility_q3_dateblock_oof_hgb_shallow_tf70_c4b98b06.csv
62,mobility_q3,Q3,jepa_prednorm_dateblock_mobility_context,mobility_context,jepa_prednorm,1.4850089694804873,1.4850089694804873,0.05487962350929654,0.05487962350929654,0.2566371681415929,-0.0353017994592081,-0.0136973598137665,0.9273766583838836,0.0294394972315604,id03,id03_b3,0.7349279176885193,1.0197706255103367,0.9850670024354344,mobility_q3_dateblock_oof_hgb_shallow_tf70,submission_e287_rowalign_mobility_q3_dateblock_oof_hgb_shallow_tf70_c4b98b06.csv
