cell_id,sub_idx,target,target_idx,component,p_from,p_to,p_e95,p_e144,p_e154,delta_prob_segment,delta_prob_e154_minus_e95,delta_prob_e144_minus_e95,delta_prob_e154_minus_e144,delta_y1,delta_y0,support_label,support_y_for_e154,support_y_for_e144,support_delta,adverse_delta,flip_benefit,segment_better_if_y1,segment_better_if_y0,moves_prob_up,moves_prob_down,is_inherited_e144_cell,is_e154_extra_cell,hidden_block_id,subject_id,lifelog_date,sleep_date,global_pos,subject_pos,subject_phase,dow,is_weekend,block_n_rows,block_len_bin,pos_in_block,pos_frac,edge_distance,pos_bin,block_start,block_end,context_type,has_prev_train,has_next_train,prev_gap_pos,next_gap_pos,prev_gap_days,next_gap_days,edge_like,flip_rank,segment_id,unique_cell_idx,unique_cell_count,global_prior_y1,subject_prior_y1,subject_train_count,prev_y,next_y,has_prev_label,has_next_label,both_flanks,prev_only,next_only,flank_conflict,flank_agree,min_flank_gap_days,p_y1_global,support_probability_global,expected_delta_global,p_y1_subject,support_probability_subject,expected_delta_subject,p_y1_prev_beta,support_probability_prev_beta,expected_delta_prev_beta,p_y1_next_beta,support_probability_next_beta,expected_delta_next_beta,p_y1_nearest_beta,support_probability_nearest_beta,expected_delta_nearest_beta,p_y1_both_equal_beta,support_probability_both_equal_beta,expected_delta_both_equal_beta,p_y1_both_distance_beta,support_probability_both_distance_beta,expected_delta_both_distance_beta,p_y1_edge_endpoint_beta,support_probability_edge_endpoint_beta,expected_delta_edge_endpoint_beta,p_y1_nearest_hard085,support_probability_nearest_hard085,expected_delta_nearest_hard085,p_y1_conflict_flat,support_probability_conflict_flat,expected_delta_conflict_flat,hard_support_global,hard_support_subject,hard_support_prev_beta,hard_support_next_beta,hard_support_nearest_beta,hard_support_both_equal_beta,hard_support_both_distance_beta,hard_support_edge_endpoint_beta,hard_support_nearest_hard085,hard_support_conflict_flat
0:Q1,0,Q1,0,e154_extra_body,0.2379780051125941,0.2375246548677801,0.2379780051125941,0.2379780051125941,0.2375246548677801,-0.00045335024481399366,-0.00045335024481399366,0.0,-0.00045335024481399366,0.0019068258511836245,-0.0005947537542728143,0,0,0,-0.0005947537542728143,0.0019068258511836245,0.0025015796054564388,False,True,False,True,False,True,id01_b2,id01,2024-07-30,2024-07-31,28,28,0.417910447761194,1,0,14,11-16,0,0.0,0,left_edge,2024-07-30,2024-08-16,between_train_runs,True,True,1.0,14.0,2.0,18.0,True,231,0,0,294,0.4955555555555556,0.43902439024390244,41,0.0,0.0,True,True,True,False,False,False,True,2.0,0.4955555555555556,0.5044444444444445,0.0006449179168755987,0.43902439024390244,0.5609756097560976,0.0005035007066592807,0.35121951219512193,0.6487804878048781,0.0002838498144728617,0.4271588661832565,0.5728411338167435,0.0004738181536611162,0.2926829268292683,0.7073170731707317,0.00013741588634858236,0.21951219512195122,0.7804878048780488,-4.562652380676679e-05,0.3435843054082715,0.6564156945917285,0.00026474973689143404,0.2926829268292683,0.7073170731707317,0.00013741588634858236,0.15,0.85,-0.00021951681345434848,0.3435843054082715,0.6564156945917285,0.00026474973689143404,True,True,True,True,True,True,True,True,True,True
3:Q1,3,Q1,0,e154_extra_body,0.6384982844258403,0.6376420060192886,0.6384982844258403,0.6384982844258403,0.6376420060192886,-0.0008562784065517803,-0.0008562784065517803,0.0,-0.0008562784065517803,0.0013419818204473133,-0.0023658695038710764,0,0,0,-0.0023658695038710764,0.0013419818204473133,0.0037078513243183897,False,True,False,True,False,True,id01_b2,id01,2024-08-02,2024-08-03,31,31,0.4626865671641791,4,0,14,11-16,3,0.23076923076923078,3,interior,2024-07-30,2024-08-16,between_train_runs,True,True,4.0,11.0,5.0,15.0,False,182,1,190,294,0.4955555555555556,0.43902439024390244,41,0.0,0.0,True,True,True,False,False,False,True,5.0,0.4955555555555556,0.5044444444444445,-0.0005284231809310745,0.43902439024390244,0.5609756097560976,-0.0007380323370971494,0.3991130820399113,0.6008869179600886,-0.0008860175340765971,0.4248623131392604,0.5751376868607396,-0.0007905432134446955,0.2926829268292683,0.7073170731707317,-0.0012806447260217918,0.21951219512195122,0.7804878048780488,-0.0015519509204841128,0.38737446197991393,0.612625538020086,-0.0009295425920117287,0.2926829268292683,0.7073170731707317,-0.0012806447260217918,0.15,0.85,-0.001809691805223318,0.38737446197991393,0.612625538020086,-0.0009295425920117287,True,True,True,True,True,True,True,True,True,True
3:Q3,3,Q3,2,inherited_e144_body,0.5776049787297984,0.572718007215828,0.5776049787297984,0.572718007215828,0.5719839687874253,-0.0048869715139704395,-0.005621009942373134,-0.0048869715139704395,-0.0007340384284026946,0.00849674565275671,-0.01150325434724353,0,0,0,-0.01150325434724353,0.00849674565275671,0.02000000000000024,False,True,False,True,True,False,id01_b2,id01,2024-08-02,2024-08-03,31,31,0.4626865671641791,4,0,14,11-16,3,0.23076923076923078,3,interior,2024-07-30,2024-08-16,between_train_runs,True,True,4.0,11.0,5.0,15.0,False,29,2,191,294,0.6,0.5853658536585366,41,1.0,1.0,True,True,True,False,False,False,True,5.0,0.6,0.4,0.0004967456527566133,0.5853658536585366,0.41463414634146345,0.00020406272592734132,0.6230598669623059,0.37694013303769414,0.0009579429920027367,0.5987411487018095,0.4012588512981905,0.00047156862679280376,0.7235772357723578,0.2764227642276422,0.002968290368203799,0.7926829268292683,0.20731707317073167,0.004350404189342027,0.6341463414634146,0.36585365853658536,0.0011796724820249144,0.7235772357723578,0.2764227642276422,0.002968290368203799,0.85,0.15000000000000002,0.005496745652756673,0.6341463414634146,0.36585365853658536,0.0011796724820249144,False,False,False,False,False,False,False,False,False,False
3:Q3,3,Q3,2,e154_adjustment_on_e144_body,0.572718007215828,0.5719839687874253,0.5776049787297984,0.572718007215828,0.5719839687874253,-0.0007340384284026946,-0.005621009942373134,-0.0048869715139704395,-0.0007340384284026946,0.0012824971816293163,-0.0017164510802714084,0,0,0,-0.0017164510802714084,0.0012824971816293163,0.0029989482619007246,False,True,False,True,True,False,id01_b2,id01,2024-08-02,2024-08-03,31,31,0.4626865671641791,4,0,14,11-16,3,0.23076923076923078,3,interior,2024-07-30,2024-08-16,between_train_runs,True,True,4.0,11.0,5.0,15.0,False,217,3,191,294,0.6,0.5853658536585366,41,1.0,1.0,True,True,True,False,False,False,True,5.0,0.6,0.4,8.291787686902634e-05,0.5853658536585366,0.41463414634146345,3.9030829133893824e-05,0.6230598669623059,0.37694013303769414,0.00015207322481529558,0.5987411487018095,0.4012588512981905,7.914264695632655e-05,0.7235772357723578,0.2764227642276422,0.00045351961329903476,0.7926829268292683,0.20731707317073167,0.0006607640053816052,0.6341463414634146,0.36585365853658536,0.0001853209882510024,0.7235772357723578,0.2764227642276422,0.00045351961329903476,0.85,0.15000000000000002,0.0008326549423442076,0.6341463414634146,0.36585365853658536,0.0001853209882510024,False,False,False,False,False,False,False,False,False,False
4:Q1,4,Q1,0,inherited_e144_body,0.5498120349920256,0.5448568884203894,0.5498120349920256,0.5448568884203894,0.5445439902464404,-0.004955146571636204,-0.0052680447455851764,-0.004955146571636204,-0.00031289817394897224,0.00905329512905717,-0.010946704870942958,0,0,0,-0.010946704870942958,0.00905329512905717,0.02000000000000013,False,True,False,True,True,False,id01_b2,id01,2024-08-03,2024-08-04,32,32,0.47761194029850745,5,1,14,11-16,4,0.3076923076923077,4,interior,2024-07-30,2024-08-16,between_train_runs,True,True,5.0,10.0,6.0,14.0,False,41,4,217,294,0.4955555555555556,0.43902439024390244,41,0.0,0.0,True,True,True,False,False,False,True,6.0,0.4955555555555556,0.5044444444444445,-0.001035593759831783,0.43902439024390244,0.5609756097560976,-0.002166217066064854,0.40525328330206384,0.5947467166979361,-0.0028416392049016286,0.4238856181665265,0.5761143818334735,-0.0024689925076123737,0.2926829268292683,0.7073170731707317,-0.005093046334357554,0.21951219512195122,0.7804878048780488,-0.006556460968503906,0.3923196678775298,0.6076803321224702,-0.003100311513392312,0.2926829268292683,0.7073170731707317,-0.005093046334357554,0.15,0.85,-0.00794670487094294,0.3923196678775298,0.6076803321224702,-0.003100311513392312,True,True,True,True,True,True,True,True,True,True
4:Q1,4,Q1,0,e154_adjustment_on_e144_body,0.5448568884203894,0.5445439902464404,0.5498120349920256,0.5448568884203894,0.5445439902464404,-0.00031289817394897224,-0.0052680447455851764,-0.004955146571636204,-0.00031289817394897224,0.0005744408485076624,-0.0006872358624854247,0,0,0,-0.0006872358624854247,0.0005744408485076624,0.001261676710993087,False,True,False,True,True,False,id01_b2,id01,2024-08-03,2024-08-04,32,32,0.47761194029850745,5,1,14,11-16,4,0.3076923076923077,4,interior,2024-07-30,2024-08-16,between_train_runs,True,True,5.0,10.0,6.0,14.0,False,284,5,217,294,0.4955555555555556,0.43902439024390244,41,0.0,0.0,True,True,True,False,False,False,True,6.0,0.4955555555555556,0.5044444444444445,-6.20049590377393e-05,0.43902439024390244,0.5609756097560976,-0.00013332901375675237,0.40525328330206384,0.5947467166979361,-0.00017593723288972696,0.4238856181665265,0.5761143818334735,-0.00015242924991981,0.2926829268292683,0.7073170731707317,-0.00031796462999964306,0.21951219512195122,0.7804878048780488,-0.00041028243812108855,0.3923196678775298,0.6076803321224702,-0.0001922552742598026,0.2926829268292683,0.7073170731707317,-0.00031796462999964306,0.15,0.85,-0.0004979843558364616,0.3923196678775298,0.6076803321224702,-0.0001922552742598026,True,True,True,True,True,True,True,True,True,True
5:Q3,5,Q3,2,inherited_e144_body,0.5301780749547913,0.5251934469025319,0.5301780749547913,0.5251934469025319,0.5251374051887717,-0.00498462805225941,-0.005040669766019579,-0.00498462805225941,-5.6041713760168754e-05,0.009446275581090013,-0.010553724418910004,0,0,0,-0.010553724418910004,0.009446275581090013,0.020000000000000018,False,True,False,True,True,False,id01_b2,id01,2024-08-05,2024-08-06,33,33,0.4925373134328358,0,0,14,11-16,5,0.38461538461538464,5,interior,2024-07-30,2024-08-16,between_train_runs,True,True,6.0,9.0,8.0,12.0,False,64,6,247,294,0.6,0.5853658536585366,41,1.0,1.0,True,True,True,False,False,False,True,8.0,0.6,0.4,0.0014462755810900054,0.5853658536585366,0.41463414634146345,0.0011535926542607378,0.6097560975609756,0.3902439024390244,0.0016413975323095187,0.601951219512195,0.398048780487805,0.0014852999713339055,0.7235772357723578,0.2764227642276422,0.0039178202965371636,0.7926829268292683,0.20731707317073167,0.005299934117675376,0.6244822825586746,0.37551771744132545,0.0019359212322634977,0.7235772357723578,0.2764227642276422,0.0039178202965371636,0.85,0.15000000000000002,0.006446275581090011,0.6244822825586746,0.37551771744132545,0.0019359212322634977,False,False,False,False,False,False,False,False,False,False
5:Q3,5,Q3,2,e154_adjustment_on_e144_body,0.5251934469025319,0.5251374051887717,0.5301780749547913,0.5251934469025319,0.5251374051887717,-5.6041713760168754e-05,-0.005040669766019579,-0.00498462805225941,-5.6041713760168754e-05,0.0001067124967371047,-0.00011802365897362055,0,0,0,-0.00011802365897362055,0.0001067124967371047,0.00022473615571072525,False,True,False,True,True,False,id01_b2,id01,2024-08-05,2024-08-06,33,33,0.4925373134328358,0,0,14,11-16,5,0.38461538461538464,5,interior,2024-07-30,2024-08-16,between_train_runs,True,True,6.0,9.0,8.0,12.0,False,444,7,247,294,0.6,0.5853658536585366,41,1.0,1.0,True,True,True,False,False,False,True,8.0,0.6,0.4,1.681803445281459e-05,0.5853658536585366,0.41463414634146345,1.3529212661925923e-05,0.6097560975609756,0.3902439024390244,1.901058231340703e-05,0.601951219512195,0.398048780487805,1.7256544024933066e-05,0.7235772357723578,0.2764227642276422,4.4590307353652205e-05,0.7926829268292683,0.20731707317073167,6.0120854699515325e-05,0.6244822825586746,0.37551771744132545,2.2320088518074858e-05,0.7235772357723578,0.2764227642276422,4.4590307353652205e-05,0.85,0.15000000000000002,7.30020733804959e-05,0.6244822825586746,0.37551771744132545,2.2320088518074858e-05,False,False,False,False,False,False,False,False,False,False
6:Q1,6,Q1,0,inherited_e144_body,0.5666241810032658,0.5715287066901371,0.5666241810032658,0.5715287066901371,0.5712427809308589,0.004904525686871275,0.004618599927593059,0.004904525686871275,-0.00028592575927821606,-0.008618448536960588,0.011381551463039541,1,1,1,-0.008618448536960588,0.011381551463039541,0.02000000000000013,True,False,True,False,True,False,id01_b2,id01,2024-08-06,2024-08-07,34,34,0.5074626865671642,1,0,14,11-16,6,0.46153846153846156,6,interior,2024-07-30,2024-08-16,between_train_runs,True,True,7.0,8.0,9.0,11.0,False,42,8,280,294,0.4955555555555556,0.43902439024390244,41,0.0,0.0,True,True,True,False,False,False,True,9.0,0.4955555555555556,0.4955555555555556,0.0014704403519283657,0.43902439024390244,0.43902439024390244,0.002601063658161436,0.4159178433889602,0.4159178433889602,0.003063194595260283,0.41993637327677624,0.41993637327677624,0.002982823997503962,0.2926829268292683,0.2926829268292683,0.005527892926454137,0.21951219512195122,0.21951219512195122,0.006991307560600489,0.39874692324904903,0.39874692324904903,0.0034066129980585094,0.2926829268292683,0.2926829268292683,0.005527892926454137,0.15,0.15,0.008381551463039521,0.39874692324904903,0.39874692324904903,0.0034066129980585094,False,False,False,False,False,False,False,False,False,False
6:Q1,6,Q1,0,e154_adjustment_on_e144_body,0.5715287066901371,0.5712427809308589,0.5666241810032658,0.5715287066901371,0.5712427809308589,-0.00028592575927821606,0.004618599927593059,0.004904525686871275,-0.00028592575927821606,0.0005004075938925823,-0.00066709346633409,0,0,0,-0.00066709346633409,0.0005004075938925823,0.0011675010602266722,False,True,False,True,True,False,id01_b2,id01,2024-08-06,2024-08-07,34,34,0.5074626865671642,1,0,14,11-16,6,0.46153846153846156,6,interior,2024-07-30,2024-08-16,between_train_runs,True,True,7.0,8.0,9.0,11.0,False,310,9,280,294,0.4955555555555556,0.43902439024390244,41,0.0,0.0,True,True,True,False,False,False,True,9.0,0.4955555555555556,0.5044444444444445,-8.853182982176126e-05,0.43902439024390244,0.5609756097560976,-0.00015453202525896558,0.4159178433889602,0.5840821566110398,-0.0001815089432102879,0.41993637327677624,0.5800636267232238,-0.00017681730530571011,0.2926829268292683,0.7073170731707317,-0.00032538583895067366,0.21951219512195122,0.7804878048780488,-0.0004108127457965278,0.39874692324904903,0.601253076750951,-0.00020155601067870172,0.2926829268292683,0.7073170731707317,-0.00032538583895067366,0.15,0.85,-0.0004919683073000891,0.39874692324904903,0.601253076750951,-0.00020155601067870172,True,True,True,True,True,True,True,True,True,True
6:Q3,6,Q3,2,e154_extra_body,0.5956936234099653,0.5960930561761199,0.5956936234099653,0.5956936234099653,0.5960930561761199,0.00039943276615450607,0.00039943276615450607,0.0,0.00039943276615450607,-0.0006703091886361978,0.0009884340893330235,1,1,1,-0.0006703091886361978,0.0009884340893330235,0.0016587432779692213,True,False,True,False,False,True,id01_b2,id01,2024-08-06,2024-08-07,34,34,0.5074626865671642,1,0,14,11-16,6,0.46153846153846156,6,interior,2024-07-30,2024-08-16,between_train_runs,True,True,7.0,8.0,9.0,11.0,False,259,10,281,294,0.6,0.5853658536585366,41,1.0,1.0,True,True,True,False,False,False,True,9.0,0.6,0.6,-6.811877448509264e-06,0.5853658536585366,0.5853658536585366,1.746241442421103e-05,0.607188703465982,0.607188703465982,-1.8736091000020932e-05,0.6033934252386002,0.6033934252386002,-1.2440698752328415e-05,0.7235772357723578,0.7235772357723578,-0.00021179478659592534,0.7926829268292683,0.7926829268292683,-0.0003264233871059935,0.6234056835981203,0.6234056835981203,-4.563589778316588e-05,0.7235772357723578,0.7235772357723578,-0.00021179478659592534,0.85,0.85,-0.0004214976969408146,0.6234056835981203,0.6234056835981203,-4.563589778316588e-05,True,True,True,True,True,True,True,True,True,True
7:Q1,7,Q1,0,inherited_e144_body,0.0939948299763649,0.0957119116597884,0.0939948299763649,0.0957119116597884,0.0956109107947407,0.0017170816834235075,0.0016160808183758035,0.0017170816834235075,-0.000101000865047704,-0.01810297896163826,0.0018970210383618402,1,1,1,-0.01810297896163826,0.0018970210383618402,0.0200000000000001,True,False,True,False,True,False,id01_b2,id01,2024-08-08,2024-08-09,35,35,0.5223880597014925,3,0,14,11-16,7,0.5384615384615384,6,interior,2024-07-30,2024-08-16,between_train_runs,True,True,8.0,7.0,11.0,9.0,False,57,11,287,294,0.4955555555555556,0.43902439024390244,41,0.0,0.0,True,True,True,False,False,False,True,9.0,0.4955555555555556,0.4955555555555556,-0.008014090072749322,0.43902439024390244,0.43902439024390244,-0.006883466766516253,0.41993637327677624,0.41993637327677624,-0.006501706427173727,0.4159178433889602,0.4159178433889602,-0.006421335829417406,0.2926829268292683,0.2926829268292683,-0.003956637498223555,0.21951219512195122,0.21951219512195122,-0.0024932228640772063,0.39874692324904903,0.39874692324904903,-0.006077917426619181,0.2926829268292683,0.2926829268292683,-0.003956637498223555,0.15,0.15,-0.001102978961638175,0.39874692324904903,0.39874692324904903,-0.006077917426619181,False,False,False,False,False,False,False,False,False,False
7:Q1,7,Q1,0,e154_adjustment_on_e144_body,0.0957119116597884,0.0956109107947407,0.0939948299763649,0.0957119116597884,0.0956109107947407,-0.000101000865047704,0.0016160808183758035,0.0017170816834235075,-0.000101000865047704,0.0010558162704739082,-0.00011168478975311091,0,0,0,-0.00011168478975311091,0.0010558162704739082,0.0011675010602270192,False,True,False,True,True,False,id01_b2,id01,2024-08-08,2024-08-09,35,35,0.5223880597014925,3,0,14,11-16,7,0.5384615384615384,6,interior,2024-07-30,2024-08-16,between_train_runs,True,True,8.0,7.0,11.0,9.0,False,297,12,287,294,0.4955555555555556,0.43902439024390244,41,0.0,0.0,True,True,True,False,False,False,True,9.0,0.4955555555555556,0.5044444444444445,0.00046687684675938973,0.43902439024390244,0.5609756097560976,0.0004008766513221658,0.41993637327677624,0.5800636267232238,0.0003785913712754146,0.4159178433889602,0.5840821566110398,0.00037389973337083543,0.2926829268292683,0.7073170731707317,0.00023002283763040688,0.21951219512195122,0.7804878048780488,0.00014459593078452744,0.39874692324904903,0.601253076750951,0.00035385266590241566,0.2926829268292683,0.7073170731707317,0.00023002283763040688,0.15,0.85,6.344036928094196e-05,0.39874692324904903,0.601253076750951,0.00035385266590241566,True,True,True,True,True,True,True,True,True,True
7:Q3,7,Q3,2,e154_extra_body,0.6040030025434762,0.5979518544542386,0.6040030025434762,0.6040030025434762,0.5979518544542386,-0.006051148089237568,-0.006051148089237568,0.0,-0.006051148089237568,0.010068929257567305,-0.015165217441728385,0,0,0,-0.015165217441728385,0.010068929257567305,0.02523414669929569,False,True,False,True,False,True,id01_b2,id01,2024-08-08,2024-08-09,35,35,0.5223880597014925,3,0,14,11-16,7,0.5384615384615384,6,interior,2024-07-30,2024-08-16,between_train_runs,True,True,8.0,7.0,11.0,9.0,False,1,13,288,294,0.6,0.5853658536585366,41,1.0,1.0,True,True,True,False,False,False,True,9.0,0.6,0.4,-2.4729422150971542e-05,0.5853658536585366,0.41463414634146345,-0.000394009617750421,0.6033934252386002,0.3966065747613998,6.09007681329583e-05,0.607188703465982,0.39281129653401803,0.00015667137568735334,0.7235772357723578,0.2764227642276422,0.003093636674022156,0.7926829268292683,0.20731707317073167,0.004837459819908443,0.6234056835981203,0.3765943164018797,0.000565893031361296,0.7235772357723578,0.2764227642276422,0.003093636674022156,0.85,0.15000000000000002,0.006283807252672951,0.6234056835981203,0.3765943164018797,0.000565893031361296,False,False,False,False,False,False,False,False,False,False
8:Q1,8,Q1,0,e154_extra_body,0.4882679709115551,0.4871969586270964,0.4882679709115551,0.4882679709115551,0.4871969586270964,-0.0010710122844587167,-0.0010710122844587167,0.0,-0.0010710122844587167,0.0021959020409527685,-0.0020907291618743606,0,0,0,-0.0020907291618743606,0.0021959020409527685,0.004286631202827129,False,True,False,True,False,True,id01_b2,id01,2024-08-09,2024-08-10,36,36,0.5373134328358209,4,0,14,11-16,8,0.6153846153846154,5,interior,2024-07-30,2024-08-16,between_train_runs,True,True,9.0,6.0,12.0,8.0,False,176,14,293,294,0.4955555555555556,0.43902439024390244,41,0.0,0.0,True,True,True,False,False,False,True,8.0,0.4955555555555556,0.5044444444444445,3.35347453044167e-05,0.43902439024390244,0.5609756097560976,-0.0002087935118526942,0.4214634146341463,0.5785365853658537,-0.00028407093785356107,0.4131994261119082,0.5868005738880918,-0.0003194956089127922,0.2926829268292683,0.7073170731707317,-0.0008361053951932496,0.21951219512195122,0.7804878048780488,-0.0011497613368635275,0.3976069949378739,0.6023930050621261,-0.00038633461091134213,0.2926829268292683,0.7073170731707317,-0.0008361053951932496,0.15,0.85,-0.0014477344814502913,0.3976069949378739,0.6023930050621261,-0.00038633461091134213,True,True,True,True,True,True,True,True,True,True
11:Q1,11,Q1,0,e154_extra_body,0.5160399764556163,0.5153668089923147,0.5160399764556163,0.5160399764556163,0.5153668089923147,-0.0006731674633015938,-0.0006731674633015938,0.0,-0.0006731674633015938,0.0013053386275597711,-0.0013899902695415634,0,0,0,-0.0013899902695415634,0.0013053386275597711,0.0026953288971013345,False,True,False,True,False,True,id01_b2,id01,2024-08-13,2024-08-14,39,39,0.582089552238806,1,0,14,11-16,11,0.8461538461538461,2,interior,2024-07-30,2024-08-16,between_train_runs,True,True,12.0,3.0,16.0,4.0,False,225,15,3,294,0.4955555555555556,0.43902439024390244,41,0.0,0.0,True,True,True,False,False,False,True,4.0,0.4955555555555556,0.5044444444444445,-5.430506053356876e-05,0.43902439024390244,0.5609756097560976,-0.00020667514398488003,0.42572062084257206,0.5742793791574279,-0.0002425331780926582,0.3902439024390244,0.6097560975609756,-0.00033815460238006696,0.2926829268292683,0.7073170731707317,-0.0006011135191704411,0.21951219512195122,0.7804878048780488,-0.0007983327067632216,0.37969676994067236,0.6203032300593276,-0.0003665825933844317,0.2926829268292683,0.7073170731707317,-0.0006011135191704411,0.15,0.85,-0.000985690934976363,0.37969676994067236,0.6203032300593276,-0.0003665825933844317,True,True,True,True,True,True,True,True,True,True
