candidate_id,file,basename,target,view_id,split,policy,scale,source_actual_delta,source_dominance,train_rows,test_rows,changed_rows,changed_cells,mean_abs_logit_move,max_abs_logit_move
Q1_jepa_resid_dateblock_abs_q75_s0p7,analysis_outputs/submission_e331_localresid_Q1_jepa_resid_dateblock_abs_q75_s0p7_b44eec88.csv,submission_e331_localresid_Q1_jepa_resid_dateblock_abs_q75_s0p7_b44eec88.csv,Q1,jepa_resid,dateblock,abs_q75,0.7,-0.015052338738666293,1.0,113,37,37,37,0.0012579999999999998,0.0595
Q1_jepa_resid_dateblock_abs_q75_s1p0,analysis_outputs/submission_e331_localresid_Q1_jepa_resid_dateblock_abs_q75_s1p0_50e0879b.csv,submission_e331_localresid_Q1_jepa_resid_dateblock_abs_q75_s1p0_50e0879b.csv,Q1,jepa_resid,dateblock,abs_q75,1.0,-0.015052338738666293,1.0,113,37,37,37,0.001797142857142857,0.085
Q1_jepa_resid_dateblock_pos_q80_s0p4,analysis_outputs/submission_e331_localresid_Q1_jepa_resid_dateblock_pos_q80_s0p4_04e3c597.csv,submission_e331_localresid_Q1_jepa_resid_dateblock_pos_q80_s0p4_04e3c597.csv,Q1,jepa_resid,dateblock,pos_q80,0.4,-0.029674863697455645,1.0,90,42,42,42,0.0008160000000000001,0.034
Q1_jepa_resid_dateblock_pos_q80_s0p7,analysis_outputs/submission_e331_localresid_Q1_jepa_resid_dateblock_pos_q80_s0p7_0d69fc41.csv,submission_e331_localresid_Q1_jepa_resid_dateblock_pos_q80_s0p7_0d69fc41.csv,Q1,jepa_resid,dateblock,pos_q80,0.7,-0.029674863697455645,1.0,90,42,42,42,0.0014279999999999998,0.0595
Q1_jepa_resid_dateblock_pos_q80_s1p0,analysis_outputs/submission_e331_localresid_Q1_jepa_resid_dateblock_pos_q80_s1p0_f55d27bb.csv,submission_e331_localresid_Q1_jepa_resid_dateblock_pos_q80_s1p0_f55d27bb.csv,Q1,jepa_resid,dateblock,pos_q80,1.0,-0.029674863697455645,1.0,90,42,42,42,0.00204,0.085
Q1_jepa_resid_dateblock_pos_q90_s0p4,analysis_outputs/submission_e331_localresid_Q1_jepa_resid_dateblock_pos_q90_s0p4_01f360c3.csv,submission_e331_localresid_Q1_jepa_resid_dateblock_pos_q90_s0p4_01f360c3.csv,Q1,jepa_resid,dateblock,pos_q90,0.4,-0.022958364487718375,1.0,45,11,11,11,0.00021371428571428572,0.034
Q1_jepa_resid_dateblock_pos_q90_s0p7,analysis_outputs/submission_e331_localresid_Q1_jepa_resid_dateblock_pos_q90_s0p7_cf6801db.csv,submission_e331_localresid_Q1_jepa_resid_dateblock_pos_q90_s0p7_cf6801db.csv,Q1,jepa_resid,dateblock,pos_q90,0.7,-0.022958364487718375,1.0,45,11,11,11,0.000374,0.0595
Q1_jepa_resid_dateblock_pos_q90_s1p0,analysis_outputs/submission_e331_localresid_Q1_jepa_resid_dateblock_pos_q90_s1p0_02a5d855.csv,submission_e331_localresid_Q1_jepa_resid_dateblock_pos_q90_s1p0_02a5d855.csv,Q1,jepa_resid,dateblock,pos_q90,1.0,-0.022958364487718375,1.0,45,11,11,11,0.0005342857142857144,0.085
Q1_jepa_resid_dateblock_blockabs_q65_s0p4,analysis_outputs/submission_e331_localresid_Q1_jepa_resid_dateblock_blockabs_q65_s0p4_eaaa6d0d.csv,submission_e331_localresid_Q1_jepa_resid_dateblock_blockabs_q65_s0p4_eaaa6d0d.csv,Q1,jepa_resid,dateblock,blockabs_q65,0.4,-0.01090162691460106,0.9666666666666667,147,46,46,46,0.0008082222333668462,0.034
Q1_jepa_resid_dateblock_blockabs_q65_s0p7,analysis_outputs/submission_e331_localresid_Q1_jepa_resid_dateblock_blockabs_q65_s0p7_4c85cdf0.csv,submission_e331_localresid_Q1_jepa_resid_dateblock_blockabs_q65_s0p7_4c85cdf0.csv,Q1,jepa_resid,dateblock,blockabs_q65,0.7,-0.01090162691460106,0.9666666666666667,147,46,46,46,0.0014143889083919807,0.0595
Q1_jepa_resid_dateblock_blockabs_q65_s1p0,analysis_outputs/submission_e331_localresid_Q1_jepa_resid_dateblock_blockabs_q65_s1p0_49d16b09.csv,submission_e331_localresid_Q1_jepa_resid_dateblock_blockabs_q65_s1p0_49d16b09.csv,Q1,jepa_resid,dateblock,blockabs_q65,1.0,-0.01090162691460106,0.9666666666666667,147,46,46,46,0.0020205555834171152,0.085
S2_raw_day_subject_pos_q80_s0p4,analysis_outputs/submission_e331_localresid_S2_raw_day_subject_pos_q80_s0p4_f2b28a54.csv,submission_e331_localresid_S2_raw_day_subject_pos_q80_s0p4_f2b28a54.csv,S2,raw_day,subject,pos_q80,0.4,-0.011104035278094893,0.9,90,51,51,51,0.0009664533932128249,0.034
S2_raw_day_subject_pos_q80_s0p7,analysis_outputs/submission_e331_localresid_S2_raw_day_subject_pos_q80_s0p7_5b1f4ee5.csv,submission_e331_localresid_S2_raw_day_subject_pos_q80_s0p7_5b1f4ee5.csv,S2,raw_day,subject,pos_q80,0.7,-0.011104035278094893,0.9,90,51,51,51,0.0016912934381224435,0.0595
S2_raw_day_subject_pos_q80_s1p0,analysis_outputs/submission_e331_localresid_S2_raw_day_subject_pos_q80_s1p0_d1be19f0.csv,submission_e331_localresid_S2_raw_day_subject_pos_q80_s1p0_d1be19f0.csv,S2,raw_day,subject,pos_q80,1.0,-0.011104035278094893,0.9,90,51,51,51,0.0024161334830320627,0.085
S2_jepa_resid_dateblock_abs_q75_s0p4,analysis_outputs/submission_e331_localresid_S2_jepa_resid_dateblock_abs_q75_s0p4_3dee5dcc.csv,submission_e331_localresid_S2_jepa_resid_dateblock_abs_q75_s0p4_3dee5dcc.csv,S2,jepa_resid,dateblock,abs_q75,0.4,-0.009633247707849346,1.0,113,41,41,41,0.0007965714285714286,0.034
S2_jepa_resid_dateblock_abs_q75_s0p7,analysis_outputs/submission_e331_localresid_S2_jepa_resid_dateblock_abs_q75_s0p7_3117892c.csv,submission_e331_localresid_S2_jepa_resid_dateblock_abs_q75_s0p7_3117892c.csv,S2,jepa_resid,dateblock,abs_q75,0.7,-0.009633247707849346,1.0,113,41,41,41,0.0013939999999999998,0.0595
S2_jepa_resid_dateblock_abs_q75_s1p0,analysis_outputs/submission_e331_localresid_S2_jepa_resid_dateblock_abs_q75_s1p0_de46605b.csv,submission_e331_localresid_S2_jepa_resid_dateblock_abs_q75_s1p0_de46605b.csv,S2,jepa_resid,dateblock,abs_q75,1.0,-0.009633247707849346,1.0,113,41,41,41,0.0019914285714285715,0.085
S2_jepa_resid_dateblock_pos_q80_s0p4,analysis_outputs/submission_e331_localresid_S2_jepa_resid_dateblock_pos_q80_s0p4_db9e2c3b.csv,submission_e331_localresid_S2_jepa_resid_dateblock_pos_q80_s0p4_db9e2c3b.csv,S2,jepa_resid,dateblock,pos_q80,0.4,-0.01688296279141921,1.0,90,54,54,54,0.0010491428571428572,0.034
S2_jepa_resid_dateblock_pos_q80_s0p7,analysis_outputs/submission_e331_localresid_S2_jepa_resid_dateblock_pos_q80_s0p7_3276d49e.csv,submission_e331_localresid_S2_jepa_resid_dateblock_pos_q80_s0p7_3276d49e.csv,S2,jepa_resid,dateblock,pos_q80,0.7,-0.01688296279141921,1.0,90,54,54,54,0.001836,0.0595
S2_jepa_resid_dateblock_pos_q80_s1p0,analysis_outputs/submission_e331_localresid_S2_jepa_resid_dateblock_pos_q80_s1p0_ca12e8d6.csv,submission_e331_localresid_S2_jepa_resid_dateblock_pos_q80_s1p0_ca12e8d6.csv,S2,jepa_resid,dateblock,pos_q80,1.0,-0.01688296279141921,1.0,90,54,54,54,0.002622857142857143,0.085
S2_jepa_resid_dateblock_pos_q90_s0p4,analysis_outputs/submission_e331_localresid_S2_jepa_resid_dateblock_pos_q90_s0p4_f93bacb8.csv,submission_e331_localresid_S2_jepa_resid_dateblock_pos_q90_s0p4_f93bacb8.csv,S2,jepa_resid,dateblock,pos_q90,0.4,-0.011797752504203673,1.0,45,14,14,14,0.000272,0.034
S2_jepa_resid_dateblock_pos_q90_s0p7,analysis_outputs/submission_e331_localresid_S2_jepa_resid_dateblock_pos_q90_s0p7_56200896.csv,submission_e331_localresid_S2_jepa_resid_dateblock_pos_q90_s0p7_56200896.csv,S2,jepa_resid,dateblock,pos_q90,0.7,-0.011797752504203673,1.0,45,14,14,14,0.00047599999999999997,0.0595
S2_jepa_resid_dateblock_pos_q90_s1p0,analysis_outputs/submission_e331_localresid_S2_jepa_resid_dateblock_pos_q90_s1p0_5d7f5eb2.csv,submission_e331_localresid_S2_jepa_resid_dateblock_pos_q90_s1p0_5d7f5eb2.csv,S2,jepa_resid,dateblock,pos_q90,1.0,-0.011797752504203673,1.0,45,14,14,14,0.0006799999999999999,0.085
S2_family_dateblock_neg_q80_s0p4,analysis_outputs/submission_e331_localresid_S2_family_dateblock_neg_q80_s0p4_2ed25e15.csv,submission_e331_localresid_S2_family_dateblock_neg_q80_s0p4_2ed25e15.csv,S2,family,dateblock,neg_q80,0.4,-0.011126628724770549,0.9666666666666667,90,31,31,31,0.0006018386230759732,0.034
S2_family_dateblock_neg_q80_s0p7,analysis_outputs/submission_e331_localresid_S2_family_dateblock_neg_q80_s0p7_960a1b1d.csv,submission_e331_localresid_S2_family_dateblock_neg_q80_s0p7_960a1b1d.csv,S2,family,dateblock,neg_q80,0.7,-0.011126628724770549,0.9666666666666667,90,31,31,31,0.0010532175903829532,0.0595
S2_family_dateblock_neg_q80_s1p0,analysis_outputs/submission_e331_localresid_S2_family_dateblock_neg_q80_s1p0_4f176a4b.csv,submission_e331_localresid_S2_family_dateblock_neg_q80_s1p0_4f176a4b.csv,S2,family,dateblock,neg_q80,1.0,-0.011126628724770549,0.9666666666666667,90,31,31,31,0.0015045965576899333,0.085
S2_family_dateblock_neg_q90_s0p4,analysis_outputs/submission_e331_localresid_S2_family_dateblock_neg_q90_s0p4_4c5567af.csv,submission_e331_localresid_S2_family_dateblock_neg_q90_s0p4_4c5567af.csv,S2,family,dateblock,neg_q90,0.4,-0.013573008547128396,1.0,45,14,14,14,0.00027200000000000005,0.034
S2_family_dateblock_neg_q90_s0p7,analysis_outputs/submission_e331_localresid_S2_family_dateblock_neg_q90_s0p7_5b532948.csv,submission_e331_localresid_S2_family_dateblock_neg_q90_s0p7_5b532948.csv,S2,family,dateblock,neg_q90,0.7,-0.013573008547128396,1.0,45,14,14,14,0.00047599999999999997,0.0595
S2_family_dateblock_neg_q90_s1p0,analysis_outputs/submission_e331_localresid_S2_family_dateblock_neg_q90_s1p0_7114ebd9.csv,submission_e331_localresid_S2_family_dateblock_neg_q90_s1p0_7114ebd9.csv,S2,family,dateblock,neg_q90,1.0,-0.013573008547128396,1.0,45,14,14,14,0.0006799999999999999,0.085
S1_family_story_subject_abs_q75_s0p4,analysis_outputs/submission_e331_localresid_S1_family_story_subject_abs_q75_s0p4_d1b8887b.csv,submission_e331_localresid_S1_family_story_subject_abs_q75_s0p4_d1b8887b.csv,S1,family_story,subject,abs_q75,0.4,-0.009658121927405339,1.0,113,45,45,45,0.000845650629529067,0.034
S1_family_story_subject_abs_q75_s0p7,analysis_outputs/submission_e331_localresid_S1_family_story_subject_abs_q75_s0p7_757d2f5a.csv,submission_e331_localresid_S1_family_story_subject_abs_q75_s0p7_757d2f5a.csv,S1,family_story,subject,abs_q75,0.7,-0.009658121927405339,1.0,113,45,45,45,0.001479888601675867,0.0595
S1_family_story_subject_abs_q75_s1p0,analysis_outputs/submission_e331_localresid_S1_family_story_subject_abs_q75_s1p0_dbbbb40a.csv,submission_e331_localresid_S1_family_story_subject_abs_q75_s1p0_dbbbb40a.csv,S1,family_story,subject,abs_q75,1.0,-0.009658121927405339,1.0,113,45,45,45,0.0021141265738226674,0.085
combo_local_top_s0p55,analysis_outputs/submission_e331_localresid_combo_local_top_s0p55_ec217f45.csv,submission_e331_localresid_combo_local_top_s0p55_ec217f45.csv,"Q1,Q2",Q2:jepa_resid:abs_q75;Q2:jepa_resid:pos_q80;Q2:jepa_resid:blockabs_q65;Q1:jepa_resid:abs_q75,combo,combo,0.55,-0.013177438037367345,0.9500000000000001,121,121,121,138,0.004610720457017187,0.14025
