feature_set,candidate,scenario,n_diff_cells,motif_prob_support_public_mean,min_branch_prob_mean,max_branch_prob_mean,min_minus_max_ce,motif_prefers_favorable_min,between_train_runs_rate,e72_active_rate,e101_active_rate,top_targets
meta_core,e176,global_t010,605,0.4726208811390483,0.4726208811390483,0.5273791188609517,0.11043428036602598,False,0.8264462809917356,0.2727272727272727,0.011570247933884297,"Q2,S1,S3,S4"
meta_core,e176,global_t010_subject_t010,587,0.47236310009746985,0.47321761591065314,0.5267823840893466,0.1080703775134183,False,0.8228279386712095,0.28620102214650767,0.010221465076660987,"Q2,S2,S4,S1"
meta_core,e176,global_t010_subject_t020,613,0.4728303637853167,0.4729285007446021,0.527071499255398,0.10921777887554174,False,0.831973898858075,0.28548123980424145,0.011419249592169658,"Q2,S1,S4,Q3"
meta_core,e154,global_t010,292,0.4488176069926227,0.4488176069926227,0.5511823930073774,0.2066867783253078,False,0.4726027397260274,0.3116438356164384,0.017123287671232876,"Q3,Q1,S3,S2"
meta_core,e154,global_t010_subject_t010,271,0.4455485931212238,0.4455485931212238,0.5544514068787761,0.21990658089840387,False,0.4870848708487085,0.30996309963099633,0.014760147601476014,"Q3,Q1,S3,S4"
meta_core,e154,global_t010_subject_t020,285,0.4487920611309481,0.4487920611309481,0.5512079388690517,0.206758464465005,False,0.47017543859649125,0.312280701754386,0.014035087719298246,"Q3,Q1,S3,S2"
meta_core,e144,global_t010,143,0.448093830995418,0.45290345193966003,0.54709654806034,0.19030155801579773,False,0.48951048951048953,0.23776223776223776,0.02097902097902098,"Q3,Q1,S3,S2"
meta_core,e144,global_t010_subject_t010,171,0.4469503107524649,0.4469503107524649,0.5530496892475352,0.21424958619986656,False,0.5087719298245614,0.24561403508771928,0.017543859649122806,"Q3,Q1,S3,S2"
meta_core,e144,global_t010_subject_t020,178,0.4477367322209341,0.4477367322209341,0.5522632677790659,0.21115109467272275,False,0.4943820224719101,0.2303370786516854,0.016853932584269662,"Q3,Q1,S3,S2"
meta_public_axis,e176,global_t010,605,0.6278769242060259,0.6278769242060259,0.37212307579397413,-0.5425844033922669,True,0.8264462809917356,0.2727272727272727,0.011570247933884297,"Q2,S1,S3,S4"
meta_public_axis,e176,global_t010_subject_t010,587,0.6266694456265626,0.6252370993539837,0.37476290064601603,-0.5319690760723381,True,0.8228279386712095,0.28620102214650767,0.010221465076660987,"Q2,S2,S4,S1"
meta_public_axis,e176,global_t010_subject_t020,613,0.6275055349540376,0.6274250048319552,0.3725749951680449,-0.5406608316706634,True,0.831973898858075,0.28548123980424145,0.011419249592169658,"Q2,S1,S4,Q3"
