sensor_tag,mask_name,n,pair_p90_negative,scaled_sensor_candidate,two_selector_majority,best_rank_file,best_rank_scale,best_rank_pair_p90,best_rank_old_p90,best_rank_pair_rate,best_rank_old_rate,best_pair_file,best_pair_scale,best_pair_p90,best_pair_old_p90,best_pair_rate,best_pair_bad_axis,best_pair_movement
conservative_1bb,full,9,9,9,0,analysis_outputs/submission_label_flow_sensorcurve_conservative_1bb_full_s1p00_2d194ea2.csv,1.0,-5.431591454394209e-05,0.0006386794295359932,0.9675675675675676,0.277992277992278,analysis_outputs/submission_label_flow_sensorcurve_conservative_1bb_full_s1p00_2d194ea2.csv,1.0,-5.431591454394209e-05,0.0006386794295359932,0.9675675675675676,0.02066752652403045,0.0060476044624573535
conservative_1bb,q2_q3_s4,9,9,9,0,analysis_outputs/submission_label_flow_sensorcurve_conservative_1bb_q2_q3_s4_s1p00_b52c49ad.csv,1.0,-5.431591454394209e-05,0.0006386794295359932,0.9675675675675676,0.277992277992278,analysis_outputs/submission_label_flow_sensorcurve_conservative_1bb_q2_q3_s4_s1p00_b52c49ad.csv,1.0,-5.431591454394209e-05,0.0006386794295359932,0.9675675675675676,0.02066752652403045,0.0060476044624573535
conservative_1bb,q3_s4,9,9,9,0,analysis_outputs/submission_label_flow_sensorcurve_conservative_1bb_q3_s4_s1p00_51b85df3.csv,1.0,-5.431591454394209e-05,0.0006386794295359932,0.9675675675675676,0.277992277992278,analysis_outputs/submission_label_flow_sensorcurve_conservative_1bb_q3_s4_s1p00_51b85df3.csv,1.0,-5.431591454394209e-05,0.0006386794295359932,0.9675675675675676,0.02066752652403045,0.0060476044624573535
conservative_1bb,s3_s4,9,9,9,0,analysis_outputs/submission_label_flow_sensorcurve_conservative_1bb_s3_s4_s0p65_6506a412.csv,0.65,-3.0642185591482804e-05,0.0005757775972843326,0.9621621621621622,0.277992277992278,analysis_outputs/submission_label_flow_sensorcurve_conservative_1bb_s3_s4_s1p00_c3ef8f38.csv,1.0,-4.7897426940077746e-05,0.0006380962975298665,0.9621621621621622,0.03107184925865885,0.005358175095757498
conservative_1bb,s4,9,9,9,0,analysis_outputs/submission_label_flow_sensorcurve_conservative_1bb_s4_s0p65_58b118ac.csv,0.65,-3.0642185591482804e-05,0.0005757775972843326,0.9621621621621622,0.277992277992278,analysis_outputs/submission_label_flow_sensorcurve_conservative_1bb_s4_s1p00_987f05e5.csv,1.0,-4.7897426940077746e-05,0.0006380962975298665,0.9621621621621622,0.03107184925865885,0.005358175095757498
conservative_1bb,q3,9,9,9,0,analysis_outputs/submission_label_flow_sensorcurve_conservative_1bb_q3_s1p00_23ff432f.csv,1.0,-3.868488083863269e-06,0.0005858127654209122,0.9405405405405406,0.2548262548262548,analysis_outputs/submission_label_flow_sensorcurve_conservative_1bb_q3_s1p00_23ff432f.csv,1.0,-3.868488083863269e-06,0.0005858127654209122,0.9405405405405406,0.02668195321344457,0.0006894293666998576
contrast_6b,q3,9,9,9,0,analysis_outputs/submission_label_flow_sensorcurve_contrast_6b_q3_s0p75_6ff5ca87.csv,0.75,-3.3013418047767526e-06,0.0005848874671553483,0.9432432432432433,0.24324324324324326,analysis_outputs/submission_label_flow_sensorcurve_contrast_6b_q3_s1p00_6f5c91bf.csv,1.0,-4.438976408811464e-06,0.0005897572463378076,0.9378378378378378,0.02522864805743434,0.000825925979861559
contrast_6b,full,9,9,7,0,analysis_outputs/submission_label_flow_sensorcurve_contrast_6b_full_s1p00_c524cc11.csv,1.0,-6.521725264083705e-05,0.0006755146983331572,0.9675675675675676,0.277992277992278,analysis_outputs/submission_label_flow_sensorcurve_contrast_6b_full_s1p00_c524cc11.csv,1.0,-6.521725264083705e-05,0.0006755146983331572,0.9675675675675676,0.017246827050991464,0.007233504541653313
contrast_6b,q2_q3_s4,9,9,7,0,analysis_outputs/submission_label_flow_sensorcurve_contrast_6b_q2_q3_s4_s1p00_224dffb3.csv,1.0,-6.521725264083705e-05,0.0006755146983331572,0.9675675675675676,0.277992277992278,analysis_outputs/submission_label_flow_sensorcurve_contrast_6b_q2_q3_s4_s1p00_224dffb3.csv,1.0,-6.521725264083705e-05,0.0006755146983331572,0.9675675675675676,0.017246827050991464,0.007233504541653313
contrast_6b,q3_s4,9,9,7,0,analysis_outputs/submission_label_flow_sensorcurve_contrast_6b_q3_s4_s1p00_e5c4b68f.csv,1.0,-6.521725264083705e-05,0.0006755146983331572,0.9675675675675676,0.277992277992278,analysis_outputs/submission_label_flow_sensorcurve_contrast_6b_q3_s4_s1p00_e5c4b68f.csv,1.0,-6.521725264083705e-05,0.0006755146983331572,0.9675675675675676,0.017246827050991464,0.007233504541653313
contrast_6b,s3_s4,9,9,7,0,analysis_outputs/submission_label_flow_sensorcurve_contrast_6b_s3_s4_s0p50_39d955a3.csv,0.5,-2.8167695136715306e-05,0.000560863459170835,0.9621621621621622,0.277992277992278,analysis_outputs/submission_label_flow_sensorcurve_contrast_6b_s3_s4_s1p00_917de0b1.csv,1.0,-5.737180580618689e-05,0.0006697376689800416,0.9621621621621622,0.0299866871906145,0.006407578561791758
contrast_6b,s4,9,9,7,0,analysis_outputs/submission_label_flow_sensorcurve_contrast_6b_s4_s0p50_a2fe323a.csv,0.5,-2.8167695136715306e-05,0.000560863459170835,0.9621621621621622,0.277992277992278,analysis_outputs/submission_label_flow_sensorcurve_contrast_6b_s4_s1p00_a86a6272.csv,1.0,-5.737180580618689e-05,0.0006697376689800416,0.9621621621621622,0.0299866871906145,0.006407578561791758
