view_id,split,k,train_test_js,subject_nmi,self_transition,Q1_cluster_prior_std,Q2_cluster_prior_std,Q3_cluster_prior_std,S1_cluster_prior_std,S2_cluster_prior_std,S3_cluster_prior_std,S4_cluster_prior_std
family_jepa_context,subject5,4,0.21761710410545615,0.22952453980749532,0.6954545454545454,0.03268343538764232,0.029218781766635858,0.03640370803048037,0.051835128270235564,0.029188827669605462,0.1219677751227027,0.05430535145306878
family_jepa_context,subject5,6,0.3015337732129365,0.28368895885672324,0.6113636363636363,0.0643675879356166,0.0946017698360655,0.12116188399343221,0.12209499024830654,0.061216077914197184,0.11059131185272476,0.0701032643274383
family_jepa_context,subject5,8,0.3007423710171352,0.2827771516011251,0.55,0.055082669596495014,0.08870737708198552,0.11469074548707445,0.12660291448947664,0.07708737891194016,0.11502921919487433,0.09548387567241486
family_jepa_context,dateblock5,4,0.03735577747969291,0.03519967573286977,0.5159090909090909,0.04682641909439294,0.052095127677215344,0.08791771310764572,0.04881848971650362,0.014569635790467873,0.03303541350920535,0.05466984973651676
family_jepa_context,dateblock5,6,0.0961222459868183,0.07084258969014558,0.4159090909090909,0.050517332993489546,0.04593582712933485,0.06550883402061528,0.04780976664560455,0.014346762489144387,0.05880527075856309,0.06747596509617353
family_jepa_context,dateblock5,8,0.1591389104675568,0.09106745400130328,0.375,0.0991221042314822,0.06285738832605119,0.08055320515874169,0.07643628784220641,0.05268105873547569,0.09323214421143512,0.09252027847641388
raw_human_context,subject5,4,0.29041420642935106,0.35077562971417736,0.8204545454545454,0.20892680944015005,0.22363095853293707,0.1890290630358726,0.12537832374731658,0.03397756765354058,0.10536601981270775,0.07051012598319613
raw_human_context,subject5,6,0.2821579729411667,0.41030121349486776,0.675,0.2928636253508887,0.2946099987795921,0.26369014910922206,0.17219794268525165,0.13642305012879402,0.14711167593824034,0.17322968376561124
raw_human_context,subject5,8,0.33193786742021664,0.43439002808209776,0.625,0.3056299070174943,0.31548322162462283,0.2878370132729522,0.19084163280283434,0.18482687217054394,0.22191926887570304,0.2619167174434529
raw_human_context,dateblock5,4,0.06693123846361025,0.02781375892209716,0.5613636363636364,0.3536785286076271,0.35541902807164183,0.30559093219057093,0.1604402637344475,0.17671249393543983,0.17082868422304096,0.3548314652517906
raw_human_context,dateblock5,6,0.07574951756205527,0.07398047304321242,0.425,0.29526032770863714,0.2931224923877834,0.27530305104997577,0.14860097709489253,0.18397918829085025,0.16158932291086667,0.29128037035132776
raw_human_context,dateblock5,8,0.08077053599676097,0.09405189845562395,0.36363636363636365,0.3109539532504092,0.3040193324129127,0.32430242380982377,0.15278130758386357,0.1818827619027028,0.1697280578695908,0.2937914666881234
hybrid_context,subject5,4,0.23675210164721805,0.22524589142450918,0.6545454545454545,0.06554061833364576,0.05792075090353408,0.07100548209456545,0.0487621740175646,0.018712347741907526,0.08863056878263963,0.0619308877005532
hybrid_context,subject5,6,0.2713789405807836,0.3330104571843969,0.5886363636363636,0.08627067427073892,0.08756703060082068,0.09810239471522675,0.105734133781968,0.060278931637200155,0.11454260048732792,0.09455292003451306
hybrid_context,subject5,8,0.275122726428606,0.3674609724923525,0.5159090909090909,0.20800393157894195,0.16907765401241387,0.21154119199350532,0.14085249368862582,0.1331624836439576,0.1479030261144937,0.16506013749054205
hybrid_context,dateblock5,4,0.04038166311987815,0.01829550850606514,0.5954545454545455,0.23501621062437975,0.19181330629757323,0.26216766372921796,0.15245632178013183,0.1517756612980168,0.15881985555414144,0.1892537862278782
hybrid_context,dateblock5,6,0.078319869266072,0.04707228907041136,0.41363636363636364,0.20263652630645723,0.18032608943356304,0.23690188048120572,0.13008780891810942,0.12837213582976945,0.13159453988765654,0.16673358380408018
hybrid_context,dateblock5,8,0.10834404917713723,0.0921554614274487,0.36818181818181817,0.17914384165701816,0.15353445121682283,0.21449539788298047,0.12542260977308825,0.11671094059277642,0.1217367363302026,0.17172931324821475
