context,mask_name,overlap_kind,state_mask,state_kind,state_scope,state_frac,safety_mask,safety_scope,safety_top_q,selected_cells,selected_rows,selected_q2s3_cells,selected_s_cells,mean_state,mean_weight
raw05_compatible,state_top30_all_hard__low_adverse75_nonactive_top50__state_soft,state_soft,state_top30_all_hard,hard,all,0.3,low_adverse75_nonactive_top50,low_adverse75_nonactive,0.5,204,123,31,75,0.8010736415364063,0.8010736415364063
raw05_compatible,state_top30_all_hard__low_adverse75_nonactive_top70__hard,hard,state_top30_all_hard,hard,all,0.3,low_adverse75_nonactive_top70,low_adverse75_nonactive,0.7,143,98,25,50,0.7993070478256852,1.0
raw05_compatible,state_top30_all_hard__low_adverse75_nonactive_top70__state_soft,state_soft,state_top30_all_hard,hard,all,0.3,low_adverse75_nonactive_top70,low_adverse75_nonactive,0.7,143,98,25,50,0.7993070478256852,0.7993070478256852
raw05_compatible,state_top30_all_hard__low_adverse75_nonq2s3_top50__hard,hard,state_top30_all_hard,hard,all,0.3,low_adverse75_nonq2s3_top50,low_adverse75_nonq2s3,0.5,170,116,0,43,0.8125038734349256,1.0
raw05_compatible,state_top30_all_hard__low_adverse75_nonq2s3_top50__state_soft,state_soft,state_top30_all_hard,hard,all,0.3,low_adverse75_nonq2s3_top50,low_adverse75_nonq2s3,0.5,170,116,0,43,0.8125038734349256,0.8125038734349256
raw05_compatible,state_top30_all_hard__low_adverse75_nonq2s3_top70__hard,hard,state_top30_all_hard,hard,all,0.3,low_adverse75_nonq2s3_top70,low_adverse75_nonq2s3,0.7,113,88,0,24,0.8140467491110074,1.0
raw05_compatible,state_top30_all_hard__low_adverse75_nonq2s3_top70__state_soft,state_soft,state_top30_all_hard,hard,all,0.3,low_adverse75_nonq2s3_top70,low_adverse75_nonq2s3,0.7,113,88,0,24,0.8140467491110074,0.8140467491110074
raw05_compatible,state_top30_non_q2s3_hard__veto_null_top50__hard,hard,state_top30_non_q2s3_hard,hard,non_q2s3,0.3,veto_null_top50,veto_null,0.5,167,116,0,42,0.8113480646248438,1.0
raw05_compatible,state_top30_non_q2s3_hard__veto_null_top50__state_soft,state_soft,state_top30_non_q2s3_hard,hard,non_q2s3,0.3,veto_null_top50,veto_null,0.5,167,116,0,42,0.8113480646248438,0.8113480646248438
raw05_compatible,state_top30_non_q2s3_hard__veto_null_nonactive_top50__hard,hard,state_top30_non_q2s3_hard,hard,non_q2s3,0.3,veto_null_nonactive_top50,veto_null_nonactive,0.5,166,116,0,42,0.810897978832599,1.0
raw05_compatible,state_top30_non_q2s3_hard__veto_null_nonactive_top50__state_soft,state_soft,state_top30_non_q2s3_hard,hard,non_q2s3,0.3,veto_null_nonactive_top50,veto_null_nonactive,0.5,166,116,0,42,0.810897978832599,0.810897978832599
raw05_compatible,state_top30_non_q2s3_hard__veto_null_nonactive_top70__hard,hard,state_top30_non_q2s3_hard,hard,non_q2s3,0.3,veto_null_nonactive_top70,veto_null_nonactive,0.7,111,87,0,24,0.8145438391171,1.0
raw05_compatible,state_top30_non_q2s3_hard__veto_null_nonactive_top70__state_soft,state_soft,state_top30_non_q2s3_hard,hard,non_q2s3,0.3,veto_null_nonactive_top70,veto_null_nonactive,0.7,111,87,0,24,0.8145438391171,0.8145438391171
raw05_compatible,state_top30_non_q2s3_hard__low_adverse75_top50__hard,hard,state_top30_non_q2s3_hard,hard,non_q2s3,0.3,low_adverse75_top50,low_adverse75,0.5,174,118,0,44,0.8128148082861258,1.0
raw05_compatible,state_top30_non_q2s3_hard__low_adverse75_top50__state_soft,state_soft,state_top30_non_q2s3_hard,hard,non_q2s3,0.3,low_adverse75_top50,low_adverse75,0.5,174,118,0,44,0.8128148082861258,0.8128148082861258
raw05_compatible,state_top30_non_q2s3_hard__low_adverse75_top70__hard,hard,state_top30_non_q2s3_hard,hard,non_q2s3,0.3,low_adverse75_top70,low_adverse75,0.7,120,92,0,26,0.8133472750001168,1.0
raw05_compatible,state_top30_non_q2s3_hard__low_adverse75_top70__state_soft,state_soft,state_top30_non_q2s3_hard,hard,non_q2s3,0.3,low_adverse75_top70,low_adverse75,0.7,120,92,0,26,0.8133472750001168,0.8133472750001168
raw05_compatible,state_top30_non_q2s3_hard__low_adverse75_nonactive_top50__hard,hard,state_top30_non_q2s3_hard,hard,non_q2s3,0.3,low_adverse75_nonactive_top50,low_adverse75_nonactive,0.5,173,117,0,44,0.8133377034736461,1.0
raw05_compatible,state_top30_non_q2s3_hard__low_adverse75_nonactive_top50__state_soft,state_soft,state_top30_non_q2s3_hard,hard,non_q2s3,0.3,low_adverse75_nonactive_top50,low_adverse75_nonactive,0.5,173,117,0,44,0.8133377034736461,0.8133377034736461
raw05_compatible,state_top30_non_q2s3_hard__low_adverse75_nonactive_top70__hard,hard,state_top30_non_q2s3_hard,hard,non_q2s3,0.3,low_adverse75_nonactive_top70,low_adverse75_nonactive,0.7,118,91,0,25,0.8139189853362248,1.0
raw05_compatible,state_top30_non_q2s3_hard__low_adverse75_nonactive_top70__state_soft,state_soft,state_top30_non_q2s3_hard,hard,non_q2s3,0.3,low_adverse75_nonactive_top70,low_adverse75_nonactive,0.7,118,91,0,25,0.8139189853362248,0.8139189853362248
raw05_compatible,state_top30_q1q3_sall_hard__low_adverse75_top50__hard,hard,state_top30_q1q3_sall_hard,hard,q1q3_sall,0.3,low_adverse75_top50,low_adverse75,0.5,206,124,32,76,0.8004678637879543,1.0
raw05_compatible,state_top30_q1q3_sall_hard__low_adverse75_top50__state_soft,state_soft,state_top30_q1q3_sall_hard,hard,q1q3_sall,0.3,low_adverse75_top50,low_adverse75,0.5,206,124,32,76,0.8004678637879543,0.8004678637879543
