scenario_file,n,best_rank,best_score,mean_top_score,raw05_a2c8_ok_rate,all_sign_ok_rate
submission_public_entropytm_public2d0_q1_q2_q3_s2_s3_s4_g075.csv,14,1,0.9506701586292726,1.6828304892726391,0.14285714285714285,0.14285714285714285
submission_public_minimaxens_r08_a10_h869363.csv,21,2,1.001082379526803,1.7145016467762773,0.047619047619047616,0.047619047619047616
submission_public_minimaxens_r07_a12_h981086.csv,21,3,1.0013885187575866,1.7146705173471808,0.047619047619047616,0.047619047619047616
submission_public_minimaxens_r05_a10_h506746.csv,21,4,1.0021675971161954,1.7152022971631684,0.047619047619047616,0.047619047619047616
submission_public_minimaxens_r01_a6_h422045.csv,21,5,1.0023304882639907,1.7159551114631977,0.047619047619047616,0.047619047619047616
submission_public_minimaxens_r03_a12_h597891.csv,21,6,1.0026164259376533,1.7156508009122515,0.047619047619047616,0.047619047619047616
submission_public_universeens_u80_r04_8b6653a9.csv,21,7,1.002897614382112,1.7157658124110813,0.047619047619047616,0.047619047619047616
submission_public_minimaxens_r06_a9_h512521.csv,21,8,1.0032171805311778,1.715987950515933,0.047619047619047616,0.047619047619047616
submission_public_universeens_u80_r02_4c0e785c.csv,21,9,1.0032171805311778,1.715987950515933,0.047619047619047616,0.047619047619047616
submission_public_minimaxens_r02_a13_h745897.csv,21,10,1.0032919716214983,1.7163261450764742,0.047619047619047616,0.047619047619047616
submission_public_minimaxens_r04_a11_h082844.csv,21,11,1.0033721991126754,1.7162923565358403,0.047619047619047616,0.047619047619047616
submission_public_universeens_u80_r03_72e58bdb.csv,21,12,1.0033721991126754,1.7162923565358403,0.047619047619047616,0.047619047619047616
submission_public_universeens_u80_r01_07c571e6.csv,21,13,1.003850000614862,1.7170387964448368,0.047619047619047616,0.047619047619047616
submission_public_entropytm_public2d0_q1_q3_s2_s3_s4_g075.csv,3,15,1.0619853135149055,1.246667023363186,0.6666666666666666,0.6666666666666666
submission_public_entropyproj_public2d0_g100.csv,1527,17,1.174555914547871,1.6973305712562856,0.0019646365422396855,0.0
submission_public_entropyproj_public2d0_g075.csv,25,22,1.298420228566252,1.734884608913137,0.0,0.0
submission_public_entropytm_public2d0_q1_q2_q3_s1_s2_s3_s4_g075.csv,25,23,1.298420228566252,1.734884608913137,0.0,0.0
submission_public_maskaware_t65_r08_7f7fa3e2.csv,21,27,1.3336759104025573,1.7255162615110262,0.0,0.0
submission_public_maskaware_t50_r05_fb7b695a.csv,15,31,1.3402076427499292,1.7151683353926725,0.0,0.0
submission_public_maskaware_t50_r06_8d5b4fe1.csv,15,35,1.343857652518803,1.7109938862525418,0.0,0.0
submission_public_maskaware_t65_r07_768f6df0.csv,24,39,1.3495851645786092,1.7361966309782046,0.0,0.0
submission_public_maskaware_t50_r04_6761fb38.csv,18,42,1.3573970380336555,1.7211912294790301,0.0,0.0
submission_public_maskaware_t65_r09_35ff9a82.csv,16,43,1.35852367549009,1.7294451382145806,0.0,0.0
submission_public_maskaware_t80_r10_18d78615.csv,21,68,1.3885888415214525,1.7283575465260217,0.0,0.0
submission_public_entropytm_public2d0_q1_q3_s1_s2_s3_s4_g075.csv,11,79,1.4074228561495152,1.729348559418,0.0,0.0
submission_public_entropyproj_proj0_g075.csv,19,83,1.4120340206600654,1.7367834327058926,0.0,0.0
submission_public_maskaware_t80_r11_544844af.csv,11,124,1.4649674097958343,1.7367420655461556,0.0,0.0
submission_public_maskaware_t80_r12_dcfaabba.csv,8,131,1.4755904776655027,1.7202944514437326,0.0,0.0
submission_public_universeens_u65_r02_c0e2b2f1.csv,6,175,1.531729969077948,1.6891297843654451,0.0,0.0
submission_public_universeens_u65_r01_365a84a6.csv,6,361,1.612613896889055,1.7547521751406612,0.0,0.0
submission_public_universeens_u65_r04_dc6f3303.csv,3,431,1.628522843622837,1.7371752049267146,0.0,0.0
submission_public_universeens_u65_r03_cf973915.csv,4,438,1.6300669702999446,1.7530998708148813,0.0,0.0
submission_public_maskaware_t35_r02_517540cc.csv,2,1048,1.724787661806939,1.7593699168131918,0.0,0.0
submission_public_maskplausens_r05_e8325bb7.csv,1,1981,1.870951722538708,1.870951722538708,0.0,0.0
submission_public_maskplausens_r04_161f5469.csv,1,2033,1.8782656247161387,1.8782656247161387,0.0,0.0
