row_idx,target,subject_id,sleep_date,lifelog_date,mixmin,e73,prob_delta,logit_delta,direction,beneficial_label,loss_delta_if_y0,loss_delta_if_y1,beneficial_loss_delta,adverse_loss_delta,subject_sub_frac,sub_block_pos,sub_block_n,sub_block_frac,near_any_train_gap,flank_q2_mean,flank_s3_mean,subject_q2_rate,subject_s3_rate
0,Q1,id01,2024-07-31 00:00:00,2024-07-30 00:00:00,0.2379780051125942,0.2405233231039853,0.0025453179913910995,0.01398461538461504,increase,1,0.0033458068850688674,-0.010638808499546272,-0.010638808499546272,0.0033458068850688674,0.0,0,14,0.0,2.0,1.0,1.0,0.5609756097560976,0.8536585365853658
0,Q3,id01,2024-07-31 00:00:00,2024-07-30 00:00:00,0.5543997590638224,0.5578518452970296,0.003452086233207141,0.013984615384615151,increase,1,0.0077772117642944125,-0.006207403620320835,-0.006207403620320835,0.0077772117642944125,0.0,0,14,0.0,2.0,1.0,1.0,0.5609756097560976,0.8536585365853658
0,S1,id01,2024-07-31 00:00:00,2024-07-30 00:00:00,0.5667131792125099,0.5701438358843441,0.003430656671834287,0.013984615384615429,increase,1,0.007949261703573298,-0.006035353681042129,-0.006035353681042129,0.007949261703573298,0.0,0,14,0.0,2.0,1.0,1.0,0.5609756097560976,0.8536585365853658
1,Q1,id01,2024-08-01 00:00:00,2024-07-31 00:00:00,0.0681101766719187,0.0690031757130106,0.0008929990410918992,0.01398461538461504,increase,1,0.0009587261904911616,-0.013025889194123532,-0.013025889194123532,0.0009587261904911616,0.038461538461538464,1,14,0.07692307692307693,3.0,1.0,1.0,0.5609756097560976,0.8536585365853658
1,Q3,id01,2024-08-01 00:00:00,2024-07-31 00:00:00,0.5377272453725991,0.5395738349574649,0.001846589584865832,0.007430769230769546,increase,1,0.00400258851681071,-0.0034281807139588407,-0.0034281807139588407,0.00400258851681071,0.038461538461538464,1,14,0.07692307692307693,3.0,1.0,1.0,0.5609756097560976,0.8536585365853658
1,S1,id01,2024-08-01 00:00:00,2024-07-31 00:00:00,0.2345278685139556,0.2370477643717621,0.0025198958578064867,0.01398461538461504,increase,1,0.0032973802239751916,-0.010687235160639798,-0.010687235160639798,0.0032973802239751916,0.038461538461538464,1,14,0.07692307692307693,3.0,1.0,1.0,0.5609756097560976,0.8536585365853658
1,S2,id01,2024-08-01 00:00:00,2024-07-31 00:00:00,0.4900417702267283,0.4935369670552729,0.0034951968285446,0.013984615384615838,increase,1,0.006877484235279994,-0.007107131149335919,-0.007107131149335919,0.006877484235279994,0.038461538461538464,1,14,0.07692307692307693,3.0,1.0,1.0,0.5609756097560976,0.8536585365853658
1,S3,id01,2024-08-01 00:00:00,2024-07-31 00:00:00,0.8165998001884119,0.8196134499760149,0.00301364978760299,0.02025229331272249,increase,1,0.01656860086599287,-0.0036836924467297,-0.0036836924467297,0.01656860086599287,0.038461538461538464,1,14,0.07692307692307693,3.0,1.0,1.0,0.5609756097560976,0.8536585365853658
2,Q1,id01,2024-08-02 00:00:00,2024-08-01 00:00:00,0.1249960260090513,0.1265335900030288,0.0015375639939775032,0.01398461538461504,increase,1,0.001758753713408937,-0.012225861671206172,-0.012225861671206172,0.001758753713408937,0.07692307692307693,2,14,0.15384615384615385,4.0,1.0,1.0,0.5609756097560976,0.8536585365853658
2,Q3,id01,2024-08-02 00:00:00,2024-08-01 00:00:00,0.5409620616529062,0.5444327061639294,0.003470644511023191,0.01398461538461529,increase,1,0.007589419014383727,-0.006395196370231528,-0.006395196370231528,0.007589419014383727,0.07692307692307693,2,14,0.15384615384615385,4.0,1.0,1.0,0.5609756097560976,0.8536585365853658
