candidate_id,family,status,pair_kind,candidate_file,base_file,row_idx,target_idx,target,subject_id,sleep_date,lifelog_date,p_base,p_new,prob_delta,abs_prob_delta,logit_delta,abs_logit_delta,loss_delta_y1,loss_delta_y0,support_label,support_delta,adverse_delta,swing,py_focus,py_global,py_subject,py_nearest_hard085,expected_focus,expected_global,expected_subject,expected_nearest_hard085,hard_delta_focus,support_prob_focus
e224_body_vs_e95,e258_e247_body_rollback_attribution,diagnostic,component_pair,e224_body_vs_e95,submission_e95_hardtail_541e3973.csv,140,2,Q3,id06,2024-07-21,2024-07-20,0.8021146770685197,0.7733757293181356,-0.028738947750384103,0.028738947750384103,-0.17209235472968332,0.17209235472968332,2.084947978535883e-05,-7.748900863160303e-05,0,-7.748900863160303e-05,2.084947978535883e-05,9.833848841696186e-05,0.6,0.6,0.6,0.6,-1.848591558142592e-05,-1.848591558142592e-05,-1.848591558142592e-05,-1.848591558142592e-05,2.084947978535883e-05,0.4
e224_body_vs_e95,e258_e247_body_rollback_attribution,diagnostic,component_pair,e224_body_vs_e95,submission_e95_hardtail_541e3973.csv,66,6,S4,id03,2024-08-25,2024-08-24,0.1311074151803363,0.1516256170058494,0.020518201825513088,0.020518201825513088,0.16929496819948486,0.16929496819948486,-8.308427778323476e-05,1.3655704045042191e-05,1,-8.308427778323476e-05,1.3655704045042191e-05,9.673998182827695e-05,0.2871717171717172,0.56,0.1515151515151515,0.15,-1.4125282655744818e-05,-4.0518685778792905e-05,-1.001868959242194e-06,-8.552932291993509e-07,1.3655704045042191e-05,0.2871717171717172
e224_body_vs_e95,e258_e247_body_rollback_attribution,diagnostic,component_pair,e224_body_vs_e95,submission_e95_hardtail_541e3973.csv,223,2,Q3,id09,2024-09-16,2024-09-15,0.5132603796777254,0.4715633872857087,-0.04169699239201674,0.04169699239201674,-0.1669232890278726,0.1669232890278726,4.841699918967647e-05,-4.696773739767928e-05,0,-4.696773739767928e-05,4.841699918967647e-05,9.538473658735576e-05,0.6296747967479676,0.6,0.4390243902439024,0.85,1.3093627225822379e-05,1.0263104554734167e-05,-5.091511578840175e-06,3.410928870157311e-05,4.841699918967647e-05,0.37032520325203244
e224_body_vs_e95,e258_e247_body_rollback_attribution,diagnostic,component_pair,e224_body_vs_e95,submission_e95_hardtail_541e3973.csv,68,6,S4,id03,2024-08-28,2024-08-27,0.1848089506604073,0.2100933839242313,0.025284433263823985,0.025284433263823985,0.15973729604573106,0.15973729604573106,-7.327401421912974e-05,1.800444066414524e-05,1,-7.327401421912974e-05,1.800444066414524e-05,9.127845488327498e-05,0.2871717171717172,0.56,0.1515151515151515,0.15,-8.20814996546595e-06,-3.3111494070488754e-05,4.1743717424369136e-06,4.312672431653992e-06,1.800444066414524e-05,0.2871717171717172
e224_body_vs_e95,e258_e247_body_rollback_attribution,diagnostic,component_pair,e224_body_vs_e95,submission_e95_hardtail_541e3973.csv,44,2,Q3,id02,2024-09-30,2024-09-29,0.6137150197082571,0.5787408335087633,-0.034974186199493884,0.034974186199493884,-0.14534876994688622,0.14534876994688622,3.3529095013652996e-05,-4.952734495599622e-05,0,-4.952734495599622e-05,3.3529095013652996e-05,8.305643996964921e-05,0.7263888888888889,0.6,0.7291666666666666,0.85,1.0803930188623972e-05,3.0651902579330843e-07,1.1034642521872997e-05,2.107062901820561e-05,3.3529095013652996e-05,0.27361111111111114
e224_body_vs_e95,e258_e247_body_rollback_attribution,diagnostic,component_pair,e224_body_vs_e95,submission_e95_hardtail_541e3973.csv,237,2,Q3,id10,2024-08-20,2024-08-19,0.5274992842895743,0.4912612942897662,-0.03623798999980804,0.03623798999980804,-0.14506662948096266,0.14506662948096266,4.066934554997597e-05,-4.222587129628838e-05,0,-4.222587129628838e-05,4.066934554997597e-05,8.289521684626435e-05,0.6954545454545454,0.6,0.6363636363636364,0.85,1.542398405588637e-05,7.5112588114702305e-06,1.0525630333152571e-05,2.8235063023036317e-05,4.066934554997597e-05,0.30454545454545456
e224_body_vs_e95,e258_e247_body_rollback_attribution,diagnostic,component_pair,e224_body_vs_e95,submission_e95_hardtail_541e3973.csv,59,6,S4,id03,2024-08-17,2024-08-16,0.2103870600035459,0.2346424084285449,0.02425534842499899,0.02425534842499899,0.14031342333667673,0.14031342333667673,-6.235069250559696e-05,1.7828406543932538e-05,1,-6.235069250559696e-05,1.7828406543932538e-05,8.01790990495295e-05,0.56,0.56,0.56,0.56,-2.7071888923803983e-05,-2.7071888923803983e-05,-2.7071888923803983e-05,-2.7071888923803983e-05,-6.235069250559696e-05,0.56
e224_body_vs_e95,e258_e247_body_rollback_attribution,diagnostic,component_pair,e224_body_vs_e95,submission_e95_hardtail_541e3973.csv,171,2,Q3,id07,2024-08-20,2024-08-19,0.5330271994258958,0.4988187428661053,-0.034208456559790545,0.034208456559790545,-0.13702647791740413,0.13702647791740413,3.790266552417311e-05,-4.0398179000057725e-05,0,-4.0398179000057725e-05,3.790266552417311e-05,7.830084452423083e-05,0.6534013605442177,0.6,0.5102040816326531,0.85,1.0763699343835961e-05,6.582327714480775e-06,-4.487685285113784e-07,2.6157538845538482e-05,3.790266552417311e-05,0.3465986394557823
e224_body_vs_e95,e258_e247_body_rollback_attribution,diagnostic,component_pair,e224_body_vs_e95,submission_e95_hardtail_541e3973.csv,75,6,S4,id03,2024-09-22,2024-09-21,0.2605279755624186,0.2874486392058746,0.026920663643456022,0.026920663643456022,0.1354184070064326,0.1354184070064326,-5.619082903781702e-05,2.1191117823001536e-05,1,-5.619082903781702e-05,2.1191117823001536e-05,7.738194686081856e-05,0.56,0.56,0.56,0.56,-2.2142772419056863e-05,-2.2142772419056863e-05,-2.2142772419056863e-05,-2.2142772419056863e-05,-5.619082903781702e-05,0.56
e224_body_vs_e95,e258_e247_body_rollback_attribution,diagnostic,component_pair,e224_body_vs_e95,submission_e95_hardtail_541e3973.csv,195,2,Q3,id08,2024-09-10,2024-09-09,0.221899902735932,0.245948057641614,0.024048154905682018,0.024048154905682018,0.13428789514483563,0.13428789514483563,-5.87965566997911e-05,1.7939383382972154e-05,1,-5.87965566997911e-05,1.7939383382972154e-05,7.673594008276325e-05,0.6,0.6,0.6,0.6,-2.81021806666858e-05,-2.81021806666858e-05,-2.81021806666858e-05,-2.81021806666858e-05,-5.87965566997911e-05,0.6
