pool,base_agg,delta_agg,gate,n,pool_size,pool_support_mean,strict_unified_gate,deployable_unified_gate,loose_unified_gate,all_margin_vs_mixmin,best_all_delta_vs_mixmin,best_all_minus_base,best_worst_set_delta,best_sets_beating_base,best_sets_tail_neutral,best_hidden_q2s3_minus_base,best_world_support_minus_base,best_block_win_rate
support2_top50,mean,mean,none,7,50,2.0,0,0,2,1,-1.028042441519883e-05,-5.533863132067829e-06,7.757220088944194e-06,3,3,-0.0002963232998358309,-0.00022888488841987255,0.8333333333333334
top50_heldout_mean,mean,mean,none,7,50,1.84,0,0,2,1,-1.0275345180832396e-05,-5.474477706046699e-06,7.90408337103532e-06,3,3,-0.0003166422734767055,-0.00024662745040839864,0.8333333333333334
translator_tail_soft_p90_m0.50,median,signed_p75,none,7,13,1.4615384615384615,0,0,2,1,-1.0223170090251088e-05,-5.995477099007829e-06,1.270745665793438e-05,3,3,-0.0002498891561362321,-0.00019566739054970852,0.8333333333333334
support2,median,mean,none,7,51,2.0,0,0,2,1,-1.021982364479701e-05,-5.6098002256810275e-06,7.198488332194053e-06,3,3,-0.00029380775079077687,-0.0002287627759599176,0.8333333333333334
top75_heldout_mean,mean,mean,none,7,75,1.64,0,0,2,1,-1.021824314029196e-05,-5.32638950745401e-06,7.538273307128307e-06,3,3,-0.0003134678581368025,-0.000255607879116021,0.8333333333333334
high_block,mean,mean,none,7,47,1.7659574468085106,0,0,2,1,-1.0202376145018732e-05,-5.443966283658064e-06,9.427084434743271e-06,3,3,-0.00026469328475896975,-0.00020999484032498388,0.8333333333333334
top50_heldout_mean,median,mean,none,7,50,1.84,0,0,2,1,-1.0172726873980409e-05,-5.513375900711992e-06,7.261982081452345e-06,3,3,-0.0003166422734766708,-0.00024720693140214403,0.8333333333333334
support2_top50,median,mean,none,7,50,2.0,0,0,2,1,-1.0169965000139669e-05,-5.576486963199123e-06,7.218064826064463e-06,3,3,-0.0002963232998357823,-0.00023010144278072238,0.8333333333333334
high_block,mean,weighted_mean,none,7,47,1.7659574468085106,0,0,2,1,-1.0166514157416984e-05,-5.408104296056315e-06,9.407256112758944e-06,3,3,-0.00028284208724647236,-0.00022339746146735604,0.8333333333333334
support2_high_block,mean,weighted_mean,none,7,36,2.0,0,0,2,1,-1.0119514940010177e-05,-5.3627441251036245e-06,9.408352881212778e-06,3,3,-0.0002776966087812971,-0.0002156676355478948,0.8333333333333334
support2_high_block,mean,mean,none,7,36,2.0,0,0,2,1,-1.0086816804921739e-05,-5.330045990015186e-06,9.450429695023743e-06,3,3,-0.00025546293927435765,-0.00019616790250047704,0.8333333333333334
top75_heldout_mean,median,mean,none,7,75,1.64,0,0,2,1,-1.006447650320208e-05,-5.391425681788853e-06,7.083160935561494e-06,3,3,-0.0003134678581367331,-0.00025492585346894594,0.8333333333333334
high_block,median,mean,none,7,47,1.7659574468085106,0,0,2,1,-1.000960000863138e-05,-5.446719296697822e-06,8.495241538009068e-06,3,3,-0.0002646932847589628,-0.00021122328171689912,0.8333333333333334
high_block,mean,signed_p75,none,7,47,1.7659574468085106,0,0,2,1,-1.000494459579837e-05,-5.246534734437702e-06,9.206506846881624e-06,3,3,-0.00035531336358898824,-0.00028606082056411,0.8333333333333334
high_block,median,weighted_mean,none,7,47,1.7659574468085106,0,0,2,0,-9.975845071119593e-06,-5.412964359186034e-06,8.476297895465557e-06,3,3,-0.0002828420872464585,-0.00022464039810974343,0.8333333333333334
translator_tail_soft_p90_m1.00,mean,mean,none,7,25,1.36,0,0,2,0,-9.95756254296154e-06,-5.00397856861845e-06,8.596785287529052e-06,3,3,-0.0003642576485971688,-0.00030922032585030683,0.8333333333333334
support2_high_block,median,weighted_mean,none,7,36,2.0,0,0,2,0,-9.935331238053458e-06,-5.364981357058873e-06,8.409585006363685e-06,3,3,-0.0002776966087812763,-0.00021846896231397794,0.8333333333333334
support2_high_block,median,mean,none,7,36,2.0,0,0,2,0,-9.888838996330307e-06,-5.318489115335723e-06,8.451675620135823e-06,3,3,-0.0002554629392743299,-0.00019896922926668226,0.8333333333333334
high_block,median,signed_p75,none,7,47,1.7659574468085106,0,0,2,0,-9.828839752090701e-06,-5.265959040157142e-06,8.2845683702093e-06,3,3,-0.00035531336358897436,-0.00028717670012267673,0.8333333333333334
translator_tail_soft_p90_m0.50,mean,mean,none,7,13,1.4615384615384615,0,0,2,0,-9.803347644887772e-06,-5.037815192232564e-06,1.0663734562821325e-05,3,3,-0.00040698791116110244,-0.0003445178039018337,0.8333333333333334
support2,median,signed_p75,none,7,51,2.0,0,0,2,0,-9.77951953751166e-06,-5.169496118395678e-06,7.3674280504087974e-06,3,3,-0.0004169106978351364,-0.0003357328604081556,0.8333333333333334
all_unique,mean,signed_p75,none,7,104,1.4903846153846154,0,0,2,0,-9.747066511023306e-06,-4.85377218228944e-06,7.446229231655721e-06,3,3,-0.00024174829774502998,-0.00020790758764789303,0.8333333333333334
support2_top50,median,signed_p75,none,7,50,2.0,0,0,2,0,-9.73504689161242e-06,-5.141568854671874e-06,7.406347271254887e-06,3,3,-0.00042192719720160476,-0.00034020653478625804,0.8333333333333334
top50_heldout_mean,mean,weighted_mean,none,7,50,1.84,0,0,2,0,-9.647066174678365e-06,-4.846198699892668e-06,7.75142210929225e-06,3,3,-0.0003549424164399004,-0.00027680456594778025,0.8333333333333334
translator_tail_soft_p90_m1.00,median,mean,none,7,25,1.36,0,0,2,0,-9.644300454469956e-06,-5.025185989881997e-06,7.559807783219519e-06,3,3,-0.0003642576485971549,-0.00030946826609573033,0.8333333333333334
all_unique,mean,mean,none,7,104,1.4903846153846154,0,0,2,0,-9.63704332046511e-06,-4.743748991731245e-06,7.091461460162485e-06,3,3,-0.00031112424829850965,-0.000260615571801298,0.8333333333333334
high_block,mean,weighted_mean,agree60_top50,7,47,1.7659574468085106,0,0,2,0,-9.576541305067465e-06,-4.818131443706797e-06,9.162641145477046e-06,3,3,-0.0002427861028751338,-0.00019070103397253457,0.7222222222222222
translator_tail_soft_p90_m1.00,median,weighted_mean,none,7,25,1.36,0,0,2,0,-9.566771355884462e-06,-4.9476568912965035e-06,7.525386130136091e-06,3,3,-0.00037748432869066234,-0.00031846656364595835,0.8333333333333334
top50_heldout_mean,median,weighted_mean,none,7,50,1.84,0,0,2,0,-9.553423237163017e-06,-4.8940722638946e-06,7.109421497175639e-06,3,3,-0.00035494241643987956,-0.000277675208822481,0.8333333333333334
high_block,mean,weighted_mean,agree60,7,47,1.7659574468085106,0,0,2,0,-9.549707642331207e-06,-4.791297780970538e-06,9.480298494901618e-06,3,3,-0.000269642439547621,-0.00022273396636027774,0.8333333333333334
support2_high_block,mean,signed_p75,none,7,36,2.0,0,0,2,0,-9.542796722383784e-06,-4.7860259074772316e-06,9.252745372667626e-06,3,3,-0.00033751165169389197,-0.0002687428249273981,0.8333333333333334
high_block,mean,mean,agree60,7,47,1.7659574468085106,0,0,2,0,-9.542155011144082e-06,-4.783745149783414e-06,9.480201245026798e-06,3,3,-0.0002521232065829729,-0.00021043266585906144,0.8333333333333334
all_unique,median,signed_p75,none,7,104,1.4903846153846154,0,0,2,0,-9.539413623693704e-06,-4.837032759330562e-06,7.097594741711788e-06,3,3,-0.00024174829774502304,-0.0002066855507923738,0.8333333333333334
high_block,mean,mean,agree60_top50,7,47,1.7659574468085106,0,0,2,0,-9.525875087623703e-06,-4.767465226263035e-06,9.09922608305358e-06,3,3,-0.00022725716346175262,-0.0001813333000014461,0.7222222222222222
support2_high_block,mean,weighted_mean,agree60,7,36,2.0,0,0,2,0,-9.52127750941667e-06,-4.764506694510118e-06,9.501339358397587e-06,3,3,-0.00026492774784129397,-0.0002145369767043658,0.8333333333333334
all_unique,mean,median,none,7,104,1.4903846153846154,0,0,2,0,-9.51711043151171e-06,-4.623816102777845e-06,7.6738932722753e-06,3,3,-0.00022789779547418426,-0.00017603928453440712,0.75
support2_top50,mean,weighted_mean,none,7,50,2.0,0,0,2,0,-9.511902085534985e-06,-4.765340802403983e-06,7.670605073673009e-06,3,3,-0.00034016617401293886,-0.000265345576817866,0.8333333333333334
translator_tail_soft_p90_m0.50,mean,signed_p75,agree60,7,13,1.4615384615384615,0,0,2,0,-9.511638428771896e-06,-4.746105976116688e-06,1.0569802384230442e-05,3,3,-0.00021833397327037513,-0.00018926502603677244,0.8055555555555556
support2_high_block,mean,mean,agree60,7,36,2.0,0,0,2,0,-9.509404928831344e-06,-4.752634113924792e-06,9.532365067732584e-06,3,3,-0.0002436937058838337,-0.00019536388948672152,0.8333333333333334
support2_high_block,mean,weighted_mean,agree60_top50,7,36,2.0,0,0,2,0,-9.509294270126922e-06,-4.75252345522037e-06,9.178207070914546e-06,3,3,-0.00023855046050990508,-0.00018443181523590817,0.7222222222222222
support2,mean,weighted_mean,none,7,51,2.0,0,0,2,0,-9.499827970493868e-06,-4.75415182910055e-06,7.66263572360426e-06,3,3,-0.00033843108414952777,-0.0002641127271699351,0.8333333333333334
support2_high_block,mean,mean,agree60_top50,7,36,2.0,0,0,2,0,-9.49454629928237e-06,-4.737775484375817e-06,9.192458219731137e-06,3,3,-0.00022021689943551442,-0.0001686632715763969,0.7222222222222222
high_block,mean,median,agree60,7,47,1.7659574468085106,0,0,2,0,-9.493879836952601e-06,-4.735469975591933e-06,9.454465249025823e-06,3,3,-0.00022991600607263907,-0.00018369911104456054,0.8333333333333334
high_block,mean,median,none,7,47,1.7659574468085106,0,0,2,0,-9.493879836952601e-06,-4.735469975591933e-06,9.454465249025823e-06,3,3,-0.00022991600607263907,-0.00018369911104456054,0.8333333333333334
top75_heldout_mean,median,weighted_mean,none,7,75,1.64,0,0,2,0,-9.488999647699892e-06,-4.8159488262866645e-06,7.012810829709615e-06,3,3,-0.000345580355699239,-0.00027854227686364714,0.8333333333333334
all_unique,median,mean,none,7,104,1.4903846153846154,0,0,2,0,-9.473047475339058e-06,-4.7706666109759155e-06,6.742842215579081e-06,3,3,-0.0003111242482985166,-0.0002609537396897788,0.8333333333333334
support2_high_block,median,signed_p75,none,7,36,2.0,0,0,2,0,-9.442981057761202e-06,-4.8726311767666175e-06,8.253961967130685e-06,3,3,-0.00033751165169385033,-0.00027154415169352024,0.8333333333333334
support2,median,weighted_mean,none,7,51,2.0,0,0,2,0,-9.436488041969504e-06,-4.826464622853521e-06,7.130826700230131e-06,3,3,-0.0003384310841494931,-0.0002654479310303826,0.8333333333333334
support2_top50,median,weighted_mean,none,7,50,2.0,0,0,2,0,-9.4221582860321e-06,-4.828680249091555e-06,7.161399496413701e-06,3,3,-0.00034016617401290417,-0.0002662953664741784,0.8333333333333334
high_block,median,weighted_mean,agree60_top50,7,47,1.7659574468085106,0,0,2,0,-9.415645050192545e-06,-4.852764338258986e-06,8.231720902696082e-06,3,3,-0.00024278610287511299,-0.00019147037141452046,0.7222222222222222
support2_top50,mean,median,none,7,50,2.0,0,0,2,0,-9.39174873360038e-06,-4.645187450469379e-06,8.448513349468278e-06,3,3,-0.00023618231223943714,-0.00016265026691588704,0.8055555555555556
all_unique,median,weighted_mean,none,7,104,1.4903846153846154,0,0,2,0,-9.38809468831181e-06,-4.685713823948667e-06,6.77065938847754e-06,3,3,-0.0003473003409869488,-0.00028917463916068305,0.8333333333333334
support2_high_block,median,weighted_mean,agree60_top50,7,36,2.0,0,0,2,0,-9.377499163187863e-06,-4.807149282193279e-06,8.228030216828053e-06,3,3,-0.00023855046050987733,-0.00018723314200190804,0.7222222222222222
support2_high_block,median,weighted_mean,agree60,7,36,2.0,0,0,2,0,-9.370108786987963e-06,-4.799758905993379e-06,8.502581735903014e-06,3,3,-0.0002649277478412593,-0.00021733830347047127,0.8333333333333334
high_block,median,mean,agree60_top50,7,47,1.7659574468085106,0,0,2,0,-9.368279425103765e-06,-4.805398713170206e-06,8.189763743948753e-06,3,3,-0.0002272571634617318,-0.00018169926426035428,0.7222222222222222
support2_high_block,median,mean,agree60_top50,7,36,2.0,0,0,2,0,-9.360227694710233e-06,-4.789877813715648e-06,8.242301388627915e-06,3,3,-0.0002202168994354936,-0.00017146459834240782,0.7222222222222222
support2_high_block,median,mean,agree60,7,36,2.0,0,0,2,0,-9.355927666154784e-06,-4.7855777851602e-06,8.533620979300771e-06,3,3,-0.00024369370588380596,-0.00019816521625281571,0.8333333333333334
high_block,median,weighted_mean,agree60,7,47,1.7659574468085106,0,0,2,0,-9.354065027888936e-06,-4.791184315955377e-06,8.554242641012344e-06,3,3,-0.00026964243954759326,-0.0002239843235684047,0.8333333333333334
high_block,median,mean,agree60,7,47,1.7659574468085106,0,0,2,0,-9.344388682275273e-06,-4.781507970341714e-06,8.549944534141929e-06,3,3,-0.00025212320658295206,-0.00021124552302917996,0.8333333333333334
support2,mean,median,none,7,51,2.0,0,0,2,0,-9.334904674029865e-06,-4.589228532636547e-06,8.451777028573026e-06,3,3,-0.00023385951290563756,-0.0001619807383365702,0.8055555555555556
translator_tail_soft_p90_m0.50,mean,median,none,7,13,1.4615384615384615,0,0,2,0,-9.328532254215816e-06,-4.562999801560608e-06,1.0735442328768663e-05,3,3,-0.00021759276724789278,-0.00018480215513435607,0.8333333333333334
support2_high_block,mean,median,agree60,7,36,2.0,0,0,2,0,-9.319114369854553e-06,-4.562343554948001e-06,9.623416313164768e-06,3,3,-0.0002105427944108368,-0.0001546878204503055,0.8333333333333334
support2_high_block,mean,median,none,7,36,2.0,0,0,2,0,-9.319114369854553e-06,-4.562343554948001e-06,9.623416313164768e-06,3,3,-0.0002105427944108368,-0.0001546878204503055,0.8333333333333334
high_block,median,median,agree60,7,47,1.7659574468085106,0,0,2,0,-9.31793495229094e-06,-4.7550542403573814e-06,8.531930175026403e-06,3,3,-0.00022991600607261825,-0.00018441297598749688,0.8333333333333334
high_block,median,median,none,7,47,1.7659574468085106,0,0,2,0,-9.31793495229094e-06,-4.7550542403573814e-06,8.531930175026403e-06,3,3,-0.00022991600607261825,-0.00018441297598749688,0.8333333333333334
all_unique,median,median,none,7,104,1.4903846153846154,0,0,2,0,-9.316942343073897e-06,-4.614561478710755e-06,7.328582321219912e-06,3,3,-0.00022789779547417732,-0.00017468521982058074,0.75
top50_heldout_mean,mean,median,none,7,50,1.84,0,0,2,0,-9.315025301992463e-06,-4.514157827206766e-06,8.431935787034384e-06,3,3,-0.00026635570666545816,-0.00018689281322218916,0.8055555555555556
support2_top50,median,median,none,7,50,2.0,0,0,2,0,-9.294832750583737e-06,-4.701354713643191e-06,7.909596205557534e-06,3,3,-0.00023618231223941633,-0.00016386682127684789,0.8055555555555556
high_block,mean,median,agree60_top50,7,47,1.7659574468085106,0,0,2,0,-9.289884895458123e-06,-4.531475034097454e-06,9.096116578066749e-06,3,3,-0.00018718318802181388,-0.00012546718175228118,0.6666666666666666
translator_tail_soft_p90_m0.50,median,weighted_mean,none,7,13,1.4615384615384615,0,0,2,0,-9.264702974798311e-06,-5.037009983555052e-06,1.2847429169071667e-05,3,3,-0.00041212629265754974,-0.00034829411539313826,0.8333333333333334
top50_heldout_mean,mean,mean,agree60,7,50,1.84,0,0,2,0,-9.262403815935016e-06,-4.461536341149319e-06,8.1327894499994e-06,3,3,-0.00030130739066674267,-0.00023608760662847126,0.7777777777777778
support2,median,median,none,7,51,2.0,0,0,2,0,-9.26048409910507e-06,-4.650460679989088e-06,7.898593751165528e-06,3,3,-0.00023385951290562368,-0.000163669286516055,0.8055555555555556
top50_heldout_mean,mean,median,agree60,7,50,1.84,0,0,2,0,-9.248221517044186e-06,-4.447354042258489e-06,8.423167945137422e-06,3,3,-0.0002644612940784219,-0.00018646788967540675,0.7777777777777778
translator_tail_soft_p90_m0.50,median,mean,none,7,13,1.4615384615384615,0,0,2,0,-9.20343317134531e-06,-4.975740180102051e-06,1.2887065214073345e-05,3,3,-0.0004069879111611163,-0.00034606295009720323,0.8333333333333334
top75_heldout_mean,mean,median,none,7,75,1.64,0,0,2,0,-9.184888816626824e-06,-4.293035183788874e-06,8.22775797493236e-06,3,3,-0.00024923635932439653,-0.0001841981579900065,0.7777777777777778
top50_heldout_mean,mean,mean,agree60_top50,7,50,1.84,0,0,2,0,-9.184436525755402e-06,-4.3835690509697045e-06,7.930179359627587e-06,3,3,-0.000279311933403352,-0.00021152087970639495,0.6666666666666666
top50_heldout_mean,median,median,none,7,50,1.84,0,0,2,0,-9.180711965206534e-06,-4.521360991938117e-06,7.789519220313679e-06,3,3,-0.0002663557066654651,-0.00018739638638535778,0.8055555555555556
translator_tail_soft_p90_m0.50,mean,weighted_mean,agree60_top50,7,13,1.4615384615384615,0,0,2,0,-9.17505463737811e-06,-4.409522184722903e-06,1.0159203606807665e-05,3,3,-0.0003424780947900233,-0.00028343593785575276,0.6944444444444444
top50_heldout_mean,median,mean,agree60,7,50,1.84,0,0,2,0,-9.164772388436937e-06,-4.50542141516852e-06,7.490862161674272e-06,3,3,-0.000301307390666708,-0.00023649740198532503,0.7777777777777778
translator_tail_soft_p90_m0.50,mean,weighted_mean,agree60,7,13,1.4615384615384615,0,0,2,0,-9.154109154585477e-06,-4.388576701930269e-06,1.0719374381462643e-05,3,3,-0.00038206402284685775,-0.00033788407474014126,0.8055555555555556
translator_tail_soft_p90_m1.00,mean,median,none,7,25,1.36,0,0,2,0,-9.145164373336456e-06,-4.1915803989933664e-06,8.797883171762777e-06,3,3,-0.0003309365869856584,-0.0002802656474140796,0.8333333333333334
high_block,mean,signed_p75,agree60_top50,7,47,1.7659574468085106,0,0,2,0,-9.141380269861443e-06,-4.382970408500775e-06,8.858506276521183e-06,3,3,-0.0002845255000749197,-0.00023113608032244146,0.7222222222222222
high_block,mean,signed_p75,agree60,7,47,1.7659574468085106,0,0,2,0,-9.12834098298898e-06,-4.369931121628312e-06,9.255782280614966e-06,3,3,-0.00033246908389218677,-0.00028822124642932656,0.8333333333333334
top50_heldout_mean,median,median,agree60,7,50,1.84,0,0,2,0,-9.103988572567445e-06,-4.444637599299028e-06,7.780753227604187e-06,3,3,-0.00026446129407842883,-0.00018699858160399203,0.7777777777777778
top50_heldout_mean,median,mean,agree60_top50,7,50,1.84,0,0,2,0,-9.08784086606218e-06,-4.428489892793763e-06,7.288104534763917e-06,3,3,-0.00027931193340333116,-0.00021173711330780263,0.6666666666666666
translator_tail_soft_p90_m0.50,mean,median,agree60_top50,7,13,1.4615384615384615,0,0,2,0,-9.057022340996923e-06,-4.291489888341715e-06,1.01038270101661e-05,3,3,-0.0003293610943332914,-0.0002472581785039063,0.6666666666666666
translator_tail_soft_p90_m0.50,mean,mean,agree60,7,13,1.4615384615384615,0,0,2,0,-9.049499201774225e-06,-4.283966749119017e-06,1.0753581555777991e-05,3,3,-0.0003774447486302318,-0.000336378821111899,0.8055555555555556
top50_heldout_mean,mean,weighted_mean,agree60,7,50,1.84,0,0,2,0,-9.04446464466968e-06,-4.243597169883984e-06,7.934400818365717e-06,3,3,-0.0003372383932789061,-0.0002651017184144677,0.7777777777777778
translator_tail_soft_p90_m0.50,mean,mean,agree60_top50,7,13,1.4615384615384615,0,0,2,0,-9.042609863230133e-06,-4.277077410574925e-06,1.019621239251034e-05,3,3,-0.0003368953704980665,-0.00028299232026322016,0.6944444444444444
top75_heldout_mean,median,median,none,7,75,1.64,0,0,2,0,-9.019397104292892e-06,-4.346346282879665e-06,7.772805382555426e-06,3,3,-0.00024923635932432714,-0.0001834961776512158,0.7777777777777778
support2_high_block,mean,signed_p75,agree60,7,36,2.0,0,0,2,0,-9.004482273144987e-06,-4.2477114582384345e-06,9.394633680215314e-06,3,3,-0.0003187902175519203,-0.0002659492682072328,0.8333333333333334
translator_tail_soft_p90_m0.50,median,signed_p75,agree60_top50,7,13,1.4615384615384615,0,0,2,0,-8.973636344444813e-06,-4.745943353201554e-06,1.2067660982495454e-05,3,3,-0.00034579858179488443,-0.00027719205495791983,0.6944444444444444
top50_heldout_mean,median,weighted_mean,agree60,7,50,1.84,0,0,2,0,-8.950846675404023e-06,-4.291495702135606e-06,7.292428040983623e-06,3,3,-0.0003372383932789269,-0.00026587060346556775,0.7777777777777778
high_block,median,signed_p75,agree60_top50,7,47,1.7659574468085106,0,0,2,0,-8.94760473602041e-06,-4.38472402408685e-06,7.926203957508982e-06,3,3,-0.0002845255000749128,-0.00023137898791873441,0.7222222222222222
top50_heldout_mean,mean,weighted_mean,agree60_top50,7,50,1.84,0,0,2,0,-8.927133829494949e-06,-4.1262663547092515e-06,7.882570038031389e-06,3,3,-0.00031720725354530965,-0.00024067523465819422,0.6666666666666666
top50_heldout_mean,mean,median,agree60_top50,7,50,1.84,0,0,2,0,-8.926992452251703e-06,-4.126124977466006e-06,8.37479602444624e-06,3,3,-0.00023755505432260238,-0.00015124753448982889,0.6111111111111112
high_block,median,signed_p75,agree60,7,47,1.7659574468085106,0,0,2,0,-8.926969810807428e-06,-4.364089098873869e-06,8.34085343748292e-06,3,3,-0.00033246908389216595,-0.0002891484968627234,0.8333333333333334
translator_tail_soft_p90_m1.00,median,median,none,7,25,1.36,0,0,2,0,-8.893233889750718e-06,-4.274119425162759e-06,7.760911428511541e-06,3,3,-0.00033093658698564454,-0.00028009323868273257,0.8333333333333334
top75_heldout_mean,mean,median,agree60,7,75,1.64,0,0,2,0,-8.835653120264908e-06,-3.943799487426958e-06,8.318049340205746e-06,3,3,-0.00024034266067096688,-0.0001861811542637759,0.75
top50_heldout_mean,median,weighted_mean,agree60_top50,7,50,1.84,0,0,2,0,-8.833118682161079e-06,-4.173767708892662e-06,7.240595298330099e-06,3,3,-0.0003172072535453027,-0.00024065532160045806,0.6666666666666666
top50_heldout_mean,median,median,agree60_top50,7,50,1.84,0,0,2,0,-8.825445077964567e-06,-4.16609410469615e-06,7.732901626034128e-06,3,3,-0.00023755505432258156,-0.0001511541848240093,0.6111111111111112
top50_heldout_mean,mean,signed_p75,agree60_top50,7,50,1.84,0,0,2,0,-8.786613583278147e-06,-3.9857461084924495e-06,8.017333470777821e-06,3,3,-0.0003754465358109735,-0.00029347674897292056,0.6111111111111112
support2_high_block,mean,signed_p75,agree60_top50,7,36,2.0,0,0,2,0,-8.757326332542448e-06,-4.000555517635895e-06,9.132518783649957e-06,3,3,-0.00026631994469929893,-0.00019126075681450967,0.6944444444444444
translator_tail_soft_p90_m1.00,mean,weighted_mean,agree60_top50,7,25,1.36,0,0,2,0,-8.73556521652219e-06,-3.7819812421791e-06,8.457577872045263e-06,3,3,-0.00030929879723026743,-0.0002650769935217457,0.6944444444444444
high_world,mean,signed_p75,none,7,37,1.3243243243243243,0,0,2,0,-8.72491849190915e-06,-3.80305767055944e-06,6.100708164202828e-06,3,3,-0.0002418587470945574,-0.0001926019851873073,0.5833333333333334
support2,mean,mean,agree60,7,51,2.0,0,0,2,0,-8.71012114067593e-06,-3.9644449992826125e-06,8.244570907645077e-06,3,3,-0.00026162660906789426,-0.00022282167325473603,0.7777777777777778
