policy,rollback_cells,expected_delta_focus_mean,moved_cells,moved_rows,cells_to_flip_expected,top1_over_abs_expected,cells_for_2e6_guard,cells_for_e95_edge,support_prob_swing_weighted_focus,bad_span_energy,bad_span_residual,max_bad_axis,max_bad_cos,mean_abs_logit_move_vs_e95,max_abs_logit_move_vs_e95,q2s3_share_vs_e95,cos_e154_axis,cos_e101_axis,cos_mixmin_axis,mean_delta_focus_mean,std_delta_focus_mean,p05_delta_norm_focus_mean,p95_delta_norm_focus_mean,win_rate_norm_focus_mean,e95_edge_or_better_norm_focus_mean,worse_than_e101_norm_focus_mean,worse_than_mixmin_norm_focus_mean,mean_delta_visible_mean,std_delta_visible_mean,p05_delta_norm_visible_mean,p95_delta_norm_visible_mean,win_rate_norm_visible_mean,e95_edge_or_better_norm_visible_mean,worse_than_e101_norm_visible_mean,worse_than_mixmin_norm_visible_mean,mean_delta_subject,std_delta_subject,p05_delta_norm_subject,p95_delta_norm_subject,win_rate_norm_subject,e95_edge_or_better_norm_subject,worse_than_e101_norm_subject,worse_than_mixmin_norm_subject,mean_delta_flank_mean,std_delta_flank_mean,p05_delta_norm_flank_mean,p95_delta_norm_flank_mean,win_rate_norm_flank_mean,e95_edge_or_better_norm_flank_mean,worse_than_e101_norm_flank_mean,worse_than_mixmin_norm_flank_mean,mean_delta_nearest_hard085,std_delta_nearest_hard085,p05_delta_norm_nearest_hard085,p95_delta_norm_nearest_hard085,win_rate_norm_nearest_hard085,e95_edge_or_better_norm_nearest_hard085,worse_than_e101_norm_nearest_hard085,worse_than_mixmin_norm_nearest_hard085,cos_bad_a2c8,cos_bad_raw05,cos_bad_stage2,cos_bad_ordinal,cos_bad_final9,cos_bad_e72,cos_bad_q2_bad,cos_bad_lejepa_bad,cos_bad_resid_bad,mean_keep_selected,n_keep_changed_from_e172,cos_e172_axis,delta_focus_vs_e172,delta_visible_p95_vs_e172,delta_visible_worse_e101_vs_e172,broad_retained,visible_tail_guard,geometry_guard,body_recovered,e174_gate,pareto_score,materialized_file
reopen_focus_cost_top200_to0p65,410,-0.00011995588426065557,904,193,32,0.048617521284649856,1,4,0.4652896051297792,0.26787876621103895,0.9634526281106152,q2_bad,0.165338151094317,0.0008196536886485143,0.010205926073456162,0.33341092654116516,0.08170946213623792,-0.02844967047529666,-0.00647138883564382,-7.641398735412481e-05,1.7488041574120512e-05,-0.00010517925596559508,-4.7648718742654554e-05,0.9999937734161947,0.9997620830627727,5.139861678493673e-07,7.814336178135761e-08,-5.0309143095825346e-05,1.6543774428856767e-05,-7.752123046859742e-05,-2.3097055723053273e-05,0.9988209184303564,0.9828065497228828,0.00016714274075779745,3.647748616308899e-05,-3.024100784678582e-05,1.6184791398398403e-05,-5.686262067989442e-05,-3.619395013677218e-06,0.969152612356022,0.8218634720072017,0.007616382256222631,0.0024428408639290966,-3.0730509902100725e-05,1.5587479911278487e-05,-5.636963276920036e-05,-5.091387035001093e-06,0.9756658856869432,0.8387279384681099,0.005367703107289956,0.0015697918551762502,-7.403843188997872e-05,1.379011203206707e-05,-9.672114768199138e-05,-5.1355716097966066e-05,0.9999999604019725,0.999989718312164,8.496494618981387e-10,4.6099790651510375e-11,0.06680643755638752,0.045460304955301026,0.08174178748491237,-0.07267743589835712,0.06096907928763364,0.06591207904469158,0.165338151094317,0.016384437900555902,0.12588697476549515,0.4451219512195122,200,0.9824245745255107,-7.260662484775095e-06,3.586164486528045e-06,0.00011699955368638104,True,True,True,True,True,-0.00011995588426065557,
reopen_focus_cost_top150_to0p65,410,-0.00011995400183690371,904,193,32,0.048618284233575455,1,4,0.46534374992605315,0.2663069571261581,0.9638882739125975,q2_bad,0.16135791873463798,0.0008054629393753396,0.010205926073456162,0.3301330071427518,0.08568033290475671,-0.028619396964116403,-0.005264837707718738,-7.697749651512875e-05,1.737995776126084e-05,-0.00010556498307500204,-4.839000995525547e-05,0.9999952685489819,0.9998060306027443,3.729472553004598e-07,5.480187592610264e-08,-5.108262238521302e-05,1.6436329432255932e-05,-7.811797846562842e-05,-2.4047266304797616e-05,0.9990579208346653,0.9852370794850792,0.0001272545929809077,2.6791182474728004e-05,-3.0628724065472624e-05,1.606697082010359e-05,-5.705653929304348e-05,-4.200908837901764e-06,0.9716953922933567,0.829802718528759,0.006779778890393717,0.002123245844168453,-3.16614667877762e-05,1.5479751818005907e-05,-5.712339270993186e-05,-6.199540865620536e-06,0.9795896789863083,0.8545771086482519,0.004280680029768447,0.001204967952517011,-7.54739314484194e-05,1.3708330179760104e-05,-9.802212806404613e-05,-5.292573483279266e-05,0.9999999816146202,0.9999943013226504,3.5269587250752465e-10,1.7648105199441488e-11,0.062834079261123,0.04140709878728631,0.07935326165433221,-0.07286256996387078,0.06402001596684613,0.0677501268835406,0.16135791873463798,0.0153607081960592,0.12182709908367459,0.39634146341463417,150,0.9848411272948171,-7.2587800610232395e-06,2.6359539047837023e-06,7.711140590949128e-05,True,True,True,True,True,-0.00011995400183690371,
reopen_q2s2s1_to0p75,410,-0.00011983471842617824,904,193,32,0.04866667884611484,1,4,0.46717147397505504,0.273856339717684,0.9617706094471972,q2_bad,0.18829626130066712,0.0008675688663759198,0.010205926073456162,0.3315480674870598,0.08336572518650366,-0.02806069463752065,-0.01594960374630211,-7.034965838378544e-05,1.831711008884875e-05,-0.0001004786233486977,-4.022069341887317e-05,0.9999386461934507,0.9986711522075502,7.322111126750741e-06,1.458910402041269e-06,-4.363487513592569e-05,1.7385106746660814e-05,-7.223083102310925e-05,-1.5038919248742143e-05,0.993961728021038,0.9483668428552208,0.001224119665179657,0.00034872594819279623,-2.6758015286972155e-05,1.7100344022835663e-05,-5.488557817505132e-05,1.3695476011070137e-06,0.9411809583439078,0.748386257224827,0.018166238950903635,0.006944735518840339,-2.359878770003085e-05,1.644722506533938e-05,-5.065206550204149e-05,3.4544901019797902e-06,0.924330630127739,0.6928412459045798,0.023615406635422276,0.008997585559397447,-5.932456586590611e-05,1.4409305283095809e-05,-8.302576392265725e-05,-3.562336780915496e-05,0.9999808166057446,0.9988729875717739,1.0466096292960358e-06,1.1114684295154831e-07,0.06217226389889292,0.044511285446812134,0.08522448762218372,-0.06746323365821641,0.057781872593881234,0.04580198768770935,0.18829626130066712,0.018562346402828053,0.1479685064896166,0.4682926829268293,179,0.9609010426849889,-7.1394966502977655e-06,1.1644300960839176e-05,0.0011739764781082407,True,True,True,True,True,-0.00011983471842617824,
reopen_focus_cost_top50_to0p75,410,-0.00011958193880565068,904,193,32,0.048769553450205776,1,4,0.46429942290612164,0.2617452212116786,0.9651370053898303,q2_bad,0.15491871020059655,0.0007944571580527872,0.010205926073456162,0.3295524288186491,0.08758255725421296,-0.028098147932830168,-0.004152859260209828,-7.748414221500082e-05,1.7385916549359484e-05,-0.0001060814301090904,-4.888685432091125e-05,0.9999958388184808,0.9998256080494489,3.237859507176921e-07,4.7155633287054854e-08,-5.16413173908603e-05,1.6425178909988942e-05,-7.865833249428244e-05,-2.462430228743816e-05,0.9991668189951237,0.98651271619673,0.00011030007310186551,2.2890602973557606e-05,-3.075687690392893e-05,1.605612614408517e-05,-5.716685422681778e-05,-4.346899581040076e-06,0.9722910397572306,0.8319780692849882,0.006599145896808656,0.0020578250272007548,-3.2259198772754886e-05,1.5451579105304073e-05,-5.767478470624187e-05,-6.8436128392678976e-06,0.9815902844146369,0.8636526589173847,0.0037636537309300166,0.0010397278620728478,-7.707780946476641e-05,1.3724001682954099e-05,-9.965178340926156e-05,-5.450383552027125e-05,0.9999999902442704,0.9999966129116444,1.751532252569632e-10,8.373524096327856e-12,0.0646232348190904,0.04328955773627706,0.08016963752684966,-0.07312092126445156,0.06475317231606677,0.06928783285566151,0.15491871020059655,0.016539576971893732,0.11960190840050616,0.31097560975609756,50,0.9823370017767686,-6.886717029770209e-06,2.058917922143158e-06,6.015688603044911e-05,True,True,True,True,True,-0.00011958193880565068,
reopen_non_e72_focus_cost_positive_to0p75,410,-0.00011943963289898538,904,193,32,0.0488276597533896,1,4,0.464308593472658,0.26154605268857223,0.9651909978460359,q2_bad,0.1557596589448245,0.00079674153877343,0.010205926073456162,0.3323401282147748,0.08727872072749672,-0.030019368189038977,-0.006748056504640527,-7.737605147547216e-05,1.7391106337285098e-05,-0.00010598187581105428,-4.8770227139890036e-05,0.9999956899342243,0.9998206888407792,3.369102403727453e-07,4.922850715960436e-08,-5.1553281655641626e-05,1.6434923110933825e-05,-7.858632454332969e-05,-2.452023876795355e-05,0.9991460250927714,0.9862805855392143,0.0001136216613795149,2.3667666295912326e-05,-3.06550359934437e-05,1.6068105534481384e-05,-5.708471766007443e-05,-4.2253543268129745e-06,0.9717926887294682,0.8302000604927241,0.006752109493983638,0.002113655958645877,-3.218620429076871e-05,1.546616349371766e-05,-5.7625779408434655e-05,-6.7466291731027635e-06,0.9812863551629698,0.8623908682676976,0.0038456590523099354,0.0010666427157823843,-7.696002972700461e-05,1.3725485031091962e-05,-9.953644356206436e-05,-5.438361589194486e-05,0.9999999897121653,0.9999964654240605,1.8588475203529242e-10,8.926415162591184e-12,0.06419886615018437,0.0427036841723509,0.07993165040069865,-0.07253544451329065,0.06499453129086633,0.0668052200364237,0.1557596589448245,0.017253870881371505,0.11914006814400215,0.32682926829268294,63,0.982286895260414,-6.744411123104908e-06,2.162981441627767e-06,6.34784743080985e-05,True,True,True,True,True,-0.00011943963289898538,
reopen_focus_cost_top25_to1p0,385,-0.00011923551102604936,904,193,32,0.048911248889496606,1,4,0.4632723573553322,0.2578161069060614,0.9661940048560652,q2_bad,0.14492017080948133,0.0007903498073069757,0.010205926073456162,0.3244828955582847,0.08787318497875145,-0.02688174569968889,-0.003430659050990546,-7.771031955864016e-05,1.7504486176337196e-05,-0.0001065026371337103,-4.8918001983570014e-05,0.9999954905807983,0.9998179183449328,3.604007094981654e-07,5.3585653025933766e-08,-5.198243406374264e-05,1.651607319223278e-05,-7.914895695698271e-05,-2.4815911170502573e-05,0.9991763093449334,0.986803047211857,0.00011015990340523807,2.3066292628604046e-05,-3.050203960844121e-05,1.6151768536009035e-05,-5.7069334666576344e-05,-3.934744550306076e-06,0.9705181824788814,0.8265289684667146,0.007184174785797692,0.0022813236361471922,-3.2686519942569487e-05,1.551693248821517e-05,-5.820960262497134e-05,-7.1634372601676345e-06,0.9824198126793969,0.8685999364472935,0.003584920361244026,0.0009900006608686285,-7.883406071440541e-05,1.3853763593956138e-05,-0.00010162147400885243,-5.6046647419958395e-05,0.9999999936645129,0.9999977330886799,1.1288669998776868e-10,5.392797319814235e-12,0.06332772550519156,0.04180965922233567,0.07836096462291262,-0.07554583878562268,0.06714864608555395,0.06930569879442207,0.14492017080948133,0.015604818771452105,0.11548481493582816,0.29573170731707316,25,0.9734081191435618,-6.5402892501688895e-06,1.8673090390787454e-06,6.001671633382166e-05,True,True,True,True,True,-0.00011923551102604936,
reopen_focus_cost_top100_to0p65,410,-0.00011922589474278468,904,193,32,0.04891519387498122,1,4,0.46560475067221896,0.26592928679416994,0.963992538573377,q2_bad,0.16038461512892513,0.0007960593344582183,0.010205926073456162,0.33118716380753116,0.08532972996607584,-0.02863274604580165,-0.003610204523541905,-7.722967398646043e-05,1.7314727819114497e-05,-0.00010570986683940847,-4.87494811335124e-05,0.9999959086247282,0.9998256122244081,3.1428603275429623e-07,4.530731800844734e-08,-5.153541230312157e-05,1.6372080550518365e-05,-7.846508837738336e-05,-2.460573622885978e-05,0.9991773719245214,0.986537059790439,0.00010793176075862831,2.2235398291714503e-05,-3.0689515400288403e-05,1.6000807821764308e-05,-5.700850218007091e-05,-4.370528620505896e-06,0.9724443597012262,0.8317559519530667,0.006518959360317211,0.0020209801942698835,-3.226471604061741e-05,1.5415930673063894e-05,-5.7621665521039004e-05,-6.907766560195816e-06,0.9818230285805832,0.8642843633460638,0.0036909484254736835,0.00101393391959137,-7.695418518292247e-05,1.3652246303356548e-05,-9.941013203103332e-05,-5.449823833481162e-05,0.9999999913351095,0.9999968380910949,1.5014833820714557e-10,6.98485713712671e-12,0.06163090826902393,0.04021725067017449,0.07820229847226164,-0.07328836142274177,0.0653126471731591,0.07015864637513732,0.16038461512892513,0.015489191477219407,0.12062685233624432,0.3475609756097561,100,0.9865269630440783,-6.530672966904201e-06,2.077483980721538e-06,5.778857368721191e-05,True,True,True,True,True,-0.00011922589474278468,
reopen_focus_cost_top75_to0p65,410,-0.00011892517556148435,904,193,32,0.04903888288351774,1,4,0.465206994582185,0.2632970610441613,0.9647148063782931,q2_bad,0.15571562402804884,0.000791403733297858,0.010205926073456162,0.3291226347908516,0.08644243209389366,-0.028693682097758594,-0.0038695025574191073,-7.726101181103128e-05,1.727301124171075e-05,-0.00010567258700033277,-4.88494366217298e-05,0.9999961422914874,0.9998324513971404,2.92548764990741e-07,4.176631973606959e-08,-5.1674319372144494e-05,1.632796671348486e-05,-7.853143464156297e-05,-2.4817204102726012e-05,0.9992239818967599,0.9870288955429377,0.00010032677053006811,2.04380040103036e-05,-3.07171289549353e-05,1.595455637433226e-05,-5.696003887365745e-05,-4.474219036213156e-06,0.9729033819968775,0.8328889397329114,0.006357385367096624,0.001957483774117197,-3.248430004297938e-05,1.5369319530715057e-05,-5.7764581016852134e-05,-7.204019069106619e-06,0.9827244602418517,0.8680872534864806,0.0034511826908496523,0.0009361754302543712,-7.726233007220512e-05,1.3623253370792647e-05,-9.967058779003228e-05,-5.485407235437796e-05,0.9999999929164486,0.9999972855454926,1.1894096818565458e-10,5.4072302191343624e-12,0.06143149975164114,0.0399745450487085,0.07790179887866261,-0.07349984491438212,0.06564511018090767,0.06989204158670266,0.15571562402804884,0.014927808783175886,0.11838280287527601,0.3231707317073171,75,0.9874077111084668,-6.2299537856038795e-06,1.8660161068553061e-06,5.0183583458651704e-05,True,True,True,True,True,-0.00011892517556148435,
reopen_between_focus_cost_positive_to0p75,410,-0.0001188852558591867,904,193,32,0.04905534932918059,1,4,0.46490599760928203,0.26399503481202086,0.9645240388889226,q2_bad,0.15602004197796998,0.0007914643629526541,0.010205926073456162,0.32733633908705,0.08797072865318949,-0.028222680690649486,-0.0085992035679688,-7.72706123477654e-05,1.7320208370771447e-05,-0.00010575981990598406,-4.8781404789546737e-05,0.999995926765846,0.9998264318543754,3.130097543380117e-07,4.5139428750395894e-08,-5.1727714388180815e-05,1.637415595552696e-05,-7.866080419989839e-05,-2.4794624576463245e-05,0.9992087337274125,0.9869276094278143,0.00010323545759460817,2.1185082713648384e-05,-3.1049101683322576e-05,1.6007754471926995e-05,-5.7379514685820345e-05,-4.718688680824808e-06,0.9737875912334024,0.8372389985811157,0.0061378590698899504,0.001889256188652877,-3.257054091849235e-05,1.5415078268544624e-05,-5.792608831824879e-05,-7.214993518735908e-06,0.9826953972743785,0.8685733494619553,0.0034764296707852083,0.0009477660079066919,-7.684167803013053e-05,1.366344443835255e-05,-9.931604417120464e-05,-5.4367311889056414e-05,0.9999999906646511,0.99999665513138,1.636852875464001e-10,7.680522884356833e-12,0.06239921770278858,0.04092488955840541,0.07930604353711139,-0.07278949459488267,0.06397348264033907,0.065409088957102,0.15602004197796998,0.01334282434030509,0.12040317633429726,0.31585365853658537,54,0.984397069497692,-6.190034083306225e-06,1.8885956331180736e-06,5.3092270523191765e-05,True,True,True,True,True,-0.0001188852558591867,
reopen_focus_cost_positive_to0p65,410,-0.00011880316368953046,904,193,32,0.04908924623844305,1,4,0.46512618075620643,0.2619696353188086,0.9650761162576401,q2_bad,0.15359919330266322,0.0007906930920642107,0.010205926073456162,0.3285583574952175,0.08647114737734135,-0.02870321384269724,-0.0038690057428336943,-7.726257815838497e-05,1.7266393740693506e-05,-0.00010566326852713688,-4.886188778963306e-05,0.9999961747362917,0.9998333899793905,2.8952321362574196e-07,4.1273370943173404e-08,-5.169781044213545e-05,1.6321210697545082e-05,-7.854381305423164e-05,-2.4851807830039255e-05,0.9992312822866505,0.9871075774843328,9.915068029175966e-05,2.0162549021929266e-05,-3.067795371947556e-05,1.594709451456812e-05,-5.6908589971100854e-05,-4.44731746785026e-06,0.9728059771815892,0.8323867075741829,0.006380522071212313,0.001964375728074952,-3.252423465494828e-05,1.5362377377941328e-05,-5.779309680365232e-05,-7.255372506244239e-06,0.9828758256108663,0.8687494962141523,0.003411738461597036,0.0009235620303519321,-7.742821622167981e-05,1.3618729369505667e-05,-9.982903261958174e-05,-5.502739982377787e-05,0.9999999934754777,0.9999974566881815,1.0840595088268401e-10,4.891420601893515e-12,0.06146129959078688,0.04000548913325203,0.07794071312320376,-0.07352708499450508,0.0657924735829023,0.06991691327800297,0.15359919330266322,0.015061878665561131,0.1172763311740618,0.3173170731707317,69,0.9875457133365719,-6.107941913649983e-06,1.8314123795420639e-06,4.900749322034326e-05,True,True,True,True,True,-0.00011880316368953046,
reopen_q2s2_to0p75,410,-0.00011856313674318142,904,193,32,0.04918862570997907,1,4,0.46976739698183284,0.2743410322105095,0.9616324651579062,q2_bad,0.1880750025409089,0.000847366376363245,0.010205926073456162,0.33945267251856465,0.08442237321482593,-0.028416359721651532,-0.010402429794325091,-7.114926930207817e-05,1.8119720832088725e-05,-0.00010095355783208747,-4.134498077206889e-05,0.9999569261487364,0.9989707033035066,4.815086607878882e-06,9.138636907213282e-07,-4.515396330990886e-05,1.7202480748030576e-05,-7.344952616086982e-05,-1.685840045894789e-05,0.9956656661043483,0.9586139403546656,0.0008159708462136539,0.00021997599523471134,-2.760240895693489e-05,1.6904256492243958e-05,-5.5407436559120336e-05,2.026186452505559e-07,0.9487515536601835,0.7664289573073524,0.01510145482318892,0.005564883951239774,-2.5657483815781832e-05,1.62772036052185e-05,-5.243110120245306e-05,1.1161335708893963e-06,0.9425197329056373,0.7375013052936004,0.01652695847157748,0.005919528364872972,-6.215058663381837e-05,1.4228955413303205e-05,-8.555513555312092e-05,-3.874603771451581e-05,0.9999937275181655,0.9995023838622762,2.822944268343619e-07,2.6060403168770563e-08,0.05967651751114443,0.04103991637446795,0.08158590734799555,-0.06691522533303826,0.0582804959204251,0.05434074194331745,0.1880750025409089,0.01589749178018319,0.1387707021609932,0.42804878048780487,146,0.9662211606742097,-5.867914967300943e-06,9.824819750633428e-06,0.0007658276591422375,True,True,True,True,True,-0.00011856313674318142,
reopen_q2s2s1_to0p65,410,-0.00011841061448467964,904,193,32,0.04925198455934012,1,4,0.46751953766104704,0.27148156238053744,0.9624436405771625,q2_bad,0.1809035878281609,0.000843753795059729,0.010205926073456162,0.3287656879799114,0.0837719502170933,-0.028807786658571664,-0.01240973115878381,-7.153626783989852e-05,1.79084974085427e-05,-0.00010099312475559102,-4.207941092420602e-05,0.9999675904586196,0.9991541146484111,3.411776577255665e-06,6.189159288405577e-07,-4.548237581262525e-05,1.698508453270978e-05,-7.342035371033028e-05,-1.754439791492022e-05,0.9962944426155484,0.9621634477416341,0.0006641569902008371,0.00017232144157741658,-2.7605898558546743e-05,1.66701559447565e-05,-5.502586502612612e-05,-1.8593209096736958e-07,0.9511398213807425,0.7696083054364307,0.013972210981811672,0.0050198792241938905,-2.594195679217028e-05,1.6052915348182374e-05,-5.234665282577302e-05,4.62739241432452e-07,0.9469558440215595,0.7460987556034769,0.014668485392582586,0.005087976572730413,-6.366731381974643e-05,1.4089043873620301e-05,-8.68417287355492e-05,-4.049289890394366e-05,0.9999968922601767,0.9997006625384272,1.23285595066136e-07,1.0374741399310494e-08,0.05964967531796859,0.04105692280934189,0.08234407034805298,-0.06871613511613867,0.06175078802077425,0.05230521560895275,0.1809035878281609,0.016638748757660804,0.13990723401918076,0.42463414634146346,179,0.9739997953592371,-5.7153927087991635e-06,9.138822294661097e-06,0.0006140138031294207,True,True,True,True,True,-0.00011841061448467964,
reopen_focus_cost_top50_to0p65,410,-0.00011820586375231673,904,193,32,0.04933729657000299,1,4,0.46522092443705315,0.26156139829793645,0.9651868393841826,q2_bad,0.1530134637201576,0.0007852644284012236,0.010205926073456162,0.326943245623653,0.08690789698526097,-0.028769223634255495,-0.0026920482960027152,-7.724132786892994e-05,1.7227212527128897e-05,-0.00010557757087644174,-4.890508486141814e-05,0.9999963316865942,0.9998377607669271,2.7469040220218233e-07,3.8840863747502397e-08,-5.1885002580632175e-05,1.628266513315899e-05,-7.866760338134502e-05,-2.5102401779919333e-05,0.9992800169122726,0.9876547540666489,9.147128572051244e-05,1.8390337644946797e-05,-3.08024608161714e-05,1.5904899948833996e-05,-5.6963693183311285e-05,-4.6412284490315205e-06,0.9736068379879513,0.8349777907825827,0.006125959186695562,0.0018699526556203994,-3.286775861440882e-05,1.532412973105288e-05,-5.807370898240604e-05,-7.661808246411605e-06,0.9840170543511354,0.8740430920531728,0.003123676836432887,0.0008333896746510749,-7.786738166289366e-05,1.3587481759267782e-05,-0.00010021680031576225,-5.551796301002508e-05,0.9999999950026196,0.9999979276758828,7.982503547054876e-11,3.5003111520381935e-12,0.06132343796800809,0.0397892859398026,0.07786043823919594,-0.07310223586210379,0.0673318559620372,0.07136537174122964,0.1530134637201576,0.01486949515115139,0.11618001880007878,0.29878048780487804,50,0.9885031416014779,-5.510641976436251e-06,1.580818429661985e-06,4.1328098649096034e-05,True,True,True,True,True,-0.00011820586375231673,
reopen_q2s2_focus_cost_positive_to1p0,382,-0.00011810567216700804,904,193,31,0.04937915046124713,1,4,0.469151198256409,0.25894059447449874,0.965893249035934,q2_bad,0.15471770033008217,0.0007813112474583475,0.010205926073456162,0.3241532347584377,0.08406685937613075,-0.03006186294464541,-0.0017909541722464129,-7.692866715631468e-05,1.740949066805057e-05,-0.00010556473102503548,-4.829260328759389e-05,0.9999950369634145,0.9997994294842053,3.950109909167665e-07,5.8467490626767926e-08,-5.191792164759082e-05,1.6468830948934242e-05,-7.900673796559596e-05,-2.4829105329585673e-05,0.9991905944586391,0.9868859785086002,0.00010729922811991699,2.2308255108405284e-05,-3.1116441378769056e-05,1.610905203978e-05,-5.7613474053151204e-05,-4.619408704386911e-06,0.9732963052747606,0.8367458909747213,0.006341447314275772,0.0019754665046332054,-3.315986251604791e-05,1.5513958542068986e-05,-5.8678053492344854e-05,-7.641671539750962e-06,0.983718122103112,0.8750356887827809,0.0032653079441413713,0.0008910842664597851,-7.706726671180118e-05,1.3706083002247281e-05,-9.961176704934554e-05,-5.452276637425681e-05,0.9999999906084465,0.9999966934894969,1.669770988144137e-10,7.923439682144817e-12,0.049799466800538844,0.02802312354278815,0.06906381268509738,-0.06647980014679085,0.07261722738611974,0.07222139698464053,0.15471770033008217,0.01342435520617133,0.10955262103874848,0.30121951219512194,28,0.9794073284358195,-5.4104503911275685e-06,1.8541148799956458e-06,5.715604104850058e-05,True,True,True,True,True,-0.00011810567216700804,
reopen_non_e72_focus_cost_positive_to0p65,410,-0.0001180920400883922,904,193,32,0.04938485059531685,1,4,0.46522621125120467,0.2614034652078707,0.9652296246890255,q2_bad,0.15369438337142205,0.0007870919329777379,0.010205926073456162,0.32920680461185803,0.0866631276357353,-0.03032185699359574,-0.004789275353568098,-7.715487633871487e-05,1.723098374799775e-05,-0.00010549732245255084,-4.8812430224878895e-05,0.9999962271163384,0.9998341059390219,2.8354814218811697e-07,4.019770682983648e-08,-5.1814595053865105e-05,1.6289742924716395e-05,-7.860883778569195e-05,-2.502035232203826e-05,0.9992656832002595,0.9874841412512297,9.366077005756868e-05,1.8885388542111414e-05,-3.072100914919108e-05,1.5913607983590273e-05,-5.6896564958883446e-05,-4.545453339498717e-06,0.9732267214961887,0.8335709538423773,0.0062392587902136976,0.0019103351150360215,-3.2809384090227766e-05,1.5334719162682198e-05,-5.803275252324782e-05,-7.58601565720771e-06,0.9838043867687596,0.8730890468691943,0.003178134909190944,0.0008505744628211076,-7.777317893409218e-05,1.3588560516214976e-05,-0.00010012437198423795,-5.542198588394641e-05,0.9999999947802795,0.9999978537819257,8.380640625915703e-11,3.6882719101072325e-12,0.06098129733248245,0.03931648595201102,0.07766895012023071,-0.0726297170534707,0.06752719833727173,0.06935965409759005,0.15369438337142205,0.015446952260745328,0.1158080451680073,0.31146341463414634,63,0.9884699647676946,-5.39681831251172e-06,1.6628678875430573e-06,4.351758298615227e-05,True,True,True,True,True,-0.0001180920400883922,
reopen_between_focus_cost_positive_to0p65,410,-0.00011764837995881897,904,193,32,0.04957108426229758,1,4,0.4657143294802111,0.26327685866689554,0.9647203199324099,q2_bad,0.15384544221592036,0.0007828701923211171,0.010205926073456162,0.3251429320435701,0.08719032936180962,-0.02886271755695231,-0.006274527997715822,-7.707036653881505e-05,1.7179490928189193e-05,-0.00010532811450122696,-4.8812618576403146e-05,0.9999963745027174,0.9998377823299829,2.69095062233049e-07,3.778370061269243e-08,-5.1953982742162023e-05,1.6245622492867085e-05,-7.867565382163887e-05,-2.523231166268518e-05,0.9993081497849943,0.9879514909616449,8.692947213084778e-05,1.7328955462247997e-05,-3.103610320335976e-05,1.586975533041076e-05,-5.713952781741835e-05,-4.932678589301161e-06,0.9747483464413071,0.8391337576939711,0.005783699944718723,0.0017476397898604779,-3.311669489467222e-05,1.5297638957114197e-05,-5.8279071817075645e-05,-7.954317972268794e-06,0.9847994142737825,0.8777819427079123,0.002929978413838241,0.0007736105534311699,-7.767833907885839e-05,1.3543468337221213e-05,-9.995536209483913e-05,-5.5401316062877646e-05,0.9999999951382719,0.9999979376468312,7.633482734803465e-11,3.3020253198401406e-12,0.059496590036854355,0.037855250758207004,0.07712970131856696,-0.07281075472434835,0.06668976705273078,0.06821896416633212,0.15384544221592036,0.012278597731146862,0.1167764490716393,0.3026829268292683,54,0.9898643442494045,-4.9531581829385e-06,1.4509085468961382e-06,3.678628505943138e-05,True,True,True,True,True,-0.00011764837995881897,
reopen_q2s2_to0p65,410,-0.00011739284079759366,904,193,31,0.04967898993360898,1,4,0.46965269520715114,0.27183354848538654,0.9623442845041701,q2_bad,0.18049525932940788,0.0008275918030495892,0.010205926073456162,0.335186133908399,0.08456784499975194,-0.029081481696613433,-0.007838359121548948,-7.217544823384416e-05,1.776332928733729e-05,-0.0001013935248388542,-4.295737162883411e-05,0.9999757947532535,0.9993158215616884,2.4169437132792737e-06,4.2158913027279254e-07,-4.669713801112322e-05,1.6850672088515283e-05,-7.441402711248752e-05,-1.8980248909758915e-05,0.9972077771971251,0.9687422893922675,0.0004706894803114814,0.00011668851680757264,-2.8280905153828338e-05,1.6525532577166567e-05,-5.5462987350685476e-05,-1.0988229569712006e-06,0.9564913763497993,0.7837317397208928,0.011968204112850045,0.004171875592019814,-2.7588405344082505e-05,1.592765254116539e-05,-5.378706239524123e-05,-1.389748292923779e-06,0.9583727819224974,0.7795997390424303,0.01074011874872427,0.003536657004963528,-6.592762209338772e-05,1.3956447417937933e-05,-8.888393524814043e-05,-4.2971308938635e-05,0.999998842673197,0.9998565095169899,3.909241341748526e-08,2.9275363244707364e-09,0.057538080396555696,0.038155522146826354,0.07927765923125654,-0.0682245959031228,0.062146811748577745,0.059293041388748656,0.18049525932940788,0.014431423966652316,0.1322048587454108,0.3924390243902439,146,0.9776590357199756,-4.697619021713187e-06,7.702971299822404e-06,0.000420546293240065,True,True,True,True,True,-0.00011739284079759366,
