feature_set,group_col,heldout,actual_support_compatible,n_cells,motif_score,predicted_support_compatible,correct,cell_logloss,cell_brier,prob_min,prob_max
meta_core,family,broad_public_success,1,1256,0.4516906325672142,False,False,0.820715593528829,0.31165805081021786,0.31432803752460386,0.6419676274149257
meta_core,family,frontier_hardtail_success,1,550,0.5365781741166314,True,True,0.6332790864049468,0.22020690280068553,0.36627016349517444,0.6282903777360033
meta_core,family,frontier_near_loss,0,50,0.7725304736507349,True,False,1.4873105897927839,0.5976311911722579,0.6547441595190445,0.7990889957041156
meta_core,family,mixmin_relative_success,1,550,0.5428433223750406,True,True,0.6188872806933019,0.2131160487467157,0.3760110400000276,0.6222456073312771
meta_core,family,q2s3_gate_fail,0,1940,0.8050659839140815,True,False,1.6769963491385915,0.6522144491655524,0.5506170075128463,0.8927232865520083
meta_public_axis,family,broad_public_success,1,1256,0.5211114513688342,True,True,0.6745296300594634,0.24104123379038528,0.25749645783471237,0.7428770622598115
meta_public_axis,family,frontier_hardtail_success,1,550,0.5508782198119849,True,True,0.6566201340630857,0.23115167484952445,0.14297566601791517,0.7838195363286276
meta_public_axis,family,frontier_near_loss,0,50,0.7692902772031984,True,False,1.4743506903800614,0.5928108037228352,0.6121028004808226,0.8048313761970212
meta_public_axis,family,mixmin_relative_success,1,550,0.5653611882456447,True,True,0.6183322079995277,0.21387274235352835,0.15917065995322943,0.7779735824936692
meta_public_axis,family,q2s3_gate_fail,0,1940,0.8405579941810174,True,False,2.0553781440721792,0.7210002746747588,0.2536753086303516,0.9795709060268698
meta_public_axis_plus_support_label,family,broad_public_success,1,1256,0.5214148905272493,True,True,0.6741971239916316,0.24089488974602596,0.252963107959944,0.7496531768061891
meta_public_axis_plus_support_label,family,frontier_hardtail_success,1,550,0.551121551466204,True,True,0.6559695514102348,0.23077014719383815,0.14035433976351067,0.7869255912602916
meta_public_axis_plus_support_label,family,frontier_near_loss,0,50,0.7698239129539703,True,False,1.477070773482967,0.5936662662646006,0.6168841040920631,0.8083959902425809
meta_public_axis_plus_support_label,family,mixmin_relative_success,1,550,0.5655767792157633,True,True,0.6177072763753987,0.2135083122011851,0.15587562419835047,0.7816912452628464
meta_public_axis_plus_support_label,family,q2s3_gate_fail,0,1940,0.8413549952566102,True,False,2.064089976723994,0.7224901131591321,0.23293558105036832,0.9814243733909422
meta_public_axis_plus_swing,family,broad_public_success,1,1256,0.7058608358902716,True,True,0.3600618322143842,0.09706158115162673,0.2584060685598919,0.891284477401655
meta_public_axis_plus_swing,family,frontier_hardtail_success,1,550,0.5398175701544369,True,True,0.6450898583599475,0.2258457566430741,0.07548209126798547,0.7288634082164993
meta_public_axis_plus_swing,family,frontier_near_loss,0,50,0.6822001372724783,True,False,1.1709434200029185,0.47182597658825565,0.3773958957211283,0.7728118249186556
meta_public_axis_plus_swing,family,mixmin_relative_success,1,550,0.5292894711279861,True,True,0.6675549318616218,0.23619070965858063,0.06531880934558998,0.7190381357957545
meta_public_axis_plus_swing,family,q2s3_gate_fail,0,1940,0.8391428165329682,True,False,2.005830759390362,0.7155788730328967,0.32136763825895004,0.9749376353937512
