row_idx,subject_id,sleep_date,lifelog_date,target,e95_prob,e224_prob,e237_prob,prob_delta_vs_e224,abs_prob_delta_vs_e224,logit_delta_vs_e224,abs_logit_delta_vs_e224,prob_delta_vs_e95
140,id06,2024-07-21,2024-07-20,Q3,0.8021146770685197,0.7733757293181356,0.8021146770685197,0.028738947750384103,0.028738947750384103,0.17209235472968332,0.17209235472968332,0.0
223,id09,2024-09-16,2024-09-15,Q3,0.5132603796777254,0.4715633872857087,0.5126687631135441,0.041105375827835466,0.041105375827835466,0.16455523039988984,0.16455523039988984,-0.0005916165641812743
188,id08,2024-08-10,2024-08-09,Q3,0.3362748549483806,0.3657125187031476,0.3320845966237976,-0.03362792207935,0.03362792207935,-0.14811704283863136,0.14811704283863136,-0.004190258324583029
44,id02,2024-09-30,2024-09-29,Q3,0.6137150197082571,0.5787408335087633,0.61280661243309,0.03406577892432672,0.03406577892432672,0.14151860600151123,0.14151860600151123,-0.0009084072751671668
195,id08,2024-09-10,2024-09-09,Q3,0.221899902735932,0.245948057641614,0.221899902735932,-0.024048154905682018,0.024048154905682018,-0.13428789514483563,0.13428789514483563,0.0
235,id10,2024-08-18,2024-08-17,Q3,0.7052866282842567,0.6782259527061134,0.7052866282842567,0.02706067557814329,0.02706067557814329,0.12697010917083074,0.12697010917083074,0.0
237,id10,2024-08-20,2024-08-19,Q3,0.5274992842895743,0.4912612942897662,0.5225588242343959,0.0312975299446297,0.0312975299446297,0.1252549821431368,0.1252549821431368,-0.004940460055178342
178,id07,2024-08-29,2024-08-28,Q3,0.5244284647112875,0.4972014485933341,0.52416295892073,0.026961510327395855,0.026961510327395855,0.10792150386264619,0.10792150386264619,-0.00026550579055750756
158,id07,2024-07-20,2024-07-19,Q3,0.5631803758195201,0.5846043905188709,0.5631803758195201,-0.021424014699350846,0.021424014699350846,-0.08762441134299442,0.08762441134299442,0.0
222,id09,2024-09-14,2024-09-13,Q3,0.4591574118481634,0.4376230850911599,0.4591574118481634,0.021534326757003508,0.021534326757003508,0.08707911317601075,0.08707911317601075,0.0
189,id08,2024-08-11,2024-08-10,Q3,0.3622864268374839,0.3822356176012621,0.3622864268374839,-0.019949190763778213,0.019949190763778213,-0.08538419629107197,0.08538419629107197,0.0
7,id01,2024-08-09,2024-08-08,Q3,0.6040030025434762,0.5780399045937697,0.5979518544542386,0.019911949860468847,0.019911949860468847,0.08220623681366557,0.08220623681366557,-0.006051148089237568
230,id10,2024-08-07,2024-08-06,Q3,0.464699329255029,0.444996637994566,0.464699329255029,0.01970269126046298,0.01970269126046298,0.07946944659775523,0.07946944659775523,0.0
52,id02,2024-10-09,2024-10-08,Q3,0.620954954279471,0.6016783887867377,0.6198465277318532,0.018168138945115486,0.018168138945115486,0.07643354859658669,0.07643354859658669,-0.0011084265476177801
5,id01,2024-08-06,2024-08-05,Q3,0.5301780749547913,0.5068647681832803,0.5251374051887717,0.01827263700549142,0.01827263700549142,0.0731736661368184,0.0731736661368184,-0.005040669766019579
164,id07,2024-07-26,2024-07-25,Q3,0.3914773869279312,0.3786901317708287,0.3959727729485107,0.017282641177681968,0.017282641177681968,0.07283784263253235,0.07283784263253235,0.004495386020579473
16,id01,2024-09-04,2024-09-03,Q3,0.5838858339558716,0.5653221271098943,0.5824540660236976,0.01713193891380338,0.01713193891380338,0.07006529549669321,0.07006529549669321,-0.0014317679321739218
11,id01,2024-08-14,2024-08-13,Q3,0.5670122561293194,0.5502727683573873,0.5670122561293194,0.016739487771932127,0.016739487771932127,0.06789864610819593,0.06789864610819593,0.0
166,id07,2024-07-28,2024-07-27,Q3,0.4817115516883634,0.4649711642931008,0.4817115516883634,0.016740387395262568,0.016740387395262568,0.06715880970403165,0.06715880970403165,0.0
247,id10,2024-09-25,2024-09-24,Q3,0.6102969664370335,0.624081940371611,0.6096324827512001,-0.014449457620410944,0.014449457620410944,-0.06114284032931222,0.06114284032931222,-0.0006644836858333836
226,id09,2024-09-21,2024-09-20,Q3,0.6097865379489601,0.5954099007214854,0.6097865379489601,0.014376637227474731,0.014376637227474731,0.060039407062828565,0.060039407062828565,0.0
231,id10,2024-08-08,2024-08-07,Q3,0.5221080332652508,0.5070233808051997,0.5219291610512993,0.014905780246099565,0.014905780246099565,0.05967758056203379,0.05967758056203379,-0.00017887221395151975
116,id05,2024-10-16,2024-10-15,Q3,0.6391230566602422,0.6526694516696923,0.6391230566602422,-0.013546395009450096,0.013546395009450096,-0.059233896432792865,0.059233896432792865,0.0
3,id01,2024-08-03,2024-08-02,Q3,0.5776049787297984,0.5574422325902662,0.5719839687874253,0.01454173619715915,0.01454173619715915,0.059162437859801215,0.059162437859801215,-0.005621009942373134
208,id09,2024-08-13,2024-08-12,Q3,0.5359738203753397,0.5487196539186179,0.5359738203753397,-0.012745833543278184,0.012745833543278184,-0.051354561109215796,0.051354561109215796,0.0
