task,feature,auc_abs_directionless,signed_auc,positive_mean,negative_mean,mean_diff_pos_minus_neg
e72_frontier_neighbor,abs__z__sup_all_prior_split_rate,1.0,1.0,0.0242403240314405,0.006352658788337539,0.017887665243102962
e72_frontier_neighbor,abs__z__sup_between_prior_split_rate,1.0,1.0,0.029649710578587066,0.007178202325881625,0.02247150825270544
e72_frontier_neighbor,abs__z__target_top16_Q2_support_swing,0.9841269841269842,0.9841269841269842,1.0,0.1816866660097692,0.8183133339902308
e72_frontier_neighbor,abs__z__sup_all_global_swing,0.9682539682539683,0.031746031746031744,0.003168465927005056,0.035072537880719144,-0.031904071953714086
e72_frontier_neighbor,abs__z__target_between_not_e72_Q1_support_swing,0.9682539682539683,0.031746031746031744,0.0,0.16099603433710072,-0.16099603433710072
e72_frontier_neighbor,abs__z__target_between_not_e72_Q2_support_swing,0.9682539682539683,0.031746031746031744,0.0,0.27229832252190267,-0.27229832252190267
e72_frontier_neighbor,abs__z__target_between_not_e72_Q3_support_swing,0.9682539682539683,0.031746031746031744,0.0,0.2900848483930776,-0.2900848483930776
e72_frontier_neighbor,abs__z__target_between_not_e72_S4_support_swing,0.9682539682539683,0.031746031746031744,0.0,0.2320583880735134,-0.2320583880735134
e72_frontier_neighbor,abs__z__target_not_e72_Q1_support_swing,0.9682539682539683,0.031746031746031744,0.0,0.2580574775265229,-0.2580574775265229
e72_frontier_neighbor,abs__z__target_not_e72_Q2_support_swing,0.9682539682539683,0.031746031746031744,0.0,0.3090346261812882,-0.3090346261812882
e72_frontier_neighbor,abs__z__target_not_e72_Q3_support_swing,0.9682539682539683,0.031746031746031744,0.0,0.3123714285964753,-0.3123714285964753
e72_frontier_neighbor,abs__z__target_not_e72_S4_support_swing,0.9682539682539683,0.031746031746031744,0.0,0.1502235523340181,-0.1502235523340181
e72_frontier_neighbor,abs__z__sup_between_not_e72_global_hard_rate,0.9656084656084656,0.0343915343915344,0.0144927536231884,0.11596418946417056,-0.10147143584098216
e72_frontier_neighbor,abs__z__sup_between_not_e72_global_mean,0.9656084656084656,0.0343915343915344,0.0025764895330112002,0.029873788355072418,-0.02729729882206122
e72_frontier_neighbor,abs__z__sup_not_e72_global_hard_rate,0.9656084656084656,0.0343915343915344,0.017316017316017267,0.13480075715782833,-0.11748473984181106
e72_frontier_neighbor,abs__z__sup_top33_subject_mean,0.9629629629629629,0.9629629629629629,0.3726641078849204,0.16614472397350952,0.20651938391141086
e72_frontier_neighbor,abs__z__sup_all_global_hard_rate,0.9576719576719577,0.04232804232804236,0.012910560862315531,0.10799646206379941,-0.09508590120148389
e72_frontier_neighbor,abs__z__sup_top16_visible_mean_swing,0.9523809523809524,0.9523809523809524,0.49484900080374317,0.22923814125197567,0.2656108595517675
e72_frontier_neighbor,abs__z__target_between_not_e72_S3_support_swing,0.9523809523809523,0.047619047619047616,0.0,0.4705827690637615,-0.4705827690637615
e72_frontier_neighbor,abs__z__target_not_e72_S3_support_swing,0.9523809523809523,0.047619047619047616,0.0,0.4853686759258808,-0.4853686759258808
e72_frontier_neighbor,abs__z__sup_between_global_hard_rate,0.9470899470899471,0.05291005291005294,0.03406278327635836,0.0974302280526702,-0.06336744477631184
e72_frontier_neighbor,abs__z__sup_between_global_swing,0.9470899470899471,0.05291005291005291,0.0034593810366962807,0.03042809045256089,-0.026968709415864607
e72_frontier_neighbor,abs__z__sup_top16_flank_mean_mean,0.9470899470899471,0.9470899470899471,0.5609676331816354,0.2427536783730299,0.31821395480860554
e72_frontier_neighbor,abs__z__sup_top16_flank_mean_swing,0.9470899470899471,0.9470899470899471,0.5672350610573121,0.2536153058151236,0.31361975524218855
e72_frontier_neighbor,abs__z__sup_top16_subject_mean,0.9470899470899471,0.9470899470899471,0.5238848551732516,0.21912760299170303,0.30475725218154853
e72_frontier_neighbor,abs__z__sup_top16_subject_swing,0.9470899470899471,0.9470899470899471,0.5296396973389293,0.22722248137344636,0.302417215965483
