view_id,split,context_cols,teacher_dims,oof_teacher_r2,resid_energy_train_mean,resid_energy_test_mean,explained_var_sum,participation_ratio,anisotropy,teacher_explained_var_sum,teacher_participation_ratio,teacher_anisotropy
family,subject,40,12,0.8426902316421863,1.6196548514578804,1.1277733067083728,,,,0.5003105143527722,8.646518655322797,2.576269505511669
family,dateblock,40,12,0.9164720688993088,1.195946568403593,1.1277733067083728,,,,0.5003105143527722,8.646518655322797,2.576269505511669
jepa_resid,subject,32,12,0.16073697682461602,3.7753474871844133,3.0991867841440848,,,,0.5003105143527722,8.646518655322797,2.576269505511669
jepa_resid,dateblock,32,12,0.4212438806186243,3.1936013142551607,3.0991867841440848,,,,0.5003105143527722,8.646518655322797,2.576269505511669
story_bundle,subject,208,12,0.5587772535212147,2.683662991894325,1.6805245884881017,,,,0.5003105143527722,8.646518655322797,2.576269505511669
story_bundle,dateblock,208,12,0.7761624903925678,1.8926239273732584,1.6805245884881017,,,,0.5003105143527722,8.646518655322797,2.576269505511669
raw_day,subject,160,12,0.07986669362425107,3.840100408200452,2.8904398388553694,,,,0.5003105143527722,8.646518655322797,2.576269505511669
raw_day,dateblock,160,12,0.4527523958942807,3.0614056346010647,2.8904398388553694,,,,0.5003105143527722,8.646518655322797,2.576269505511669
family_story,subject,248,12,0.8861212944153459,1.3608337638322134,0.6549351825347426,,,,0.5003105143527722,8.646518655322797,2.576269505511669
family_story,dateblock,248,12,0.9686091189286328,0.726377380169782,0.6549351825347426,,,,0.5003105143527722,8.646518655322797,2.576269505511669
family_jepa_story,subject,280,12,0.902892878357326,1.2697004057352035,0.6074822265652781,,,,0.5003105143527722,8.646518655322797,2.576269505511669
family_jepa_story,dateblock,280,12,0.9725083994467961,0.6796655801674419,0.6074822265652781,,,,0.5003105143527722,8.646518655322797,2.576269505511669
own_lifestyle_state,train_geometry,96,8,,2.108243359439566,1.6767236545493251,0.7773814570654094,5.829640040537937,3.2611514781130153,0.5003105143527722,8.646518655322797,2.576269505511669
