feature_set,candidate,scenario,prob_pressure_min_public_better,prefers_favorable_min,n_diff_cells,top_targets,between_rate,e72_active_rate,e101_active_rate
shape_only,e144,global_t010,0.9992032465724913,True,185,"S2,Q1,Q3,Q1",0.4972972972972973,0.23783783783783785,0.021621621621621623
shape_only,e144,global_t010_subject_t010,0.9895840573798586,True,185,"Q1,Q1,Q1,Q3",0.4972972972972973,0.23783783783783785,0.021621621621621623
shape_only,e144,global_t010_subject_t020,0.999040293913671,True,185,"S2,Q1,Q1,Q3",0.4972972972972973,0.23783783783783785,0.021621621621621623
shape_only,e154,global_t010,0.9986093344869295,True,294,"Q3,Q3,Q3,Q3",0.47278911564625853,0.3163265306122449,0.017006802721088437
shape_only,e154,global_t010_subject_t010,0.9988736975143023,True,294,"Q3,Q3,Q3,Q3",0.47278911564625853,0.3163265306122449,0.017006802721088437
shape_only,e154,global_t010_subject_t020,0.9986746156502878,True,294,"Q3,Q3,Q3,Q3",0.47278911564625853,0.3163265306122449,0.017006802721088437
shape_only,e176,global_t010,0.015316486045724106,False,904,"S1,Q3,Q3,Q3",0.8196902654867256,0.2688053097345133,0.011061946902654867
shape_only,e176,global_t010_subject_t010,0.017327542010361616,False,904,"S1,Q3,Q3,Q3",0.8196902654867256,0.2688053097345133,0.011061946902654867
shape_only,e176,global_t010_subject_t020,0.018046603207191588,False,904,"S1,Q3,Q3,Q3",0.8196902654867256,0.2688053097345133,0.011061946902654867
shape_support,e144,global_t010,0.5464134118118739,True,185,"S2,Q1,Q3,Q1",0.4972972972972973,0.23783783783783785,0.021621621621621623
shape_support,e144,global_t010_subject_t010,0.4324423290537251,False,185,"Q1,Q1,Q1,Q3",0.4972972972972973,0.23783783783783785,0.021621621621621623
shape_support,e144,global_t010_subject_t020,0.24362961155604015,False,185,"S2,Q1,Q1,Q3",0.4972972972972973,0.23783783783783785,0.021621621621621623
shape_support,e154,global_t010,0.1456496109105556,False,294,"Q3,Q3,Q3,Q3",0.47278911564625853,0.3163265306122449,0.017006802721088437
shape_support,e154,global_t010_subject_t010,0.40225051749626184,False,294,"Q3,Q3,Q3,Q3",0.47278911564625853,0.3163265306122449,0.017006802721088437
shape_support,e154,global_t010_subject_t020,0.16477002305146562,False,294,"Q3,Q3,Q3,Q3",0.47278911564625853,0.3163265306122449,0.017006802721088437
shape_support,e176,global_t010,0.9777916556171427,True,904,"S1,Q3,Q3,Q3",0.8196902654867256,0.2688053097345133,0.011061946902654867
shape_support,e176,global_t010_subject_t010,0.9866409020324491,True,904,"S1,Q3,Q3,Q3",0.8196902654867256,0.2688053097345133,0.011061946902654867
shape_support,e176,global_t010_subject_t020,0.9692016283624081,True,904,"S1,Q3,Q3,Q3",0.8196902654867256,0.2688053097345133,0.011061946902654867
shape_support_public_axis,e144,global_t010,0.6712706400513253,True,185,"S2,Q1,Q3,Q1",0.4972972972972973,0.23783783783783785,0.021621621621621623
shape_support_public_axis,e144,global_t010_subject_t010,0.5761407372329739,True,185,"Q1,Q1,Q1,Q3",0.4972972972972973,0.23783783783783785,0.021621621621621623
shape_support_public_axis,e144,global_t010_subject_t020,0.35709939677790015,False,185,"S2,Q1,Q1,Q3",0.4972972972972973,0.23783783783783785,0.021621621621621623
shape_support_public_axis,e154,global_t010,0.25103360989472323,False,294,"Q3,Q3,Q3,Q3",0.47278911564625853,0.3163265306122449,0.017006802721088437
shape_support_public_axis,e154,global_t010_subject_t010,0.5704659787256443,True,294,"Q3,Q3,Q3,Q3",0.47278911564625853,0.3163265306122449,0.017006802721088437
shape_support_public_axis,e154,global_t010_subject_t020,0.2793820751490809,False,294,"Q3,Q3,Q3,Q3",0.47278911564625853,0.3163265306122449,0.017006802721088437
shape_support_public_axis,e176,global_t010,0.9615412188130762,True,904,"S1,Q3,Q3,Q3",0.8196902654867256,0.2688053097345133,0.011061946902654867
shape_support_public_axis,e176,global_t010_subject_t010,0.9767170397462485,True,904,"S1,Q3,Q3,Q3",0.8196902654867256,0.2688053097345133,0.011061946902654867
shape_support_public_axis,e176,global_t010_subject_t020,0.9474371969552802,True,904,"S1,Q3,Q3,Q3",0.8196902654867256,0.2688053097345133,0.011061946902654867
