sub_idx,target,active,prob_e101,prob_e95,prob_mixmin,prob_e72,prob_e89,delta_prob_e101_minus_e95,delta_logit_e101_minus_e95,abs_delta_logit_e101_minus_e95,logit_gap_e95_minus_mixmin,abs_logit_gap_e95_minus_mixmin,rollback_shrink_fraction_to_mixmin,delta_logit_e89_minus_e95,delta_logit_e72_minus_mixmin,active_e95_vs_mixmin,hidden_block_id,subject_id,lifelog_date,sleep_date,global_pos,subject_pos,subject_phase,dow,is_weekend,block_n_rows,block_len_bin,pos_in_block,pos_frac,edge_distance,pos_bin,block_start,block_end,context_type,has_prev_train,has_next_train,prev_gap_pos,next_gap_pos,prev_gap_days,next_gap_days,delta_e101_minus_e95_y1,delta_e101_minus_e95_y0,support_label,support_delta,adverse_delta,flip_benefit,support_delta_per_all_cells,adverse_delta_per_all_cells,flip_benefit_per_all_cells,move_direction,support_meaning,flip_rank,cum_flip_benefit,global_prior_y1,subject_prior_y1,global_support_probability,global_expected_delta,global_expected_delta_per_all_cells,subject_support_probability,subject_expected_delta,subject_expected_delta_per_all_cells
133,S3,True,0.9443261167279406,0.943247383559343,0.9474476157684952,0.9448926729514232,0.9435717454489548,0.0010787331685976,0.0203335891549412,0.0203335891549412,-0.081334356619767,0.081334356619767,0.2499999999999931,0.0060755784462989,-0.0501725187823134,True,id06_b2,id06,2024-07-11,2024-07-12,386,35,0.4929577464788732,3,0,8,6-10,5,0.7142857142857143,2,interior,2024-07-06,2024-07-13,between_train_runs,True,True,1.0,1.0,1.0,1.0,-0.0011429841390257496,0.01919060501591528,1,-0.0011429841390257496,0.01919060501591528,0.020333589154941028,-6.531337937289998e-07,1.0966060009094446e-05,1.1619193802823445e-05,up,label_1_supports_e101,1,0.020333589154941028,0.6622222222222223,0.9583333333333334,0.6622222222222223,0.005725250419976553,3.2715716685580303e-06,0.9583333333333334,-0.0002957512575698741,-1.6900071861135662e-07
145,S3,True,0.9564453543675084,0.9556164332123016,0.958844334948748,0.9568807299402248,0.9558656743704184,0.0008289211552068,0.0197199567616581,0.0197199567616581,-0.0788798270466215,0.0788798270466215,0.2500000000000352,0.0058922280444457,-0.0486583993347835,True,id06_b8,id06,2024-08-14,2024-08-15,414,63,0.8873239436619719,2,0,4,3-5,3,1.0,0,right_edge,2024-08-11,2024-08-14,between_train_runs,True,True,1.0,1.0,1.0,1.0,-0.000867044373273685,0.01885291238838445,1,-0.000867044373273685,0.01885291238838445,0.019719956761658133,-4.954539275849629e-07,1.0773092793362543e-05,1.1268546720947504e-05,up,label_1_supports_e101,2,0.04005354591659916,0.6622222222222223,0.9583333333333334,0.6622222222222223,0.005793918799553062,3.31081074260175e-06,0.9583333333333334,-4.537950820459691e-05,-2.5931147545483947e-08
141,S3,True,0.9576006663627896,0.9568080958562812,0.959895793596374,0.9580170433924116,0.9570463826402134,0.0007925705065083,0.0193484331585298,0.0193484331585298,-0.0773937326341283,0.0773937326341283,0.2499999999999713,0.0057812185823107,-0.047741676034549,True,id06_b6,id06,2024-08-09,2024-08-10,409,58,0.8169014084507042,4,0,1,1-2,0,0.0,0,single,2024-08-09,2024-08-09,between_train_runs,True,True,1.0,1.0,4.0,1.0,-0.0008280055622723636,0.01852042759625747,1,-0.0008280055622723636,0.01852042759625747,0.019348433158529833,-4.7314603558420777e-07,1.0583101483575697e-05,1.1056247519159905e-05,up,label_1_supports_e101,3,0.059401979075128994,0.6622222222222223,0.9583333333333334,0.6622222222222223,0.005707465193497713,3.261408681998693e-06,0.9583333333333334,-2.1820847333621322e-05,-1.2469055619212185e-08
39,S3,True,0.9054143319744036,0.903784994303189,0.910154947551092,0.9059519299976166,0.903784994303189,0.0016293376712145,0.0188805364597106,0.0188805364597106,-0.0755221458388422,0.0755221458388422,0.2500000000000014,0.0,-0.050348097225894,True,id02_b2,id02,2024-09-06,2024-09-07,112,44,0.5569620253164557,4,0,16,11-16,12,0.8,3,interior,2024-08-25,2024-09-09,between_train_runs,True,True,1.0,1.0,1.0,1.0,-0.0018011703719350018,0.017079366087775386,1,-0.0018011703719350018,0.017079366087775386,0.018880536459710388,-1.0292402125342868e-06,9.759637764443078e-06,1.0788877976977364e-05,up,label_1_supports_e101,4,0.07828251553483938,0.6622222222222223,0.8958333333333334,0.6622222222222223,0.004576255276678284,2.6150030152447336e-06,0.8958333333333334,0.00016555217595149623,9.460124340085499e-08
215,S3,True,0.7124984678925073,0.7086968741194286,0.7237236102547969,0.7137590693719013,0.7086968741194286,0.0038015937730786,0.018486072142399,0.018486072142399,-0.073944288569597,0.073944288569597,0.2499999999999973,0.0,-0.0492961923797312,True,id09_b4,id09,2024-09-04,2024-09-05,632,55,0.8208955223880597,2,0,13,11-16,0,0.0,0,left_edge,2024-09-04,2024-09-21,after_train_run,True,False,1.0,,1.0,,-0.005349866732371794,0.013136205410027208,1,-0.005349866732371794,0.013136205410027208,0.018486072142399,-3.057066704212454e-06,7.506403091444119e-06,1.0563469795656572e-05,up,label_1_supports_e101,5,0.09676858767723838,0.6622222222222223,0.7073170731707317,0.6622222222222223,0.0008943176357274233,5.11038648987099e-07,0.7073170731707317,6.069096784254869e-05,3.468055305288496e-08
146,S3,True,0.9539964118379352,0.95317842641855,0.9563695012975176,0.954426445930864,0.9534242747205092,0.0008179854193851,0.0184824717931251,0.0184824717931251,-0.0739298871725,0.0739298871725,0.2500000000000015,0.0055224734996279,-0.04560494244858,True,id06_b10,id06,2024-08-19,2024-08-20,417,66,0.9295774647887324,0,0,6,6-10,0,0.0,0,left_edge,2024-08-19,2024-08-24,after_train_run,True,False,1.0,,1.0,,-0.0008577980929009132,0.0176246737002242,1,-0.0008577980929009132,0.0176246737002242,0.01848247179312511,-4.901703388005218e-07,1.0071242114413828e-05,1.056141245321435e-05,up,label_1_supports_e101,6,0.11525105947036349,0.6622222222222223,0.9583333333333334,0.6622222222222223,0.005385170157221345,3.0772400898407687e-06,0.9583333333333334,-8.769510152070086e-05,-5.011148658325763e-08
235,S3,True,0.4658982110567462,0.4613214853159579,0.4796598088448799,0.4674251015090129,0.4613214853159579,0.0045767257407883,0.018404522455178,0.018404522455178,-0.0736180898207129,0.0736180898207129,0.2499999999999971,0.0,-0.0490787265471418,True,id10_b2,id10,2024-08-17,2024-08-18,674,29,0.5370370370370371,5,1,11,11-16,7,0.7,3,interior,2024-08-04,2024-08-22,between_train_runs,True,True,1.0,1.0,2.0,5.0,-0.009872013996250225,0.008532508458927628,1,-0.009872013996250225,0.008532508458927628,0.018404522455177853,-5.641150855000129e-06,4.875719119387216e-06,1.0516869974387345e-05,up,label_1_supports_e101,7,0.13365558192554133,0.6622222222222223,0.48484848484848486,0.6622222222222223,-0.0036553753002790406,-2.0887858858737375e-06,0.48484848484848486,-0.00039089636782527106,-2.2336935304301205e-07
120,S3,True,0.1236644349669294,0.1256087854074532,0.117985959059584,0.1230220858228735,0.1256087854074532,-0.0019443504405238,-0.0178216646478346,0.0178216646478346,0.0712866585913372,0.0712866585913372,0.2500000000000046,0.0,0.0475244390608926,True,id05_b6,id05,2024-11-07,2024-11-08,339,53,0.828125,3,0,2,1-2,1,1.0,0,right_edge,2024-11-06,2024-11-07,between_train_runs,True,True,1.0,1.0,1.0,2.0,0.015600471412482235,-0.0022211932353522444,0,-0.0022211932353522444,0.015600471412482235,0.01782166464783448,-1.2692532773441396e-06,8.914555092846991e-06,1.0183808370191132e-05,down,label_0_supports_e101,8,0.1514772465733758,0.6622222222222223,0.13636363636363635,0.33777777777777773,0.009580709131435923,5.474690932249099e-06,0.8636363636363636,0.0002090337620797298,1.1944786404555987e-07
241,S3,True,0.4836641604524473,0.4879666911973214,0.4707736299881825,0.482230490017813,0.4879666911973214,-0.004302530744874,-0.0172240917020181,0.0172240917020181,0.0688963668080719,0.0688963668080719,0.2500000000000029,0.0,0.0459309112053812,True,id10_b4,id10,2024-09-17,2024-09-18,691,46,0.8518518518518519,1,0,11,11-16,2,0.2,2,interior,2024-09-15,2024-09-26,after_train_run,True,False,1.0,,1.0,,0.00885636527498526,-0.008367726427032826,0,-0.008367726427032826,0.00885636527498526,0.017224091702018086,-4.781557958304472e-06,5.060780157134434e-06,9.842338115438906e-06,down,label_0_supports_e101,9,0.16870133827539388,0.6622222222222223,0.48484848484848486,0.33777777777777773,0.0030384498556369293,1.7362570603639596e-06,0.5151515151515151,-1.6651662417996663e-05,-9.515235667426665e-09
8,S3,True,0.8580356696681675,0.8560330819755341,0.863904208510249,0.858698013849559,0.8560330819755341,0.0020025876926333,0.0163443551421567,0.0163443551421567,-0.0653774205686275,0.0653774205686275,0.2499999999999974,0.0,-0.0435849470457512,True,id01_b2,id01,2024-08-09,2024-08-10,36,36,0.5373134328358209,4,0,14,11-16,8,0.6153846153846154,5,interior,2024-07-30,2024-08-16,between_train_runs,True,True,1.0,1.0,2.0,1.0,-0.0023366491010100633,0.014007706041146917,1,-0.0023366491010100633,0.014007706041146917,0.016344355142156982,-1.3352280577200362e-06,8.004403452083953e-06,9.33963150980399e-06,up,label_1_supports_e101,10,0.18504569341755087,0.6622222222222223,0.8536585365853658,0.6622222222222223,0.0031841108581185168,1.8194919189248668e-06,0.8536585365853658,5.520774906169054e-05,3.154728517810888e-08
