view_id,split,episode,pair,pair_family,interaction_story,base_loss,state_loss,delta_logloss,null_q05,null_q20,null_median,null_best,dominance,min_mode_dominance,quick_gate,row_dominance,subject_dominance,dateblock_dominance,state_r2,state_corr
raw_human_context,subject5,cashflow_stress,Q1_S1,QS,money rumination affecting subjective satisfaction and stage stress,1.3298264093850816,1.2838032562186332,-0.04602315316644834,,,,,,,True,,,,-0.7466922253209711,0.29813969394994067
hybrid_context,subject5,cashflow_stress,Q1_S1,QS,money rumination affecting subjective satisfaction and stage stress,1.3298264093850816,1.3077544960225629,-0.02207191336251868,,,,,,,True,,,,0.03812194632974941,0.537774672476237
raw_human_context,subject5,cashflow_stress,S1_S4,SS,money rumination affecting subjective satisfaction and stage stress,1.4070261280179355,1.3871853098247682,-0.019840818193167298,,,,,,,True,,,,-0.7466922253209711,0.29813969394994067
raw_human_context,subject5,cashflow_stress,S1_S2,SS,money rumination affecting subjective satisfaction and stage stress,1.2877414817260255,1.2691179383437317,-0.018623543382293883,,,,,,,True,,,,-0.7466922253209711,0.29813969394994067
raw_human_context,subject5,badnight_aftereffect,Q1_Q3,QQ,previous bad night carrying into next-day subjective/objective mismatch,1.4338284609660084,1.41703838807931,-0.016790072886698315,,,,,,,True,,,,-2.744976475055328,0.3587012972131068
raw_human_context,subject5,bedtime_arousal,Q1_S1,QS,"bright screen, messages, search spiral, media/game and phone-in-bed before sleep -> subjective-objective sleep translation",1.3298264093850816,1.3133175553347134,-0.01650885405036817,,,,,,,True,,,,-1.0834024243094125,0.5321942795746772
raw_human_context,subject5,badnight_aftereffect,Q3_S1,QS,previous bad night carrying into next-day subjective/objective mismatch,1.3601353842389057,1.3437080942987092,-0.016427289940196488,,,,,,,True,,,,-2.744976475055328,0.3587012972131068
hybrid_context,subject5,bedtime_arousal,Q3_S3,QS,"bright screen, messages, search spiral, media/game and phone-in-bed before sleep -> subjective-objective sleep translation",1.3319184059778075,1.318255579659856,-0.01366282631795146,,,,,,,True,,,,-0.4422427450946844,0.5847315913579327
hybrid_context,subject5,bedtime_arousal,Q1_S3,QS,"bright screen, messages, search spiral, media/game and phone-in-bed before sleep -> subjective-objective sleep translation",1.3575382935350262,1.3445447388534457,-0.012993554681580477,,,,,,,True,,,,-0.4422427450946844,0.5847315913579327
hybrid_context,subject5,bedtime_arousal,Q2_S3,QS,"bright screen, messages, search spiral, media/game and phone-in-bed before sleep -> subjective-objective sleep translation",1.365932083277853,1.3530393692073632,-0.012892714070489752,,,,,,,True,,,,-0.4422427450946844,0.5847315913579327
raw_human_context,subject5,bedtime_arousal,S1_S2,SS,late screen/message arousal changing sleep-stage composition,1.2877414817260255,1.2749863355320834,-0.012755146193942135,,,,,,,True,,,,-1.0834024243094125,0.5321942795746772
hybrid_context,dateblock5,home_recovery,Q1_S3,QS,home recovery linking physiological calm with sleep-stage consistency,1.2328496986491082,1.220845721590307,-0.012003977058801185,,,,,,,True,,,,-0.3327346714409123,0.41906845020322875
hybrid_context,subject5,bedtime_arousal,S1_S3,SS,late screen/message arousal changing sleep-stage composition,1.2961407464273766,1.2842903072847054,-0.011850439142671254,,,,,,,True,,,,-0.4422427450946844,0.5847315913579327
raw_human_context,subject5,badnight_aftereffect,Q3_S3,QS,previous bad night carrying into next-day subjective/objective mismatch,1.3319184059778075,1.3203261647415516,-0.011592241236255907,,,,,,,True,,,,-2.744976475055328,0.3587012972131068
raw_human_context,subject5,badnight_aftereffect,Q1_S1,QS,previous bad night carrying into next-day subjective/objective mismatch,1.3298264093850816,1.318404024473855,-0.01142238491122649,,,,,,,True,,,,-2.744976475055328,0.3587012972131068
raw_human_context,subject5,badnight_aftereffect,Q3_S2,QS,previous bad night carrying into next-day subjective/objective mismatch,1.3721355686965524,1.360978349107165,-0.011157219589387424,,,,,,,True,,,,-2.744976475055328,0.3587012972131068
hybrid_context,dateblock5,home_recovery,S3_S4,SS,home recovery linking physiological calm with sleep-stage consistency,1.2238932815368333,1.2130693109012214,-0.010823970635611913,,,,,,,True,,,,-0.3327346714409123,0.41906845020322875
raw_human_context,subject5,cashflow_stress,S1_S3,SS,money rumination affecting subjective satisfaction and stage stress,1.2961407464273766,1.2856962707390767,-0.010444475688299981,,,,,,,True,,,,-0.7466922253209711,0.29813969394994067
hybrid_context,subject5,cashflow_stress,S1_S4,SS,money rumination affecting subjective satisfaction and stage stress,1.4070261280179355,1.3966283898454361,-0.010397738172499338,,,,,,,True,,,,0.03812194632974941,0.537774672476237
hybrid_context,subject5,cashflow_stress,S1_S3,SS,money rumination affecting subjective satisfaction and stage stress,1.2961407464273766,1.2857514292845673,-0.010389317142809329,,,,,,,True,,,,0.03812194632974941,0.537774672476237
hybrid_context,subject5,cashflow_stress,S1_S2,SS,money rumination affecting subjective satisfaction and stage stress,1.2877414817260255,1.2779775640955429,-0.009763917630482677,,,,,,,True,,,,0.03812194632974941,0.537774672476237
hybrid_context,dateblock5,cashflow_stress,Q3_S1,QS,money rumination affecting subjective satisfaction and stage stress,1.2942070037298639,1.2848416198997195,-0.009365383830144403,,,,,,,True,,,,0.22441280525726182,0.5780433765723039
raw_human_context,dateblock5,cashflow_stress,Q1_Q2,QQ,money rumination affecting subjective satisfaction and stage stress,1.3877294767781487,1.3787628199450725,-0.008966656833076181,,,,,,,True,,,,-0.09402842637284214,0.3498518308077296
raw_human_context,dateblock5,cashflow_stress,Q1_S3,QS,money rumination affecting subjective satisfaction and stage stress,1.2328496986491082,1.2239416595475707,-0.00890803910153748,,,,,,,True,,,,-0.09402842637284214,0.3498518308077296
raw_human_context,dateblock5,routine_fragmentation,Q3_S1,QS,scattered routine changing stage stability and subjective-objective alignment,1.2942070037298639,1.285655871965704,-0.00855113176415978,,,,,,,True,,,,-0.2621955951580879,0.3400415050638974
hybrid_context,dateblock5,cashflow_stress,Q1_S1,QS,money rumination affecting subjective satisfaction and stage stress,1.169072479760216,1.1610276240642066,-0.008044855696009545,,,,,,,True,,,,0.22441280525726182,0.5780433765723039
raw_human_context,dateblock5,bedtime_arousal,Q2_S1,QS,"bright screen, messages, search spiral, media/game and phone-in-bed before sleep -> subjective-objective sleep translation",1.2973504689074455,1.289836348084125,-0.00751412082332048,,,,,,,True,,,,0.48046675295919217,0.729084828555957
family_jepa_context,subject5,routine_anchor_recovery,Q2_S2,QS,stable bedtime/home routine restoring stage and quality consistency,1.426829373151059,1.4196896022133028,-0.007139770937756307,,,,,,,True,,,,-1.0456727028328752,0.32797631725849524
hybrid_context,dateblock5,home_recovery,S2_S3,SS,home recovery linking physiological calm with sleep-stage consistency,1.1063760357808046,1.0992974084873262,-0.007078627293478412,,,,,,,True,,,,-0.3327346714409123,0.41906845020322875
raw_human_context,dateblock5,bedtime_arousal,S1_S4,SS,late screen/message arousal changing sleep-stage composition,1.2339297421551696,1.2269058230766592,-0.00702391907851041,,,,,,,True,,,,0.48046675295919217,0.729084828555957
hybrid_context,dateblock5,home_recovery,Q2_S3,QS,home recovery linking physiological calm with sleep-stage consistency,1.244765816658148,1.2377916862259717,-0.0069741304321762065,,,,,,,True,,,,-0.3327346714409123,0.41906845020322875
hybrid_context,dateblock5,social_overload,S1_S3,SS,late social load changing objective-stage and subjective quality translation,1.1405533213439703,1.1336973975261024,-0.006855923817867815,,,,,,,True,,,,0.6306623150984524,0.8048288309994457
hybrid_context,dateblock5,home_recovery,Q3_S3,QS,home recovery linking physiological calm with sleep-stage consistency,1.244400894422418,1.237702492009731,-0.006698402412687043,,,,,,,True,,,,-0.3327346714409123,0.41906845020322875
raw_human_context,subject5,routine_fragmentation,Q1_S1,QS,scattered routine changing stage stability and subjective-objective alignment,1.3298264093850816,1.3231907512253755,-0.006635658159706015,,,,,,,True,,,,-2.565663431326201,0.2781946038339587
raw_human_context,dateblock5,bedtime_arousal,Q1_S1,QS,"bright screen, messages, search spiral, media/game and phone-in-bed before sleep -> subjective-objective sleep translation",1.169072479760216,1.162575325122691,-0.006497154637525204,,,,,,,True,,,,0.48046675295919217,0.729084828555957
raw_human_context,dateblock5,routine_fragmentation,S1_S3,SS,scattered routine changing stage stability and subjective-objective alignment,1.1405533213439703,1.1342453027957038,-0.006308018548266459,,,,,,,True,,,,-0.2621955951580879,0.3400415050638974
raw_human_context,subject5,bedtime_arousal,Q2_S1,QS,"bright screen, messages, search spiral, media/game and phone-in-bed before sleep -> subjective-objective sleep translation",1.3945094574039978,1.3883652525596533,-0.006144204844344525,,,,,,,True,,,,-1.0834024243094125,0.5321942795746772
raw_human_context,dateblock5,routine_fragmentation,Q2_S1,QS,scattered routine changing stage stability and subjective-objective alignment,1.2973504689074455,1.2913062444613377,-0.00604422444610786,,,,,,,True,,,,-0.2621955951580879,0.3400415050638974
family_jepa_context,dateblock5,home_recovery,S3_S4,SS,home recovery linking physiological calm with sleep-stage consistency,1.2238932815368333,1.2180209723441047,-0.005872309192728631,,,,,,,False,,,,0.18725066095148846,0.4878612898679398
hybrid_context,subject5,routine_fragmentation,S3_S4,SS,scattered routine changing stage stability and subjective-objective alignment,1.3746850853427692,1.368884800380642,-0.005800284962127256,,,,,,,False,,,,-0.36411384814994285,0.4429125941121724
raw_human_context,dateblock5,cashflow_stress,Q1_S1,QS,money rumination affecting subjective satisfaction and stage stress,1.169072479760216,1.1633107358573056,-0.00576174390291051,,,,,,,False,,,,-0.09402842637284214,0.3498518308077296
hybrid_context,dateblock5,routine_anchor_recovery,S1_S2,SS,stable bedtime/home routine restoring stage and quality consistency,1.1137615637342273,1.1083807462681825,-0.005380817466044796,,,,,,,False,,,,0.34676998211256227,0.6383179390172588
raw_human_context,dateblock5,bedtime_arousal,S1_S2,SS,late screen/message arousal changing sleep-stage composition,1.1137615637342273,1.1084144079218936,-0.005347155812333693,,,,,,,False,,,,0.48046675295919217,0.729084828555957
hybrid_context,dateblock5,cashflow_stress,S1_S2,SS,money rumination affecting subjective satisfaction and stage stress,1.1137615637342273,1.1084397862389108,-0.005321777495316482,,,,,,,False,,,,0.22441280525726182,0.5780433765723039
family_jepa_context,dateblock5,social_overload,S1_S3,SS,late social load changing objective-stage and subjective quality translation,1.1405533213439703,1.1352330836213786,-0.005320237722591603,,,,,,,False,,,,0.6196604174773525,0.7893464419779003
family_jepa_context,subject5,badnight_aftereffect,Q2_Q3,QQ,previous bad night carrying into next-day subjective/objective mismatch,1.4007468656636972,1.3955125608969403,-0.005234304766756903,,,,,,,False,,,,0.5345326327599609,0.7594217356245341
hybrid_context,dateblock5,cashflow_stress,S1_S3,SS,money rumination affecting subjective satisfaction and stage stress,1.1405533213439703,1.1355076204840173,-0.0050457008599529285,,,,,,,False,,,,0.22441280525726182,0.5780433765723039
raw_human_context,dateblock5,badnight_aftereffect,Q3_S4,QS,previous bad night carrying into next-day subjective/objective mismatch,1.3866371164512445,1.3816614092846484,-0.004975707166596122,,,,,,,False,,,,0.45015983337218124,0.699819776238231
raw_human_context,subject5,routine_anchor_recovery,Q2_S1,QS,stable bedtime/home routine restoring stage and quality consistency,1.3945094574039978,1.389582933406202,-0.004926523997795806,,,,,,,False,,,,-4.206564132149247,0.19000283943954122
raw_human_context,subject5,cashflow_stress,Q3_S1,QS,money rumination affecting subjective satisfaction and stage stress,1.3601353842389057,1.3554274528791852,-0.004707931359720474,,,,,,,False,,,,-0.7466922253209711,0.29813969394994067
hybrid_context,subject5,cashflow_stress,Q2_S1,QS,money rumination affecting subjective satisfaction and stage stress,1.3945094574039978,1.3898987997747816,-0.004610657629216197,,,,,,,False,,,,0.03812194632974941,0.537774672476237
family_jepa_context,dateblock5,home_recovery,S1_S3,SS,home recovery linking physiological calm with sleep-stage consistency,1.1405533213439703,1.1360426415342624,-0.004510679809707874,,,,,,,False,,,,0.18725066095148846,0.4878612898679398
family_jepa_context,dateblock5,cashflow_stress,Q1_S4,QS,money rumination affecting subjective satisfaction and stage stress,1.3442945615477668,1.3398012699824993,-0.004493291565267565,,,,,,,False,,,,0.31386809934476356,0.5786801338372725
family_jepa_context,dateblock5,home_recovery,S2_S3,SS,home recovery linking physiological calm with sleep-stage consistency,1.1063760357808046,1.1018960635701451,-0.004479972210659433,,,,,,,False,,,,0.18725066095148846,0.4878612898679398
hybrid_context,dateblock5,routine_anchor_recovery,Q1_S3,QS,stable bedtime/home routine restoring stage and quality consistency,1.2328496986491082,1.2285064788057074,-0.004343219843400803,,,,,,,False,,,,0.34676998211256227,0.6383179390172588
hybrid_context,dateblock5,home_recovery,S1_S3,SS,home recovery linking physiological calm with sleep-stage consistency,1.1405533213439703,1.1362898797196332,-0.0042634416243370055,,,,,,,False,,,,-0.3327346714409123,0.41906845020322875
hybrid_context,subject5,cashflow_stress,Q3_S1,QS,money rumination affecting subjective satisfaction and stage stress,1.3601353842389057,1.355948243062726,-0.004187141176179576,,,,,,,False,,,,0.03812194632974941,0.537774672476237
raw_human_context,subject5,social_overload,Q3_S3,QS,late social load changing objective-stage and subjective quality translation,1.3319184059778075,1.3277699024022402,-0.004148503575567286,,,,,,,False,,,,-3.239666580048592,0.3694130145145852
hybrid_context,subject5,bedtime_arousal,S3_S4,SS,late screen/message arousal changing sleep-stage composition,1.3746850853427692,1.3705567175832565,-0.004128367759512752,,,,,,,False,,,,-0.4422427450946844,0.5847315913579327
family_jepa_context,subject5,routine_anchor_recovery,S1_S4,SS,stable bedtime/home routine restoring stage and quality consistency,1.4070261280179355,1.402920901886316,-0.004105226131619455,,,,,,,False,,,,-1.0456727028328752,0.32797631725849524
family_jepa_context,subject5,routine_anchor_recovery,S2_S4,SS,stable bedtime/home routine restoring stage and quality consistency,1.3016380814311679,1.2976077481670094,-0.00403033326415847,,,,,,,False,,,,-1.0456727028328752,0.32797631725849524
family_jepa_context,subject5,routine_anchor_recovery,S1_S2,SS,stable bedtime/home routine restoring stage and quality consistency,1.2877414817260255,1.2837317538853958,-0.0040097278406296955,,,,,,,False,,,,-1.0456727028328752,0.32797631725849524
family_jepa_context,dateblock5,routine_anchor_recovery,Q1_S2,QS,stable bedtime/home routine restoring stage and quality consistency,1.2677482394777677,1.2637811226662667,-0.00396711681150097,,,,,,,False,,,,0.35864328902957676,0.6217480350759049
hybrid_context,subject5,social_overload,Q2_S3,QS,late social load changing objective-stage and subjective quality translation,1.365932083277853,1.3619947050167907,-0.00393737826106233,,,,,,,False,,,,-0.4007714120776744,0.5590788260305112
raw_human_context,dateblock5,routine_fragmentation,Q1_S1,QS,scattered routine changing stage stability and subjective-objective alignment,1.169072479760216,1.16534215721005,-0.003730322550166143,,,,,,,False,,,,-0.2621955951580879,0.3400415050638974
family_jepa_context,subject5,routine_anchor_recovery,Q3_S2,QS,stable bedtime/home routine restoring stage and quality consistency,1.3721355686965524,1.368505281613154,-0.003630287083398409,,,,,,,False,,,,-1.0456727028328752,0.32797631725849524
hybrid_context,subject5,routine_fragmentation,Q3_S3,QS,scattered routine changing stage stability and subjective-objective alignment,1.3319184059778075,1.3285833616090061,-0.0033350443688013875,,,,,,,False,,,,-0.36411384814994285,0.4429125941121724
hybrid_context,dateblock5,routine_anchor_recovery,S2_S3,SS,stable bedtime/home routine restoring stage and quality consistency,1.1063760357808046,1.1031750032593373,-0.0032010325214673063,,,,,,,False,,,,0.34676998211256227,0.6383179390172588
family_jepa_context,subject5,bedtime_arousal,S3_S4,SS,late screen/message arousal changing sleep-stage composition,1.3746850853427692,1.3717541782038731,-0.0029309071388960994,,,,,,,False,,,,-0.20515056977733215,0.4958227856819851
raw_human_context,dateblock5,routine_fragmentation,S1_S2,SS,scattered routine changing stage stability and subjective-objective alignment,1.1137615637342273,1.1108810542455236,-0.002880509488703664,,,,,,,False,,,,-0.2621955951580879,0.3400415050638974
family_jepa_context,dateblock5,routine_anchor_recovery,S1_S2,SS,stable bedtime/home routine restoring stage and quality consistency,1.1137615637342273,1.1110768769228263,-0.0026846868114009936,,,,,,,False,,,,0.35864328902957676,0.6217480350759049
family_jepa_context,dateblock5,social_overload,Q3_S3,QS,late social load changing objective-stage and subjective quality translation,1.244400894422418,1.2417827159999921,-0.002618178422425954,,,,,,,False,,,,0.6196604174773525,0.7893464419779003
family_jepa_context,subject5,badnight_aftereffect,Q1_Q3,QQ,previous bad night carrying into next-day subjective/objective mismatch,1.4338284609660084,1.4312987586983061,-0.0025297022677022163,,,,,,,False,,,,0.5345326327599609,0.7594217356245341
family_jepa_context,subject5,bedtime_arousal,S1_S4,SS,late screen/message arousal changing sleep-stage composition,1.4070261280179355,1.4045423357806874,-0.002483792237248039,,,,,,,False,,,,-0.20515056977733215,0.4958227856819851
family_jepa_context,subject5,badnight_aftereffect,Q3_S2,QS,previous bad night carrying into next-day subjective/objective mismatch,1.3721355686965524,1.369693817631113,-0.0024417510654393126,,,,,,,False,,,,0.5345326327599609,0.7594217356245341
family_jepa_context,dateblock5,badnight_aftereffect,Q1_S4,QS,previous bad night carrying into next-day subjective/objective mismatch,1.3442945615477668,1.3419143934048343,-0.002380168142932515,,,,,,,False,,,,0.6278282677599913,0.7997401801816698
hybrid_context,dateblock5,routine_anchor_recovery,Q3_S2,QS,stable bedtime/home routine restoring stage and quality consistency,1.299033041897189,1.2967420767275277,-0.0022909651696612077,,,,,,,False,,,,0.34676998211256227,0.6383179390172588
