section,source_scope,view,model,split,target_kind,tail_q,policy,tail_auc,loss_vs_full,subject_win_rate,dropped_cells,dropped_q3,dropped_s4,dropped_mean_benefit,stress_promote
top_nn_loss,q3s4,latent_no_targetid_featnn1,hgb_shallow,subject5,contrast,0.1,drop_q3_top21,0.46805941311435817,-0.0003549293496446504,0.7,21,21,0,-0.015211257841913543,True
top_nn_loss,all3,latent_no_targetid_featnn1,hgb_shallow,subject5,contrast,0.1,drop_global_p05,0.5942519019442095,-0.00034770544939011216,0.7,45,23,22,-0.00695410898780109,True
top_nn_loss,q3s4,movement_featnn1,hgb_shallow,row5,contrast,0.1,drop_s4_top40,0.5947508382471962,-0.0003402320983779683,0.7,40,0,40,-0.007655222213502941,True
top_nn_loss,all3,latent_no_targetid_featnn1,hgb_shallow,subject5,contrast,0.1,drop_global_p20,0.5942519019442095,-0.0003401735285044616,0.7,180,94,86,-0.0017008676425219217,True
top_nn_loss,q3s4,latent_no_targetid_featnn1,hgb_shallow,subject5,contrast,0.1,drop_q3_top40,0.46805941311435817,-0.00033444577787289376,0.7,40,40,0,-0.007525030002138747,True
top_nn_loss,q3s4,latent_no_targetid_featnn1,hgb_shallow,subject5,contrast,0.1,drop_q3_top25,0.46805941311435817,-0.0003293302858122793,0.7,25,25,0,-0.01185589028924041,True
top_nn_loss,all3,movement_featnn1,lr_l2_c0p10,row5,contrast,0.2,drop_each_top25,0.5625853977306481,-0.0003219422371846248,0.7,50,25,25,-0.00579496026932384,True
top_nn_loss,q3s4,latent_no_targetid_featnn1,hgb_shallow,subject5,contrast,0.1,drop_q3_top10,0.46805941311435817,-0.00031725407446980824,0.6,10,10,0,-0.02855286670229133,True
top_nn_loss,q3s4,movement_featnn1,hgb_shallow,row5,contrast,0.1,drop_s4_p20,0.5947508382471962,-0.00031350871789881385,0.7,90,0,90,-0.003135087178987811,True
top_nn_loss,all3,movement_featnn1,lr_l2_c0p10,row5,contrast,0.2,drop_s4_top25,0.5625853977306481,-0.00031233121688434284,0.7,25,0,25,-0.011243923807835706,True
top_nn_loss,q3s4,movement_featnn1,hgb_shallow,row5,contrast,0.1,drop_global_top40,0.5947508382471962,-0.00030881251278525035,0.8,40,20,20,-0.0069482815376679845,True
top_nn_loss,all3,latent_no_targetid_featnn1,lr_l2_c0p10,row5,contrast,0.2,drop_q3_top40,0.5055248618784531,-0.00030573612337625455,0.8,40,40,0,-0.006879062775966144,True
top_nn_loss,all3,movement_featnn1,lr_l2_c0p10,subject5,contrast,0.2,drop_global_top40,0.4988074751683121,-0.00030090680376737566,0.7,40,13,27,-0.006770403084767854,True
top_nn_loss,all3,movement_featnn1,hgb_shallow,row5,contrast,0.1,drop_global_top75,0.5822638455312753,-0.000298511175294891,0.7,75,38,37,-0.0035821341035375998,True
top_nn_loss,q3s4,movement_featnn1,hgb_shallow,row5,contrast,0.1,drop_each_top21,0.5947508382471962,-0.00029475261673816977,0.8,42,21,21,-0.006316127501529568,True
top_nn_loss,all3,latent_no_targetid_featnn1,hgb_shallow,subject5,contrast,0.1,drop_q3_p20,0.5942519019442095,-0.0002946403506161044,0.7,90,90,0,-0.0029464035061612026,True
top_nn_loss,all3,movement_featnn1,lr_l2_c0p10,subject5,contrast,0.2,drop_s4_top21,0.4988074751683121,-0.0002941214373137768,0.7,21,0,21,-0.012605204456300121,True
top_nn_tail_auc,q3s4,movement_featnn1,hgb_shallow,row5,risk,0.1,drop_q3_top21,0.9151776791781588,0.00014809128790993498,0.7,21,21,0,0.0063467694818549565,False
top_nn_tail_auc,q3s4,movement_featnn1,hgb_shallow,row5,risk,0.1,drop_global_top50,0.9151776791781588,0.0009127482140544041,0.5,50,29,21,0.01642946785297993,False
top_nn_tail_auc,q3s4,movement_featnn1,hgb_shallow,row5,risk,0.1,drop_q3_p15,0.9151776791781588,0.0007110290778566952,0.5,68,68,0,0.009410678971633986,False
top_nn_tail_auc,q3s4,movement_featnn1,hgb_shallow,row5,risk,0.1,soft_inverse_bad_pow2,0.9151776791781588,0.0017498423601232105,0.5,0,0,0,,False
top_nn_tail_auc,q3s4,movement_featnn1,hgb_shallow,row5,risk,0.1,drop_each_top21,0.9151776791781588,0.0007602842190548298,0.6,42,21,21,0.01629180469403309,False
top_nn_tail_auc,q3s4,movement_featnn1,hgb_shallow,row5,risk,0.1,drop_global_p20,0.9151776791781588,0.0031043109220736387,0.5,180,88,92,0.01552155461036786,False
top_nn_tail_auc,q3s4,movement_featnn1,hgb_shallow,row5,risk,0.1,drop_each_top13,0.9151776791781588,0.0007981373272617498,0.6,26,13,13,0.027627830559061692,False
top_nn_tail_auc,q3s4,movement_featnn1,hgb_shallow,row5,risk,0.1,drop_global_top25,0.9151776791781588,0.0008084189134652808,0.6,25,14,11,0.029103080884752882,False
top_nn_tail_auc,q3s4,movement_featnn1,hgb_shallow,row5,risk,0.1,drop_s4_top40,0.9151776791781588,0.0008109430708858056,0.6,40,0,40,0.01824621909493142,False
top_nn_tail_auc,q3s4,movement_featnn1,hgb_shallow,row5,risk,0.1,drop_global_top13,0.9151776791781588,-9.317795585017663e-05,0.7,13,7,6,-0.006450781558855743,True
top_nn_tail_auc,q3s4,movement_featnn1,hgb_shallow,row5,risk,0.1,drop_global_top75,0.9151776791781588,0.0009046791755789041,0.5,75,43,32,0.010856150106947843,False
top_nn_tail_auc,q3s4,movement_featnn1,hgb_shallow,row5,risk,0.1,drop_each_top25,0.9151776791781588,0.0009163774975466943,0.6,50,25,25,0.016494794955842825,False
top_nn_tail_auc,q3s4,movement_featnn1,hgb_shallow,row5,risk,0.1,drop_s4_p10,0.9151776791781588,0.0006688066244106006,0.7,45,0,45,0.013376132488215581,False
top_nn_tail_auc,q3s4,movement_featnn1,hgb_shallow,row5,risk,0.1,drop_s4_top50,0.9151776791781588,0.0009379642420117573,0.6,50,0,50,0.01688335635621098,False
top_nn_tail_auc,q3s4,movement_featnn1,hgb_shallow,row5,risk,0.1,drop_global_p05,0.9151776791781588,0.0009585564364825716,0.6,45,25,20,0.019171128729653597,False
top_nn_tail_auc,q3s4,movement_featnn1,hgb_shallow,row5,risk,0.1,drop_each_top5,0.9151776791781588,2.138076571789327e-06,0.7,10,5,5,0.00019242689146671267,False
top_nn_tail_auc,q3s4,movement_featnn1,hgb_shallow,row5,risk,0.1,drop_global_top10,0.9151776791781588,2.138076571789327e-06,0.7,10,5,5,0.00019242689146671267,False
top_nn_tail_auc,q3s4,movement_featnn1,hgb_shallow,row5,risk,0.1,soft_inverse_bad,0.9151776791781588,0.0010335724016403702,0.5,0,0,0,,False
top_nn_tail_auc,q3s4,movement_featnn1,hgb_shallow,row5,risk,0.1,drop_s4_p15,0.9151776791781588,0.001069132476043566,0.6,68,0,68,0.0141502827711667,False
top_nn_tail_auc,q3s4,movement_featnn1,hgb_shallow,row5,risk,0.1,drop_q3_p20,0.9151776791781588,0.0011978498718741015,0.7,90,90,0,0.011978498718740986,False
top_nn_tail_auc,q3s4,movement_featnn1,hgb_shallow,row5,risk,0.1,drop_global_p10,0.9151776791781588,0.0012277517414006622,0.6,90,46,44,0.012277517414006674,False
top_nn_tail_auc,q3s4,movement_featnn1,hgb_shallow,row5,risk,0.1,drop_global_top100,0.9151776791781588,0.0012635961543912,0.5,100,48,52,0.011372365389521286,False
top_nn_tail_auc,q3s4,movement_featnn1,hgb_shallow,row5,risk,0.1,drop_q3_top50,0.9151776791781588,0.0007027705880036095,0.5,50,50,0,0.012649870584063874,False
top_nn_tail_auc,q3s4,movement_featnn1,hgb_shallow,row5,risk,0.1,drop_s4_p20,0.9151776791781588,0.0018637801478368354,0.5,90,0,90,0.018637801478368687,False
top_nn_tail_auc,q3s4,movement_featnn1,hgb_shallow,row5,risk,0.1,drop_s4_p05,0.9151776791781588,0.0005308132450321246,0.6,22,0,22,0.021715087296766532,False
top_nn_tail_auc,q3s4,movement_featnn1,hgb_shallow,row5,risk,0.1,drop_s4_top21,0.9151776791781588,0.0006121929311448948,0.6,21,0,21,0.026236839906211225,False
top_nn_tail_auc,q3s4,movement_featnn1,hgb_shallow,row5,risk,0.1,drop_q3_top10,0.9151776791781588,0.00036790386551333043,0.7,10,10,0,0.03311134789620945,False
top_nn_tail_auc,q3s4,movement_featnn1,hgb_shallow,row5,risk,0.1,drop_global_top21,0.9151776791781588,0.0006437951376205842,0.6,21,12,9,0.027591220183738698,False
top_nn_tail_auc,q3s4,movement_featnn1,hgb_shallow,row5,risk,0.1,drop_each_top10,0.9151776791781588,0.0005481834646900996,0.6,20,10,10,0.024668255911054093,False
top_nn_tail_auc,q3s4,movement_featnn1,hgb_shallow,row5,risk,0.1,drop_global_p15,0.9151776791781588,0.0019744967449479844,0.6,135,63,72,0.01316331163298645,False
top_base_loss,q3s4,movement,hgb_shallow,row5,risk,0.2,drop_q3_top25,0.8664799253034547,-0.0005942414570937,0.7,25,25,0,-0.0213926924553754,True
top_base_loss,all3,latent_no_targetid,hgb_shallow,subject5,contrast,0.1,drop_q3_p20,0.5915952179688443,-0.0005624995346531,0.7,90,90,0,-0.0056249953465313,True
top_base_loss,q3s4,movement,hgb_shallow,row5,risk,0.2,drop_q3_top21,0.8664799253034547,-0.0005276737212458,0.7,21,21,0,-0.0226145880533974,True
top_base_loss,all3,latent_no_targetid,hgb_shallow,subject5,contrast,0.1,drop_global_top40,0.5915952179688443,-0.0005048528286816,0.7,40,18,22,-0.0113591886453354,True
top_base_loss,q3s4,movement,hgb_shallow,row5,risk,0.2,drop_q3_p05,0.8664799253034547,-0.000504768081887,0.7,22,22,0,-0.0206496033499269,True
top_base_loss,all3,latent_no_targetid,hgb_shallow,subject5,contrast,0.1,drop_global_top50,0.5915952179688443,-0.0004857782304964,0.8,50,25,25,-0.008744008148934,True
top_base_loss,all3,latent_no_targetid,hgb_shallow,subject5,contrast,0.1,drop_each_top25,0.5915952179688443,-0.0004857782304964,0.8,50,25,25,-0.008744008148934,True
top_base_loss,all3,latent_no_targetid,hgb_shallow,subject5,contrast,0.2,drop_q3_top25,0.528801738972919,-0.0004256008590025,0.7,25,25,0,-0.0153216309240895,True
top_base_loss,all3,latent_no_targetid,hgb_shallow,subject5,contrast,0.1,drop_global_p20,0.5915952179688443,-0.0004154753453751,0.8,180,89,91,-0.0020773767268755,True
top_base_loss,all3,movement,hgb_shallow,row5,contrast,0.1,drop_s4_p20,0.5885073418892358,-0.000401680553703,0.7,90,0,90,-0.00401680553703,True
top_base_loss,all3,movement,hgb_shallow,row5,contrast,0.1,drop_global_p15,0.5885073418892358,-0.000393878815595,0.8,135,54,81,-0.0026258587706337,True
top_base_loss,all3,latent_no_targetid,hgb_shallow,subject5,contrast,0.2,drop_q3_p05,0.528801738972919,-0.0003917173225156,0.7,22,22,0,-0.0160247995574581,True
top_base_loss,all3,latent_no_targetid,hgb_shallow,subject5,contrast,0.2,drop_each_top21,0.528801738972919,-0.0003828244664354,0.7,42,21,21,-0.0082033814236147,True
top_base_loss,all3,latent_no_targetid,hgb_shallow,subject5,contrast,0.2,drop_q3_top21,0.528801738972919,-0.0003730525500883,0.7,21,21,0,-0.0159879664323588,True
top_base_loss,all3,movement,hgb_shallow,row5,contrast,0.1,drop_global_top100,0.5885073418892358,-0.0003563569366477,0.7,100,41,59,-0.0032072124298299,True
top_base_loss,all3,latent_no_targetid,hgb_shallow,subject5,contrast,0.1,drop_global_p05,0.5915952179688443,-0.0003551409183604,0.7,45,22,23,-0.007102818367209,True
top_base_loss,all3,latent_no_targetid,hgb_shallow,subject5,risk,0.1,drop_each_top25,0.901873157744604,-0.0003504864082468,0.7,50,25,25,-0.0063087553484433,True
top_base_loss,all3,movement,lr_l2_c0p10,row5,contrast,0.1,drop_global_p10,0.5111573592322812,-0.0003380937196461,0.7,90,33,57,-0.0033809371964608,True
top_base_loss,all3,latent_no_targetid,hgb_shallow,subject5,contrast,0.1,drop_s4_top25,0.5915952179688443,-0.0003354300793961,0.7,25,0,25,-0.0120754828582627,True
top_base_loss,q3s4,movement,hgb_shallow,row5,risk,0.2,drop_q3_top13,0.8664799253034547,-0.0003338543712848,0.7,13,13,0,-0.0231129949351019,True
top_base_loss,q3s4,latent_no_targetid,hgb_shallow,row5,contrast,0.1,drop_s4_top50,0.4520175742860446,-0.0003323426176066,0.6,50,0,50,-0.005982167116918,True
top_base_loss,all3,latent_no_targetid,hgb_shallow,row5,risk,0.1,drop_q3_top13,0.885504523590625,-0.0003207256454627,0.8,13,13,0,-0.0222040831474221,True
top_base_loss,all3,latent_no_targetid,hgb_shallow,subject5,contrast,0.1,drop_s4_top21,0.5915952179688443,-0.0003182857780552,0.7,21,0,21,-0.0136408190595108,True
top_base_loss,all3,latent_no_targetid,hgb_shallow,subject5,contrast,0.1,drop_s4_p05,0.5915952179688443,-0.0003182857780552,0.7,22,0,22,-0.013020781829533,True
top_base_loss,q3s4,movement,hgb_shallow,row5,contrast,0.1,drop_s4_p15,0.5893744941611746,-0.0003099200257545,0.7,68,0,68,-0.0041018826938101,True
top_base_loss,all3,movement,lr_l2_c0p10,row5,contrast,0.1,drop_global_top75,0.5111573592322812,-0.0003036006747583,0.7,75,27,48,-0.003643208097099,True
top_base_loss,all3,movement,hgb_shallow,row5,risk,0.2,drop_q3_p05,0.8697893135748922,-0.0003032462581696,0.8,22,22,0,-0.012405528743302,True
top_base_loss,q3s4,latent_no_targetid,hgb_shallow,subject5,contrast,0.1,drop_q3_top13,0.499396208187417,-0.0002987901539637,0.6,13,13,0,-0.0206854721974834,True
top_base_loss,all3,movement,hgb_shallow,row5,contrast,0.1,drop_global_p10,0.5885073418892358,-0.0002978311196779,0.7,90,38,52,-0.00297831119678,True
top_base_loss,all3,latent_no_targetid,hgb_shallow,subject5,risk,0.1,drop_global_p05,0.901873157744604,-0.0002892474609984,0.7,45,23,22,-0.0057849492199677,True
top_base_tail_auc,q3s4,movement,hgb_shallow,row5,risk,0.1,drop_s4_p20,0.9189817590704988,0.0020857246799717,0.5,90,0,90,0.0208572467997173,False
top_base_tail_auc,q3s4,movement,hgb_shallow,row5,risk,0.1,drop_global_top50,0.9189817590704988,0.0003164651879893,0.6,50,26,24,0.0056963733838074,False
top_base_tail_auc,q3s4,movement,hgb_shallow,row5,risk,0.1,drop_q3_top25,0.9189817590704988,0.0001035429134059,0.5,25,25,0,0.003727544882615,False
top_base_tail_auc,q3s4,movement,hgb_shallow,row5,risk,0.1,drop_q3_top21,0.9189817590704988,0.0002245435331332,0.5,21,21,0,0.0096232942771434,False
top_base_tail_auc,q3s4,movement,hgb_shallow,row5,risk,0.1,soft_inverse_bad_pow2,0.9189817590704988,0.0019793572014293,0.6,0,0,0,,False
top_base_tail_auc,q3s4,movement,hgb_shallow,row5,risk,0.1,drop_global_p15,0.9189817590704988,0.0030734072143054,0.7,135,65,70,0.0204893814287042,False
top_base_tail_auc,q3s4,movement,hgb_shallow,row5,risk,0.1,drop_each_top5,0.9189817590704988,0.000695296108225,0.6,10,5,5,0.0625766497402588,False
top_base_tail_auc,q3s4,movement,hgb_shallow,row5,risk,0.1,drop_global_top13,0.9189817590704988,0.0008447684838279,0.6,13,7,6,0.0584839719573276,False
top_base_tail_auc,q3s4,movement,hgb_shallow,row5,risk,0.1,drop_global_p05,0.9189817590704988,0.0001617173695361,0.5,45,24,21,0.003234347390724,False
top_base_tail_auc,q3s4,movement,hgb_shallow,row5,risk,0.1,drop_each_top13,0.9189817590704988,0.000712401134595,0.6,26,13,13,0.0246600392744422,False
top_base_tail_auc,q3s4,movement,hgb_shallow,row5,risk,0.1,drop_q3_top10,0.9189817590704988,0.0005007812883405,0.6,10,10,0,0.0450703159506591,False
top_base_tail_auc,q3s4,movement,hgb_shallow,row5,risk,0.1,drop_each_top10,0.9189817590704988,0.0010779822928909,0.6,20,10,10,0.0485092031800944,False
top_base_tail_auc,q3s4,movement,hgb_shallow,row5,risk,0.1,drop_global_top100,0.9189817590704988,0.0023301424190905,0.5,100,50,50,0.0209712817718164,False
top_base_tail_auc,q3s4,movement,hgb_shallow,row5,risk,0.1,drop_global_top21,0.9189817590704988,0.0007375301184137,0.6,21,13,8,0.0316084336463001,False
top_base_tail_auc,q3s4,movement,hgb_shallow,row5,risk,0.1,drop_q3_top40,0.9189817590704988,0.0006648125219903,0.6,40,40,0,0.0149582817447824,False
top_base_tail_auc,q3s4,movement,hgb_shallow,row5,risk,0.1,soft_inverse_bad,0.9189817590704988,0.0012123835002779,0.5,0,0,0,,False
top_base_tail_auc,q3s4,movement,hgb_shallow,row5,risk,0.1,drop_global_top40,0.9189817590704988,0.0002417494729968,0.5,40,19,21,0.0054393631424302,False
top_base_tail_auc,q3s4,movement,hgb_shallow,row5,risk,0.1,drop_s4_top50,0.9189817590704988,0.0011940061942118,0.6,50,0,50,0.0214921114958167,False
top_base_tail_auc,q3s4,movement,hgb_shallow,row5,risk,0.1,drop_q3_top50,0.9189817590704988,0.0011361362248787,0.6,50,50,0,0.0204504520478161,False
top_base_tail_auc,q3s4,movement,hgb_shallow,row5,risk,0.1,drop_s4_top40,0.9189817590704988,0.000195051680388,0.7,40,0,40,0.0043886628087307,False
top_base_tail_auc,q3s4,movement,hgb_shallow,row5,risk,0.1,drop_s4_top25,0.9189817590704988,0.000194610712062,0.8,25,0,25,0.0070059856342378,False
top_base_tail_auc,q3s4,movement,hgb_shallow,row5,risk,0.1,drop_s4_p05,0.9189817590704988,6.908118378023964e-05,0.8,22,0,22,0.0028260484273748,False
top_base_tail_auc,q3s4,movement,hgb_shallow,row5,risk,0.1,drop_s4_p10,0.9189817590704988,0.000814705889342,0.6,45,0,45,0.0162941177868445,False
top_base_tail_auc,q3s4,movement,hgb_shallow,row5,risk,0.1,drop_q3_p10,0.9189817590704988,0.0008276737474433,0.6,45,45,0,0.0165534749488666,False
top_base_tail_auc,q3s4,movement,hgb_shallow,row5,risk,0.1,drop_s4_top21,0.9189817590704988,8.3860894817267e-07,0.8,21,0,21,3.594038349850165e-05,False
top_base_tail_auc,q3s4,movement,hgb_shallow,row5,risk,0.1,drop_global_top75,0.9189817590704988,0.0008064345000389,0.8,75,41,34,0.0096772140004673,False
top_base_tail_auc,q3s4,movement,hgb_shallow,row5,risk,0.1,drop_global_p20,0.9189817590704988,0.0036690988356202,0.5,180,85,95,0.0183454941781019,False
top_base_tail_auc,q3s4,movement,hgb_shallow,row5,risk,0.1,drop_q3_top13,0.9189817590704988,0.0001935520017274,0.6,13,13,0,0.0133997539657524,False
top_base_tail_auc,q3s4,movement,hgb_shallow,row5,risk,0.1,drop_q3_p05,0.9189817590704988,0.0002964545486474,0.5,22,22,0,0.0121276860810331,False
top_base_tail_auc,q3s4,movement,hgb_shallow,row5,risk,0.1,drop_q3_p20,0.9189817590704988,0.0017551423306856,0.5,90,90,0,0.0175514233068564,False
