policy,rollback_cells,expected_delta_focus_mean,moved_cells,moved_rows,cells_to_flip_expected,top1_over_abs_expected,cells_for_2e6_guard,cells_for_e95_edge,support_prob_swing_weighted_focus,bad_span_energy,bad_span_residual,max_bad_axis,max_bad_cos,mean_abs_logit_move_vs_e95,max_abs_logit_move_vs_e95,q2s3_share_vs_e95,cos_e154_axis,cos_e101_axis,cos_mixmin_axis,mean_delta_focus_mean,std_delta_focus_mean,p05_delta_norm_focus_mean,p95_delta_norm_focus_mean,win_rate_norm_focus_mean,e95_edge_or_better_norm_focus_mean,worse_than_e101_norm_focus_mean,worse_than_mixmin_norm_focus_mean,mean_delta_visible_mean,std_delta_visible_mean,p05_delta_norm_visible_mean,p95_delta_norm_visible_mean,win_rate_norm_visible_mean,e95_edge_or_better_norm_visible_mean,worse_than_e101_norm_visible_mean,worse_than_mixmin_norm_visible_mean,mean_delta_subject,std_delta_subject,p05_delta_norm_subject,p95_delta_norm_subject,win_rate_norm_subject,e95_edge_or_better_norm_subject,worse_than_e101_norm_subject,worse_than_mixmin_norm_subject,mean_delta_flank_mean,std_delta_flank_mean,p05_delta_norm_flank_mean,p95_delta_norm_flank_mean,win_rate_norm_flank_mean,e95_edge_or_better_norm_flank_mean,worse_than_e101_norm_flank_mean,worse_than_mixmin_norm_flank_mean,mean_delta_nearest_hard085,std_delta_nearest_hard085,p05_delta_norm_nearest_hard085,p95_delta_norm_nearest_hard085,win_rate_norm_nearest_hard085,e95_edge_or_better_norm_nearest_hard085,worse_than_e101_norm_nearest_hard085,worse_than_mixmin_norm_nearest_hard085,cos_bad_a2c8,cos_bad_raw05,cos_bad_stage2,cos_bad_ordinal,cos_bad_final9,cos_bad_e72,cos_bad_q2_bad,cos_bad_lejepa_bad,cos_bad_resid_bad,mean_keep_selected,n_keep_changed_from_e172,cos_e172_axis,delta_focus_vs_e172,delta_focus_vs_e174,delta_p95_delta_norm_visible_mean_vs_e174,delta_worse_than_e101_norm_visible_mean_vs_e174,delta_bad_span_energy_vs_e174,delta_max_bad_cos_vs_e174,delta_q2s3_share_vs_e95_vs_e174,delta_mean_abs_logit_move_vs_e95_vs_e174,broad_retained,visible_tail_guard,geometry_guard,material_vs_e172,near_e174_edge,risk_reduced_vs_e174,e176_gate,dominance_score
ablate_e72_active_to0p5,341,-0.00012347897451774113,904,193,33,0.047230370830650986,1,4,0.4622078147093094,0.26362335874464765,0.9646256915115782,q2_bad,0.16362740112182295,0.0008244487300047952,0.010205926073456162,0.3404307614711993,0.08811716942410276,-0.028143195945217088,-0.010851223662870139,-7.799050113502008e-05,1.7916649609308212e-05,-0.00010746076722770937,-4.852023504233079e-05,0.9999932844887471,0.9997659802214763,5.949595083265535e-07,9.569377412699254e-08,-5.078009710316831e-05,1.6913378950748872e-05,-7.860012981431228e-05,-2.2960064392024346e-05,0.9986605358067899,0.9820085539962098,0.00020263650385166088,4.6607848347091085e-05,-3.053378210863952e-05,1.65771086641842e-05,-5.780069941929157e-05,-3.266864797987465e-06,0.967256900718994,0.8207741888624212,0.008492655138810923,0.0028415237159232776,-3.0372294079279473e-05,1.590131685857598e-05,-5.652763278741276e-05,-4.216955371146182e-06,0.9719365465439191,0.8282294276849324,0.006600201768453773,0.002033573340157635,-7.439765356541283e-05,1.4171265761575709e-05,-9.770731145183385e-05,-5.108799567899182e-05,0.9999999239069262,0.9999847359122002,1.9599654121904564e-09,1.2234302460001345e-10,0.07179581096241784,0.05094601019968116,0.08501527494624006,-0.07241038268644398,0.057270344130557385,0.06061796706860118,0.16362740112182295,0.021016066323590054,0.1293583114522818,0.3798780487804878,75,0.9613952359388275,-1.078375274186066e-05,8.880796956249864e-07,-2.505693978494974e-07,-1.737589180683674e-05,-0.0003727033461414786,0.00039882711550712213,0.0008341000521370212,-4.501448858090632e-06,True,True,False,True,True,False,False,-0.00012221082238397414
ablate_s1_to0p65,342,-0.00012368161905771592,904,193,33,0.04715298684390555,1,4,0.46304128898772995,0.26414758959299955,0.9644822709164792,q2_bad,0.16375309758696002,0.0008234345785678813,0.010205926073456162,0.34187137697589887,0.08841332154446606,-0.026367792160239815,-0.005182390911741505,-7.799661609503884e-05,1.7872913348108595e-05,-0.00010739494243986464,-4.859828975021304e-05,0.9999936134501903,0.9997736725142976,5.592996736858424e-07,8.917259974872138e-08,-5.0766900840460754e-05,1.687498943669022e-05,-7.852378842016845e-05,-2.3010013260753062e-05,0.9986869106790669,0.9821843229993071,0.00019713509560148612,4.506887462341069e-05,-3.0516523446041852e-05,1.6532606213001378e-05,-5.771024073845761e-05,-3.3228061536260924e-06,0.9675421812190621,0.8211476413003909,0.00836913389603966,0.002786252833335112,-3.034461439952715e-05,1.586702556525993e-05,-5.6443548949476684e-05,-4.245679849577622e-06,0.9720896247164006,0.8283064900996439,0.006533684523281846,0.0020050210770975463,-7.423061256809203e-05,1.412379723160526e-05,-9.746219167082511e-05,-5.099903346535896e-05,0.9999999262736131,0.999984881662374,1.867769716668022e-09,1.1507084174411375e-10,0.07025485154183217,0.04968046180229139,0.08453337410309737,-0.07250943779479592,0.056714713928661994,0.0659565694908776,0.16375309758696002,0.020081410528053952,0.12744430209007226,0.38121951219512196,75,0.9636759523276043,-1.0986397281835447e-05,6.854351556501994e-07,-3.005182665782134e-07,-2.2877300057011496e-05,0.00015152750221042455,0.0005245235806441984,0.002274715556836615,-5.515600295004559e-06,True,True,False,True,True,False,False,-0.00012220441264213007
ablate_after_to0p65,352,-0.00012335644734649075,904,193,33,0.047277283690574164,1,4,0.46256951856986567,0.2659815363667859,0.9639781233575608,q2_bad,0.16406846085521024,0.0008220875597146467,0.010205926073456162,0.33683256271047946,0.08866387709691445,-0.02638276143725757,-0.011796777295477909,-7.795841556043482e-05,1.7853543981206312e-05,-0.00010732488213185964,-4.859194898900999e-05,0.9999936888171751,0.9997750850100937,5.504709648107564e-07,8.749106661376516e-08,-5.086037219720719e-05,1.6859749797273612e-05,-7.859219280074704e-05,-2.312855159366734e-05,0.9987221783519683,0.9825083985185026,0.00019069512741454187,4.3401701279699445e-05,-3.0793982788108356e-05,1.652500130872743e-05,-5.79751911261465e-05,-3.612774450070217e-06,0.9688025047344833,0.8256107064132627,0.007969740761373578,0.0026354369835797087,-3.0536839674786455e-05,1.5856746652497766e-05,-5.6618866917798025e-05,-4.454812431774889e-06,0.9729349972302228,0.8315305156109833,0.0062861617959376614,0.0019179012356375091,-7.419008136886699e-05,1.4115783550633838e-05,-9.740847913938899e-05,-5.097168359834499e-05,0.9999999263186261,0.9999848482448301,1.8623972364295582e-09,1.1452849779658436e-10,0.07089325300446886,0.05009969173170888,0.08484565327465352,-0.07302527645765974,0.05602505227503254,0.05996331967722508,0.16406846085521024,0.018265622086757794,0.13098764778779476,0.37268292682926835,75,0.9640394372017952,-1.0661225570610271e-05,1.010606866875375e-06,-4.190565994924918e-07,-2.9317268243955752e-05,0.001985474275996768,0.0008398868488944111,-0.002764098708582796,-6.8626191482391375e-06,True,True,True,True,True,False,False,-0.00012216819135324317
ablate_top_swing5_to0p65,340,-0.00012334693326165798,904,193,33,0.047280930316199954,1,4,0.46272567214082616,0.26453986653609174,0.9643747502983822,q2_bad,0.16306818985505886,0.0008229495029576613,0.010205926073456162,0.3392968832920015,0.08870477657618732,-0.026454713741357175,-0.006191504237480068,-7.790756030041773e-05,1.7811883264257286e-05,-0.00010720550109046756,-4.86096195103679e-05,0.9999938979425167,0.999779568767573,5.271517822258431e-07,8.317083532993763e-08,-5.0731089966536336e-05,1.6819959378856437e-05,-7.839746115602479e-05,-2.3064718777047892e-05,0.9987198590373741,0.982391510767654,0.0001901752684225766,4.311440795801147e-05,-3.0507142232729722e-05,1.6476996458572498e-05,-5.760938961887926e-05,-3.4048948465801866e-06,0.9679510997462614,0.8218093286273982,0.008199505889073588,0.0027119609496529806,-3.034873721612527e-05,1.581792369726971e-05,-5.636690638042099e-05,-4.3305680518295476e-06,0.9724843890100676,0.8291206472172918,0.00638907824169177,0.0019473722852723085,-7.430751219359872e-05,1.4077391029717946e-05,-9.74627598868444e-05,-5.1152264500353044e-05,0.9999999348772588,0.9999861069470218,1.605848787278319e-09,9.694156588579972e-11,0.06944135474390906,0.04891208328578717,0.08307125062421823,-0.07373613458787481,0.056875917072773195,0.06525318444716736,0.16306818985505886,0.018621131193288384,0.12880974442170018,0.3829268292682927,75,0.9657880367583571,-1.065171148577751e-05,1.0201209517081357e-06,-3.552237828730433e-07,-2.9837127235921024e-05,0.0005438044453026092,-0.0001603841512569648,-0.0002997781270607236,-6.000675905224514e-06,True,True,True,True,True,False,False,-0.00012215643929334278
ablate_q2s3_to0p75,381,-0.00012230694059177933,904,193,33,0.04768296654338358,1,4,0.46346116478992677,0.26233773341668526,0.9649761207541854,q2_bad,0.15724250840140566,0.0008139217279069835,0.010205926073456162,0.3274028117592187,0.08548700480723177,-0.027527278334063397,-0.01048549819959634,-7.780150327505147e-05,1.7726713953292702e-05,-0.00010695935301505624,-4.8643653535046706e-05,0.9999943048042195,0.999788445051308,4.823848659407659e-07,7.496361398295903e-08,-5.1061331195400143e-05,1.6741734002704162e-05,-7.859903309120488e-05,-2.3523629299595413e-05,0.9988555752575985,0.9836366348554314,0.0001655396654896002,3.678025214814973e-05,-3.0658974206476134e-05,1.6399996790726857e-05,-5.7634568409695706e-05,-3.6833800032565584e-06,0.9692198839793004,0.8253300820954336,0.007750912863017434,0.0025312522112040936,-3.100620213566163e-05,1.574617387245141e-05,-5.690635334037184e-05,-5.10605093095142e-06,0.975530694500118,0.8405648229438921,0.005495379336449169,0.0016332910464366135,-7.511719695536382e-05,1.4008614467376295e-05,-9.815931727059259e-05,-5.207507664013505e-05,0.999999958896103,0.99999019412216,9.434208969594238e-10,5.4051096931573284e-11,0.06739830760738011,0.04638084847226022,0.08191220670338586,-0.07337669455979312,0.059008320673901465,0.06199580884488635,0.15724250840140566,0.01702600326644625,0.12517271021233148,0.3591463414634146,75,0.9692444839697346,-9.611718815898853e-06,2.0601136215867932e-06,-8.141343054205643e-07,-5.447273016889742e-05,-0.0016583286741038705,-0.005986065604910162,-0.012193849659843548,-1.5028450955902333e-05,True,True,True,True,False,True,False,-0.0001220731672501108
ablate_safe_low_le0p20_to0p75,381,-0.00012230694059177933,904,193,33,0.04768296654338358,1,4,0.46346116478992677,0.26233773341668526,0.9649761207541854,q2_bad,0.15724250840140566,0.0008139217279069835,0.010205926073456162,0.3274028117592187,0.08548700480723177,-0.027527278334063397,-0.01048549819959634,-7.780150327505147e-05,1.7726713953292702e-05,-0.00010695935301505624,-4.8643653535046706e-05,0.9999943048042195,0.999788445051308,4.823848659407659e-07,7.496361398295903e-08,-5.1061331195400143e-05,1.6741734002704162e-05,-7.859903309120488e-05,-2.3523629299595413e-05,0.9988555752575985,0.9836366348554314,0.0001655396654896002,3.678025214814973e-05,-3.0658974206476134e-05,1.6399996790726857e-05,-5.7634568409695706e-05,-3.6833800032565584e-06,0.9692198839793004,0.8253300820954336,0.007750912863017434,0.0025312522112040936,-3.100620213566163e-05,1.574617387245141e-05,-5.690635334037184e-05,-5.10605093095142e-06,0.975530694500118,0.8405648229438921,0.005495379336449169,0.0016332910464366135,-7.511719695536382e-05,1.4008614467376295e-05,-9.815931727059259e-05,-5.207507664013505e-05,0.999999958896103,0.99999019412216,9.434208969594238e-10,5.4051096931573284e-11,0.06739830760738011,0.04638084847226022,0.08191220670338586,-0.07337669455979312,0.059008320673901465,0.06199580884488635,0.15724250840140566,0.01702600326644625,0.12517271021233148,0.3591463414634146,75,0.9692444839697346,-9.611718815898853e-06,2.0601136215867932e-06,-8.141343054205643e-07,-5.447273016889742e-05,-0.0016583286741038705,-0.005986065604910162,-0.012193849659843548,-1.5028450955902333e-05,True,True,True,True,False,True,False,-0.0001220731672501108
only_q2s3s2s1_reopened,346,-0.00012303423705535186,904,193,33,0.04740109660401014,1,4,0.4619906347443023,0.2609866577220457,0.965342407900469,q2_bad,0.16198459159823692,0.0008213816669476236,0.010205926073456162,0.34272582960208836,0.09213190742821938,-0.02627678077501495,-0.009757484387462951,-7.792716772245709e-05,1.7907718775155426e-05,-0.00010738274390019846,-4.847159154471571e-05,0.9999932425116718,0.9997644027614682,5.983154479638486e-07,9.617936480577072e-08,-5.088252143570827e-05,1.6902321744146467e-05,-7.868436666046833e-05,-2.308067621094822e-05,0.9986954228474724,0.9823348546887647,0.00019630694611971755,4.497396523894803e-05,-3.044269467609512e-05,1.6566393377947794e-05,-5.76919869093174e-05,-3.193402442872841e-06,0.9669406071734246,0.8194878794356837,0.008584437036142978,0.0028740089090362186,-3.059903672064662e-05,1.5888703147878723e-05,-5.673362772099021e-05,-4.464445720303029e-06,0.9729375734105747,0.8320290059381747,0.006305767009918473,0.0019295342016167893,-7.508886479936382e-05,1.4172715946636946e-05,-9.840090802794256e-05,-5.177682157078507e-05,0.9999999415020648,0.9999876669914166,1.4629248923370142e-09,8.946088314587541e-11,0.06931270996901286,0.048434932121682074,0.08206432103072644,-0.06950397015334295,0.05948632595254427,0.061268069937594684,0.16198459159823692,0.019751405198671357,0.1289875206715231,0.3670731707317073,64,0.9610367095864234,-1.0339015279471384e-05,1.3328171580142623e-06,-3.71181216773372e-07,-2.3705449538780066e-05,-0.003009404368743418,-0.0012439824080789086,0.0031291681830261098,-7.568511915262248e-06,True,True,False,True,True,False,False,-0.00012196452916311475
ablate_not_top_swing40_to0p5,370,-0.00012267498217702707,904,193,33,0.04753991117639264,1,4,0.4622132405319428,0.26408399782167513,0.9644996848597315,q2_bad,0.16223109419536236,0.0008199021643050977,0.010205926073456162,0.3369099353691061,0.08850806383548299,-0.026261175958119557,-0.009425035414468794,-7.7895294115405e-05,1.792466963985791e-05,-0.00010737875198443223,-4.8411836246377776e-05,0.9999930584906284,0.999759872363005,6.178551569258062e-07,9.971271730524478e-08,-5.090708703693912e-05,1.6919195055423936e-05,-7.873668638895259e-05,-2.3077487684925642e-05,0.9986887477985242,0.9823066531581348,0.00019786435780089207,4.5433663111715816e-05,-3.053870997060709e-05,1.6584076810060434e-05,-5.7817088861276795e-05,-3.260331079937384e-06,0.9672220103666243,0.8207509741863599,0.008508973822834998,0.0028490676048078534,-3.066593172808968e-05,1.5905067438065648e-05,-5.682743959049972e-05,-4.504423865679639e-06,0.9730761971558606,0.8328352982334156,0.006276698695854899,0.0019219807123059818,-7.499755958259795e-05,1.4181137604433612e-05,-9.83234552055485e-05,-5.167166395964741e-05,0.9999999383528315,0.9999871686315102,1.5544538989331613e-09,9.563239089516173e-11,0.07252455766714612,0.0517658413317788,0.08572008146475857,-0.07313273756724648,0.05811812424671337,0.06195626582368457,0.16223109419536236,0.01857853038770048,0.12997834709198788,0.3445121951219512,75,0.9609746225828583,-9.979760401146597e-06,1.6920720363390487e-06,-3.6799269075079314e-07,-2.214803785760555e-05,8.793573088600182e-05,-0.0009974798109534666,-0.0026867260499561785,-9.048014557788133e-06,True,True,True,True,True,False,False,-0.00012185247943841272
ablate_s1_to0p5,342,-0.00012338743134394822,904,193,33,0.04726541182306132,1,4,0.46344643326585855,0.2640064804234672,0.9645209060950485,q2_bad,0.1638194798621129,0.0008210707498700218,0.010205926073456162,0.342855610517284,0.08861611899183086,-0.026428273101904844,-0.003214509078461552,-7.794146308707657e-05,1.7838534386063213e-05,-0.0001072832410714912,-4.859968510266194e-05,0.9999937670159675,0.9997767722131836,5.417591616430073e-07,8.587681832317173e-08,-5.082373218243709e-05,1.6844560621891084e-05,-7.853056881575858e-05,-2.311689554911559e-05,0.9987244737754406,0.9824965651508228,0.00018995111485720084,4.315646097741155e-05,-3.053211598341484e-05,1.6499182226324517e-05,-5.767085571011799e-05,-3.393376256711693e-06,0.9678808959985499,0.8218806263564092,0.008237964376665241,0.002730608102586629,-3.0485434003957457e-05,1.5840099656754915e-05,-5.654007937564355e-05,-4.430788632271364e-06,0.9728586233013635,0.8309673239998189,0.006297200652555013,0.0019191628263091065,-7.434374872059994e-05,1.4091475007858e-05,-9.75221624963712e-05,-5.1165334944828684e-05,0.9999999339094985,0.99998600757829,1.638844948637086e-09,9.936562683776629e-11,0.06933196319736676,0.04877542507656475,0.08416775030128833,-0.07206586159426488,0.05734414018707854,0.06794549725304697,0.1638194798621129,0.01987729821090168,0.12583468603783507,0.37865853658536586,75,0.9648229384895769,-1.0692209568067746e-05,9.796228694179004e-07,-4.0740055494074254e-07,-3.0061280801296775e-05,1.0418332678063802e-05,0.0005909058557970748,0.003258949098221775,-7.879428992864043e-06,True,True,False,True,True,False,False,-0.0001218192742636618
ablate_not_top_focus25_to0p65,385,-0.00012197453285019243,904,193,33,0.04781291323676684,1,4,0.46263590326027515,0.2619433324156368,0.9650832557883234,q2_bad,0.15541748035611677,0.0008109366721367943,0.010205926073456162,0.33272262415464693,0.0881498241951137,-0.02660093654541006,-0.006852439486399615,-7.793330984030502e-05,1.7691534919976658e-05,-0.00010703329521976726,-4.8833324460842794e-05,0.9999947136995386,0.9997997039536413,4.4191662318393554e-07,6.801007734758002e-08,-5.1265090171432087e-05,1.6694364530288987e-05,-7.872487621872793e-05,-2.3805304124136238e-05,0.9989325771211691,0.9843675294534783,0.00015187857117981984,3.332756591489794e-05,-3.0492024216552224e-05,1.6342545022545484e-05,-5.737311867050389e-05,-3.6109297626005563e-06,0.9689657679364503,0.823541184670281,0.007787371360151507,0.0025340924219703354,-3.1263925419777364e-05,1.568731532226921e-05,-5.7067262924743285e-05,-5.460587914811447e-06,0.9768661560415864,0.8454115453006269,0.005100174158254145,0.0014941671770644094,-7.623976065448329e-05,1.4000008957601777e-05,-9.926772616574767e-05,-5.32117951432189e-05,0.9999999741980649,0.999993257182203,5.605607089620435e-10,3.090072642208952e-11,0.06840261849607135,0.04731424761027295,0.08237039916433866,-0.07466402468971618,0.060898537830162865,0.06519089433510206,0.15541748035611677,0.018324323599111857,0.1242835548176309,0.3445121951219512,75,0.9693489017683592,-9.279311074311957e-06,2.3925213631736892e-06,-1.0958091299613885e-06,-6.813382447867777e-05,-0.002052729675152354,-0.0078110936501990524,-0.0068740372644153225,-1.8013506726091526e-05,True,True,True,True,False,True,False,-0.00012178019960862876
ablate_s2_to0p75,346,-0.00012347440838530126,904,193,33,0.047232117428437664,1,4,0.46226309115285735,0.2660466371326122,0.9639601583418416,q2_bad,0.1641084174047396,0.0008236222919310018,0.010205926073456162,0.34179346040351427,0.08718153143833583,-0.026394014806690864,-0.00815494518075826,-7.79878120660936e-05,1.7839007554223062e-05,-0.00010733036834287212,-4.8645255789315096e-05,0.9999938374764508,0.9997788665494296,5.35023255587852e-07,8.474210511089098e-08,-5.077075913425132e-05,1.6838272763324917e-05,-7.846725316060449e-05,-2.307426510789814e-05,0.9987159505113208,0.982394358655921,0.00019126902148491887,4.345869940169944e-05,-3.045516705850347e-05,1.6494330503884313e-05,-5.758592641195389e-05,-3.324407705053055e-06,0.96758308127371,0.8207329634146752,0.008327449306845147,0.002763122637988058,-3.0357969435369583e-05,1.5828274794174565e-05,-5.6393164638952184e-05,-4.322774231786982e-06,0.9724418442318746,0.8291108860457652,0.0064078879434409375,0.001955459967489137,-7.460558094685975e-05,1.4109765135917522e-05,-9.781407930610711e-05,-5.139708258761238e-05,0.9999999380050689,0.9999867950199187,1.5338325054514712e-09,9.290823665963899e-11,0.07199758173860744,0.051359030124014396,0.0849656998590145,-0.07539685741866829,0.05597010568376704,0.06303740826762524,0.1641084174047396,0.02068332872702373,0.13106565302703274,0.3804878048780488,75,0.9644727438069601,-1.0779186609420787e-05,8.926458280648594e-07,-3.647701137232922e-07,-2.874337417357875e-05,0.002050575041823044,0.0008798433984237852,0.0021967989844520197,-5.327886931884014e-06,True,True,False,True,True,False,False,-0.00012177955689121468
ablate_after_to0p5,352,-0.00012292282654762987,904,193,33,0.04744405835804355,1,4,0.4627710074515369,0.26658049034809855,0.9638126592682663,q2_bad,0.16425934453859,0.0008191464372225441,0.010205926073456162,0.33563377123607413,0.08896870971609226,-0.026447852884798645,-0.012685113474368343,-7.788681711450257e-05,1.7813326730973335e-05,-0.00010718713219601568,-4.8586502032989465e-05,0.9999938553216037,0.9997783629602075,5.313384791039155e-07,8.388894456867746e-08,-5.095718891179231e-05,1.682473041012766e-05,-7.863140774937153e-05,-2.3282970074213095e-05,0.9987719886741504,0.9829419164178869,0.00018138362160369237,4.0958864736651e-05,-3.092841269179874e-05,1.648928502719102e-05,-5.8050872974610495e-05,-3.8059524089869914e-06,0.9696495104677347,0.8282170698953062,0.0076822451164137995,0.0025221468471205988,-3.07599677597596e-05,1.5826726413596894e-05,-5.679261610393312e-05,-4.72731941558608e-06,0.9740248768028626,0.8355050689439588,0.005960210169266178,0.0018017099243581303,-7.428577322713867e-05,1.4081042855860262e-05,-9.744702763985955e-05,-5.1124518814417805e-05,0.9999999338342629,0.9999859449521673,1.6361929588981639e-09,9.898037944822136e-11,0.07024046266967843,0.049371547565915004,0.08460859399256028,-0.07279903180651459,0.056352852782444694,0.059359302884372786,0.16425934453859,0.01727531474037192,0.13089870945534052,0.36646341463414633,75,0.9652748031392423,-1.0227604771749399e-05,1.4442276657362473e-06,-5.73475080038246e-07,-3.862877405480525e-05,0.0025844282573094235,0.0010307705322741834,-0.003962890182988121,-9.803741640341764e-06,True,True,True,True,True,False,False,-0.0001217754659353536
ablate_top_swing5_to0p5,340,-0.00012290910242330788,904,193,33,0.04744935599786362,1,4,0.46299448085613926,0.2644333161432924,0.9644039720539633,q2_bad,0.16276972438124365,0.000820377784712565,0.010205926073456162,0.3391670644607907,0.08899781839253942,-0.02654210855441083,-0.004650221871836003,-7.781403416848881e-05,1.7759080422309204e-05,-0.00010702512201244698,-4.860294632453063e-05,0.9999941107426796,0.9997838309825696,5.029797339739517e-07,7.86593220558629e-08,-5.07723674362732e-05,1.6772928341983383e-05,-7.836137945418172e-05,-2.3183355418364693e-05,0.9987652039527916,0.9827517767828463,0.00018138800884337503,4.076379673778607e-05,-3.051850789526854e-05,1.6426778303681244e-05,-5.753815376720638e-05,-3.4988620233306965e-06,0.9684049178411485,0.8227233995632949,0.00802139350709763,0.0026361472241237527,-3.049111738711147e-05,1.577619251872644e-05,-5.6440644871023336e-05,-4.541589903199601e-06,0.9733652538290782,0.8320344176255713,0.006113846458142835,0.0018467130604971072,-7.445339897362329e-05,1.4031038609946798e-05,-9.753240372109043e-05,-5.1374394226156155e-05,0.9999999440745116,0.99998751846855,1.3378436136690652e-09,7.895128995016876e-11,0.06813267803737086,0.04764947455413563,0.08203523330511149,-0.07379189038090098,0.057554223048942796,0.06691837102760025,0.16276972438124365,0.01777502978807506,0.12773161884578427,0.38109756097560976,75,0.9674527604819824,-1.021388064742741e-05,1.4579517900582361e-06,-4.7386042418984405e-07,-3.862438681512259e-05,0.00043725405250327753,-0.00045884962507217186,-0.00042959695827154976,-8.572394150320873e-06,True,True,True,True,True,False,False,-0.00012177209192477522
ablate_e72_active_to0p25,341,-0.00012303441919934275,904,193,33,0.04740102642994857,1,4,0.46225967546456154,0.26318226964987,0.9647461287519858,q2_bad,0.1636543604527404,0.0008221980055757497,0.010205926073456162,0.34085123645576465,0.08821110934115665,-0.02910605536968823,-0.01140974478785099,-7.792308443003926e-05,1.7898885671534786e-05,-0.000107364131445253,-4.8482037414825525e-05,0.9999933014331309,0.9997657216535092,5.918012240258008e-07,9.497375330624891e-08,-5.0852984417812356e-05,1.6897571170086516e-05,-7.86470156435998e-05,-2.305895319202492e-05,0.9986915443464723,0.9822844181805123,0.00019686727789847147,4.509475329639301e-05,-3.056058868452471e-05,1.656033973952696e-05,-5.779992356863423e-05,-3.321253800415191e-06,0.9675109178845798,0.8214403539122621,0.008399872154527754,0.002803257591286079,-3.055040940864216e-05,1.5887406217641636e-05,-5.668286714858137e-05,-4.417951668702944e-06,0.9727557348562798,0.8312790737741386,0.006356714226390614,0.0019469413208795805,-7.461315219298356e-05,1.4156174153045517e-05,-9.789798659237716e-05,-5.132831779358995e-05,0.9999999320531405,0.9999860004382161,1.720570463881188e-09,1.0607970057918692e-10,0.07150251429922538,0.05053367644214991,0.08483905226459076,-0.07185127577146826,0.05828449576302914,0.06025514185800741,0.1636543604527404,0.021249430145081995,0.1284591266927135,0.37621951219512195,69,0.9616592782202013,-1.0339197423462273e-05,1.332635014023373e-06,-3.4945819785007007e-07,-2.3145117760026146e-05,-0.0008137924409191144,0.0004257864464245753,0.001254575036702399,-6.752173287136111e-06,True,True,False,True,True,False,False,-0.00012176563254350526
only_not_e72_reopened,341,-0.00012303441919934275,904,193,33,0.04740102642994857,1,4,0.46225967546456154,0.26318226964987,0.9647461287519858,q2_bad,0.1636543604527404,0.0008221980055757497,0.010205926073456162,0.34085123645576465,0.08821110934115665,-0.02910605536968823,-0.01140974478785099,-7.792308443003926e-05,1.7898885671534786e-05,-0.000107364131445253,-4.8482037414825525e-05,0.9999933014331309,0.9997657216535092,5.918012240258008e-07,9.497375330624891e-08,-5.0852984417812356e-05,1.6897571170086516e-05,-7.86470156435998e-05,-2.305895319202492e-05,0.9986915443464723,0.9822844181805123,0.00019686727789847147,4.509475329639301e-05,-3.056058868452471e-05,1.656033973952696e-05,-5.779992356863423e-05,-3.321253800415191e-06,0.9675109178845798,0.8214403539122621,0.008399872154527754,0.002803257591286079,-3.055040940864216e-05,1.5887406217641636e-05,-5.668286714858137e-05,-4.417951668702944e-06,0.9727557348562798,0.8312790737741386,0.006356714226390614,0.0019469413208795805,-7.461315219298356e-05,1.4156174153045517e-05,-9.789798659237716e-05,-5.132831779358995e-05,0.9999999320531405,0.9999860004382161,1.720570463881188e-09,1.0607970057918692e-10,0.07150251429922538,0.05053367644214991,0.08483905226459076,-0.07185127577146826,0.05828449576302914,0.06025514185800741,0.1636543604527404,0.021249430145081995,0.1284591266927135,0.37621951219512195,69,0.9616592782202013,-1.0339197423462273e-05,1.332635014023373e-06,-3.4945819785007007e-07,-2.3145117760026146e-05,-0.0008137924409191144,0.0004257864464245753,0.001254575036702399,-6.752173287136111e-06,True,True,False,True,True,False,False,-0.00012176563254350526
ablate_not_top_swing10_to0p75,400,-0.00012176992166376765,904,193,32,0.04789325374097454,1,4,0.4635375399099739,0.26108714189045124,0.9653152357336309,q2_bad,0.1574049915313301,0.0008100117978724694,0.010205926073456162,0.3309977176755419,0.08571742360571881,-0.027592528121377486,-0.009740088391030978,-7.771161418484288e-05,1.7681703069042345e-05,-0.00010679542760863616,-4.86278007610496e-05,0.999994462125362,0.9997915307626741,4.645779656531346e-07,7.16618278051584e-08,-5.116463229671713e-05,1.669626974499491e-05,-7.862755214333215e-05,-2.3701712450102117e-05,0.9989095919721627,0.984120138497753,0.00015568889643002848,3.424833205367683e-05,-3.054754058186214e-05,1.634904299356584e-05,-5.7439323247014466e-05,-3.6557579167098187e-06,0.969151042539277,0.8243243484680328,0.007735413747663511,0.002516222892176345,-3.125439588062279e-05,1.5700057971432066e-05,-5.70786931782812e-05,-5.43009858296438e-06,0.9767440782497883,0.8450705815606793,0.00513993109426325,0.0015089011556425058,-7.574392450191609e-05,1.3975487415351902e-05,-9.873155566547232e-05,-5.275629333835985e-05,0.9999999701620851,0.9999923467293346,6.542705266454618e-10,3.62699870137817e-11,0.06721346494330555,0.046084600989554664,0.08138400900285067,-0.07190897185175603,0.06053355961329676,0.06282797673820344,0.1574049915313301,0.01777534720970542,0.12428989926166475,0.3475609756097561,75,0.970825690644711,-9.074699887887176e-06,2.5971325495984698e-06,-9.92217455927268e-07,-6.432349922846914e-05,-0.0029089202003378944,-0.005823582474985711,-0.008598943743520326,-1.8938380990416435e-05,True,True,True,True,False,True,False,-0.00012166120747472253
