feature,target,high_minus_low,abs_effect,high_n,low_n
jepa_resid_subject_mobility_context,Q1,-0.1504424778761062,0.1504424778761062,113,113
jepa_resid_subject_media_game,S3,0.1504424778761061,0.1504424778761061,113,113
jepa_prednorm_dateblock_physiology_activity,S4,-0.14159292035398235,0.14159292035398235,113,113
social_comm_energy,Q1,-0.14159292035398235,0.14159292035398235,113,113
diary_state_pc7,S2,0.1415929203539823,0.1415929203539823,113,113
jepa_prednorm_dateblock_media_game,Q3,-0.1415929203539823,0.1415929203539823,113,113
jepa_prednorm_dateblock_media_game,S3,0.1415929203539823,0.1415929203539823,113,113
jepa_prednorm_dateblock_sensor_measurement,Q3,-0.1415929203539823,0.1415929203539823,113,113
jepa_prednorm_subject_sensor_measurement,Q3,-0.1415929203539823,0.1415929203539823,113,113
jepa_prednorm_subject_sensor_measurement,S1,-0.1415929203539823,0.1415929203539823,113,113
jepa_resid_dateblock_bedtime_phone,Q1,-0.1415929203539823,0.1415929203539823,113,113
jepa_prednorm_subject_physiology_activity,S4,-0.14159292035398224,0.14159292035398224,113,113
jepa_resid_dateblock_physiology_activity,S3,-0.1327433628318585,0.1327433628318585,113,113
sensor_measurement_energy,S1,-0.1327433628318585,0.1327433628318585,113,113
diary_state_pc1,S1,-0.1327433628318584,0.1327433628318584,113,113
diary_state_pc2,S4,0.1327433628318584,0.1327433628318584,113,113
diary_state_pc5,S1,-0.1327433628318584,0.1327433628318584,113,113
jepa_prednorm_dateblock_media_game,Q2,-0.1327433628318584,0.1327433628318584,113,113
jepa_prednorm_subject_media_game,S3,0.1327433628318584,0.1327433628318584,113,113
jepa_prednorm_subject_routine_calendar,Q1,-0.1327433628318584,0.1327433628318584,113,113
jepa_resid_dateblock_social_comm,S4,0.1327433628318584,0.1327433628318584,113,113
jepa_resid_subject_bedtime_phone,S3,0.1327433628318584,0.1327433628318584,113,113
jepa_resid_subject_physiology_activity,S1,-0.1327433628318584,0.1327433628318584,113,113
social_comm_energy,Q3,-0.1327433628318584,0.1327433628318584,113,113
jepa_prednorm_dateblock_cognitive_money,S3,0.1238938053097346,0.1238938053097346,113,113
jepa_prednorm_dateblock_sensor_measurement,S1,-0.1238938053097346,0.1238938053097346,113,113
jepa_prednorm_subject_mobility_context,S3,0.1238938053097346,0.1238938053097346,113,113
sensor_measurement_energy,Q3,-0.1238938053097346,0.1238938053097346,113,113
bedtime_phone_energy,Q3,-0.12389380530973448,0.12389380530973448,113,113
diary_state_pc2,S3,0.12389380530973448,0.12389380530973448,113,113
diary_state_pc5,Q3,-0.12389380530973448,0.12389380530973448,113,113
diary_state_pc7,Q2,-0.12389380530973448,0.12389380530973448,113,113
jepa_prednorm_subject_mobility_context,S1,-0.12389380530973448,0.12389380530973448,113,113
jepa_prednorm_subject_physiology_activity,S1,-0.12389380530973448,0.12389380530973448,113,113
jepa_prednorm_subject_social_comm,Q3,-0.12389380530973448,0.12389380530973448,113,113
jepa_resid_dateblock_bedtime_phone,Q2,-0.12389380530973448,0.12389380530973448,113,113
jepa_resid_subject_bedtime_phone,S1,-0.12389380530973448,0.12389380530973448,113,113
jepa_resid_subject_routine_calendar,Q1,-0.12389380530973448,0.12389380530973448,113,113
jepa_resid_subject_mobility_context,S3,0.11504424778761069,0.11504424778761069,113,113
diary_state_pc3,S1,-0.11504424778761058,0.11504424778761058,113,113
diary_state_pc4,S1,0.11504424778761058,0.11504424778761058,113,113
jepa_prednorm_dateblock_routine_calendar,S3,0.11504424778761058,0.11504424778761058,113,113
diary_state_energy,Q1,-0.10619469026548678,0.10619469026548678,113,113
diary_state_pc2,Q3,-0.10619469026548678,0.10619469026548678,113,113
diary_state_pc4,Q2,-0.10619469026548678,0.10619469026548678,113,113
diary_state_pc9,Q1,0.10619469026548678,0.10619469026548678,113,113
jepa_prednorm_dateblock_routine_calendar,Q3,-0.10619469026548678,0.10619469026548678,113,113
jepa_prednorm_dateblock_social_comm,S3,0.10619469026548678,0.10619469026548678,113,113
jepa_prednorm_subject_bedtime_phone,Q1,-0.10619469026548678,0.10619469026548678,113,113
jepa_prednorm_subject_sensor_measurement,S2,-0.10619469026548678,0.10619469026548678,113,113
jepa_resid_dateblock_sensor_measurement,S1,-0.10619469026548678,0.10619469026548678,113,113
jepa_resid_subject_media_game,S2,-0.10619469026548678,0.10619469026548678,113,113
media_game_energy,S3,0.10619469026548678,0.10619469026548678,113,113
social_comm_energy,Q2,-0.10619469026548678,0.10619469026548678,113,113
jepa_resid_subject_sensor_measurement,Q1,-0.10619469026548672,0.10619469026548672,113,113
diary_state_pc3,Q3,0.10619469026548667,0.10619469026548667,113,113
diary_state_pc5,S4,-0.10619469026548667,0.10619469026548667,113,113
diary_state_pc7,S4,0.10619469026548667,0.10619469026548667,113,113
jepa_prednorm_subject_physiology_activity,S2,-0.10619469026548667,0.10619469026548667,113,113
jepa_resid_subject_social_comm,S1,-0.10619469026548667,0.10619469026548667,113,113
routine_calendar_energy,Q1,-0.10619469026548667,0.10619469026548667,113,113
diary_state_pc5,Q1,-0.09734513274336287,0.09734513274336287,113,113
jepa_prednorm_dateblock_mobility_context,S3,0.09734513274336287,0.09734513274336287,113,113
jepa_prednorm_subject_bedtime_phone,S1,-0.09734513274336287,0.09734513274336287,113,113
jepa_prednorm_subject_bedtime_phone,S4,-0.09734513274336287,0.09734513274336287,113,113
jepa_resid_dateblock_physiology_activity,S4,0.09734513274336287,0.09734513274336287,113,113
jepa_resid_subject_mobility_context,S2,0.09734513274336287,0.09734513274336287,113,113
diary_state_pc2,Q1,-0.09734513274336282,0.09734513274336282,113,113
jepa_prednorm_dateblock_cognitive_money,Q1,-0.09734513274336282,0.09734513274336282,113,113
jepa_prednorm_dateblock_routine_calendar,Q1,-0.09734513274336282,0.09734513274336282,113,113
diary_state_pc7,S1,0.09734513274336276,0.09734513274336276,113,113
jepa_resid_subject_cognitive_money,S3,0.09734513274336276,0.09734513274336276,113,113
mobility_context_energy,S2,0.09734513274336276,0.09734513274336276,113,113
social_comm_energy,S4,0.09734513274336276,0.09734513274336276,113,113
jepa_prednorm_dateblock_bedtime_phone,S4,-0.08849557522123896,0.08849557522123896,113,113
jepa_prednorm_dateblock_physiology_activity,S2,-0.08849557522123896,0.08849557522123896,113,113
jepa_prednorm_dateblock_physiology_activity,S3,0.08849557522123896,0.08849557522123896,113,113
jepa_prednorm_dateblock_sensor_measurement,S2,-0.08849557522123896,0.08849557522123896,113,113
jepa_prednorm_dateblock_sensor_measurement,S4,-0.08849557522123896,0.08849557522123896,113,113
jepa_prednorm_subject_physiology_activity,Q3,-0.08849557522123896,0.08849557522123896,113,113
jepa_prednorm_subject_physiology_activity,S3,0.08849557522123896,0.08849557522123896,113,113
jepa_prednorm_subject_sensor_measurement,S4,-0.08849557522123896,0.08849557522123896,113,113
jepa_resid_dateblock_sensor_measurement,Q3,-0.08849557522123896,0.08849557522123896,113,113
jepa_resid_subject_cognitive_money,Q3,-0.08849557522123896,0.08849557522123896,113,113
jepa_resid_subject_media_game,Q1,-0.08849557522123896,0.08849557522123896,113,113
jepa_resid_subject_social_comm,S4,0.08849557522123896,0.08849557522123896,113,113
jepa_prednorm_dateblock_social_comm,Q1,-0.08849557522123891,0.08849557522123891,113,113
jepa_prednorm_subject_social_comm,Q1,-0.08849557522123891,0.08849557522123891,113,113
jepa_resid_subject_social_comm,Q1,-0.08849557522123891,0.08849557522123891,113,113
diary_state_energy,S4,-0.08849557522123885,0.08849557522123885,113,113
diary_state_pc10,S2,0.08849557522123885,0.08849557522123885,113,113
diary_state_pc4,Q3,0.08849557522123885,0.08849557522123885,113,113
jepa_resid_dateblock_sensor_measurement,S3,-0.08849557522123885,0.08849557522123885,113,113
jepa_resid_subject_mobility_context,S4,-0.08849557522123885,0.08849557522123885,113,113
sensor_measurement_energy,S2,-0.08849557522123885,0.08849557522123885,113,113
sensor_measurement_energy,S4,-0.08849557522123885,0.08849557522123885,113,113
jepa_prednorm_subject_sensor_measurement,Q1,-0.07964601769911511,0.07964601769911511,113,113
diary_state_pc1,S2,-0.07964601769911506,0.07964601769911506,113,113
diary_state_pc1,S3,0.07964601769911506,0.07964601769911506,113,113
diary_state_pc1,S4,-0.07964601769911506,0.07964601769911506,113,113
diary_state_pc2,S2,0.07964601769911506,0.07964601769911506,113,113
jepa_prednorm_dateblock_bedtime_phone,Q1,-0.07964601769911506,0.07964601769911506,113,113
jepa_prednorm_subject_social_comm,S3,0.07964601769911506,0.07964601769911506,113,113
jepa_resid_dateblock_media_game,S4,0.07964601769911506,0.07964601769911506,113,113
jepa_resid_dateblock_mobility_context,S2,0.07964601769911506,0.07964601769911506,113,113
jepa_resid_subject_media_game,S4,-0.07964601769911506,0.07964601769911506,113,113
jepa_resid_subject_physiology_activity,Q1,-0.07964601769911506,0.07964601769911506,113,113
jepa_resid_subject_physiology_activity,S2,-0.07964601769911506,0.07964601769911506,113,113
media_game_energy,S4,0.07964601769911506,0.07964601769911506,113,113
jepa_resid_dateblock_mobility_context,Q1,-0.079646017699115,0.079646017699115,113,113
routine_calendar_energy,Q2,0.07964601769911495,0.07964601769911495,113,113
bedtime_phone_energy,Q2,0.07079646017699115,0.07079646017699115,113,113
cognitive_money_energy,S3,0.07079646017699115,0.07079646017699115,113,113
diary_state_pc10,Q3,-0.07079646017699115,0.07079646017699115,113,113
diary_state_pc10,S1,0.07079646017699115,0.07079646017699115,113,113
diary_state_pc6,S4,-0.07079646017699115,0.07079646017699115,113,113
jepa_prednorm_dateblock_bedtime_phone,Q2,0.07079646017699115,0.07079646017699115,113,113
jepa_prednorm_dateblock_media_game,S2,0.07079646017699115,0.07079646017699115,113,113
jepa_prednorm_dateblock_social_comm,Q3,-0.07079646017699115,0.07079646017699115,113,113
jepa_prednorm_dateblock_social_comm,S4,0.07079646017699115,0.07079646017699115,113,113
jepa_prednorm_subject_bedtime_phone,S3,0.07079646017699115,0.07079646017699115,113,113
jepa_prednorm_subject_social_comm,Q2,0.07079646017699115,0.07079646017699115,113,113
jepa_resid_dateblock_bedtime_phone,S4,0.07079646017699115,0.07079646017699115,113,113
jepa_resid_dateblock_cognitive_money,S3,0.07079646017699115,0.07079646017699115,113,113
jepa_resid_dateblock_sensor_measurement,S4,0.07079646017699115,0.07079646017699115,113,113
jepa_resid_subject_media_game,Q3,-0.07079646017699115,0.07079646017699115,113,113
jepa_resid_subject_mobility_context,Q2,0.07079646017699115,0.07079646017699115,113,113
media_game_energy,S2,0.07079646017699115,0.07079646017699115,113,113
physiology_activity_energy,S2,-0.07079646017699115,0.07079646017699115,113,113
routine_calendar_energy,S3,0.07079646017699115,0.07079646017699115,113,113
routine_calendar_energy,S4,0.07079646017699115,0.07079646017699115,113,113
sensor_measurement_energy,Q1,-0.07079646017699115,0.07079646017699115,113,113
diary_state_pc3,S2,-0.06194690265486735,0.06194690265486735,113,113
diary_state_pc7,S3,0.06194690265486735,0.06194690265486735,113,113
jepa_prednorm_dateblock_mobility_context,S1,-0.06194690265486735,0.06194690265486735,113,113
jepa_resid_subject_media_game,S1,-0.06194690265486735,0.06194690265486735,113,113
jepa_resid_subject_routine_calendar,Q2,-0.06194690265486735,0.06194690265486735,113,113
diary_state_pc10,Q1,-0.0619469026548673,0.0619469026548673,113,113
jepa_prednorm_subject_media_game,Q1,-0.0619469026548673,0.0619469026548673,113,113
diary_state_pc2,Q2,-0.06194690265486724,0.06194690265486724,113,113
jepa_prednorm_subject_cognitive_money,S2,-0.06194690265486724,0.06194690265486724,113,113
jepa_prednorm_subject_media_game,Q3,-0.06194690265486724,0.06194690265486724,113,113
jepa_prednorm_subject_routine_calendar,S1,-0.06194690265486724,0.06194690265486724,113,113
jepa_resid_dateblock_mobility_context,S3,0.06194690265486724,0.06194690265486724,113,113
jepa_resid_dateblock_physiology_activity,S1,-0.06194690265486724,0.06194690265486724,113,113
jepa_resid_dateblock_routine_calendar,S1,0.06194690265486724,0.06194690265486724,113,113
jepa_resid_dateblock_social_comm,Q2,0.06194690265486724,0.06194690265486724,113,113
media_game_energy,S1,0.06194690265486724,0.06194690265486724,113,113
physiology_activity_energy,Q1,-0.06194690265486724,0.06194690265486724,113,113
sensor_measurement_energy,Q2,0.06194690265486724,0.06194690265486724,113,113
social_comm_energy,S3,0.06194690265486724,0.06194690265486724,113,113
jepa_prednorm_subject_physiology_activity,Q1,-0.061946902654867186,0.061946902654867186,113,113
diary_state_energy,Q2,-0.053097345132743445,0.053097345132743445,113,113
diary_state_pc6,S2,-0.053097345132743445,0.053097345132743445,113,113
jepa_prednorm_subject_physiology_activity,Q2,0.053097345132743445,0.053097345132743445,113,113
jepa_resid_dateblock_bedtime_phone,S3,0.053097345132743445,0.053097345132743445,113,113
jepa_resid_subject_sensor_measurement,S2,-0.053097345132743445,0.053097345132743445,113,113
jepa_prednorm_dateblock_media_game,Q1,-0.05309734513274339,0.05309734513274339,113,113
jepa_prednorm_dateblock_sensor_measurement,Q1,-0.05309734513274339,0.05309734513274339,113,113
jepa_resid_dateblock_routine_calendar,Q1,-0.05309734513274339,0.05309734513274339,113,113
jepa_resid_dateblock_social_comm,Q1,-0.05309734513274339,0.05309734513274339,113,113
diary_state_pc4,Q1,0.053097345132743334,0.053097345132743334,113,113
jepa_prednorm_dateblock_cognitive_money,S4,0.053097345132743334,0.053097345132743334,113,113
jepa_prednorm_dateblock_mobility_context,Q2,-0.053097345132743334,0.053097345132743334,113,113
jepa_prednorm_dateblock_physiology_activity,S1,-0.053097345132743334,0.053097345132743334,113,113
jepa_resid_dateblock_cognitive_money,Q3,-0.053097345132743334,0.053097345132743334,113,113
jepa_resid_dateblock_media_game,Q3,0.053097345132743334,0.053097345132743334,113,113
jepa_resid_subject_media_game,Q2,0.053097345132743334,0.053097345132743334,113,113
jepa_resid_subject_mobility_context,S1,-0.053097345132743334,0.053097345132743334,113,113
jepa_resid_subject_social_comm,S2,-0.053097345132743334,0.053097345132743334,113,113
physiology_activity_energy,S1,-0.053097345132743334,0.053097345132743334,113,113
diary_state_pc2,S1,0.04424778761061954,0.04424778761061954,113,113
jepa_prednorm_dateblock_bedtime_phone,Q3,-0.04424778761061954,0.04424778761061954,113,113
jepa_resid_dateblock_social_comm,Q3,-0.04424778761061954,0.04424778761061954,113,113
jepa_resid_dateblock_social_comm,S1,-0.04424778761061954,0.04424778761061954,113,113
jepa_resid_subject_cognitive_money,Q1,-0.04424778761061948,0.04424778761061948,113,113
bedtime_phone_energy,S1,-0.04424778761061943,0.04424778761061943,113,113
diary_state_energy,S2,-0.04424778761061943,0.04424778761061943,113,113
diary_state_energy,S3,0.04424778761061943,0.04424778761061943,113,113
diary_state_pc4,S3,0.04424778761061943,0.04424778761061943,113,113
diary_state_pc5,S2,-0.04424778761061943,0.04424778761061943,113,113
diary_state_pc6,Q2,-0.04424778761061943,0.04424778761061943,113,113
diary_state_pc6,Q3,-0.04424778761061943,0.04424778761061943,113,113
diary_state_pc8,S4,0.04424778761061943,0.04424778761061943,113,113
jepa_prednorm_dateblock_cognitive_money,Q3,-0.04424778761061943,0.04424778761061943,113,113
jepa_prednorm_subject_cognitive_money,Q2,0.04424778761061943,0.04424778761061943,113,113
jepa_prednorm_subject_media_game,S2,0.04424778761061943,0.04424778761061943,113,113
jepa_prednorm_subject_media_game,S4,0.04424778761061943,0.04424778761061943,113,113
jepa_prednorm_subject_routine_calendar,Q2,0.04424778761061943,0.04424778761061943,113,113
jepa_prednorm_subject_social_comm,S1,-0.04424778761061943,0.04424778761061943,113,113
jepa_prednorm_subject_social_comm,S4,-0.04424778761061943,0.04424778761061943,113,113
jepa_resid_dateblock_social_comm,S3,-0.04424778761061943,0.04424778761061943,113,113
jepa_resid_subject_bedtime_phone,Q2,0.04424778761061943,0.04424778761061943,113,113
jepa_resid_subject_physiology_activity,Q2,0.04424778761061943,0.04424778761061943,113,113
jepa_resid_subject_physiology_activity,S4,0.04424778761061943,0.04424778761061943,113,113
jepa_resid_subject_routine_calendar,S4,-0.04424778761061943,0.04424778761061943,113,113
diary_state_pc3,Q2,0.03539823008849563,0.03539823008849563,113,113
diary_state_pc3,S4,-0.03539823008849563,0.03539823008849563,113,113
diary_state_pc6,S3,-0.03539823008849563,0.03539823008849563,113,113
diary_state_pc8,Q2,-0.03539823008849563,0.03539823008849563,113,113
diary_state_pc9,S1,0.03539823008849563,0.03539823008849563,113,113
jepa_prednorm_dateblock_bedtime_phone,S1,-0.03539823008849563,0.03539823008849563,113,113
jepa_prednorm_dateblock_media_game,S4,0.03539823008849563,0.03539823008849563,113,113
jepa_prednorm_dateblock_routine_calendar,S4,-0.03539823008849563,0.03539823008849563,113,113
jepa_prednorm_subject_cognitive_money,S1,-0.03539823008849563,0.03539823008849563,113,113
jepa_prednorm_subject_social_comm,S2,-0.03539823008849563,0.03539823008849563,113,113
jepa_resid_subject_bedtime_phone,S4,0.03539823008849563,0.03539823008849563,113,113
jepa_resid_subject_physiology_activity,Q3,0.03539823008849563,0.03539823008849563,113,113
physiology_activity_energy,S3,0.03539823008849563,0.03539823008849563,113,113
sensor_measurement_energy,S3,-0.03539823008849563,0.03539823008849563,113,113
cognitive_money_energy,Q1,-0.035398230088495575,0.035398230088495575,113,113
diary_state_pc8,Q1,0.035398230088495575,0.035398230088495575,113,113
jepa_resid_dateblock_physiology_activity,Q1,-0.035398230088495575,0.035398230088495575,113,113
diary_state_pc3,S3,0.03539823008849552,0.03539823008849552,113,113
diary_state_pc8,S3,-0.03539823008849552,0.03539823008849552,113,113
diary_state_pc9,Q2,0.03539823008849552,0.03539823008849552,113,113
jepa_prednorm_subject_cognitive_money,S4,-0.03539823008849552,0.03539823008849552,113,113
jepa_resid_dateblock_media_game,S3,0.03539823008849552,0.03539823008849552,113,113
jepa_resid_dateblock_physiology_activity,Q2,-0.03539823008849552,0.03539823008849552,113,113
jepa_resid_dateblock_routine_calendar,Q2,0.03539823008849552,0.03539823008849552,113,113
jepa_resid_subject_routine_calendar,S3,0.03539823008849552,0.03539823008849552,113,113
physiology_activity_energy,Q3,0.03539823008849552,0.03539823008849552,113,113
bedtime_phone_energy,S3,-0.026548672566371723,0.026548672566371723,113,113
cognitive_money_energy,S2,-0.026548672566371723,0.026548672566371723,113,113
diary_state_pc10,S4,0.026548672566371723,0.026548672566371723,113,113
diary_state_pc7,Q1,0.026548672566371723,0.026548672566371723,113,113
diary_state_pc9,Q3,0.026548672566371723,0.026548672566371723,113,113
jepa_prednorm_dateblock_physiology_activity,Q3,-0.026548672566371723,0.026548672566371723,113,113
jepa_prednorm_dateblock_routine_calendar,S2,0.026548672566371723,0.026548672566371723,113,113
jepa_prednorm_dateblock_sensor_measurement,Q2,0.026548672566371723,0.026548672566371723,113,113
jepa_prednorm_dateblock_sensor_measurement,S3,-0.026548672566371723,0.026548672566371723,113,113
jepa_prednorm_subject_sensor_measurement,Q2,0.026548672566371723,0.026548672566371723,113,113
jepa_resid_dateblock_bedtime_phone,S1,-0.026548672566371723,0.026548672566371723,113,113
jepa_resid_dateblock_cognitive_money,S2,-0.026548672566371723,0.026548672566371723,113,113
jepa_resid_dateblock_physiology_activity,Q3,0.026548672566371723,0.026548672566371723,113,113
jepa_resid_dateblock_physiology_activity,S2,-0.026548672566371723,0.026548672566371723,113,113
jepa_resid_dateblock_routine_calendar,S3,0.026548672566371723,0.026548672566371723,113,113
jepa_resid_dateblock_social_comm,S2,-0.026548672566371723,0.026548672566371723,113,113
jepa_resid_subject_bedtime_phone,S2,0.026548672566371723,0.026548672566371723,113,113
jepa_resid_subject_routine_calendar,S2,-0.026548672566371723,0.026548672566371723,113,113
jepa_resid_subject_sensor_measurement,S3,0.026548672566371723,0.026548672566371723,113,113
mobility_context_energy,Q2,-0.026548672566371723,0.026548672566371723,113,113
routine_calendar_energy,S2,0.026548672566371723,0.026548672566371723,113,113
social_comm_energy,S2,0.026548672566371723,0.026548672566371723,113,113
jepa_prednorm_dateblock_physiology_activity,Q1,-0.026548672566371667,0.026548672566371667,113,113
diary_state_pc4,S4,-0.02654867256637161,0.02654867256637161,113,113
diary_state_pc7,Q3,0.02654867256637161,0.02654867256637161,113,113
jepa_prednorm_dateblock_routine_calendar,Q2,0.02654867256637161,0.02654867256637161,113,113
jepa_prednorm_subject_bedtime_phone,S2,-0.02654867256637161,0.02654867256637161,113,113
jepa_resid_dateblock_media_game,Q2,0.02654867256637161,0.02654867256637161,113,113
jepa_resid_subject_sensor_measurement,Q2,-0.02654867256637161,0.02654867256637161,113,113
bedtime_phone_energy,Q1,0.017699115044247815,0.017699115044247815,113,113
cognitive_money_energy,Q2,0.017699115044247815,0.017699115044247815,113,113
diary_state_pc5,Q2,-0.017699115044247815,0.017699115044247815,113,113
diary_state_pc6,S1,-0.017699115044247815,0.017699115044247815,113,113
jepa_prednorm_dateblock_bedtime_phone,S3,0.017699115044247815,0.017699115044247815,113,113
jepa_prednorm_dateblock_cognitive_money,S2,-0.017699115044247815,0.017699115044247815,113,113
jepa_prednorm_dateblock_routine_calendar,S1,-0.017699115044247815,0.017699115044247815,113,113
jepa_prednorm_dateblock_social_comm,S2,0.017699115044247815,0.017699115044247815,113,113
jepa_prednorm_subject_mobility_context,Q2,-0.017699115044247815,0.017699115044247815,113,113
jepa_prednorm_subject_mobility_context,S2,0.017699115044247815,0.017699115044247815,113,113
jepa_prednorm_subject_sensor_measurement,S3,-0.017699115044247815,0.017699115044247815,113,113
jepa_resid_dateblock_cognitive_money,Q1,-0.017699115044247815,0.017699115044247815,113,113
jepa_resid_dateblock_media_game,S2,-0.017699115044247815,0.017699115044247815,113,113
jepa_resid_dateblock_mobility_context,S1,0.017699115044247815,0.017699115044247815,113,113
jepa_resid_dateblock_mobility_context,S4,0.017699115044247815,0.017699115044247815,113,113
jepa_resid_dateblock_routine_calendar,Q3,0.017699115044247815,0.017699115044247815,113,113
jepa_resid_subject_sensor_measurement,S4,-0.017699115044247815,0.017699115044247815,113,113
mobility_context_energy,S4,-0.017699115044247815,0.017699115044247815,113,113
routine_calendar_energy,S1,-0.017699115044247815,0.017699115044247815,113,113
media_game_energy,Q1,-0.01769911504424776,0.01769911504424776,113,113
bedtime_phone_energy,S2,-0.017699115044247704,0.017699115044247704,113,113
bedtime_phone_energy,S4,0.017699115044247704,0.017699115044247704,113,113
cognitive_money_energy,S4,0.017699115044247704,0.017699115044247704,113,113
jepa_prednorm_dateblock_cognitive_money,Q2,0.017699115044247704,0.017699115044247704,113,113
jepa_prednorm_dateblock_social_comm,Q2,0.017699115044247704,0.017699115044247704,113,113
jepa_resid_subject_cognitive_money,S4,0.017699115044247704,0.017699115044247704,113,113
cognitive_money_energy,Q3,-0.008849557522123908,0.008849557522123908,113,113
diary_state_energy,S1,-0.008849557522123908,0.008849557522123908,113,113
diary_state_pc3,Q1,-0.008849557522123908,0.008849557522123908,113,113
diary_state_pc4,S2,0.008849557522123908,0.008849557522123908,113,113
diary_state_pc6,Q1,-0.008849557522123908,0.008849557522123908,113,113
diary_state_pc8,S2,-0.008849557522123908,0.008849557522123908,113,113
diary_state_pc9,S2,-0.008849557522123908,0.008849557522123908,113,113
diary_state_pc9,S4,-0.008849557522123908,0.008849557522123908,113,113
jepa_prednorm_dateblock_mobility_context,S2,0.008849557522123908,0.008849557522123908,113,113
jepa_prednorm_dateblock_mobility_context,S4,-0.008849557522123908,0.008849557522123908,113,113
jepa_prednorm_dateblock_physiology_activity,Q2,0.008849557522123908,0.008849557522123908,113,113
jepa_prednorm_dateblock_social_comm,S1,-0.008849557522123908,0.008849557522123908,113,113
jepa_prednorm_subject_bedtime_phone,Q2,0.008849557522123908,0.008849557522123908,113,113
jepa_prednorm_subject_mobility_context,S4,-0.008849557522123908,0.008849557522123908,113,113
jepa_prednorm_subject_routine_calendar,S2,0.008849557522123908,0.008849557522123908,113,113
jepa_prednorm_subject_routine_calendar,S3,-0.008849557522123908,0.008849557522123908,113,113
jepa_prednorm_subject_routine_calendar,S4,0.008849557522123908,0.008849557522123908,113,113
jepa_resid_dateblock_media_game,Q1,-0.008849557522123908,0.008849557522123908,113,113
jepa_resid_dateblock_mobility_context,Q3,-0.008849557522123908,0.008849557522123908,113,113
jepa_resid_dateblock_routine_calendar,S2,-0.008849557522123908,0.008849557522123908,113,113
jepa_resid_dateblock_routine_calendar,S4,0.008849557522123908,0.008849557522123908,113,113
jepa_resid_dateblock_sensor_measurement,Q1,0.008849557522123908,0.008849557522123908,113,113
jepa_resid_dateblock_sensor_measurement,Q2,-0.008849557522123908,0.008849557522123908,113,113
jepa_resid_subject_physiology_activity,S3,0.008849557522123908,0.008849557522123908,113,113
media_game_energy,Q3,-0.008849557522123908,0.008849557522123908,113,113
mobility_context_energy,S1,0.008849557522123908,0.008849557522123908,113,113
physiology_activity_energy,Q2,0.008849557522123908,0.008849557522123908,113,113
routine_calendar_energy,Q3,-0.008849557522123908,0.008849557522123908,113,113
social_comm_energy,S1,0.008849557522123908,0.008849557522123908,113,113
jepa_resid_dateblock_media_game,S1,0.008849557522123797,0.008849557522123797,113,113
