feature_block,task,slice,n,positive_rate,auc,average_precision,pred_mean
geometry_only,null_common,all,1383,0.2993492407809111,0.9827328337895036,0.9605918354480376,0.3336328320219683
geometry_only,null_common,selector_visible,418,0.9760765550239234,0.5372549019607843,0.981030918550236,0.9626684274552013
geometry_only,null_common,old_edge_negative,656,0.6295731707317073,0.9442999631323548,0.9631328418483132,0.6918559615444186
geometry_only,null_common,e310_e311,79,0.6582278481012658,0.99002849002849,0.995920745920746,0.6898115068514016
geometry_only,null_rare,all,1383,0.6724511930585684,0.9796660257779677,0.9846420514125072,0.6381944644870872
geometry_only,null_rare,selector_visible,418,0.004784688995215311,0.5120192307692307,0.008909928720570236,0.012535978301413538
geometry_only,null_rare,old_edge_negative,656,0.3155487804878049,0.9477798220414663,0.8612098550451756,0.26303275581802704
geometry_only,null_rare,e310_e311,79,0.1518987341772152,0.9359452736318408,0.6539874409359703,0.2599273093587661
geometry_only,action_cliff,all,1383,0.3007953723788865,0.993815130061252,0.9816192128696203,0.3213144358034984
geometry_only,action_cliff,selector_visible,418,0.9952153110047847,0.41586538461538464,0.9937201611342014,0.9659900063828777
geometry_only,action_cliff,old_edge_negative,656,0.6341463414634146,0.9750901442307693,0.981623827757248,0.6699232692160058
geometry_only,action_cliff,e310_e311,79,0.6455696202531646,1.0,1.0000000000000002,0.6605492692647571
geometry_plus_human,null_common,all,1383,0.2993492407809111,0.9536276753264235,0.893383151694108,0.33767498954938135
geometry_plus_human,null_common,selector_visible,418,0.9760765550239234,0.5674019607843137,0.980130865860927,0.8790144362691561
geometry_plus_human,null_common,old_edge_negative,656,0.6295731707317073,0.8804093305034923,0.9170432252345202,0.6497077396553711
geometry_plus_human,null_common,e310_e311,79,0.6582278481012658,0.9223646723646723,0.9673493688283602,0.5346626637829736
geometry_plus_human,null_rare,all,1383,0.6724511930585684,0.9580585819744118,0.9777313522332811,0.6032681431856302
geometry_plus_human,null_rare,selector_visible,418,0.004784688995215311,0.48677884615384615,0.008444358001880127,0.05695189235615796
geometry_plus_human,null_rare,old_edge_negative,656,0.3155487804878049,0.8954359123333656,0.8128663805652838,0.26147750478637216
geometry_plus_human,null_rare,e310_e311,79,0.1518987341772152,0.8588308457711442,0.5070048434275908,0.20345792581825245
geometry_plus_human,action_cliff,all,1383,0.3007953723788865,0.9810078752684751,0.945891886776438,0.32954759222258073
geometry_plus_human,action_cliff,selector_visible,418,0.9952153110047847,0.31490384615384615,0.9908548956699621,0.9155481849568726
geometry_plus_human,action_cliff,old_edge_negative,656,0.6341463414634146,0.9356570512820513,0.9512019190996499,0.6603501498236609
geometry_plus_human,action_cliff,e310_e311,79,0.6455696202531646,1.0,1.0,0.6124189227027298
geometry_plus_shape,null_common,all,1383,0.2993492407809111,0.9871698997422513,0.9646295852564161,0.3346772536179671
geometry_plus_shape,null_common,selector_visible,418,0.9760765550239234,0.5399509803921568,0.9812709015096326,0.9681696496624606
geometry_plus_shape,null_common,old_edge_negative,656,0.6295731707317073,0.9540449785270877,0.9666148060544675,0.6928409536598293
geometry_plus_shape,null_common,e310_e311,79,0.6582278481012658,0.99002849002849,0.995920745920746,0.6839574365789325
geometry_plus_shape,null_rare,all,1383,0.6724511930585684,0.9842590614541052,0.9923331055425103,0.6398402121897528
geometry_plus_shape,null_rare,selector_visible,418,0.004784688995215311,0.5180288461538461,0.00933641975308642,0.011679320739894769
geometry_plus_shape,null_rare,old_edge_negative,656,0.3155487804878049,0.955343597688906,0.9131187613562792,0.26344559198258355
geometry_plus_shape,null_rare,e310_e311,79,0.1518987341772152,0.9409203980099502,0.7339898459383754,0.24344866729020753
geometry_plus_shape,action_cliff,all,1383,0.3007953723788865,0.9945410070797869,0.9840908305888857,0.3228399885041118
geometry_plus_shape,action_cliff,selector_visible,418,0.9952153110047847,0.4362980769230769,0.9944421005902732,0.9748943530100949
geometry_plus_shape,action_cliff,old_edge_negative,656,0.6341463414634146,0.9780048076923078,0.9840908305888858,0.6752022058396664
geometry_plus_shape,action_cliff,e310_e311,79,0.6455696202531646,1.0,1.0000000000000002,0.6645589628924419
geometry_shape_human,null_common,all,1383,0.2993492407809111,0.9564594207884018,0.9043153225463453,0.3311673717693027
geometry_shape_human,null_common,selector_visible,418,0.9760765550239234,0.5816176470588236,0.9814169023298034,0.8830897855551665
geometry_shape_human,null_common,old_edge_negative,656,0.6295731707317073,0.8917486224454209,0.9268627237131264,0.6444076918641828
geometry_shape_human,null_common,e310_e311,79,0.6582278481012658,0.8967236467236468,0.9558589178516115,0.520249138209434
geometry_shape_human,null_rare,all,1383,0.6724511930585684,0.9692432766028153,0.9846563350482079,0.629478713923576
geometry_shape_human,null_rare,selector_visible,418,0.004784688995215311,0.49158653846153844,0.00869697894415624,0.05143883191171367
geometry_shape_human,null_rare,old_edge_negative,656,0.3155487804878049,0.9154051407852124,0.8538736949136558,0.27729975337334023
geometry_shape_human,null_rare,e310_e311,79,0.1518987341772152,0.8837064676616916,0.5764919728687844,0.22178125454525802
geometry_shape_human,action_cliff,all,1383,0.3007953723788865,0.9846621191631533,0.9562829281847949,0.3251597188984616
geometry_shape_human,action_cliff,selector_visible,418,0.9952153110047847,0.34495192307692313,0.9918161816830242,0.9214776947518486
geometry_shape_human,action_cliff,old_edge_negative,656,0.6341463414634146,0.9462840544871796,0.9599083609296564,0.6568131862199376
geometry_shape_human,action_cliff,e310_e311,79,0.6455696202531646,1.0,1.0000000000000002,0.589876630961889
human_plus_shape,null_common,all,1383,0.2993492407809111,0.9063554737938907,0.6958759808210545,0.3442482002980249
human_plus_shape,null_common,selector_visible,418,0.9760765550239234,0.7794117647058824,0.9936630507440545,0.7741491432481103
human_plus_shape,null_common,old_edge_negative,656,0.6295731707317073,0.7844338823623193,0.8211542175255284,0.637044354211859
human_plus_shape,null_common,e310_e311,79,0.6582278481012658,0.50997150997151,0.6396799692222318,0.6994349593659487
human_plus_shape,null_rare,all,1383,0.6724511930585684,0.9228358138099646,0.9681733506100623,0.6217352447262656
human_plus_shape,null_rare,selector_visible,418,0.004784688995215311,0.844951923076923,0.02232142857142857,0.1539037332213348
human_plus_shape,null_rare,old_edge_negative,656,0.3155487804878049,0.82169178959147,0.760160152740162,0.3022264618470384
human_plus_shape,null_rare,e310_e311,79,0.1518987341772152,0.6399253731343284,0.5593002058984301,0.22528032572401116
human_plus_shape,action_cliff,all,1383,0.3007953723788865,0.9117711399252246,0.710758063729955,0.35087841056707386
human_plus_shape,action_cliff,selector_visible,418,0.9952153110047847,0.7788461538461539,0.9988015452766763,0.7856490113057122
human_plus_shape,action_cliff,old_edge_negative,656,0.6341463414634146,0.7865084134615384,0.8265835027844483,0.6521898944893163
human_plus_shape,action_cliff,e310_e311,79,0.6455696202531646,0.5224089635854341,0.6403114979353529,0.7003741326830973
human_signature,null_common,all,1383,0.2993492407809111,0.8666736463209744,0.6072075374524699,0.36789944378596057
human_signature,null_common,selector_visible,418,0.9760765550239234,0.7453431372549019,0.9923532571085719,0.7541053504668523
human_signature,null_common,old_edge_negative,656,0.6295731707317073,0.7016411084207694,0.7349802536394817,0.6523061481169263
human_signature,null_common,e310_e311,79,0.6582278481012658,0.485042735042735,0.6140421219403887,0.7353282833217893
human_signature,null_rare,all,1383,0.6724511930585684,0.881310973438724,0.95057060969473,0.6005336495869456
human_signature,null_rare,selector_visible,418,0.004784688995215311,0.7884615384615383,0.01628327733264409,0.18213932877740638
human_signature,null_rare,old_edge_negative,656,0.3155487804878049,0.7181552134103697,0.6523804708022249,0.2928485829182278
human_signature,null_rare,e310_e311,79,0.1518987341772152,0.44216417910447764,0.3462885921758831,0.17906572812158622
human_signature,action_cliff,all,1383,0.3007953723788865,0.8765748051069923,0.6276521561600715,0.37659781101849
human_signature,action_cliff,selector_visible,418,0.9952153110047847,0.7572115384615385,0.9986645490335112,0.776060615309309
human_signature,action_cliff,old_edge_negative,656,0.6341463414634146,0.7071664663461538,0.7409368882533383,0.6716597822819145
human_signature,action_cliff,e310_e311,79,0.6455696202531646,0.507703081232493,0.6124617400858946,0.7370434319139058
semantic_plus_human,null_common,all,1383,0.2993492407809111,0.86303674787993,0.6092677353771512,0.3491732220897362
semantic_plus_human,null_common,selector_visible,418,0.9760765550239234,0.6906862745098039,0.9906540537631027,0.7109185075404634
semantic_plus_human,null_common,old_edge_negative,656,0.6295731707317073,0.6970675275760022,0.7380506785937828,0.6159221459573098
semantic_plus_human,null_common,e310_e311,79,0.6582278481012658,0.503917378917379,0.6252238906821506,0.7568805512388965
semantic_plus_human,null_rare,all,1383,0.6724511930585684,0.8789669823636924,0.9500937678002909,0.608117173038517
semantic_plus_human,null_rare,selector_visible,418,0.004784688995215311,0.7475961538461539,0.014084507042253521,0.1972133080470696
semantic_plus_human,null_rare,old_edge_negative,656,0.3155487804878049,0.7073259955026199,0.6523818769418056,0.3074852430405789
semantic_plus_human,null_rare,e310_e311,79,0.1518987341772152,0.45584577114427854,0.3881526419572185,0.1887915154419212
semantic_plus_human,action_cliff,all,1383,0.3007953723788865,0.8717646269190995,0.6226316074835379,0.3640435965604959
semantic_plus_human,action_cliff,selector_visible,418,0.9952153110047847,0.7223557692307693,0.9984460480824618,0.744586918713406
semantic_plus_human,action_cliff,old_edge_negative,656,0.6341463414634146,0.7051432291666667,0.7394835934464306,0.644243881820974
semantic_plus_human,action_cliff,e310_e311,79,0.6455696202531646,0.5234593837535014,0.6218281617522163,0.7596071325783289
shape_signature,null_common,all,1383,0.2993492407809111,0.9456434493451588,0.8117230732583172,0.36638506150991645
shape_signature,null_common,selector_visible,418,0.9760765550239234,0.7,0.990848857768384,0.8340985796604892
shape_signature,null_common,old_edge_negative,656,0.6295731707317073,0.8727767315337936,0.9220887446760635,0.674645749602752
shape_signature,null_common,e310_e311,79,0.6582278481012658,0.4964387464387464,0.6581420109132081,0.4525902840097958
shape_signature,null_rare,all,1383,0.6724511930585684,0.9545526834247192,0.9807506813247099,0.618210005435983
shape_signature,null_rare,selector_visible,418,0.004784688995215311,0.7259615384615384,0.012622720897615708,0.13711575911587942
shape_signature,null_rare,old_edge_negative,656,0.3155487804878049,0.8823418654444122,0.8216834254952395,0.2976073817407192
shape_signature,null_rare,e310_e311,79,0.1518987341772152,0.7742537313432837,0.6192317916002128,0.4625980860350679
shape_signature,action_cliff,all,1383,0.3007953723788865,0.9473440855938271,0.8143014933141326,0.3656689806169686
shape_signature,action_cliff,selector_visible,418,0.9952153110047847,0.7163461538461539,0.9983949443306757,0.8366903981752549
shape_signature,action_cliff,old_edge_negative,656,0.6341463414634146,0.8739983974358975,0.9224416686840566,0.677515632002565
shape_signature,action_cliff,e310_e311,79,0.6455696202531646,0.5063025210084033,0.647921536495834,0.45290794833873915
