sub_idx,target,active,prob_e101,prob_e95,prob_mixmin,prob_e72,prob_e89,delta_prob_e101_minus_e95,delta_logit_e101_minus_e95,abs_delta_logit_e101_minus_e95,logit_gap_e95_minus_mixmin,abs_logit_gap_e95_minus_mixmin,rollback_shrink_fraction_to_mixmin,delta_logit_e89_minus_e95,delta_logit_e72_minus_mixmin,active_e95_vs_mixmin,hidden_block_id,subject_id,lifelog_date,sleep_date,global_pos,subject_pos,subject_phase,dow,is_weekend,block_n_rows,block_len_bin,pos_in_block,pos_frac,edge_distance,pos_bin,block_start,block_end,context_type,has_prev_train,has_next_train,prev_gap_pos,next_gap_pos,prev_gap_days,next_gap_days,delta_e101_minus_e95_y1,delta_e101_minus_e95_y0,support_label,support_delta,adverse_delta,flip_benefit,support_delta_per_all_cells,adverse_delta_per_all_cells,flip_benefit_per_all_cells,move_direction,support_meaning,flip_rank,cum_flip_benefit,global_prior_y1,subject_prior_y1,global_support_probability,global_expected_delta,global_expected_delta_per_all_cells,subject_support_probability,subject_expected_delta,subject_expected_delta_per_all_cells,raw_plus_prior_y1,full_subject_prior_y1,full_global_prior_y1,target_temporal_raw_delta,temporal_valid_raw_target,validation_gated_raw_y1,global_prior_y1_support_probability,global_prior_y1_expected_delta,global_prior_y1_expected_delta_per_all_cells,subject_prior_y1_support_probability,subject_prior_y1_expected_delta,subject_prior_y1_expected_delta_per_all_cells,full_global_prior_y1_support_probability,full_global_prior_y1_expected_delta,full_global_prior_y1_expected_delta_per_all_cells,full_subject_prior_y1_support_probability,full_subject_prior_y1_expected_delta,full_subject_prior_y1_expected_delta_per_all_cells,raw_plus_prior_y1_support_probability,raw_plus_prior_y1_expected_delta,raw_plus_prior_y1_expected_delta_per_all_cells,validation_gated_raw_y1_support_probability,validation_gated_raw_y1_expected_delta,validation_gated_raw_y1_expected_delta_per_all_cells,global_prior_y1_support_minus_subject_support,subject_prior_y1_support_minus_subject_support,full_global_prior_y1_support_minus_subject_support,full_subject_prior_y1_support_minus_subject_support,raw_plus_prior_y1_support_minus_subject_support,validation_gated_raw_y1_support_minus_subject_support
133,S3,True,0.9443261167279406,0.943247383559343,0.9474476157684952,0.9448926729514232,0.9435717454489548,0.0010787331685976,0.0203335891549412,0.0203335891549412,-0.081334356619767,0.081334356619767,0.2499999999999931,0.0060755784462989,-0.0501725187823134,True,id06_b2,id06,2024-07-11,2024-07-12,386,35,0.4929577464788732,3,0,8,6-10,5,0.7142857142857143,2,interior,2024-07-06,2024-07-13,between_train_runs,True,True,1.0,1.0,1.0,1.0,-0.0011429841390257,0.0191906050159152,1,-0.0011429841390257,0.0191906050159152,0.020333589154941,-6.531337937289998e-07,1.0966060009094446e-05,1.1619193802823445e-05,up,label_1_supports_e101,1,0.020333589154941,0.6622222222222223,0.9583333333333334,0.6622222222222223,0.0057252504199765,3.2715716685580303e-06,0.9583333333333334,-0.0002957512575698,-1.6900071861135665e-07,0.9129348136772686,0.9489795918367347,0.6618625277161863,-0.0046425795225136,True,0.9129348136772686,0.6622222222222223,0.005725250419976558,1.6357858342790166e-06,0.9583333333333334,-0.00029575125756982985,-8.450035930566567e-08,0.6618625277161863,0.005732564300283584,1.6378755143667383e-06,0.9489795918367347,-0.00010555612091647142,-3.015889169042041e-08,0.9129348136772686,0.0006273635893591003,1.792467398168858e-07,0.9129348136772686,0.0006273635893591003,1.792467398168858e-07,-0.2961111111111111,0.0,-0.2964708056171471,-0.009353741496598622,-0.045398519656064784,-0.045398519656064784
145,S3,True,0.9564453543675084,0.9556164332123016,0.958844334948748,0.9568807299402248,0.9558656743704184,0.0008289211552068,0.0197199567616581,0.0197199567616581,-0.0788798270466215,0.0788798270466215,0.2500000000000352,0.0058922280444457,-0.0486583993347835,True,id06_b8,id06,2024-08-14,2024-08-15,414,63,0.8873239436619719,2,0,4,3-5,3,1.0,0,right_edge,2024-08-11,2024-08-14,between_train_runs,True,True,1.0,1.0,1.0,1.0,-0.0008670443732736,0.0188529123883844,1,-0.0008670443732736,0.0188529123883844,0.0197199567616581,-4.954539275849629e-07,1.0773092793362544e-05,1.1268546720947504e-05,up,label_1_supports_e101,2,0.0400535459165991,0.6622222222222223,0.9583333333333334,0.6622222222222223,0.005793918799553,3.31081074260175e-06,0.9583333333333334,-4.537950820459691e-05,-2.5931147545483947e-08,0.853467662765424,0.9489795918367347,0.6618625277161863,-0.0046425795225136,True,0.853467662765424,0.6622222222222223,0.005793918799553101,1.655405371300886e-06,0.9583333333333334,-4.537950820451733e-05,-1.2965573772719236e-08,0.6618625277161863,0.005801011959659538,1.6574319884741536e-06,0.9489795918367347,0.00013907586966813363,3.9735962762323896e-08,0.853467662765424,0.002022566981176928,5.778762803362651e-07,0.853467662765424,0.002022566981176928,5.778762803362651e-07,-0.2961111111111111,0.0,-0.2964708056171471,-0.009353741496598622,-0.10486567056790941,-0.10486567056790941
141,S3,True,0.9576006663627896,0.9568080958562812,0.959895793596374,0.9580170433924116,0.9570463826402134,0.0007925705065083,0.0193484331585298,0.0193484331585298,-0.0773937326341283,0.0773937326341283,0.2499999999999713,0.0057812185823107,-0.047741676034549,True,id06_b6,id06,2024-08-09,2024-08-10,409,58,0.8169014084507042,4,0,1,1-2,0,0.0,0,single,2024-08-09,2024-08-09,between_train_runs,True,True,1.0,1.0,4.0,1.0,-0.0008280055622723,0.0185204275962574,1,-0.0008280055622723,0.0185204275962574,0.0193484331585298,-4.731460355842078e-07,1.0583101483575695e-05,1.1056247519159905e-05,up,label_1_supports_e101,3,0.0594019790751289,0.6622222222222223,0.9583333333333334,0.6622222222222223,0.0057074651934977,3.261408681998693e-06,0.9583333333333334,-2.182084733362132e-05,-1.2469055619212185e-08,0.9008807492426693,0.9489795918367347,0.6618625277161863,-0.0046425795225136,True,0.9008807492426693,0.6622222222222223,0.005707465193497731,1.6307043409993517e-06,0.9583333333333334,-2.182084733356321e-05,-6.234527809589488e-09,0.6618625277161863,0.0057144247186052596,1.63269277674436e-06,0.9489795918367347,0.00015915939479554074,4.547411279872593e-08,0.9008807492426693,0.0010897966357294583,3.113704673512738e-07,0.9008807492426693,0.0010897966357294583,3.113704673512738e-07,-0.2961111111111111,0.0,-0.2964708056171471,-0.009353741496598622,-0.057452584090664116,-0.057452584090664116
39,S3,True,0.9054143319744036,0.903784994303189,0.910154947551092,0.9059519299976166,0.903784994303189,0.0016293376712145,0.0188805364597106,0.0188805364597106,-0.0755221458388422,0.0755221458388422,0.2500000000000014,0.0,-0.050348097225894,True,id02_b2,id02,2024-09-06,2024-09-07,112,44,0.5569620253164557,4,0,16,11-16,12,0.8,3,interior,2024-08-25,2024-09-09,between_train_runs,True,True,1.0,1.0,1.0,1.0,-0.001801170371935,0.0170793660877753,1,-0.001801170371935,0.0170793660877753,0.0188805364597103,-1.0292402125342868e-06,9.759637764443078e-06,1.0788877976977364e-05,up,label_1_supports_e101,4,0.0782825155348393,0.6622222222222223,0.8958333333333334,0.6622222222222223,0.0045762552766782,2.6150030152447336e-06,0.8958333333333334,0.0001655521759514,9.4601243400855e-08,0.8918583781149236,0.8877551020408163,0.6618625277161863,-0.0046425795225136,True,0.8918583781149236,0.6622222222222223,0.004576255276678255,1.3075015076223588e-06,0.8958333333333334,0.00016555217595148864,4.7300621700425324e-08,0.6618625277161863,0.004583046501913826,1.3094418576896646e-06,0.8877551020408163,0.0003180735163998297,9.087814754280848e-08,0.8918583781149236,0.0002406014628783897,6.874327510811134e-08,0.8918583781149236,0.0002406014628783897,6.874327510811134e-08,-0.2336111111111111,0.0,-0.23397080561714712,-0.008078231292517057,-0.003974955218409737,-0.003974955218409737
215,S3,True,0.7124984678925073,0.7086968741194286,0.7237236102547969,0.7137590693719013,0.7086968741194286,0.0038015937730786,0.018486072142399,0.018486072142399,-0.073944288569597,0.073944288569597,0.2499999999999973,0.0,-0.0492961923797312,True,id09_b4,id09,2024-09-04,2024-09-05,632,55,0.8208955223880597,2,0,13,11-16,0,0.0,0,left_edge,2024-09-04,2024-09-21,after_train_run,True,False,1.0,,1.0,,-0.0053498667323717,0.0131362054100272,1,-0.0053498667323717,0.0131362054100272,0.018486072142399,-3.057066704212454e-06,7.506403091444119e-06,1.0563469795656572e-05,up,label_1_supports_e101,5,0.0967685876772383,0.6622222222222223,0.7073170731707317,0.6622222222222223,0.0008943176357274,5.11038648987099e-07,0.7073170731707317,6.069096784254869e-05,3.468055305288496e-08,0.5292892616245588,0.7023809523809523,0.6618625277161863,-0.0046425795225136,True,0.5292892616245588,0.6622222222222223,0.0008943176357274836,2.5551932449356677e-07,0.7073170731707317,6.0690967842612874e-05,1.7340276526460822e-08,0.6618625277161863,0.0009009669743152895,2.574191355186541e-07,0.7023809523809523,0.000151940452866069,4.3411557961734006e-08,0.5292892616245588,0.0033517259354385602,9.576359815538743e-07,0.5292892616245588,0.0033517259354385602,9.576359815538743e-07,-0.0450948509485094,0.0,-0.045454545454545414,-0.004936120789779341,-0.17802781154617286,-0.17802781154617286
146,S3,True,0.9539964118379352,0.95317842641855,0.9563695012975176,0.954426445930864,0.9534242747205092,0.0008179854193851,0.0184824717931251,0.0184824717931251,-0.0739298871725,0.0739298871725,0.2500000000000015,0.0055224734996279,-0.04560494244858,True,id06_b10,id06,2024-08-19,2024-08-20,417,66,0.9295774647887324,0,0,6,6-10,0,0.0,0,left_edge,2024-08-19,2024-08-24,after_train_run,True,False,1.0,,1.0,,-0.0008577980929009,0.0176246737002242,1,-0.0008577980929009,0.0176246737002242,0.0184824717931251,-4.901703388005218e-07,1.0071242114413828e-05,1.056141245321435e-05,up,label_1_supports_e101,6,0.1152510594703634,0.6622222222222223,0.9583333333333334,0.6622222222222223,0.0053851701572213,3.0772400898407687e-06,0.9583333333333334,-8.769510152070086e-05,-5.011148658325764e-08,0.9180991420655591,0.9489795918367347,0.6618625277161863,-0.0046425795225136,True,0.9180991420655591,0.6622222222222223,0.005385170157221354,1.538620044920387e-06,0.9583333333333334,-8.769510152068817e-05,-2.5055743291625192e-08,0.6618625277161863,0.005391818200783307,1.5405194859380877e-06,0.9489795918367347,8.518516185037955e-05,2.4338617671537016e-08,0.9180991420655591,0.00065593220370515,1.8740920105861428e-07,0.9180991420655591,0.00065593220370515,1.8740920105861428e-07,-0.2961111111111111,0.0,-0.2964708056171471,-0.009353741496598622,-0.04023419126777428,-0.04023419126777428
235,S3,True,0.4658982110567462,0.4613214853159579,0.4796598088448799,0.4674251015090129,0.4613214853159579,0.0045767257407883,0.018404522455178,0.018404522455178,-0.0736180898207129,0.0736180898207129,0.2499999999999971,0.0,-0.0490787265471418,True,id10_b2,id10,2024-08-17,2024-08-18,674,29,0.5370370370370371,5,1,11,11-16,7,0.7,3,interior,2024-08-04,2024-08-22,between_train_runs,True,True,1.0,1.0,2.0,5.0,-0.0098720139962502,0.0085325084589276,1,-0.0098720139962502,0.0085325084589276,0.0184045224551778,-5.641150855000129e-06,4.875719119387216e-06,1.0516869974387344e-05,up,label_1_supports_e101,7,0.1336555819255413,0.6622222222222223,0.4848484848484848,0.6622222222222223,-0.003655375300279,-2.0887858858737375e-06,0.4848484848484848,-0.0003908963678252,-2.2336935304301207e-07,0.5645953074204422,0.4852941176470588,0.6618625277161863,-0.0046425795225136,True,0.5645953074204422,0.6622222222222223,-0.0036553753002790327,-1.0443929429368664e-06,0.4848484848484848,-0.00039089636782527193,-1.1168467652150626e-07,0.6618625277161863,-0.003648755294665688,-1.0425015127616253e-06,0.4852941176470588,-0.00039909802667339143,-1.1402800762096898e-07,0.5645953074204422,-0.00185859855457994,-5.310281584514114e-07,0.5645953074204422,-0.00185859855457994,-5.310281584514114e-07,0.17737373737373746,0.0,0.17701404286770145,0.00044563279857401383,0.07974682257195737,0.07974682257195737
120,S3,True,0.1236644349669294,0.1256087854074532,0.117985959059584,0.1230220858228735,0.1256087854074532,-0.0019443504405238,-0.0178216646478346,0.0178216646478346,0.0712866585913372,0.0712866585913372,0.2500000000000046,0.0,0.0475244390608926,True,id05_b6,id05,2024-11-07,2024-11-08,339,53,0.828125,3,0,2,1-2,1,1.0,0,right_edge,2024-11-06,2024-11-07,between_train_runs,True,True,1.0,1.0,1.0,2.0,0.0156004714124822,-0.0022211932353522,0,-0.0022211932353522,0.0156004714124822,0.0178216646478344,-1.2692532773441396e-06,8.914555092846991e-06,1.0183808370191132e-05,down,label_0_supports_e101,8,0.1514772465733758,0.6622222222222223,0.1363636363636363,0.3377777777777777,0.0095807091314359,5.474690932249099e-06,0.8636363636363636,0.0002090337620797,1.194478640455599e-07,0.13518434309600558,0.14444444444444443,0.6618625277161863,-0.0046425795225136,True,0.13518434309600558,0.33777777777777773,0.009580709131435916,2.7373454661245473e-06,0.8636363636363638,0.0002090337620797621,5.972393202278917e-08,0.33813747228381374,0.009574298776573674,2.735513936163907e-06,0.8555555555555556,0.0003530472137794351,1.0087063250841004e-07,0.8648156569039944,0.000188016792942599,5.371908369788543e-08,0.8648156569039944,0.000188016792942599,5.371908369788543e-08,-0.525858585858586,0.0,-0.52549889135255,-0.008080808080808133,0.0011792932676306656,0.0011792932676306656
241,S3,True,0.4836641604524473,0.4879666911973214,0.4707736299881825,0.482230490017813,0.4879666911973214,-0.004302530744874,-0.0172240917020181,0.0172240917020181,0.0688963668080719,0.0688963668080719,0.2500000000000029,0.0,0.0459309112053812,True,id10_b4,id10,2024-09-17,2024-09-18,691,46,0.8518518518518519,1,0,11,11-16,2,0.2,2,interior,2024-09-15,2024-09-26,after_train_run,True,False,1.0,,1.0,,0.0088563652749852,-0.0083677264270328,0,-0.0083677264270328,0.0088563652749852,0.017224091702018,-4.781557958304472e-06,5.060780157134434e-06,9.842338115438906e-06,down,label_0_supports_e101,9,0.1687013382753938,0.6622222222222223,0.4848484848484848,0.3377777777777777,0.0030384498556369,1.7362570603639596e-06,0.5151515151515151,-1.6651662417996663e-05,-9.515235667426665e-09,0.7298218998063263,0.4852941176470588,0.6618625277161863,-0.0046425795225136,True,0.7298218998063263,0.33777777777777773,0.003038449855636898,8.681285301819709e-07,0.5151515151515151,-1.6651662418012275e-05,-4.757617833717793e-09,0.33813747228381374,0.0030322544444802216,8.663584127086347e-07,0.5147058823529411,-8.97604222994692e-06,-2.5645834942705485e-09,0.2701781001936737,0.0042027929013723556,1.200797971820673e-06,0.2701781001936737,0.0042027929013723556,1.200797971820673e-06,-0.1773737373737374,0.0,-0.1770140428677014,-0.00044563279857401383,-0.24497341495784142,-0.24497341495784142
8,S3,True,0.8580356696681675,0.8560330819755341,0.863904208510249,0.858698013849559,0.8560330819755341,0.0020025876926333,0.0163443551421567,0.0163443551421567,-0.0653774205686275,0.0653774205686275,0.2499999999999974,0.0,-0.0435849470457512,True,id01_b2,id01,2024-08-09,2024-08-10,36,36,0.5373134328358209,4,0,14,11-16,8,0.6153846153846154,5,interior,2024-07-30,2024-08-16,between_train_runs,True,True,1.0,1.0,2.0,1.0,-0.00233664910101,0.0140077060411469,1,-0.00233664910101,0.0140077060411469,0.0163443551421569,-1.3352280577200362e-06,8.004403452083953e-06,9.33963150980399e-06,up,label_1_supports_e101,10,0.1850456934175508,0.6622222222222223,0.8536585365853658,0.6622222222222223,0.0031841108581185,1.8194919189248668e-06,0.8536585365853658,5.520774906169054e-05,3.154728517810888e-08,0.725583003639751,0.8452380952380952,0.6618625277161863,-0.0046425795225136,True,0.725583003639751,0.6622222222222223,0.0031841108581185523,9.097459594624435e-07,0.8536585365853658,5.520774906174171e-05,1.577364258906906e-08,0.6618625277161863,0.0031899898328678873,9.114256665336821e-07,0.8452380952380952,0.00019283443289523465,5.509555225578133e-08,0.725583003639751,0.0021485197445458865,6.138627841559676e-07,0.725583003639751,0.0021485197445458865,6.138627841559676e-07,-0.19143631436314357,0.0,-0.19179600886917958,-0.008420441347270602,-0.1280755329456148,-0.1280755329456148
