strategy,source,fallback,target_scope,tail_quantile,rows,evaluated,strict,nondominated,best_tail,best_tail_all_delta,best_strict_tail,best_strict_tail_all_delta,best_margin,best_margin_tail,best_world,best_hidden_q2s3
cell_hardtail_fallback,e86,e85,all,0.6,1,1,1,0,0.0008313051036743373,-2.670928535930539e-05,0.0008313051036743373,-2.670928535930539e-05,-2.670928535930539e-05,0.0008313051036743373,-0.00017248327207775583,-0.0002946672870213357
row_hardtail_fallback,e86,e85,all,0.6,1,1,1,0,0.0008339547854535939,-2.6492437110281486e-05,0.0008339547854535939,-2.6492437110281486e-05,-2.6492437110281486e-05,0.0008339547854535939,-0.00020656253841399018,-0.0002975094779521098
cell_hardtail_fallback,e86,e89,all,0.5,1,1,1,0,0.0008364948376993541,-2.6514994104220868e-05,0.0008364948376993541,-2.6514994104220868e-05,-2.6514994104220868e-05,0.0008364948376993541,-0.00016079953953014315,-0.000251139504343037
row_hardtail_fallback,e86,e89,all,0.5,1,1,1,0,0.000840606328630292,-2.6600011531208168e-05,0.000840606328630292,-2.6600011531208168e-05,-2.6600011531208168e-05,0.000840606328630292,-0.0001938916942768043,-0.00026500921593559934
cell_hardtail_fallback,e90,e85,all,0.7,1,1,1,0,0.0008428824154136836,-2.6477319002848887e-05,0.0008428824154136836,-2.6477319002848887e-05,-2.6477319002848887e-05,0.0008428824154136836,-0.000190143802711501,-0.0002751917425434097
cell_hardtail_fallback,e90,e89,all,0.6,1,1,1,0,0.0008451806385228454,-2.632438766547729e-05,0.0008451806385228454,-2.632438766547729e-05,-2.632438766547729e-05,0.0008451806385228454,-0.0001716664150030689,-0.0002552262946147951
row_hardtail_fallback,e90,e89,all,0.6,1,1,1,0,0.0008495239936185166,-2.643222265719114e-05,0.0008495239936185166,-2.643222265719114e-05,-2.643222265719114e-05,0.0008495239936185166,-0.0001984436924091837,-0.00026126274802116406
row_hardtail_fallback,e90,e85,s1s2s3,0.6,1,1,1,0,0.0008526498629637816,-2.6200792465291833e-05,0.0008526498629637816,-2.6200792465291833e-05,-2.6200792465291833e-05,0.0008526498629637816,-0.00022326068184150838,-0.0002912972420219054
cell_hardtail_fallback,e90,e85,s1s2s3,0.6,1,1,1,0,0.0008539217989670708,-2.6506955605132276e-05,0.0008539217989670708,-2.6506955605132276e-05,-2.6506955605132276e-05,0.0008539217989670708,-0.00020261000432675313,-0.0002912972420219054
cell_hardtail_fallback,e90,e85,s1s2s3,0.7,1,1,1,0,0.0008661475601185202,-2.6656823490900372e-05,0.0008661475601185202,-2.6656823490900372e-05,-2.6656823490900372e-05,0.0008661475601185202,-0.00021505612608654356,-0.00029210910278587576
cell_hardtail_fallback,e90,e89,q2s3,0.6,1,1,1,0,0.0008665125730227249,-2.660521059050236e-05,0.0008665125730227249,-2.660521059050236e-05,-2.660521059050236e-05,0.0008665125730227249,-0.00019032697817686906,-0.0002552262946147951
row_hardtail_fallback,e90,e89,all,0.7,1,1,1,0,0.0008676027335868693,-2.6622287022326496e-05,0.0008676027335868693,-2.6622287022326496e-05,-2.6622287022326496e-05,0.0008676027335868693,-0.0002149116154247732,-0.00027560756409857057
row_hardtail_fallback,e90,e85,all,0.8,1,1,1,0,0.0008691276449940984,-2.6617008046958546e-05,0.0008691276449940984,-2.6617008046958546e-05,-2.6617008046958546e-05,0.0008691276449940984,-0.00023710840370540497,-0.0002832907255586603
row_hardtail_fallback,e90,e85,s1s2s3,0.7,1,1,1,0,0.0008691708915524734,-2.6370950008680616e-05,0.0008691708915524734,-2.6370950008680616e-05,-2.6370950008680616e-05,0.0008691708915524734,-0.0002309788990285888,-0.0002927751502824899
row_hardtail_fallback,e90,e89,q2s3,0.6,1,1,1,0,0.0008696041354206854,-2.664506753724538e-05,0.0008696041354206854,-2.664506753724538e-05,-2.664506753724538e-05,0.0008696041354206854,-0.00021535642718990556,-0.00026126274802116406
cell_hardtail_fallback,e86,e89,all,0.6,1,1,1,0,0.0008715093842325111,-2.681595829423511e-05,0.0008715093842325111,-2.681595829423511e-05,-2.681595829423511e-05,0.0008715093842325111,-0.0001937043302160546,-0.0002946672870213357
row_hardtail_fallback,e86,e85,all,0.7,1,1,1,0,0.0008725008829520815,-2.6730451993639548e-05,0.0008725008829520815,-2.6730451993639548e-05,-2.6730451993639548e-05,0.0008725008829520815,-0.00022197130918847897,-0.0003182423963225753
row_hardtail_fallback,e90,e89,q2s3,0.7,1,1,1,0,0.0008769290049546336,-2.6759275396304183e-05,0.0008769290049546336,-2.6759275396304183e-05,-2.6759275396304183e-05,0.0008769290049546336,-0.00022253979331738895,-0.00027560756409857057
cell_hardtail_fallback,e90,e89,all,0.7,1,1,1,0,0.0008783420384054451,-2.657799821181861e-05,0.0008783420384054451,-2.657799821181861e-05,-2.657799821181861e-05,0.0008783420384054451,-0.00020539438119156482,-0.0002751917425434097
cell_hardtail_fallback,e90,e85,all,0.8,1,1,1,0,0.0008829416533823718,-2.6683503445257273e-05,0.0008829416533823718,-2.6683503445257273e-05,-2.6683503445257273e-05,0.0008829416533823718,-0.00022702543439481193,-0.00029323683617325097
row_hardtail_fallback,e90,e85,s1s2s3,0.8,1,1,1,0,0.0008854426110835586,-2.6631770287055545e-05,0.0008854426110835586,-2.6631770287055545e-05,-2.6631770287055545e-05,0.0008854426110835586,-0.0002349003312837883,-0.0002930689549201504
cell_hardtail_fallback,e90,e89,q2s3,0.7,1,1,1,0,0.000892475464255274,-2.6752130947049757e-05,0.000892475464255274,-2.6752130947049757e-05,-2.6752130947049757e-05,0.000892475464255274,-0.00022220167467332797,-0.0002751917425434097
cell_hardtail_fallback,e90,e89,s1s2s3,0.6,1,1,1,0,0.0008941260795252445,-2.6626077602953657e-05,0.0008941260795252445,-2.6626077602953657e-05,-2.6626077602953657e-05,0.0008941260795252445,-0.00022023105495554973,-0.0002912972420219054
row_hardtail_fallback,e90,e89,all,0.8,1,1,1,0,0.0008946714278758786,-2.6843049495184346e-05,0.0008946714278758786,-2.6843049495184346e-05,-2.6843049495184346e-05,0.0008946714278758786,-0.0002430794501598832,-0.0002832907255586603
row_hardtail_fallback,e90,e89,s1s2s3,0.6,1,1,1,0,0.0008953778722229554,-2.6734091749469613e-05,0.0008953778722229554,-2.6734091749469613e-05,-2.6734091749469613e-05,0.0008953778722229554,-0.00023095360080241378,-0.0002912972420219054
row_hardtail_fallback,e90,e89,q2s3,0.8,1,1,1,0,0.0009005300502525068,-2.691058299697513e-05,0.0009005300502525068,-2.691058299697513e-05,-2.691058299697513e-05,0.0009005300502525068,-0.00024911308020041377,-0.0002832907255586603
cell_hardtail_fallback,e90,e89,s1s2s3,0.7,1,1,1,0,0.0009016071831102817,-2.6766822383894606e-05,0.0009016071831102817,-2.6766822383894606e-05,-2.6766822383894606e-05,0.0009016071831102817,-0.00023097486312564363,-0.00029210910278587576
cell_hardtail_fallback,e86,e85,s1s2s3,0.5,1,1,1,0,0.0009055503128226135,-2.686827916620338e-05,0.0009055503128226135,-2.686827916620338e-05,-2.686827916620338e-05,0.0009055503128226135,-0.0002414231068089745,-0.00036621868666930624
row_hardtail_fallback,e86,e85,s1s2s3,0.5,1,1,1,0,0.000905604902430677,-2.6427253249972082e-05,0.000905604902430677,-2.6427253249972082e-05,-2.6427253249972082e-05,0.000905604902430677,-0.0002715442064777307,-0.0003647945024565502
row_hardtail_fallback,e90,e89,s1s2s3,0.7,1,1,1,0,0.0009065458506229683,-2.6792068633652022e-05,0.0009065458506229683,-2.6792068633652022e-05,-2.6792068633652022e-05,0.0009065458506229683,-0.0002393025381713265,-0.0002927751502824899
cell_hardtail_fallback,e90,e85,all,0.9,1,1,1,0,0.0009066605357588117,-2.6823280960597273e-05,0.0009066605357588117,-2.6823280960597273e-05,-2.6823280960597273e-05,0.0009066605357588117,-0.0002394421548439496,-0.00029527327596691466
control,noq2,,,,1,1,1,0,0.0009067982716429349,-2.6946089001889106e-05,0.0009067982716429349,-2.6946089001889106e-05,-2.6946089001889106e-05,0.0009067982716429349,-0.00017163790502200404,-0.0002542062217323199
row_hardtail_fallback,e90,e85,all,0.9,1,1,1,0,0.0009078676998531835,-2.6837267137258536e-05,0.0009078676998531835,-2.6837267137258536e-05,-2.6837267137258536e-05,0.0009078676998531835,-0.0002486217378481481,-0.00029593622787309204
cell_hardtail_fallback,e90,e89,all,0.8,1,1,1,0,0.0009092796823131088,-2.6806398886858318e-05,0.0009092796823131088,-2.6806398886858318e-05,-2.6806398886858318e-05,0.0009092796823131088,-0.0002374798043646209,-0.00029323683617325097
row_hardtail_fallback,e90,e85,s1s2s3,0.9,1,1,1,0,0.0009105610331911162,-2.6843213822069778e-05,0.0009105610331911162,-2.6843213822069778e-05,-2.6843213822069778e-05,0.0009105610331911162,-0.0002455966997749359,-0.00029593458148262364
row_hardtail_fallback,e90,e89,s1s2s3,0.8,1,1,1,0,0.0009109863939653388,-2.6860412423945768e-05,0.0009109863939653388,-2.6860412423945768e-05,-2.6860412423945768e-05,0.0009109863939653388,-0.00024092802772366918,-0.0002930689549201504
row_hardtail_fallback,e86,e85,s1s2s3,0.6,1,1,1,0,0.000915191546864532,-2.6757857933601414e-05,0.000915191546864532,-2.6757857933601414e-05,-2.6757857933601414e-05,0.000915191546864532,-0.00027550886390171334,-0.00036550576934274437
cell_hardtail_fallback,e90,e89,s3,0.6,1,1,1,0,0.0009154580140251241,-2.6908289626814685e-05,0.0009154580140251241,-2.6908289626814685e-05,-2.6908289626814685e-05,0.0009154580140251241,-0.0002479356020870238,-0.0002912972420219054
row_hardtail_fallback,e90,e89,s3,0.6,1,1,1,0,0.0009154580140251241,-2.6908289626814685e-05,0.0009154580140251241,-2.6908289626814685e-05,-2.6908289626814685e-05,0.0009154580140251241,-0.0002479356020870238,-0.0002912972420219054
cell_hardtail_fallback,e90,e89,s3,0.7,1,1,1,0,0.0009157406089601106,-2.691196284176911e-05,0.0009157406089601106,-2.691196284176911e-05,-2.691196284176911e-05,0.0009157406089601106,-0.0002475540989246627,-0.00029210910278587576
row_hardtail_fallback,e90,e89,s3,0.7,1,1,1,0,0.0009158721219907327,-2.6914550419698813e-05,0.0009158721219907327,-2.6914550419698813e-05,-2.6914550419698813e-05,0.0009158721219907327,-0.0002477054084786545,-0.0002927751502824899
cell_hardtail_fallback,e90,e89,all,0.9,1,1,1,0,0.0009163394924492144,-2.6864869423270932e-05,0.0009163394924492144,-2.6864869423270932e-05,-2.6864869423270932e-05,0.0009163394924492144,-0.0002442150026428391,-0.00029527327596691466
cell_hardtail_fallback,e90,e89,q2s3,0.8,1,1,1,0,0.000916528723066203,-2.6908276796189234e-05,0.000916528723066203,-2.6908276796189234e-05,-2.6908276796189234e-05,0.000916528723066203,-0.0002484008588617082,-0.00029323683617325097
row_hardtail_fallback,e90,e89,q2s3,0.9,1,1,1,0,0.0009167945265917439,-2.6913500374758925e-05,0.0009167945265917439,-2.6913500374758925e-05,-2.6913500374758925e-05,0.0009167945265917439,-0.000251480011080607,-0.00029593622787309204
row_hardtail_fallback,e90,e89,s3,0.8,1,1,1,0,0.0009168450163419669,-2.6928072382803592e-05,0.0009168450163419669,-2.6928072382803592e-05,-2.6928072382803592e-05,0.0009168450163419669,-0.000246961657764172,-0.0002930689549201504
cell_hardtail_fallback,e90,e89,q2s3,0.9,1,1,1,0,0.0009192487017474785,-2.692224953482203e-05,0.0009192487017474785,-2.692224953482203e-05,-2.692224953482203e-05,0.0009192487017474785,-0.00024831441651188,-0.00029527327596691466
row_hardtail_fallback,e90,e89,s3,0.9,1,1,1,0,0.0009194878599296767,-2.6918957396038223e-05,0.0009194878599296767,-2.6918957396038223e-05,-2.6918957396038223e-05,0.0009194878599296767,-0.0002484549730073782,-0.00029593458148262364
row_hardtail_fallback,e86,e85,s1s2s3,0.7,1,1,1,0,0.0009300888803534697,-2.6911000216456316e-05,0.0009300888803534697,-2.6911000216456316e-05,-2.6911000216456316e-05,0.0009300888803534697,-0.00028015989669297745,-0.00036767804443915003
control,e90,,,,1,1,1,0,0.0009340306314570177,-2.6932385085221e-05,0.0009340306314570177,-2.6932385085221e-05,-2.6932385085221e-05,0.0009340306314570177,-0.000250999367211191,-0.00029983846764414235
row_hardtail_fallback,e86,e89,all,0.8,1,1,1,0,0.0009412543036808138,-2.7304967614494302e-05,0.0009412543036808138,-2.7304967614494302e-05,-2.7304967614494302e-05,0.0009412543036808138,-0.00027908332566764504,-0.00034148161670909116
cell_hardtail_fallback,e86,e85,s1s2s3,0.8,1,1,1,0,0.000946033175740473,-2.7299427243998586e-05,0.000946033175740473,-2.7299427243998586e-05,-2.7299427243998586e-05,0.000946033175740473,-0.00027949875412173754,-0.00036920052267458425
row_hardtail_fallback,e86,e85,s1s2s3,0.8,1,1,1,0,0.0009486730908873653,-2.7198765644165235e-05,0.0009486730908873653,-2.7198765644165235e-05,-2.7198765644165235e-05,0.0009486730908873653,-0.00029105743369249316,-0.00036814691286425616
row_hardtail_fallback,e86,e89,s1s2s3,0.5,1,1,1,0,0.0009522359212672138,-2.7084416188927207e-05,0.0009522359212672138,-2.7084416188927207e-05,-2.7084416188927207e-05,0.0009522359212672138,-0.0002872257112397969,-0.0003647945024565502
cell_hardtail_fallback,e86,e89,s1s2s3,0.5,1,1,1,0,0.0009531310575942449,-2.717714802880078e-05,0.0009531310575942449,-2.717714802880078e-05,-2.717714802880078e-05,0.0009531310575942449,-0.0002667226082885443,-0.00036621868666930624
row_hardtail_fallback,e86,e89,q2s3,0.8,1,1,1,0,0.0009536194880190832,-2.754364947943344e-05,0.0009536194880190832,-2.754364947943344e-05,-2.754364947943344e-05,0.0009536194880190832,-0.0002842942611605004,-0.00034148161670909116
cell_hardtail_fallback,e86,e89,all,0.8,1,1,1,0,0.0009543439244906732,-2.7385694099324454e-05,0.0009543439244906732,-2.7385694099324454e-05,-2.7385694099324454e-05,0.0009543439244906732,-0.00028870620926955135,-0.00036120498669961476
cell_hardtail_fallback,e86,e89,s1s2s3,0.6,1,1,1,0,0.0009561554495324114,-2.7230117065846215e-05,0.0009561554495324114,-2.7230117065846215e-05,-2.7230117065846215e-05,0.0009561554495324114,-0.00027260376430459087,-0.00036654966163701674
row_hardtail_fallback,e86,e89,s1s2s3,0.6,1,1,1,0,0.0009571482939772385,-2.7260979401866337e-05,0.0009571482939772385,-2.7260979401866337e-05,-2.7260979401866337e-05,0.0009571482939772385,-0.0002886837129717157,-0.00036550576934274437
row_hardtail_fallback,e86,e85,all,0.9,1,1,1,0,0.0009613240788014746,-2.73455108495968e-05,0.0009613240788014746,-2.73455108495968e-05,-2.73455108495968e-05,0.0009613240788014746,-0.00027846777850102923,-0.0003575865145890936
cell_hardtail_fallback,e86,e89,s1s2s3,0.7,1,1,1,0,0.000963581936598986,-2.7374487483466936e-05,0.000963581936598986,-2.7374487483466936e-05,-2.7374487483466936e-05,0.000963581936598986,-0.0002816357925940094,-0.00036807278928720905
cell_hardtail_fallback,e86,e89,q2s3,0.8,1,1,1,0,0.0009663832527717394,-2.758814534131737e-05,0.0009663832527717394,-2.758814534131737e-05,-2.758814534131737e-05,0.0009663832527717394,-0.0003005242613836168,-0.00036120498669961476
row_hardtail_fallback,e86,e89,s1s2s3,0.7,1,1,1,0,0.0009676994737416732,-2.73424021253188e-05,0.0009676994737416732,-2.73424021253188e-05,-2.73424021253188e-05,0.0009676994737416732,-0.00029268204059884064,-0.00036767804443915003
row_hardtail_fallback,e86,e89,all,0.9,1,1,1,0,0.0009697191712560283,-2.74895929217589e-05,0.0009697191712560283,-2.74895929217589e-05,-2.74895929217589e-05,0.0009697191712560283,-0.0002814410697446368,-0.0003575865145890936
cell_hardtail_fallback,e86,e85,all,0.9,1,1,1,0,0.0009710566412558715,-2.7441009740281075e-05,0.0009710566412558715,-2.7441009740281075e-05,-2.7441009740281075e-05,0.0009710566412558715,-0.000290099981304609,-0.0003714943337999946
cell_hardtail_fallback,e86,e89,s1s2s3,0.8,1,1,1,0,0.00097237120467121,-2.7419884383039772e-05,0.00097237120467121,-2.7419884383039772e-05,-2.7419884383039772e-05,0.00097237120467121,-0.00028973725283374383,-0.00036920052267458425
row_hardtail_fallback,e86,e89,s1s2s3,0.8,1,1,1,0,0.0009725452650548938,-2.739002212903685e-05,0.0009725452650548938,-2.739002212903685e-05,-2.739002212903685e-05,0.0009725452650548938,-0.0002945436681591251,-0.00036814691286425616
row_hardtail_fallback,e86,e89,q2s3,0.9,1,1,1,0,0.0009742892714189316,-2.757412764875511e-05,0.0009742892714189316,-2.757412764875511e-05,-2.757412764875511e-05,0.0009742892714189316,-0.0002832717317196143,-0.0003575865145890936
row_hardtail_fallback,e86,e85,s1s2s3,0.9,1,1,1,0,0.0009757113181293118,-2.7415596143720578e-05,0.0009757113181293118,-2.7415596143720578e-05,-2.7415596143720578e-05,0.0009757113181293118,-0.00029699094258378025,-0.0003710811048835347
cell_hardtail_fallback,e86,e89,all,0.9,1,1,1,0,0.0009806863701657524,-2.7493576374104656e-05,0.0009806863701657524,-2.7493576374104656e-05,-2.7493576374104656e-05,0.0009806863701657524,-0.00029505944820261697,-0.0003714943337999946
row_hardtail_fallback,e86,e89,s3,0.5,1,1,1,0,0.0009823091209169776,-2.758660145230074e-05,0.0009823091209169776,-2.758660145230074e-05,-2.758660145230074e-05,0.0009823091209169776,-0.00030224304710773086,-0.0003647945024565502
cell_hardtail_fallback,e86,e89,s3,0.5,1,1,1,0,0.000982463906634905,-2.7599838071434846e-05,0.000982463906634905,-2.7599838071434846e-05,-2.7599838071434846e-05,0.000982463906634905,-0.000302034086388453,-0.00036621868666930624
cell_hardtail_fallback,e86,e89,s3,0.6,1,1,1,0,0.0009827080394859955,-2.7601839768465197e-05,0.0009827080394859955,-2.7601839768465197e-05,-2.7601839768465197e-05,0.0009827080394859955,-0.00030170450703950193,-0.00036654966163701674
row_hardtail_fallback,e86,e89,s3,0.6,1,1,1,0,0.0009829409053421796,-2.760432037995919e-05,0.0009829409053421796,-2.760432037995919e-05,-2.760432037995919e-05,0.0009829409053421796,-0.00030203352941282624,-0.00036550576934274437
row_hardtail_fallback,e86,e89,s3,0.7,1,1,1,0,0.0009835023798720661,-2.7613908907375695e-05,0.0009835023798720661,-2.7613908907375695e-05,-2.7613908907375695e-05,0.0009835023798720661,-0.00030160439094279454,-0.00036767804443915003
cell_hardtail_fallback,e86,e89,s3,0.7,1,1,1,0,0.0009836224188461838,-2.7623230594686632e-05,0.0009836224188461838,-2.7623230594686632e-05,-2.7623230594686632e-05,0.0009836224188461838,-0.0003011134861823528,-0.00036807278928720905
row_hardtail_fallback,e86,e89,s1s2s3,0.9,1,1,1,0,0.0009841064105838655,-2.7553686887671347e-05,0.0009841064105838655,-2.7553686887671347e-05,-2.7553686887671347e-05,0.0009841064105838655,-0.000300025675997484,-0.0003710811048835347
cell_hardtail_fallback,e86,e89,s3,0.8,1,1,1,0,0.0009844105329522763,-2.762009403456389e-05,0.0009844105329522763,-2.762009403456389e-05,-2.762009403456389e-05,0.0009844105329522763,-0.0003015553049479203,-0.00036920052267458425
row_hardtail_fallback,e86,e89,s3,0.8,1,1,1,0,0.0009849104493931634,-2.7628013021141484e-05,0.0009849104493931634,-2.7628013021141484e-05,-2.7628013021141484e-05,0.0009849104493931634,-0.00030028954915578,-0.00036814691286425616
cell_hardtail_fallback,e86,e89,q2s3,0.9,1,1,1,0,0.000987976360301198,-2.7650736643791696e-05,0.000987976360301198,-2.7650736643791696e-05,-2.7650736643791696e-05,0.000987976360301198,-0.0003006233128652946,-0.0003714943337999946
row_hardtail_fallback,e86,e89,s3,0.9,1,1,1,0,0.000988676510746769,-2.76433793739983e-05,0.000988676510746769,-2.76433793739983e-05,-2.76433793739983e-05,0.000988676510746769,-0.00030188998866939045,-0.0003710811048835347
control,e86,,,,1,1,1,0,0.0010102416357210917,-2.7705869828476004e-05,0.0010102416357210917,-2.7705869828476004e-05,-2.7705869828476004e-05,0.0010102416357210917,-0.0003074391775771235,-0.0003775852972332863
cell_hardtail_fallback,e86,mixmin,q2s3,0.9,1,1,0,0,0.0007149816395323454,-2.4228683378257898e-05,,,-2.4228683378257898e-05,0.0007149816395323454,-0.00020951133174686442,-0.00028621907833863147
row_hardtail_fallback,e86,mixmin,s3,0.9,1,1,0,0,0.0007243060399113068,-2.3878996331605506e-05,,,-2.3878996331605506e-05,0.0007243060399113068,-0.00021993177537257824,-0.00028085717771753754
row_hardtail_fallback,e86,mixmin,q2s3,0.9,1,1,0,0,0.0007099188005834696,-2.3808724971985384e-05,,,-2.3808724971985384e-05,0.0007099188005834696,-0.0002021107592626692,-0.00026736258742309643
cell_hardtail_fallback,e90,mixmin,q2s3,0.9,1,1,0,0,0.0006462539809786259,-2.3444468163380527e-05,,,-2.3444468163380527e-05,0.0006462539809786259,-0.00015586894009614883,-0.00020999802050551686
row_hardtail_fallback,e90,mixmin,s3,0.9,1,1,0,0,0.0006568953012833702,-2.3412398187705463e-05,,,-2.3412398187705463e-05,0.0006568953012833702,-0.0001679860974618974,-0.00021293530017268275
row_hardtail_fallback,e90,mixmin,q2s3,0.9,1,1,0,0,0.0006542019679454374,-2.3404879067934203e-05,,,-2.3404879067934203e-05,0.0006542019679454374,-0.0001712593205657975,-0.00021293694656315115
row_hardtail_fallback,e86,mixmin,s3,0.8,1,1,0,0,0.000674440798213407,-2.3324926528567325e-05,,,-2.3324926528567325e-05,0.000674440798213407,-0.0002037662212446112,-0.00023964701384960457
