sub_idx,target,target_idx,p_e95,p_e143,p_e144,delta_prob_e144_minus_e143,delta_y1_e144_minus_e143,delta_y0_e144_minus_e143,delta_y1,delta_y0,support_label,support_y_for_e144,support_delta,adverse_delta,flip_benefit,e144_better_if_y1,e144_better_if_y0,moved_toward_e95,moved_away_from_e95,hidden_block_id,subject_id,lifelog_date,sleep_date,global_pos,subject_pos,subject_phase,dow,is_weekend,block_n_rows,block_len_bin,pos_in_block,pos_frac,edge_distance,pos_bin,block_start,block_end,context_type,has_prev_train,has_next_train,prev_gap_pos,next_gap_pos,prev_gap_days,next_gap_days,edge_like,flip_rank,global_prior_y1,subject_prior_y1,subject_train_count,prev_y,next_y,has_prev_label,has_next_label,both_flanks,prev_only,next_only,flank_conflict,flank_agree,min_flank_gap_days,p_y1_global,support_probability_global,expected_delta_global,p_y1_subject,support_probability_subject,expected_delta_subject,p_y1_prev_beta,support_probability_prev_beta,expected_delta_prev_beta,p_y1_next_beta,support_probability_next_beta,expected_delta_next_beta,p_y1_nearest_beta,support_probability_nearest_beta,expected_delta_nearest_beta,p_y1_both_equal_beta,support_probability_both_equal_beta,expected_delta_both_equal_beta,p_y1_both_distance_beta,support_probability_both_distance_beta,expected_delta_both_distance_beta,p_y1_edge_endpoint_beta,support_probability_edge_endpoint_beta,expected_delta_edge_endpoint_beta,p_y1_nearest_hard085,support_probability_nearest_hard085,expected_delta_nearest_hard085,p_y1_conflict_flat,support_probability_conflict_flat,expected_delta_conflict_flat,hard_support_global,hard_support_subject,hard_support_prev_beta,hard_support_next_beta,hard_support_nearest_beta,hard_support_both_equal_beta,hard_support_both_distance_beta,hard_support_edge_endpoint_beta,hard_support_nearest_hard085,hard_support_conflict_flat
45,S3,5,0.910691431713429,0.910691431713429,0.910935128921342,0.0002436972079129518,-0.0002675600088767466,0.002732439991123048,-0.0002675600088767466,0.002732439991123048,1,1,-0.0002675600088767466,0.002732439991123048,0.0029999999999997945,True,False,False,True,id02_b4,id02,2024-09-30,2024-10-01,134,66,0.8354430379746836,0,0,16,11-16,2,0.13333333333333333,2,interior,2024-09-28,2024-10-15,after_train_run,True,False,3.0,,3.0,,False,18,0.6622222222222223,0.8958333333333334,48,1.0,,True,False,False,True,False,False,False,3.0,0.6622222222222223,0.6622222222222223,0.0007457733244565172,0.8958333333333334,0.8958333333333334,4.4939991123231905e-05,0.9107142857142857,0.9107142857142857,2.971339803779674e-07,0.8958333333333334,0.8958333333333334,4.4939991123231905e-05,0.9305555555555557,0.9305555555555557,-5.922667554342795e-05,0.9305555555555557,0.9305555555555557,-5.922667554342795e-05,0.9107142857142857,0.9107142857142857,2.971339803779674e-07,0.9305555555555557,0.9305555555555557,-5.922667554342795e-05,0.85,0.85,0.00018243999112322267,0.9107142857142857,0.9107142857142857,2.971339803779674e-07,True,True,True,True,True,True,True,True,True,True
49,S3,5,0.801085346274143,0.801085346274143,0.8015629573536199,0.00047761107947696946,-0.0005960273286847451,0.002403972671315646,-0.0005960273286847451,0.002403972671315646,1,1,-0.0005960273286847451,0.002403972671315646,0.0030000000000003912,True,False,False,True,id02_b4,id02,2024-10-05,2024-10-06,138,70,0.8860759493670886,5,1,16,11-16,6,0.4,6,interior,2024-09-28,2024-10-15,after_train_run,True,False,7.0,,8.0,,False,8,0.6622222222222223,0.8958333333333334,48,1.0,,True,False,False,True,False,False,False,8.0,0.6622222222222223,0.6622222222222223,0.00041730600464872026,0.8958333333333334,0.8958333333333334,-0.00028352732868470445,0.9019607843137255,0.9019607843137255,-0.0003019096816258832,0.8958333333333334,0.8958333333333334,-0.00028352732868470445,0.9305555555555557,0.9305555555555557,-0.000387693995351385,0.9305555555555557,0.9305555555555557,-0.000387693995351385,0.9019607843137255,0.9019607843137255,-0.0003019096816258832,0.9305555555555557,0.9305555555555557,-0.000387693995351385,0.85,0.85,-0.00014602732868468636,0.9019607843137255,0.9019607843137255,-0.0003019096816258832,True,True,True,True,True,True,True,True,True,True
50,S3,5,0.874405856106911,0.874405856106911,0.8740760251175839,-0.00032983098932715116,0.0003772769930088793,-0.00262272300699129,0.0003772769930088793,-0.00262272300699129,0,0,-0.00262272300699129,0.0003772769930088793,0.003000000000000169,False,True,False,True,id02_b4,id02,2024-10-06,2024-10-07,139,71,0.8987341772151899,6,1,16,11-16,7,0.4666666666666667,7,interior,2024-09-28,2024-10-15,after_train_run,True,False,8.0,,9.0,,False,13,0.6622222222222223,0.8958333333333334,48,1.0,,True,False,False,True,False,False,False,9.0,0.6622222222222223,0.33777777777777773,-0.0006360563403245111,0.8958333333333334,0.10416666666666663,6.477699300886177e-05,0.9013157894736843,0.09868421052631571,8.122436142991548e-05,0.8958333333333334,0.10416666666666663,6.477699300886177e-05,0.9305555555555557,0.06944444444444431,0.0001689436596755346,0.9305555555555557,0.06944444444444431,0.0001689436596755346,0.9013157894736843,0.09868421052631571,8.122436142991548e-05,0.9305555555555557,0.06944444444444431,0.0001689436596755346,0.85,0.15000000000000002,-7.272300699114618e-05,0.9013157894736843,0.09868421052631571,8.122436142991548e-05,False,False,False,False,False,False,False,False,False,False
52,S3,5,0.8763909693299943,0.8763909693299943,0.8760656126754716,-0.0003253566545227127,0.0003713149433791918,-0.0026286850566203945,0.0003713149433791918,-0.0026286850566203945,0,0,-0.0026286850566203945,0.0003713149433791918,0.0029999999999995863,False,True,False,True,id02_b4,id02,2024-10-08,2024-10-09,141,73,0.9240506329113924,1,0,16,11-16,9,0.6,6,interior,2024-09-28,2024-10-15,after_train_run,True,False,10.0,,11.0,,False,22,0.6622222222222223,0.8958333333333334,48,1.0,,True,False,False,True,False,False,False,11.0,0.6622222222222223,0.33777777777777773,-0.0006420183899540017,0.8958333333333334,0.10416666666666663,5.8814943379234996e-05,0.9003623188405797,0.09963768115942029,7.240189990097214e-05,0.8958333333333334,0.10416666666666663,5.8814943379234996e-05,0.9305555555555557,0.06944444444444431,0.0001629816100458876,0.9305555555555557,0.06944444444444431,0.0001629816100458876,0.9003623188405797,0.09963768115942029,7.240189990097214e-05,0.9305555555555557,0.06944444444444431,0.0001629816100458876,0.85,0.15000000000000002,-7.868505662074623e-05,0.9003623188405797,0.09963768115942029,7.240189990097214e-05,False,False,False,False,False,False,False,False,False,False
55,S3,5,0.8798043182888317,0.8798043182888317,0.8794867106012962,-0.000317607687535415,0.00036106327579724096,-0.0026389367242019013,0.00036106327579724096,-0.0026389367242019013,0,0,-0.0026389367242019013,0.00036106327579724096,0.0029999999999991422,False,True,False,True,id02_b4,id02,2024-10-12,2024-10-13,144,76,0.9620253164556962,5,1,16,11-16,12,0.8,3,interior,2024-09-28,2024-10-15,after_train_run,True,False,13.0,,15.0,,False,24,0.6622222222222223,0.8958333333333334,48,1.0,,True,False,False,True,False,False,False,15.0,0.6622222222222223,0.33777777777777773,-0.0006522700575358024,0.8958333333333334,0.10416666666666663,4.856327579733045e-05,0.8991935483870968,0.10080645161290325,5.864392095861768e-05,0.8958333333333334,0.10416666666666663,4.856327579733045e-05,0.9305555555555557,0.06944444444444431,0.00015272994246396757,0.9305555555555557,0.06944444444444431,0.00015272994246396757,0.8991935483870968,0.10080645161290325,5.864392095861768e-05,0.9305555555555557,0.06944444444444431,0.00015272994246396757,0.85,0.15000000000000002,-8.893672420263044e-05,0.8991935483870968,0.10080645161290325,5.864392095861768e-05,False,False,False,False,False,False,False,False,False,False
56,S3,5,0.891427325376584,0.891427325376584,0.8911366302897586,-0.0002906950868253322,0.000326153895884862,-0.0026738461041153627,0.000326153895884862,-0.0026738461041153627,0,0,-0.0026738461041153627,0.000326153895884862,0.0030000000000002247,False,True,False,True,id02_b4,id02,2024-10-13,2024-10-14,145,77,0.9746835443037974,6,1,16,11-16,13,0.8666666666666667,2,interior,2024-09-28,2024-10-15,after_train_run,True,False,14.0,,16.0,,False,11,0.6622222222222223,0.8958333333333334,48,1.0,,True,False,False,True,False,False,False,16.0,0.6622222222222223,0.33777777777777773,-0.0006871794374485471,0.8958333333333334,0.10416666666666663,1.3653895884838726e-05,0.898989898989899,0.101010101010101,2.31235928545363e-05,0.8958333333333334,0.10416666666666663,1.3653895884838726e-05,0.9305555555555557,0.06944444444444431,0.00011782056255151346,0.9305555555555557,0.06944444444444431,0.00011782056255151346,0.898989898989899,0.101010101010101,2.31235928545363e-05,0.9305555555555557,0.06944444444444431,0.00011782056255151346,0.85,0.15000000000000002,-0.00012384610411517177,0.898989898989899,0.101010101010101,2.31235928545363e-05,False,False,False,False,False,False,False,False,False,False
58,S3,5,0.9329483715728908,0.9329483715728908,0.9327604605238188,-0.00018791104907200928,0.00020143662984778432,-0.002798563370153051,0.00020143662984778432,-0.002798563370153051,0,0,-0.002798563370153051,0.00020143662984778432,0.0030000000000008353,False,True,False,True,id02_b4,id02,2024-10-15,2024-10-16,147,79,1.0,1,0,16,11-16,15,1.0,0,right_edge,2024-09-28,2024-10-15,after_train_run,True,False,16.0,,18.0,,True,5,0.6622222222222223,0.8958333333333334,48,1.0,,True,False,False,True,False,False,False,18.0,0.6622222222222223,0.33777777777777773,-0.0008118967034858311,0.8958333333333334,0.10416666666666663,-0.00011106337015230256,0.8986486486486488,0.1013513513513512,-0.00010261742420635393,0.8958333333333334,0.10416666666666663,-0.00011106337015230256,0.9305555555555557,0.06944444444444431,-6.896703485606624e-06,0.9305555555555557,0.06944444444444431,-6.896703485606624e-06,0.8986486486486488,0.1013513513513512,-0.00010261742420635393,0.9305555555555557,0.06944444444444431,-6.896703485606624e-06,0.85,0.15000000000000002,-0.00024856337015234105,0.8986486486486488,0.1013513513513512,-0.00010261742420635393,False,False,False,False,False,False,False,False,False,False
59,S3,5,0.4726266314057794,0.4726266314057794,0.4733744443514733,0.0007478129456939264,-0.0015809984166498259,0.0014190015833499547,-0.0015809984166498259,0.0014190015833499547,1,1,-0.0015809984166498259,0.0014190015833499547,0.0029999999999997806,True,False,False,True,id03_b2,id03,2024-08-16,2024-08-17,170,22,0.41509433962264153,4,0,11,11-16,0,0.0,0,left_edge,2024-08-16,2024-08-28,between_train_runs,True,True,1.0,11.0,1.0,13.0,True,19,0.6622222222222223,0.48484848484848486,33,1.0,1.0,True,True,True,False,False,False,True,1.0,0.6622222222222223,0.6622222222222223,-0.0005676650833165668,0.48484848484848486,0.48484848484848486,-3.554387119539346e-05,0.6565656565656566,0.6565656565656566,-0.0005506953863468709,0.5039281705948372,0.5039281705948372,-9.278292843444631e-05,0.6565656565656566,0.6565656565656566,-0.0005506953863468709,0.7424242424242424,0.7424242424242424,-0.0008082711439226097,0.6651515151515152,0.6651515151515152,-0.0005764529621044448,0.6565656565656566,0.6565656565656566,-0.0005506953863468709,0.85,0.85,-0.0011309984166498587,0.6651515151515152,0.6651515151515152,-0.0005764529621044448,True,False,True,True,True,True,True,True,True,True
64,S3,5,0.4760514899947896,0.4710655149489446,0.4753032649059808,0.004237749957036185,-0.008955870844842062,0.00804412915515762,-0.008955870844842062,0.00804412915515762,1,1,-0.008955870844842062,0.00804412915515762,0.016999999999999682,True,False,True,False,id03_b2,id03,2024-08-22,2024-08-23,175,27,0.5094339622641509,3,0,11,11-16,5,0.5,5,interior,2024-08-16,2024-08-28,between_train_runs,True,True,6.0,6.0,7.0,7.0,False,2,0.6622222222222223,0.48484848484848486,33,1.0,1.0,True,True,True,False,False,False,True,7.0,0.6622222222222223,0.6622222222222223,-0.003213648622619948,0.48484848484848486,0.48484848484848486,-0.0001982950872664686,0.5191919191919192,0.5191919191919192,-0.0007821334711048417,0.5191919191919192,0.5191919191919192,-0.0007821334711048417,0.6565656565656566,0.6565656565656566,-0.0031174870064583334,0.7424242424242424,0.7424242424242424,-0.004577082966054266,0.5492424242424242,0.5492424242424242,-0.0012929920569634168,0.6565656565656566,0.6565656565656566,-0.0031174870064583334,0.85,0.85,-0.006405870844842109,0.5492424242424242,0.5492424242424242,-0.0012929920569634168,True,False,True,True,True,True,True,True,True,True
65,S3,5,0.4978662937074191,0.4978662937074191,0.4971163127287298,-0.0007499809786892797,0.0015075260931679546,-0.001492473906831826,0.0015075260931679546,-0.001492473906831826,0,0,-0.001492473906831826,0.0015075260931679546,0.0029999999999997806,False,True,False,True,id03_b2,id03,2024-08-23,2024-08-24,176,28,0.5283018867924528,4,0,11,11-16,6,0.6,4,interior,2024-08-16,2024-08-28,between_train_runs,True,True,7.0,5.0,8.0,6.0,False,20,0.6622222222222223,0.48484848484848486,33,1.0,1.0,True,True,True,False,False,False,True,6.0,0.6622222222222223,0.33777777777777773,0.0004941927598346954,0.48484848484848486,0.5151515151515151,-3.792845228647781e-05,0.5151515151515151,0.48484848484848486,5.29806386226064e-05,0.5244755244755246,0.4755244755244754,8.09526665946327e-05,0.6565656565656566,0.3434343434343434,0.0004772230628649997,0.7424242424242424,0.25757575757575757,0.0007347988204407384,0.5504132231404959,0.4495867768595041,0.00015876576258954094,0.6565656565656566,0.3434343434343434,0.0004772230628649997,0.85,0.15000000000000002,0.0010575260931679875,0.5504132231404959,0.4495867768595041,0.00015876576258954094,False,True,False,False,False,False,False,False,False,False
