split,task,feature_block,n,target_mean,spearman,pearson,rmse,positive_rate,auc,average_precision,logloss,pred_mean
within_mode_actual,target_p90_rank_health,identity_signal,67,0.6203358208955224,-0.1875540859304613,-0.2574172547588204,1.1998897328960216,,,,,
within_mode_actual,target_p90_rank_health,human_signature,67,0.6203358208955224,0.4119621626161431,-0.18101424834483798,1.1381454045055543,,,,,
within_mode_actual,target_p90_rank_health,shape_signature,67,0.6203358208955224,0.29847544299290585,0.25877624478835864,0.17283055223802027,,,,,
within_mode_actual,target_p90_rank_health,action_shape,67,0.6203358208955224,0.417926377537058,0.5037902981816648,0.15338774012211556,,,,,
within_mode_actual,target_p90_rank_health,human_plus_action,67,0.6203358208955224,0.4187299468932473,-0.16013171880490187,0.898023002238659,,,,,
within_mode_actual,target_p90_rank_health,human_plus_identity_action,67,0.6203358208955224,0.4187299468932473,-0.16013171880490432,0.8980230022386805,,,,,
within_mode_actual,target_p90_rank_health,shape_plus_identity,67,0.6203358208955224,0.1889122619600698,-0.2342365273584402,0.8062612987421169,,,,,
within_mode_row,target_p90_rank_health,identity_signal,335,0.269589552238806,-0.03861257961918619,-0.032654622469626714,0.2767540605485479,,,,,
within_mode_row,target_p90_rank_health,human_signature,335,0.269589552238806,0.09609212345467838,0.10274966673119688,0.3946158838341755,,,,,
within_mode_row,target_p90_rank_health,shape_signature,335,0.269589552238806,0.3556641506927348,0.5537182075129291,0.22939921098201807,,,,,
within_mode_row,target_p90_rank_health,action_shape,335,0.269589552238806,0.3916622310168551,0.5816893525992524,0.22402374556190485,,,,,
within_mode_row,target_p90_rank_health,human_plus_action,335,0.269589552238806,0.37670324698044944,0.41667165310946835,0.30691664657823753,,,,,
within_mode_row,target_p90_rank_health,human_plus_identity_action,335,0.269589552238806,0.37670324698044944,0.41667165310946847,0.30691664657823714,,,,,
within_mode_row,target_p90_rank_health,shape_plus_identity,335,0.269589552238806,0.3440113132799451,0.5517713764687545,0.22977115530500536,,,,,
within_mode_subject,target_p90_rank_health,identity_signal,335,0.5736940298507462,-0.08687915135412219,-0.10464848230575267,0.26276068515306944,,,,,
within_mode_subject,target_p90_rank_health,human_signature,335,0.5736940298507462,0.17776994903449087,0.22703326695144774,0.3304810146256848,,,,,
within_mode_subject,target_p90_rank_health,shape_signature,335,0.5736940298507462,0.22886527647833746,0.3248891530510747,0.24623167982277333,,,,,
within_mode_subject,target_p90_rank_health,action_shape,335,0.5736940298507462,0.27630084787878917,0.3520135041094921,0.24368038746131623,,,,,
within_mode_subject,target_p90_rank_health,human_plus_action,335,0.5736940298507462,0.17764190925547646,0.2171072877970438,0.33747466475102517,,,,,
within_mode_subject,target_p90_rank_health,human_plus_identity_action,335,0.5736940298507462,0.17764190925547646,0.21710728779704294,0.33747466475102517,,,,,
within_mode_subject,target_p90_rank_health,shape_plus_identity,335,0.5736940298507462,0.23016318640830868,0.30595152963656963,0.24825871834857016,,,,,
within_mode_dateblock,target_p90_rank_health,identity_signal,335,0.5326492537313433,0.005746589439341577,0.06745197539601817,0.2378271748330207,,,,,
within_mode_dateblock,target_p90_rank_health,human_signature,335,0.5326492537313433,0.26894931803480665,0.2847628847698807,0.2759559341401995,,,,,
within_mode_dateblock,target_p90_rank_health,shape_signature,335,0.5326492537313433,0.2087454122957551,0.2578832640493876,0.23002586363356164,,,,,
within_mode_dateblock,target_p90_rank_health,action_shape,335,0.5326492537313433,0.21865427678366944,0.2789933439334845,0.22862269606065544,,,,,
within_mode_dateblock,target_p90_rank_health,human_plus_action,335,0.5326492537313433,0.2742489736399288,0.28631348434290355,0.27826125257286366,,,,,
within_mode_dateblock,target_p90_rank_health,human_plus_identity_action,335,0.5326492537313433,0.2742489736399288,0.28631348434290294,0.2782612525728643,,,,,
within_mode_dateblock,target_p90_rank_health,shape_plus_identity,335,0.5326492537313433,0.23098747529932717,0.2680262323441578,0.2295294830318926,,,,,
within_mode_actual,target_health_score,identity_signal,67,3.705223880597015,0.005816744772755967,0.0017354931144564643,3.0484800087225254,,,,,
within_mode_actual,target_health_score,human_signature,67,3.705223880597015,0.842642727199019,0.3134498655035481,1.5793619772583156,,,,,
