split,task,feature_block,n,target_mean,spearman,pearson,rmse,positive_rate,auc,average_precision,logloss,pred_mean
within_mode_actual,target_health_score,shape_signature,67,3.705223880597015,0.7577609917123428,0.854261779328282,0.3100688208271575,,,,,
within_mode_actual,target_health_score,action_shape,67,3.705223880597015,0.847933593701315,0.9071784018057515,0.24743633084850777,,,,,
within_mode_actual,target_health_score,human_plus_action,67,3.705223880597015,0.8469345320519079,0.3879398380905889,1.2431378997733584,,,,,
within_mode_actual,target_health_score,human_plus_identity_action,67,3.705223880597015,0.8469345320519079,0.38793983809058646,1.2431378997733697,,,,,
within_mode_actual,target_health_score,shape_plus_identity,67,3.705223880597015,0.7573786457990526,0.1834375888398673,2.0752025003596564,,,,,
within_mode_row,target_health_score,identity_signal,335,2.8,-0.10854314932816324,-0.11547298179900974,1.0647785533453327,,,,,
within_mode_row,target_health_score,human_signature,335,2.8,0.021833042400782602,0.07445621840803116,1.581907277339619,,,,,
within_mode_row,target_health_score,shape_signature,335,2.8,0.46343272520366285,0.512969430197092,0.9016622031406255,,,,,
within_mode_row,target_health_score,action_shape,335,2.8,0.45552683248660714,0.5098350515614484,0.9043309764830264,,,,,
within_mode_row,target_health_score,human_plus_action,335,2.8,0.29796610518809197,0.29319386365416034,1.3299523424972508,,,,,
within_mode_row,target_health_score,human_plus_identity_action,335,2.8,0.29796610518809197,0.2931938636541606,1.3299523424972501,,,,,
within_mode_row,target_health_score,shape_plus_identity,335,2.8,0.4554806795041444,0.5054457061272285,0.9063434693126053,,,,,
within_mode_subject,target_health_score,identity_signal,335,4.052611940298507,0.011290238823756425,-0.027333281845922174,0.5749295589588872,,,,,
within_mode_subject,target_health_score,human_signature,335,4.052611940298507,0.29029578100167064,0.25542836633451155,0.7049255954405793,,,,,
within_mode_subject,target_health_score,shape_signature,335,4.052611940298507,0.4094690398647145,0.40738718947317654,0.5195852804945515,,,,,
within_mode_subject,target_health_score,action_shape,335,4.052611940298507,0.4208577243102979,0.4129753871471496,0.5183167657283455,,,,,
within_mode_subject,target_health_score,human_plus_action,335,4.052611940298507,0.29870267832214736,0.2762438387252036,0.6889468280580626,,,,,
within_mode_subject,target_health_score,human_plus_identity_action,335,4.052611940298507,0.29870267832214736,0.2762438387252024,0.6889468280580632,,,,,
within_mode_subject,target_health_score,shape_plus_identity,335,4.052611940298507,0.3892110077229648,0.3881851265898634,0.5243204039053113,,,,,
within_mode_dateblock,target_health_score,identity_signal,335,3.886940298507463,-0.13309300699350546,-0.11196172260647616,0.5883322416384479,,,,,
within_mode_dateblock,target_health_score,human_signature,335,3.886940298507463,0.5559396278977604,0.5635225927269162,0.5216243035003448,,,,,
within_mode_dateblock,target_health_score,shape_signature,335,3.886940298507463,0.4353495310706687,0.4552549696041702,0.5208088003080668,,,,,
within_mode_dateblock,target_health_score,action_shape,335,3.886940298507463,0.4150256839660852,0.4371551218545062,0.5267707312900035,,,,,
within_mode_dateblock,target_health_score,human_plus_action,335,3.886940298507463,0.5764828695785489,0.5868556821142459,0.5040612471366874,,,,,
within_mode_dateblock,target_health_score,human_plus_identity_action,335,3.886940298507463,0.5764828695785489,0.5868556821142459,0.5040612471366879,,,,,
within_mode_dateblock,target_health_score,shape_plus_identity,335,3.886940298507463,0.4367863982287638,0.45264597956358243,0.5215971191416179,,,,,
within_mode_actual,target_joint_health,identity_signal,67,,,,,0.13432835820895522,0.564176245210728,0.23046657046657046,0.8932742637213471,0.5150532734177142
within_mode_actual,target_joint_health,human_signature,67,,,,,0.13432835820895522,0.8055555555555556,0.37326660267836737,0.705528810931602,0.37335731685263135
within_mode_actual,target_joint_health,shape_signature,67,,,,,0.13432835820895522,0.8093869731800767,0.3633469104546562,0.6156946809759903,0.4369294183378114
within_mode_actual,target_joint_health,action_shape,67,,,,,0.13432835820895522,0.8591954022988505,0.6391694725028059,0.4929184463956385,0.3909768303117733
within_mode_actual,target_joint_health,human_plus_action,67,,,,,0.13432835820895522,0.8151340996168582,0.3894834084099621,0.704462277671114,0.373294151789228
within_mode_actual,target_joint_health,human_plus_identity_action,67,,,,,0.13432835820895522,0.8151340996168582,0.3894834084099621,0.7044622776711139,0.373294151789228
within_mode_actual,target_joint_health,shape_plus_identity,67,,,,,0.13432835820895522,0.7825670498084291,0.311438590076361,0.8255386972105305,0.45462029483687993
within_mode_row,target_joint_health,identity_signal,335,,,,,0.01791044776119403,0.5937183383991894,0.03920660677126194,0.6767159988259451,0.484457045101293
within_mode_row,target_joint_health,human_signature,335,,,,,0.01791044776119403,0.7370820668693009,0.09808982450428151,0.23142123425234243,0.16083516036278986
within_mode_row,target_joint_health,shape_signature,335,,,,,0.01791044776119403,0.6388044579533941,0.02990762627072745,0.5841497403330091,0.40082523974686524
within_mode_row,target_joint_health,action_shape,335,,,,,0.01791044776119403,0.799645390070922,0.048984592239724206,0.5104521867352202,0.33319475313447666
within_mode_row,target_joint_health,human_plus_action,335,,,,,0.01791044776119403,0.7831813576494427,0.10741654027680228,0.23149006505417302,0.16391935428062968
within_mode_row,target_joint_health,human_plus_identity_action,335,,,,,0.01791044776119403,0.7831813576494427,0.10741654027680228,0.23149006505417302,0.16391935428062968
within_mode_row,target_joint_health,shape_plus_identity,335,,,,,0.01791044776119403,0.6403242147922998,0.034541313254674785,0.5724685283562211,0.3921053303831495
within_mode_subject,target_joint_health,identity_signal,335,,,,,0.25671641791044775,0.4372373213785374,0.2332046420943892,0.6974773005414934,0.5006673385095202
within_mode_subject,target_joint_health,human_signature,335,,,,,0.25671641791044775,0.5813019519940226,0.3049170923985725,1.0235814152679583,0.3501009344302862
within_mode_subject,target_joint_health,shape_signature,335,,,,,0.25671641791044775,0.6951527038386103,0.3905743888895633,0.620555714127338,0.46590842200208915
within_mode_subject,target_joint_health,action_shape,335,,,,,0.25671641791044775,0.711637246661063,0.4214324374036816,0.6185475687175995,0.4625749882731539
within_mode_subject,target_joint_health,human_plus_action,335,,,,,0.25671641791044775,0.6044643691043243,0.3236241003437162,0.9653651443930754,0.34593418262607467
within_mode_subject,target_joint_health,human_plus_identity_action,335,,,,,0.25671641791044775,0.6044643691043243,0.3236241003437162,0.9653651441334887,0.3459341825556729
within_mode_subject,target_joint_health,shape_plus_identity,335,,,,,0.25671641791044775,0.6876809563836742,0.3778679286759725,0.6245077529219514,0.4665530467020047
within_mode_dateblock,target_joint_health,identity_signal,335,,,,,0.18507462686567164,0.5068533616920713,0.1922265579361342,0.7007187070199901,0.5003611030876213
within_mode_dateblock,target_joint_health,human_signature,335,,,,,0.18507462686567164,0.7200165425971877,0.369303984924793,0.6783383408694856,0.3209753422327235
within_mode_dateblock,target_joint_health,shape_signature,335,,,,,0.18507462686567164,0.7134585844263264,0.3102537125062609,0.6192372727997297,0.450914977879611
within_mode_dateblock,target_joint_health,action_shape,335,,,,,0.18507462686567164,0.7023809523809523,0.31483629910284994,0.6092245280455084,0.43981668577993155
within_mode_dateblock,target_joint_health,human_plus_action,335,,,,,0.18507462686567164,0.7292922131631809,0.3739815399608317,0.657114369236182,0.3197936384088105
within_mode_dateblock,target_joint_health,human_plus_identity_action,335,,,,,0.18507462686567164,0.7292922131631809,0.3739815399608317,0.6571143433219941,0.3197936129449484
within_mode_dateblock,target_joint_health,shape_plus_identity,335,,,,,0.18507462686567164,0.7066052227342549,0.29251967427065756,0.6280049845947159,0.4518544171759076
